Nombre del archivo	 Frecuencia (kHz)	 Campo maximo (kA/m)	 SAR (W/g)	 Coercitividad (kA/m)	 Magnetizacion remanente (kA/m)	 Pendiente de calibracion
260kHz_050dA_100Mss_control2.txt	 2.608516e+02	 1.744012e+01	 1.380720e+03	 4.136946e+00	 8.826500e-02	 -1.376731e+10
260kHz_050dA_100Mss_control2b.txt	 2.608607e+02	 1.744012e+01	 1.419286e+03	 3.742445e+00	 8.999743e-02	 -1.343587e+10
260kHz_050dA_100Mss_control2c.txt	 2.608624e+02	 1.744012e+01	 1.349946e+03	 3.601431e+00	 8.696525e-02	 -1.423821e+10
