Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-1.738811e+04	-3.696631e+02
1.000000e-08	-1.738793e+04	-3.698716e+02
2.000000e-08	-1.738249e+04	-3.701991e+02
3.000000e-08	-1.737137e+04	-3.706071e+02
4.000000e-08	-1.735557e+04	-3.707817e+02
5.000000e-08	-1.733657e+04	-3.704990e+02
6.000000e-08	-1.731456e+04	-3.699729e+02
7.000000e-08	-1.728788e+04	-3.697199e+02
8.000000e-08	-1.725428e+04	-3.699953e+02
9.000000e-08	-1.721306e+04	-3.704139e+02
1.000000e-07	-1.716585e+04	-3.702653e+02
1.100000e-07	-1.711515e+04	-3.692891e+02
1.200000e-07	-1.706217e+04	-3.680798e+02
1.300000e-07	-1.700605e+04	-3.675909e+02
1.400000e-07	-1.694511e+04	-3.681776e+02
1.500000e-07	-1.687867e+04	-3.691847e+02
1.600000e-07	-1.680751e+04	-3.695681e+02
1.700000e-07	-1.673277e+04	-3.689297e+02
1.800000e-07	-1.665460e+04	-3.678771e+02
1.900000e-07	-1.657205e+04	-3.673393e+02
2.000000e-07	-1.648415e+04	-3.675926e+02
2.100000e-07	-1.639095e+04	-3.680238e+02
2.200000e-07	-1.629331e+04	-3.678082e+02
2.300000e-07	-1.619193e+04	-3.667001e+02
2.400000e-07	-1.608668e+04	-3.651233e+02
2.500000e-07	-1.597691e+04	-3.636233e+02
2.600000e-07	-1.586224e+04	-3.624127e+02
2.700000e-07	-1.574286e+04	-3.614631e+02
2.800000e-07	-1.561922e+04	-3.608341e+02
2.900000e-07	-1.549151e+04	-3.606760e+02
3.000000e-07	-1.535955e+04	-3.608900e+02
3.100000e-07	-1.522313e+04	-3.609743e+02
3.200000e-07	-1.508234e+04	-3.603919e+02
3.300000e-07	-1.493746e+04	-3.590956e+02
3.400000e-07	-1.478863e+04	-3.575775e+02
3.500000e-07	-1.463575e+04	-3.563565e+02
3.600000e-07	-1.447862e+04	-3.554975e+02
3.700000e-07	-1.431722e+04	-3.547019e+02
3.800000e-07	-1.415177e+04	-3.537804e+02
3.900000e-07	-1.398265e+04	-3.528526e+02
4.000000e-07	-1.381015e+04	-3.520110e+02
4.100000e-07	-1.363432e+04	-3.509260e+02
4.200000e-07	-1.345484e+04	-3.489945e+02
4.300000e-07	-1.327118e+04	-3.459586e+02
4.400000e-07	-1.308295e+04	-3.422861e+02
4.500000e-07	-1.289038e+04	-3.388264e+02
4.600000e-07	-1.269429e+04	-3.360734e+02
4.700000e-07	-1.249555e+04	-3.338038e+02
4.800000e-07	-1.229438e+04	-3.314138e+02
4.900000e-07	-1.209022e+04	-3.285111e+02
5.000000e-07	-1.188236e+04	-3.251375e+02
5.100000e-07	-1.167067e+04	-3.215229e+02
5.200000e-07	-1.145567e+04	-3.177874e+02
5.300000e-07	-1.123789e+04	-3.139326e+02
5.400000e-07	-1.101726e+04	-3.099985e+02
5.500000e-07	-1.079329e+04	-3.060806e+02
5.600000e-07	-1.056581e+04	-3.021793e+02
5.700000e-07	-1.033527e+04	-2.981441e+02
5.800000e-07	-1.010241e+04	-2.938499e+02
5.900000e-07	-9.867488e+03	-2.893880e+02
6.000000e-07	-9.630220e+03	-2.849940e+02
6.100000e-07	-9.390319e+03	-2.807727e+02
6.200000e-07	-9.147978e+03	-2.765640e+02
6.300000e-07	-8.903608e+03	-2.721319e+02
6.400000e-07	-8.657187e+03	-2.674448e+02
6.500000e-07	-8.408127e+03	-2.626996e+02
6.600000e-07	-8.155930e+03	-2.580667e+02
6.700000e-07	-7.900881e+03	-2.534811e+02
6.800000e-07	-7.643856e+03	-2.487288e+02
6.900000e-07	-7.385427e+03	-2.436988e+02
7.000000e-07	-7.125301e+03	-2.384829e+02
7.100000e-07	-6.862823e+03	-2.332332e+02
7.200000e-07	-6.597945e+03	-2.279946e+02
7.300000e-07	-6.331504e+03	-2.227222e+02
7.400000e-07	-6.064425e+03	-2.174122e+02
7.500000e-07	-5.796790e+03	-2.121262e+02
7.600000e-07	-5.527817e+03	-2.068723e+02
7.700000e-07	-5.256743e+03	-2.015322e+02
7.800000e-07	-4.983565e+03	-1.959753e+02
7.900000e-07	-4.708846e+03	-1.902270e+02
8.000000e-07	-4.432967e+03	-1.844575e+02
8.100000e-07	-4.155785e+03	-1.787796e+02
8.200000e-07	-3.877032e+03	-1.731044e+02
8.300000e-07	-3.596866e+03	-1.672432e+02
8.400000e-07	-3.315856e+03	-1.611363e+02
8.500000e-07	-3.034477e+03	-1.549259e+02
8.600000e-07	-2.752774e+03	-1.487890e+02
8.700000e-07	-2.470530e+03	-1.427435e+02
8.800000e-07	-2.187611e+03	-1.366598e+02
8.900000e-07	-1.904020e+03	-1.304389e+02
9.000000e-07	-1.619717e+03	-1.241241e+02
9.100000e-07	-1.334630e+03	-1.178221e+02
9.200000e-07	-1.048911e+03	-1.115635e+02
9.300000e-07	-7.630487e+02	-1.052823e+02
9.400000e-07	-4.775141e+02	-9.891162e+01
9.500000e-07	-1.922876e+02	-9.244310e+01
9.600000e-07	9.310479e+01	-8.588104e+01
9.700000e-07	3.789836e+02	-7.919569e+01
9.800000e-07	6.650184e+02	-7.237673e+01
9.900000e-07	9.504685e+02	-6.551509e+01
1.000000e-06	1.234918e+03	-5.876030e+01
1.010000e-06	1.518655e+03	-5.215620e+01
1.020000e-06	1.802257e+03	-4.555048e+01
1.030000e-06	2.085898e+03	-3.872415e+01
1.040000e-06	2.369180e+03	-3.162387e+01
1.050000e-06	2.651611e+03	-2.443322e+01
1.060000e-06	2.933114e+03	-1.739079e+01
1.070000e-06	3.213993e+03	-1.055468e+01
1.080000e-06	3.494531e+03	-3.769885e+00
1.090000e-06	3.774738e+03	3.147777e+00
1.100000e-06	4.054438e+03	1.023692e+01
1.110000e-06	4.333339e+03	1.740671e+01
1.120000e-06	4.610914e+03	2.458114e+01
1.130000e-06	4.886378e+03	3.177786e+01
1.140000e-06	5.159133e+03	3.904767e+01
1.150000e-06	5.429378e+03	4.638466e+01
1.160000e-06	5.698134e+03	5.372711e+01
1.170000e-06	5.966395e+03	6.102620e+01
1.180000e-06	6.234180e+03	6.827499e+01
1.190000e-06	6.500501e+03	7.546928e+01
1.200000e-06	6.764356e+03	8.257913e+01
1.210000e-06	7.025713e+03	8.958782e+01
1.220000e-06	7.285402e+03	9.654147e+01
1.230000e-06	7.544083e+03	1.035222e+02
1.240000e-06	7.801432e+03	1.105605e+02
