Unit:(mV)
                     CH1         CH2
Frequency              ? 260.887 kHz
00001              -8.00      400.00
00002              -6.00      320.00
00003              -2.00      240.00
00004              -4.00      160.00
00005              -6.00       80.00
00006              -2.00        0.00
00007              -2.00        0.00
00008              -2.00      -80.00
00009               2.00     -160.00
00010               6.00     -160.00
00011              -2.00     -320.00
00012              -8.00     -320.00
00013              -6.00     -400.00
00014               4.00     -400.00
00015              74.00     -560.00
00016             178.00     -640.00
00017            -164.00     -880.00
00018            -250.00     -720.00
00019             160.00     -560.00
00020             250.00     -960.00
00021             114.00    -1120.00
00022            -250.00     -880.00
00023             -94.00     -800.00
00024             250.00    -1440.00
00025              80.00    -1280.00
00026            -250.00     -800.00
00027             116.00    -1440.00
00028             250.00    -1600.00
00029            -204.00    -1280.00
00030            -230.00    -1440.00
00031             124.00    -1760.00
00032            -182.00    -1600.00
00033              42.00    -1520.00
00034             250.00    -1920.00
00035            -250.00    -1760.00
00036            -250.00    -1680.00
00037             250.00    -2080.00
00038             130.00    -2000.00
00039            -174.00    -1920.00
00040             -10.00    -2160.00
00041             -62.00    -2080.00
00042              74.00    -2080.00
00043             194.00    -2400.00
00044            -236.00    -2320.00
00045            -150.00    -2320.00
00046             250.00    -2560.00
00047              20.00    -2400.00
00048            -148.00    -2480.00
00049              34.00    -2640.00
00050             -28.00    -2640.00
00051               4.00    -2720.00
00052              90.00    -2720.00
00053             -74.00    -2720.00
00054             -54.00    -2880.00
00055              54.00    -2880.00
00056              10.00    -2800.00
00057              -6.00    -3200.00
00058             -36.00    -2960.00
00059             -22.00    -3040.00
00060              42.00    -3280.00
00061               4.00    -3120.00
00062             -44.00    -3120.00
00063              -4.00    -3280.00
00064              14.00    -3200.00
00065              -4.00    -3280.00
00066             -20.00    -3360.00
00067               4.00    -3360.00
00068               2.00    -3520.00
00069             -14.00    -3440.00
00070              -4.00    -3520.00
00071              -6.00    -3600.00
00072               2.00    -3520.00
00073              -2.00    -3600.00
00074             -24.00    -3600.00
00075               6.00    -3600.00
00076               2.00    -3680.00
00077             -26.00    -3680.00
00078              10.00    -3760.00
00079              -2.00    -3760.00
00080             -28.00    -3680.00
00081              10.00    -3840.00
00082               4.00    -3840.00
00083             -12.00    -3840.00
00084              -6.00    -3840.00
00085              -4.00    -3920.00
00086               0.00    -3920.00
00087             -10.00    -3840.00
00088              -6.00    -3920.00
00089               4.00    -3920.00
00090              -6.00    -3920.00
00091             -12.00    -3920.00
00092              -2.00    -4000.00
00093              -2.00    -4000.00
00094             -10.00    -4000.00
00095              -4.00    -3920.00
00096               2.00    -4000.00
00097              -4.00    -4000.00
00098             -10.00    -4000.00
00099              -6.00    -4000.00
00100              -2.00    -4000.00
00101              -2.00    -4000.00
00102              -4.00    -4000.00
00103              -2.00    -4000.00
00104              -2.00    -4000.00
00105             -12.00    -4000.00
00106              -2.00    -4000.00
00107               2.00    -4000.00
00108              -4.00    -4000.00
00109              -6.00    -4000.00
00110               2.00    -4000.00
00111              -4.00    -4000.00
00112              -6.00    -3920.00
00113              -2.00    -3920.00
00114               0.00    -3920.00
00115              -4.00    -3920.00
00116              -4.00    -3920.00
00117              -2.00    -3920.00
00118              -2.00    -3920.00
00119              -6.00    -3840.00
00120              -6.00    -3840.00
00121               2.00    -3840.00
00122              -4.00    -3840.00
00123              -4.00    -3840.00
00124              -4.00    -3760.00
00125              -4.00    -3760.00
00126              -6.00    -3680.00
00127              -4.00    -3680.00
00128              -2.00    -3680.00
00129              -4.00    -3600.00
00130              -6.00    -3600.00
00131              -6.00    -3600.00
00132              -4.00    -3520.00
00133              -6.00    -3520.00
00134              -6.00    -3520.00
00135               0.00    -3440.00
00136              -4.00    -3360.00
00137              -6.00    -3360.00
00138              -6.00    -3360.00
00139              -4.00    -3360.00
00140              -4.00    -3280.00
00141              -6.00    -3200.00
00142              -2.00    -3200.00
00143              -2.00    -3120.00
00144              -6.00    -3200.00
00145              -4.00    -3120.00
00146              -4.00    -2960.00
00147              -2.00    -2960.00
00148              -6.00    -2880.00
00149              -4.00    -2880.00
00150              -2.00    -2880.00
00151              -6.00    -2800.00
00152              -6.00    -2720.00
00153              -4.00    -2640.00
00154              -4.00    -2640.00
00155              -4.00    -2640.00
00156               2.00    -2560.00
00157              -4.00    -2560.00
00158              -4.00    -2480.00
00159              -2.00    -2400.00
00160              -2.00    -2320.00
00161              -4.00    -2320.00
00162              -4.00    -2240.00
00163              -2.00    -2240.00
00164              -2.00    -2080.00
00165              -4.00    -2080.00
00166              -2.00    -2000.00
00167              -4.00    -1920.00
00168              -2.00    -1840.00
00169               2.00    -1760.00
00170              -4.00    -1760.00
00171               2.00    -1760.00
00172              -2.00    -1600.00
00173              -6.00    -1600.00
00174               2.00    -1520.00
00175               2.00    -1440.00
00176              -4.00    -1360.00
00177              -2.00    -1360.00
00178               2.00    -1280.00
00179               2.00    -1280.00
00180              -6.00    -1120.00
00181              -2.00    -1120.00
00182               4.00    -1040.00
00183              -2.00     -960.00
00184              -4.00     -880.00
00185               2.00     -800.00
00186               0.00     -800.00
00187              -2.00     -640.00
00188              -2.00     -640.00
00189              -2.00     -640.00
00190              -2.00     -480.00
00191              -6.00     -480.00
00192              -6.00     -320.00
00193               4.00     -320.00
00194              -2.00     -160.00
00195              -4.00     -160.00
00196              -4.00     -160.00
00197               0.00        0.00
00198               2.00        0.00
00199               2.00        0.00
00200               0.00      160.00
00201               4.00      240.00
00202               4.00      240.00
00203              -4.00      320.00
00204              -8.00      400.00
00205               0.00      480.00
00206              12.00      560.00
00207              60.00      640.00
00208             154.00      800.00
00209             -46.00      880.00
00210            -250.00      720.00
00211            -130.00      800.00
00212             250.00      960.00
00213             250.00     1120.00
00214            -250.00      960.00
00215            -250.00     1200.00
00216             250.00     1280.00
00217             250.00     1120.00
00218            -250.00     1360.00
00219            -250.00     1440.00
00220             250.00     1440.00
00221             174.00     1360.00
00222            -126.00     1680.00
00223             -92.00     1680.00
00224            -250.00     1520.00
00225              64.00     1840.00
00226             250.00     1840.00
00227            -132.00     1760.00
00228            -250.00     1920.00
00229             154.00     2160.00
00230             250.00     1920.00
00231            -102.00     2080.00
00232            -174.00     2320.00
00233             -54.00     2160.00
00234              86.00     2240.00
00235             228.00     2400.00
00236            -122.00     2400.00
00237            -250.00     2400.00
00238             124.00     2640.00
00239             218.00     2560.00
00240             -78.00     2480.00
00241             -98.00     2720.00
00242             -34.00     2720.00
00243              34.00     2720.00
00244             116.00     2880.00
00245             -26.00     2880.00
00246            -128.00     2880.00
00247              22.00     3040.00
00248             110.00     3040.00
00249             -12.00     3040.00
00250             -74.00     3120.00
00251             -22.00     3120.00
00252              58.00     3200.00
00253              42.00     3280.00
00254             -38.00     3280.00
00255             -36.00     3360.00
00256              20.00     3360.00
00257              22.00     3360.00
00258              -6.00     3440.00
00259             -16.00     3440.00
00260             -10.00     3520.00
00261              20.00     3520.00
00262               8.00     3520.00
00263             -22.00     3600.00
00264              -6.00     3680.00
00265              10.00     3680.00
00266               2.00     3680.00
00267              -2.00     3760.00
00268              -6.00     3760.00
00269              -6.00     3680.00
00270              10.00     3840.00
00271              -2.00     3840.00
00272             -22.00     3760.00
00273               4.00     3840.00
00274              18.00     3920.00
00275              -2.00     3840.00
00276             -14.00     4000.00
00277              -4.00     4000.00
00278               4.00     4000.00
00279              -2.00     4000.00
00280               2.00     4000.00
00281               4.00     4000.00
00282              -4.00     4080.00
00283              -4.00     4000.00
00284               2.00     4080.00
00285              -2.00     4080.00
00286              -4.00     4080.00
00287               4.00     4000.00
00288               6.00     4080.00
00289              -6.00     4080.00
00290             -10.00     4080.00
00291              -2.00     4080.00
00292              -2.00     4080.00
00293               2.00     4080.00
00294               2.00     4080.00
00295               2.00     4080.00
00296              -2.00     4080.00
00297             -10.00     4080.00
00298              -2.00     4080.00
00299               6.00     4080.00
00300               2.00     4080.00
00301              -2.00     4080.00
00302               2.00     4000.00
00303              -4.00     4080.00
