Unit:(mV)
                     CH1         CH2
Frequency              ?  98.288 kHz
00001              18.00     -720.00
00002             -18.00     -720.00
00003             -22.00     -800.00
00004              36.00     -800.00
00005               4.00     -800.00
00006             -52.00     -880.00
00007              10.00     -800.00
00008              36.00     -800.00
00009             -28.00     -880.00
00010              -8.00     -960.00
00011              22.00     -880.00
00012             -14.00     -880.00
00013             -22.00     -960.00
00014              12.00     -960.00
00015              20.00     -960.00
00016             -12.00     -960.00
00017             -14.00    -1040.00
00018              12.00    -1040.00
00019               6.00     -960.00
00020             -22.00    -1040.00
00021               4.00    -1120.00
00022              20.00    -1040.00
00023             -20.00    -1120.00
00024             -20.00    -1120.00
00025              20.00    -1120.00
00026              10.00    -1120.00
00027             -20.00    -1200.00
00028              -6.00    -1280.00
00029              10.00    -1200.00
00030              -6.00    -1120.00
00031              -4.00    -1280.00
00032              14.00    -1280.00
00033              -2.00    -1280.00
00034             -22.00    -1280.00
00035              -2.00    -1360.00
00036              16.00    -1280.00
00037              -2.00    -1280.00
00038             -14.00    -1360.00
00039               2.00    -1360.00
00040              10.00    -1360.00
00041              -6.00    -1440.00
00042              -6.00    -1440.00
00043             -10.00    -1440.00
00044             -12.00    -1440.00
00045               4.00    -1440.00
00046              22.00    -1440.00
00047              -6.00    -1440.00
00048             -30.00    -1440.00
00049              -4.00    -1440.00
00050              26.00    -1440.00
00051               0.00    -1440.00
00052             -26.00    -1600.00
00053             -10.00    -1600.00
00054               2.00    -1520.00
00055               4.00    -1600.00
00056               6.00    -1680.00
00057               8.00    -1600.00
00058             -12.00    -1680.00
00059             -20.00    -1600.00
00060               4.00    -1680.00
00061              14.00    -1600.00
00062               2.00    -1680.00
00063             -14.00    -1680.00
00064             -14.00    -1760.00
00065              -6.00    -1760.00
00066               4.00    -1680.00
00067              12.00    -1760.00
00068               6.00    -1760.00
00069             -12.00    -1760.00
00070             -14.00    -1760.00
00071               2.00    -1760.00
00072              10.00    -1840.00
00073               2.00    -1840.00
00074              -4.00    -1760.00
00075             -10.00    -1840.00
00076             -10.00    -1840.00
00077               6.00    -1840.00
00078              12.00    -1920.00
00079              -2.00    -1920.00
00080             -14.00    -1840.00
00081              -6.00    -2000.00
00082               4.00    -1920.00
00083               8.00    -1920.00
00084               4.00    -2000.00
00085              -2.00    -2000.00
00086              -6.00    -2000.00
00087             -10.00    -2080.00
00088               2.00    -2000.00
00089              10.00    -2080.00
00090               4.00    -2080.00
00091              -6.00    -2000.00
00092              -6.00    -2080.00
00093              -2.00    -2080.00
00094              -2.00    -2080.00
00095               0.00    -2080.00
00096              -2.00    -2160.00
00097              -2.00    -2160.00
00098               2.00    -2080.00
00099               2.00    -2160.00
00100              -4.00    -2160.00
00101              -4.00    -2240.00
00102              -2.00    -2240.00
00103               0.00    -2160.00
00104               2.00    -2240.00
00105               2.00    -2240.00
00106              -4.00    -2240.00
00107              -6.00    -2240.00
00108               2.00    -2240.00
00109               4.00    -2320.00
00110              -2.00    -2320.00
00111              -6.00    -2240.00
00112              -6.00    -2320.00
00113               2.00    -2320.00
00114               2.00    -2320.00
00115              -2.00    -2320.00
00116               2.00    -2320.00
00117              -2.00    -2320.00
00118              -6.00    -2400.00
00119              -2.00    -2400.00
00120               2.00    -2400.00
00121              -4.00    -2400.00
00122              -2.00    -2400.00
00123              -2.00    -2400.00
00124              -2.00    -2400.00
00125              -4.00    -2400.00
00126              -2.00    -2400.00
00127              -2.00    -2400.00
00128              -4.00    -2480.00
00129              -6.00    -2400.00
00130               2.00    -2480.00
00131               4.00    -2480.00
00132              -2.00    -2480.00
00133              -4.00    -2480.00
00134              -4.00    -2480.00
00135              -2.00    -2480.00
00136              -2.00    -2480.00
00137               0.00    -2560.00
00138               2.00    -2560.00
00139              -2.00    -2560.00
00140               0.00    -2560.00
00141              -2.00    -2560.00
00142              -2.00    -2480.00
00143              -2.00    -2560.00
00144              -2.00    -2560.00
00145              -4.00    -2560.00
00146               2.00    -2560.00
00147               2.00    -2640.00
00148               4.00    -2560.00
00149              -2.00    -2640.00
00150              -2.00    -2640.00
00151              -4.00    -2560.00
00152              -2.00    -2640.00
00153               2.00    -2640.00
00154               2.00    -2640.00
00155              -2.00    -2640.00
00156              -4.00    -2640.00
00157              -2.00    -2640.00
00158               2.00    -2640.00
00159               2.00    -2640.00
00160              -2.00    -2640.00
00161               2.00    -2640.00
00162              -2.00    -2640.00
00163               2.00    -2640.00
00164              -2.00    -2720.00
00165              -2.00    -2640.00
00166              -2.00    -2640.00
00167               2.00    -2720.00
00168               4.00    -2720.00
00169               2.00    -2720.00
00170              -2.00    -2720.00
00171              -4.00    -2720.00
00172              -4.00    -2720.00
00173              -2.00    -2720.00
00174              -2.00    -2720.00
00175               2.00    -2720.00
00176               2.00    -2720.00
00177               0.00    -2720.00
00178              -2.00    -2720.00
00179              -4.00    -2720.00
00180              -4.00    -2720.00
00181               2.00    -2720.00
00182              -2.00    -2720.00
00183               2.00    -2720.00
00184              -2.00    -2720.00
00185               0.00    -2720.00
00186              -2.00    -2720.00
00187              -4.00    -2800.00
00188              -2.00    -2720.00
00189               2.00    -2800.00
00190               2.00    -2720.00
00191               0.00    -2720.00
00192              -6.00    -2720.00
00193              -4.00    -2720.00
00194               2.00    -2720.00
00195               4.00    -2720.00
00196              -4.00    -2720.00
00197              -2.00    -2720.00
00198              -2.00    -2720.00
00199              -4.00    -2800.00
00200               4.00    -2720.00
00201               4.00    -2800.00
00202              -4.00    -2720.00
00203              -6.00    -2720.00
00204              -2.00    -2720.00
00205               4.00    -2720.00
00206               4.00    -2800.00
00207               0.00    -2800.00
00208              -2.00    -2720.00
00209              -2.00    -2720.00
00210              -2.00    -2800.00
00211               4.00    -2800.00
00212               2.00    -2720.00
00213               0.00    -2720.00
00214              -2.00    -2720.00
00215              -2.00    -2720.00
00216              -2.00    -2720.00
00217               4.00    -2800.00
00218               4.00    -2720.00
00219               2.00    -2720.00
00220              -4.00    -2720.00
00221              -2.00    -2800.00
00222               2.00    -2720.00
00223               4.00    -2720.00
00224               2.00    -2720.00
00225              -2.00    -2720.00
00226              -4.00    -2720.00
00227              -2.00    -2720.00
00228               2.00    -2800.00
00229               4.00    -2720.00
00230              -2.00    -2720.00
00231              -2.00    -2800.00
00232               0.00    -2800.00
00233               2.00    -2720.00
00234               2.00    -2720.00
00235               2.00    -2720.00
00236              -2.00    -2720.00
00237              -2.00    -2720.00
00238              -2.00    -2720.00
00239               0.00    -2720.00
00240               0.00    -2720.00
00241              -2.00    -2720.00
00242              -4.00    -2720.00
00243              -4.00    -2720.00
00244               2.00    -2720.00
00245              -2.00    -2720.00
00246               2.00    -2720.00
00247              -2.00    -2720.00
00248              -4.00    -2720.00
00249              -2.00    -2640.00
00250               2.00    -2720.00
00251               0.00    -2720.00
00252              -2.00    -2640.00
00253              -2.00    -2640.00
00254              -4.00    -2640.00
00255              -2.00    -2640.00
00256               2.00    -2640.00
00257               4.00    -2640.00
00258              -2.00    -2640.00
00259              -4.00    -2640.00
00260              -2.00    -2720.00
00261              -2.00    -2640.00
00262              -2.00    -2640.00
00263              -2.00    -2640.00
00264              -4.00    -2560.00
00265              -2.00    -2640.00
00266              -2.00    -2640.00
00267              -2.00    -2560.00
00268               2.00    -2640.00
00269              -4.00    -2640.00
