Unit:(mV)
                     CH1         CH2
Frequency              ?  98.306 kHz
00001             -18.00     -320.00
00002             -22.00     -400.00
00003               6.00     -400.00
00004               2.00     -400.00
00005             -48.00     -320.00
00006              18.00     -480.00
00007              36.00     -320.00
00008             -14.00     -400.00
00009             -46.00     -400.00
00010              -6.00     -480.00
00011              26.00     -400.00
00012              -6.00     -400.00
00013              -6.00     -480.00
00014             -18.00     -400.00
00015             -14.00     -480.00
00016              -6.00     -400.00
00017              10.00     -480.00
00018               8.00     -480.00
00019             -20.00     -480.00
00020             -14.00     -640.00
00021             -12.00     -480.00
00022               6.00     -480.00
00023              -2.00     -480.00
00024              -6.00     -640.00
00025             -12.00     -560.00
00026             -10.00     -640.00
00027               2.00     -560.00
00028              -2.00     -640.00
00029              -2.00     -640.00
00030             -16.00     -560.00
00031             -10.00     -640.00
00032              -4.00     -640.00
00033              -4.00     -640.00
00034              -6.00     -640.00
00035               2.00     -640.00
00036              -4.00     -640.00
00037             -22.00     -640.00
00038              -6.00     -720.00
00039              10.00     -720.00
00040              -2.00     -640.00
00041             -12.00     -720.00
00042              -4.00     -720.00
00043              -4.00     -720.00
00044             -12.00     -640.00
00045              -2.00     -720.00
00046              -6.00     -720.00
00047             -12.00     -720.00
00048             -10.00     -720.00
00049               4.00     -720.00
00050              -2.00     -720.00
00051             -12.00     -800.00
00052              -6.00     -800.00
00053               2.00     -800.00
00054              -4.00     -720.00
00055             -14.00     -800.00
00056              -6.00     -800.00
00057              -2.00     -800.00
00058              -6.00     -800.00
00059              -6.00     -800.00
00060              -6.00     -800.00
00061             -10.00     -800.00
00062              -8.00     -800.00
00063              -2.00     -800.00
00064              -2.00     -800.00
00065             -12.00     -880.00
00066             -12.00     -880.00
00067              -6.00     -800.00
00068             -10.00     -880.00
00069             -14.00     -880.00
00070              -6.00     -880.00
00071              -4.00     -960.00
00072              -6.00     -960.00
00073             -12.00     -960.00
00074             -10.00     -960.00
00075              -6.00     -960.00
00076              -8.00     -960.00
00077              -6.00     -960.00
00078             -10.00     -960.00
00079             -10.00     -960.00
00080              -6.00     -960.00
00081              -6.00    -1040.00
00082             -10.00     -960.00
00083             -14.00     -960.00
00084              -6.00     -960.00
00085              -4.00     -960.00
00086             -10.00    -1040.00
00087             -12.00    -1040.00
00088             -10.00    -1040.00
00089             -12.00    -1040.00
00090              -6.00    -1040.00
00091              -6.00    -1040.00
00092             -10.00    -1040.00
00093             -12.00    -1040.00
00094             -12.00    -1120.00
00095              -4.00    -1040.00
00096              -6.00    -1120.00
00097             -10.00    -1120.00
00098              -6.00    -1040.00
00099             -10.00    -1120.00
00100              -8.00    -1120.00
00101             -10.00    -1040.00
00102              -6.00    -1120.00
00103              -6.00    -1040.00
00104             -12.00    -1120.00
00105              -4.00    -1120.00
00106              -2.00    -1120.00
00107             -12.00    -1120.00
00108             -10.00    -1120.00
00109             -10.00    -1120.00
00110              -4.00    -1120.00
00111              -6.00    -1120.00
00112             -14.00    -1120.00
00113             -12.00    -1120.00
00114              -6.00    -1120.00
00115              -4.00    -1120.00
00116               0.00    -1120.00
00117             -14.00    -1200.00
00118             -14.00    -1120.00
00119             -14.00    -1200.00
00120              -4.00    -1120.00
00121              -6.00    -1120.00
00122             -10.00    -1200.00
00123             -12.00    -1120.00
00124             -12.00    -1120.00
00125             -10.00    -1200.00
00126              -4.00    -1200.00
00127              -6.00    -1280.00
00128             -14.00    -1280.00
00129             -20.00    -1280.00
00130              -8.00    -1200.00
00131              -4.00    -1280.00
00132             -14.00    -1280.00
00133             -14.00    -1200.00
00134              -6.00    -1280.00
00135             -10.00    -1280.00
