Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.170335e+04	-2.530148e+02
1.000000e-08	-5.169034e+04	-2.528018e+02
2.000000e-08	-5.166477e+04	-2.527405e+02
3.000000e-08	-5.162484e+04	-2.532021e+02
4.000000e-08	-5.157090e+04	-2.538420e+02
5.000000e-08	-5.150540e+04	-2.538122e+02
6.000000e-08	-5.142958e+04	-2.528168e+02
7.000000e-08	-5.134098e+04	-2.517701e+02
8.000000e-08	-5.123496e+04	-2.520444e+02
9.000000e-08	-5.110927e+04	-2.539284e+02
1.000000e-07	-5.096651e+04	-2.560537e+02
1.100000e-07	-5.081161e+04	-2.566486e+02
1.200000e-07	-5.064699e+04	-2.554024e+02
1.300000e-07	-5.047098e+04	-2.538875e+02
1.400000e-07	-5.028085e+04	-2.539952e+02
1.500000e-07	-5.007675e+04	-2.560359e+02
1.600000e-07	-4.986151e+04	-2.585180e+02
1.700000e-07	-4.963665e+04	-2.597387e+02
1.800000e-07	-4.939964e+04	-2.593768e+02
1.900000e-07	-4.914615e+04	-2.584598e+02
2.000000e-07	-4.887494e+04	-2.580121e+02
2.100000e-07	-4.858971e+04	-2.580461e+02
2.200000e-07	-4.829547e+04	-2.578797e+02
2.300000e-07	-4.799304e+04	-2.571082e+02
2.400000e-07	-4.767783e+04	-2.559716e+02
2.500000e-07	-4.734421e+04	-2.548542e+02
2.600000e-07	-4.699097e+04	-2.537674e+02
2.700000e-07	-4.662244e+04	-2.525079e+02
2.800000e-07	-4.624441e+04	-2.511395e+02
2.900000e-07	-4.585923e+04	-2.500153e+02
3.000000e-07	-4.546470e+04	-2.492746e+02
3.100000e-07	-4.505709e+04	-2.485442e+02
3.200000e-07	-4.463472e+04	-2.473347e+02
3.300000e-07	-4.419891e+04	-2.456593e+02
3.400000e-07	-4.375205e+04	-2.440518e+02
3.500000e-07	-4.329533e+04	-2.429180e+02
3.600000e-07	-4.282801e+04	-2.420311e+02
3.700000e-07	-4.234858e+04	-2.408136e+02
3.800000e-07	-4.185614e+04	-2.390468e+02
3.900000e-07	-4.135094e+04	-2.371163e+02
4.000000e-07	-4.083396e+04	-2.355126e+02
4.100000e-07	-4.030619e+04	-2.342449e+02
4.200000e-07	-3.976815e+04	-2.328899e+02
4.300000e-07	-3.921977e+04	-2.311506e+02
4.400000e-07	-3.866063e+04	-2.291797e+02
4.500000e-07	-3.809036e+04	-2.272960e+02
4.600000e-07	-3.750889e+04	-2.255368e+02
4.700000e-07	-3.691649e+04	-2.236565e+02
4.800000e-07	-3.631356e+04	-2.215264e+02
4.900000e-07	-3.570036e+04	-2.193496e+02
5.000000e-07	-3.507697e+04	-2.173854e+02
5.100000e-07	-3.444343e+04	-2.155736e+02
5.200000e-07	-3.380007e+04	-2.135885e+02
5.300000e-07	-3.314764e+04	-2.112622e+02
5.400000e-07	-3.248703e+04	-2.088096e+02
5.500000e-07	-3.181877e+04	-2.065516e+02
5.600000e-07	-3.114280e+04	-2.045033e+02
5.700000e-07	-3.045872e+04	-2.023618e+02
5.800000e-07	-2.976634e+04	-1.998924e+02
5.900000e-07	-2.906593e+04	-1.971961e+02
6.000000e-07	-2.835800e+04	-1.945319e+02
6.100000e-07	-2.764278e+04	-1.919714e+02
6.200000e-07	-2.692012e+04	-1.893560e+02
6.300000e-07	-2.618993e+04	-1.865747e+02
6.400000e-07	-2.545252e+04	-1.837366e+02
6.500000e-07	-2.470850e+04	-1.809859e+02
6.600000e-07	-2.395820e+04	-1.782393e+02
6.700000e-07	-2.320148e+04	-1.752522e+02
6.800000e-07	-2.243803e+04	-1.719548e+02
6.900000e-07	-2.166772e+04	-1.685937e+02
7.000000e-07	-2.089047e+04	-1.654470e+02
7.100000e-07	-2.010581e+04	-1.624653e+02
7.200000e-07	-1.931317e+04	-1.593165e+02
7.300000e-07	-1.851281e+04	-1.557993e+02
7.400000e-07	-1.770656e+04	-1.520967e+02
7.500000e-07	-1.689695e+04	-1.485405e+02
7.600000e-07	-1.608532e+04	-1.451920e+02
7.700000e-07	-1.527070e+04	-1.417743e+02
7.800000e-07	-1.445107e+04	-1.380265e+02
7.900000e-07	-1.362562e+04	-1.340074e+02
8.000000e-07	-1.279594e+04	-1.299712e+02
8.100000e-07	-1.196450e+04	-1.260131e+02
8.200000e-07	-1.113228e+04	-1.219689e+02
8.300000e-07	-1.029798e+04	-1.176760e+02
8.400000e-07	-9.459740e+03	-1.132092e+02
8.500000e-07	-8.617378e+03	-1.087632e+02
8.600000e-07	-7.772636e+03	-1.043606e+02
8.700000e-07	-6.927410e+03	-9.981036e+01
8.800000e-07	-6.082017e+03	-9.498241e+01
8.900000e-07	-5.235331e+03	-9.000683e+01
9.000000e-07	-4.386349e+03	-8.509662e+01
9.100000e-07	-3.535292e+03	-8.021967e+01
9.200000e-07	-2.683265e+03	-7.507977e+01
9.300000e-07	-1.831263e+03	-6.946650e+01
9.400000e-07	-9.797229e+02	-6.352543e+01
9.500000e-07	-1.287412e+02	-5.757813e+01
9.600000e-07	7.217762e+02	-5.170295e+01
9.700000e-07	1.572258e+03	-4.560759e+01
9.800000e-07	2.423303e+03	-3.895453e+01
9.900000e-07	3.274905e+03	-3.172454e+01
1.000000e-06	4.125918e+03	-2.417321e+01
1.010000e-06	4.974754e+03	-1.647537e+01
1.020000e-06	5.820882e+03	-8.539401e+00
1.030000e-06	6.665383e+03	-2.115013e-01
1.040000e-06	7.509604e+03	8.441866e+00
1.050000e-06	8.353249e+03	1.716714e+01
1.060000e-06	9.194217e+03	2.581108e+01
1.070000e-06	1.003065e+04	3.444989e+01
1.080000e-06	1.086301e+04	4.317960e+01
1.090000e-06	1.169372e+04	5.187023e+01
1.100000e-06	1.252454e+04	6.024383e+01
1.110000e-06	1.335458e+04	6.818556e+01
1.120000e-06	1.418109e+04	7.586096e+01
1.130000e-06	1.500209e+04	8.346368e+01
1.140000e-06	1.581796e+04	9.092255e+01
1.150000e-06	1.663033e+04	9.796416e+01
1.160000e-06	1.743983e+04	1.044548e+02
1.170000e-06	1.824530e+04	1.105667e+02
1.180000e-06	1.904511e+04	1.165450e+02
1.190000e-06	1.983876e+04	1.223861e+02
1.200000e-06	2.062687e+04	1.278583e+02
1.210000e-06	2.140970e+04	1.328358e+02
1.220000e-06	2.218625e+04	1.374949e+02
1.230000e-06	2.295500e+04	1.421071e+02
1.240000e-06	2.371531e+04	1.467036e+02
1.250000e-06	2.446785e+04	1.510596e+02
1.260000e-06	2.521367e+04	1.550198e+02
1.270000e-06	2.595308e+04	1.587290e+02
1.280000e-06	2.668570e+04	1.624585e+02
1.290000e-06	2.741110e+04	1.662575e+02
1.300000e-06	2.812926e+04	1.698918e+02
1.310000e-06	2.884006e+04	1.731536e+02
1.320000e-06	2.954287e+04	1.761378e+02
1.330000e-06	3.023689e+04	1.791290e+02
1.340000e-06	3.092202e+04	1.822494e+02
1.350000e-06	3.159908e+04	1.853215e+02
1.360000e-06	3.226902e+04	1.881126e+02
1.370000e-06	3.293180e+04	1.906421e+02
1.380000e-06	3.358633e+04	1.931711e+02
1.390000e-06	3.423129e+04	1.959055e+02
1.400000e-06	3.486613e+04	1.987820e+02
1.410000e-06	3.549093e+04	2.015618e+02
1.420000e-06	3.610567e+04	2.040743e+02
1.430000e-06	3.670994e+04	2.063278e+02
1.440000e-06	3.730341e+04	2.084315e+02
1.450000e-06	3.788657e+04	2.104938e+02
1.460000e-06	3.846056e+04	2.125998e+02
1.470000e-06	3.902606e+04	2.147990e+02
1.480000e-06	3.958246e+04	2.170436e+02
1.490000e-06	4.012815e+04	2.191760e+02
1.500000e-06	4.066185e+04	2.210655e+02
1.510000e-06	4.118360e+04	2.227800e+02
1.520000e-06	4.169443e+04	2.245544e+02
1.530000e-06	4.219518e+04	2.265325e+02
1.540000e-06	4.268570e+04	2.285697e+02
1.550000e-06	4.316503e+04	2.303647e+02
1.560000e-06	4.363219e+04	2.317966e+02
1.570000e-06	4.408669e+04	2.330734e+02
1.580000e-06	4.452835e+04	2.345078e+02
1.590000e-06	4.495707e+04	2.361892e+02
1.600000e-06	4.537304e+04	2.379295e+02
1.610000e-06	4.577703e+04	2.395095e+02
1.620000e-06	4.617015e+04	2.408948e+02
1.630000e-06	4.655303e+04	2.421827e+02
1.640000e-06	4.692502e+04	2.434231e+02
1.650000e-06	4.728443e+04	2.445851e+02
1.660000e-06	4.762965e+04	2.456816e+02
1.670000e-06	4.796006e+04	2.468101e+02
1.680000e-06	4.827612e+04	2.480131e+02
1.690000e-06	4.857863e+04	2.491699e+02
1.700000e-06	4.886808e+04	2.501296e+02
1.710000e-06	4.914454e+04	2.509394e+02
1.720000e-06	4.940793e+04	2.518285e+02
1.730000e-06	4.965812e+04	2.529102e+02
1.740000e-06	4.989498e+04	2.539861e+02
1.750000e-06	5.011859e+04	2.547579e+02
1.760000e-06	5.032947e+04	2.552203e+02
1.770000e-06	5.052823e+04	2.557097e+02
1.780000e-06	5.071487e+04	2.564983e+02
1.790000e-06	5.088830e+04	2.574350e+02
1.800000e-06	5.104700e+04	2.581215e+02
1.810000e-06	5.119036e+04	2.584262e+02
1.820000e-06	5.131932e+04	2.586661e+02
1.830000e-06	5.143548e+04	2.591945e+02
1.840000e-06	5.153940e+04	2.599235e+02
1.850000e-06	5.163016e+04	2.604290e+02
1.860000e-06	5.170652e+04	2.605236e+02
1.870000e-06	5.176839e+04	2.605346e+02
1.880000e-06	5.181685e+04	2.608843e+02
1.890000e-06	5.185273e+04	2.615091e+02
1.900000e-06	5.187565e+04	2.619072e+02
1.910000e-06	5.188480e+04	2.617869e+02
1.920000e-06	5.188024e+04	2.614531e+02
1.930000e-06	5.186302e+04	2.613826e+02
1.940000e-06	5.183371e+04	2.615477e+02
1.950000e-06	5.179136e+04	2.614538e+02
1.960000e-06	5.173472e+04	2.609171e+02
1.970000e-06	5.166449e+04	2.605081e+02
1.980000e-06	5.158348e+04	2.608809e+02
1.990000e-06	5.149354e+04	2.616960e+02
2.000000e-06	5.139210e+04	2.616161e+02
2.010000e-06	5.127244e+04	2.597122e+02
2.020000e-06	5.112872e+04	2.567813e+02
2.030000e-06	5.096136e+04	2.548770e+02
2.040000e-06	5.077759e+04	2.552876e+02
2.050000e-06	5.058622e+04	2.571041e+02
2.060000e-06	5.039125e+04	2.580497e+02
2.070000e-06	5.018971e+04	2.567762e+02
2.080000e-06	4.997520e+04	2.541775e+02
2.090000e-06	4.974332e+04	2.523454e+02
2.100000e-06	4.949429e+04	2.523832e+02
2.110000e-06	4.923138e+04	2.534427e+02
2.120000e-06	4.895751e+04	2.538408e+02
2.130000e-06	4.867311e+04	2.528291e+02
2.140000e-06	4.837654e+04	2.510968e+02
2.150000e-06	4.806577e+04	2.497438e+02
2.160000e-06	4.773998e+04	2.491198e+02
2.170000e-06	4.739981e+04	2.487670e+02
2.180000e-06	4.704682e+04	2.482036e+02
2.190000e-06	4.668232e+04	2.474187e+02
2.200000e-06	4.630660e+04	2.465920e+02
2.210000e-06	4.591888e+04	2.456475e+02
2.220000e-06	4.551811e+04	2.443431e+02
2.230000e-06	4.510390e+04	2.427261e+02
2.240000e-06	4.467682e+04	2.412341e+02
2.250000e-06	4.423788e+04	2.402195e+02
2.260000e-06	4.378782e+04	2.394968e+02
2.270000e-06	4.332675e+04	2.385225e+02
2.280000e-06	4.285427e+04	2.370093e+02
2.290000e-06	4.236982e+04	2.352249e+02
2.300000e-06	4.187290e+04	2.336332e+02
2.310000e-06	4.136344e+04	2.323524e+02
2.320000e-06	4.084213e+04	2.310804e+02
2.330000e-06	4.031018e+04	2.295140e+02
2.340000e-06	3.976853e+04	2.276969e+02
2.350000e-06	3.921690e+04	2.259023e+02
2.360000e-06	3.865376e+04	2.242764e+02
2.370000e-06	3.807759e+04	2.227163e+02
2.380000e-06	3.748833e+04	2.210691e+02
2.390000e-06	3.688762e+04	2.193199e+02
2.400000e-06	3.627763e+04	2.175195e+02
2.410000e-06	3.565958e+04	2.156224e+02
2.420000e-06	3.503328e+04	2.135239e+02
2.430000e-06	3.439782e+04	2.112597e+02
2.440000e-06	3.375254e+04	2.090508e+02
2.450000e-06	3.309751e+04	2.070661e+02
2.460000e-06	3.243341e+04	2.051842e+02
2.470000e-06	3.176136e+04	2.030904e+02
2.480000e-06	3.108244e+04	2.006299e+02
2.490000e-06	3.039712e+04	1.979936e+02
2.500000e-06	2.970464e+04	1.954986e+02
2.510000e-06	2.900356e+04	1.932210e+02
2.520000e-06	2.829308e+04	1.909211e+02
2.530000e-06	2.757400e+04	1.883376e+02
2.540000e-06	2.684810e+04	1.854875e+02
2.550000e-06	2.611625e+04	1.826247e+02
2.560000e-06	2.537745e+04	1.799377e+02
2.570000e-06	2.462986e+04	1.773572e+02
2.580000e-06	2.387291e+04	1.746725e+02
2.590000e-06	2.310819e+04	1.717730e+02
2.600000e-06	2.233794e+04	1.687253e+02
2.610000e-06	2.156300e+04	1.656388e+02
2.620000e-06	2.078252e+04	1.625294e+02
2.630000e-06	1.999572e+04	1.593401e+02
2.640000e-06	1.920343e+04	1.560517e+02
2.650000e-06	1.840746e+04	1.527144e+02
2.660000e-06	1.760850e+04	1.493686e+02
2.670000e-06	1.680507e+04	1.459756e+02
2.680000e-06	1.599489e+04	1.424534e+02
2.690000e-06	1.517733e+04	1.387684e+02
2.700000e-06	1.435419e+04	1.349672e+02
2.710000e-06	1.352814e+04	1.311217e+02
2.720000e-06	1.270045e+04	1.272592e+02
2.730000e-06	1.187049e+04	1.233480e+02
2.740000e-06	1.103708e+04	1.193311e+02
2.750000e-06	1.020009e+04	1.151643e+02
2.760000e-06	9.360586e+03	1.108397e+02
2.770000e-06	8.519617e+03	1.063939e+02
2.780000e-06	7.677250e+03	1.018893e+02
2.790000e-06	6.832738e+03	9.736235e+01
2.800000e-06	5.985518e+03	9.277491e+01
2.810000e-06	5.135934e+03	8.802866e+01
2.820000e-06	4.285067e+03	8.304500e+01
2.830000e-06	3.433977e+03	7.783084e+01
2.840000e-06	2.583032e+03	7.245567e+01
2.850000e-06	1.731837e+03	6.696631e+01
2.860000e-06	8.797561e+02	6.133831e+01
2.870000e-06	2.662518e+01	5.551078e+01
2.880000e-06	-8.269421e+02	4.944251e+01
2.890000e-06	-1.679934e+03	4.310932e+01
2.900000e-06	-2.531669e+03	3.645750e+01
2.910000e-06	-3.382131e+03	2.940066e+01
2.920000e-06	-4.231554e+03	2.189064e+01
2.930000e-06	-5.079772e+03	1.398128e+01
2.940000e-06	-5.926187e+03	5.796827e+00
2.950000e-06	-6.770435e+03	-2.566646e+00
2.960000e-06	-7.612871e+03	-1.109012e+01
2.970000e-06	-8.454037e+03	-1.977515e+01
2.980000e-06	-9.293615e+03	-2.855963e+01
2.990000e-06	-1.013023e+04	-3.731492e+01
3.000000e-06	-1.096270e+04	-4.592473e+01
3.010000e-06	-1.179148e+04	-5.434471e+01
3.020000e-06	-1.261855e+04	-6.257548e+01
3.030000e-06	-1.344541e+04	-7.059681e+01
3.040000e-06	-1.427113e+04	-7.834967e+01
3.050000e-06	-1.509254e+04	-8.577658e+01
3.060000e-06	-1.590661e+04	-9.285529e+01
3.070000e-06	-1.671266e+04	-9.958716e+01
3.080000e-06	-1.751257e+04	-1.059756e+02
3.090000e-06	-1.830892e+04	-1.120354e+02
3.100000e-06	-1.910302e+04	-1.178087e+02
3.110000e-06	-1.989440e+04	-1.233405e+02
3.120000e-06	-2.068171e+04	-1.286281e+02
3.130000e-06	-2.146358e+04	-1.336217e+02
3.140000e-06	-2.223899e+04	-1.382958e+02
3.150000e-06	-2.300721e+04	-1.427108e+02
3.160000e-06	-2.376776e+04	-1.469745e+02
3.170000e-06	-2.452047e+04	-1.511384e+02
3.180000e-06	-2.526536e+04	-1.551542e+02
3.190000e-06	-2.600251e+04	-1.589487e+02
3.200000e-06	-2.673212e+04	-1.625223e+02
3.210000e-06	-2.745469e+04	-1.659479e+02
3.220000e-06	-2.817078e+04	-1.692800e+02
3.230000e-06	-2.888032e+04	-1.725041e+02
3.240000e-06	-2.958227e+04	-1.755929e+02
3.250000e-06	-3.027518e+04	-1.785793e+02
3.260000e-06	-3.095844e+04	-1.815285e+02
3.270000e-06	-3.163286e+04	-1.844391e+02
3.280000e-06	-3.229974e+04	-1.872179e+02
3.290000e-06	-3.295941e+04	-1.897887e+02
3.300000e-06	-3.361081e+04	-1.922037e+02
3.310000e-06	-3.425254e+04	-1.946027e+02
3.320000e-06	-3.488424e+04	-1.970577e+02
3.330000e-06	-3.550679e+04	-1.994985e+02
3.340000e-06	-3.612111e+04	-2.018187e+02
3.350000e-06	-3.672700e+04	-2.040239e+02
3.360000e-06	-3.732320e+04	-2.062224e+02
3.370000e-06	-3.790839e+04	-2.084639e+02
3.380000e-06	-3.848187e+04	-2.106429e+02
3.390000e-06	-3.904347e+04	-2.126077e+02
3.400000e-06	-3.959309e+04	-2.143508e+02
3.410000e-06	-4.013075e+04	-2.160367e+02
3.420000e-06	-4.065703e+04	-2.178238e+02
3.430000e-06	-4.117315e+04	-2.196919e+02
3.440000e-06	-4.168025e+04	-2.214792e+02
3.450000e-06	-4.217852e+04	-2.230747e+02
3.460000e-06	-4.266692e+04	-2.245319e+02
3.470000e-06	-4.314383e+04	-2.259865e+02
3.480000e-06	-4.360800e+04	-2.275026e+02
3.490000e-06	-4.405907e+04	-2.290270e+02
3.500000e-06	-4.449745e+04	-2.304738e+02
3.510000e-06	-4.492373e+04	-2.318080e+02
3.520000e-06	-4.533809e+04	-2.330482e+02
3.530000e-06	-4.574013e+04	-2.342303e+02
3.540000e-06	-4.612921e+04	-2.353965e+02
3.550000e-06	-4.650511e+04	-2.365898e+02
3.560000e-06	-4.686839e+04	-2.378144e+02
3.570000e-06	-4.721987e+04	-2.390051e+02
3.580000e-06	-4.755968e+04	-2.400811e+02
3.590000e-06	-4.788684e+04	-2.410457e+02
3.600000e-06	-4.820006e+04	-2.419940e+02
3.610000e-06	-4.849891e+04	-2.429835e+02
3.620000e-06	-4.878418e+04	-2.439299e+02
3.630000e-06	-4.905686e+04	-2.447008e+02
3.640000e-06	-4.931701e+04	-2.453185e+02
3.650000e-06	-4.956381e+04	-2.459894e+02
3.660000e-06	-4.979670e+04	-2.468629e+02
3.670000e-06	-5.001632e+04	-2.477992e+02
