Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.171555e+04	-2.568222e+02
1.000000e-08	-5.169433e+04	-2.567333e+02
2.000000e-08	-5.166042e+04	-2.572299e+02
3.000000e-08	-5.161468e+04	-2.579996e+02
4.000000e-08	-5.155852e+04	-2.581152e+02
5.000000e-08	-5.149233e+04	-2.571082e+02
6.000000e-08	-5.141384e+04	-2.557962e+02
7.000000e-08	-5.131874e+04	-2.556702e+02
8.000000e-08	-5.120385e+04	-2.572737e+02
9.000000e-08	-5.106993e+04	-2.593803e+02
1.000000e-07	-5.092122e+04	-2.600934e+02
1.100000e-07	-5.076184e+04	-2.588215e+02
1.200000e-07	-5.059253e+04	-2.569554e+02
1.300000e-07	-5.041098e+04	-2.564289e+02
1.400000e-07	-5.021509e+04	-2.577130e+02
1.500000e-07	-5.000543e+04	-2.594263e+02
1.600000e-07	-4.978416e+04	-2.599003e+02
1.700000e-07	-4.955187e+04	-2.588719e+02
1.800000e-07	-4.930636e+04	-2.574859e+02
1.900000e-07	-4.904486e+04	-2.568274e+02
2.000000e-07	-4.876741e+04	-2.567935e+02
2.100000e-07	-4.847720e+04	-2.564840e+02
2.200000e-07	-4.817730e+04	-2.553982e+02
2.300000e-07	-4.786727e+04	-2.539246e+02
2.400000e-07	-4.754335e+04	-2.526947e+02
2.500000e-07	-4.720218e+04	-2.517968e+02
2.600000e-07	-4.684418e+04	-2.508403e+02
2.700000e-07	-4.647308e+04	-2.496222e+02
2.800000e-07	-4.609235e+04	-2.484041e+02
2.900000e-07	-4.570232e+04	-2.474545e+02
3.000000e-07	-4.530055e+04	-2.465716e+02
3.100000e-07	-4.488482e+04	-2.453060e+02
3.200000e-07	-4.445533e+04	-2.435989e+02
3.300000e-07	-4.401409e+04	-2.419413e+02
3.400000e-07	-4.356276e+04	-2.407813e+02
3.500000e-07	-4.310107e+04	-2.399326e+02
3.600000e-07	-4.262738e+04	-2.387695e+02
3.700000e-07	-4.214036e+04	-2.369872e+02
