Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.176301e+04	-1.687630e+02
1.000000e-08	-5.174581e+04	-1.682778e+02
2.000000e-08	-5.171545e+04	-1.688971e+02
3.000000e-08	-5.167132e+04	-1.702325e+02
4.000000e-08	-5.161486e+04	-1.705393e+02
5.000000e-08	-5.154828e+04	-1.689964e+02
6.000000e-08	-5.147140e+04	-1.672457e+02
7.000000e-08	-5.138048e+04	-1.677626e+02
8.000000e-08	-5.127096e+04	-1.706397e+02
9.000000e-08	-5.114183e+04	-1.728801e+02
1.000000e-07	-5.099677e+04	-1.716297e+02
1.100000e-07	-5.084063e+04	-1.677760e+02
1.200000e-07	-5.067486e+04	-1.653517e+02
1.300000e-07	-5.049702e+04	-1.669876e+02
1.400000e-07	-5.030440e+04	-1.706665e+02
1.500000e-07	-5.009761e+04	-1.718652e+02
1.600000e-07	-4.987972e+04	-1.688306e+02
1.700000e-07	-4.965205e+04	-1.647918e+02
1.800000e-07	-4.941195e+04	-1.643594e+02
1.900000e-07	-4.915534e+04	-1.682399e+02
2.000000e-07	-4.888137e+04	-1.724252e+02
2.100000e-07	-4.859377e+04	-1.727214e+02
2.200000e-07	-4.829707e+04	-1.692510e+02
2.300000e-07	-4.799163e+04	-1.658372e+02
2.400000e-07	-4.767301e+04	-1.653884e+02
2.500000e-07	-4.733632e+04	-1.669112e+02
2.600000e-07	-4.698103e+04	-1.673522e+02
2.700000e-07	-4.661139e+04	-1.655045e+02
2.800000e-07	-4.623243e+04	-1.631190e+02
2.900000e-07	-4.584565e+04	-1.622862e+02
3.000000e-07	-4.544859e+04	-1.627853e+02
3.100000e-07	-4.503794e+04	-1.626903e+02
3.200000e-07	-4.461271e+04	-1.610838e+02
3.300000e-07	-4.417466e+04	-1.591740e+02
3.400000e-07	-4.372620e+04	-1.585060e+02
3.500000e-07	-4.326816e+04	-1.588396e+02
3.600000e-07	-4.279933e+04	-1.585259e+02
3.700000e-07	-4.231766e+04	-1.567607e+02
3.800000e-07	-4.182197e+04	-1.546439e+02
3.900000e-07	-4.131278e+04	-1.536768e+02
4.000000e-07	-4.079188e+04	-1.537625e+02
4.100000e-07	-4.026104e+04	-1.533622e+02
4.200000e-07	-3.972087e+04	-1.515441e+02
4.300000e-07	-3.917065e+04	-1.491926e+02
4.400000e-07	-3.860932e+04	-1.478221e+02
4.500000e-07	-3.803650e+04	-1.476041e+02
4.600000e-07	-3.745274e+04	-1.471856e+02
4.700000e-07	-3.685867e+04	-1.454728e+02
4.800000e-07	-3.625424e+04	-1.430245e+02
4.900000e-07	-3.563898e+04	-1.412924e+02
5.000000e-07	-3.501286e+04	-1.407606e+02
5.100000e-07	-3.437685e+04	-1.403738e+02
5.200000e-07	-3.373216e+04	-1.388881e+02
5.300000e-07	-3.307926e+04	-1.363483e+02
5.400000e-07	-3.241772e+04	-1.338940e+02
5.500000e-07	-3.174708e+04	-1.323133e+02
5.600000e-07	-3.106776e+04	-1.312376e+02
5.700000e-07	-3.038074e+04	-1.298347e+02
5.800000e-07	-2.968667e+04	-1.279001e+02
5.900000e-07	-2.898540e+04	-1.259350e+02
6.000000e-07	-2.827655e+04	-1.243090e+02
6.100000e-07	-2.756015e+04	-1.227620e+02
6.200000e-07	-2.683662e+04	-1.208516e+02
6.300000e-07	-2.610603e+04	-1.185931e+02
6.400000e-07	-2.536798e+04	-1.163751e+02
6.500000e-07	-2.462233e+04	-1.143548e+02
6.600000e-07	-2.386982e+04	-1.122635e+02
6.700000e-07	-2.311155e+04	-1.098892e+02
6.800000e-07	-2.234767e+04	-1.074836e+02
6.900000e-07	-2.157704e+04	-1.054478e+02
7.000000e-07	-2.079847e+04	-1.037175e+02
7.100000e-07	-2.001230e+04	-1.017426e+02
7.200000e-07	-1.922046e+04	-9.914554e+01
7.300000e-07	-1.842455e+04	-9.618578e+01
7.400000e-07	-1.762418e+04	-9.340237e+01
7.500000e-07	-1.681744e+04	-9.092416e+01
7.600000e-07	-1.600316e+04	-8.837570e+01
7.700000e-07	-1.518245e+04	-8.546917e+01
7.800000e-07	-1.435789e+04	-8.243198e+01
7.900000e-07	-1.353124e+04	-7.967556e+01
8.000000e-07	-1.270216e+04	-7.718616e+01
8.100000e-07	-1.186933e+04	-7.450448e+01
8.200000e-07	-1.103244e+04	-7.132764e+01
8.300000e-07	-1.019282e+04	-6.789232e+01
8.400000e-07	-9.352195e+03	-6.460809e+01
8.500000e-07	-8.511062e+03	-6.146821e+01
8.600000e-07	-7.668629e+03	-5.808021e+01
8.700000e-07	-6.824053e+03	-5.428055e+01
8.800000e-07	-5.977454e+03	-5.045176e+01
8.900000e-07	-5.129569e+03	-4.704868e+01
9.000000e-07	-4.280705e+03	-4.394882e+01
9.100000e-07	-3.430430e+03	-4.053304e+01
9.200000e-07	-2.578403e+03	-3.643920e+01
9.300000e-07	-1.725255e+03	-3.201060e+01
9.400000e-07	-8.723501e+02	-2.784665e+01
9.500000e-07	-2.061739e+01	-2.405022e+01
9.600000e-07	8.302296e+02	-2.015537e+01
9.700000e-07	1.681182e+03	-1.579359e+01
9.800000e-07	2.532685e+03	-1.118000e+01
9.900000e-07	3.383978e+03	-6.784097e+00
1.000000e-06	4.233694e+03	-2.674762e+00
1.010000e-06	5.080994e+03	1.552796e+00
1.020000e-06	5.926122e+03	6.194527e+00
1.030000e-06	6.769957e+03	1.103170e+01
1.040000e-06	7.613202e+03	1.565928e+01
1.050000e-06	8.455999e+03	2.005973e+01
1.060000e-06	9.298081e+03	2.459324e+01
1.070000e-06	1.013899e+04	2.941841e+01
1.080000e-06	1.097808e+04	3.418892e+01
1.090000e-06	1.181441e+04	3.850243e+01
1.100000e-06	1.264707e+04	4.250048e+01
1.110000e-06	1.347558e+04	4.675000e+01
1.120000e-06	1.430001e+04	5.149984e+01
1.130000e-06	1.512056e+04	5.629762e+01
1.140000e-06	1.593705e+04	6.051872e+01
1.150000e-06	1.674887e+04	6.414315e+01
1.160000e-06	1.755553e+04	6.776124e+01
1.170000e-06	1.835708e+04	7.180024e+01
