Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51832.765126	-687.879474
0.0000000100	-51827.751287	-687.765430
0.0000000200	-51796.351640	-687.486171
0.0000000300	-51743.885955	-687.099115
0.0000000400	-51680.199031	-686.647741
0.0000000500	-51605.833291	-686.139420
0.0000000600	-51512.733127	-685.540256
0.0000000700	-51399.943366	-684.789884
0.0000000800	-51271.842315	-683.829779
0.0000000900	-51130.886079	-682.632491
0.0000001000	-50965.587392	-681.219011
0.0000001100	-50761.972131	-679.657284
0.0000001200	-50531.553127	-678.043552
0.0000001300	-50289.878797	-676.475517
0.0000001400	-50033.831306	-675.028778
0.0000001500	-49755.423217	-673.744786
0.0000001600	-49459.420020	-672.631713
0.0000001700	-49149.241513	-671.672927
0.0000001800	-48820.470117	-670.834822
0.0000001900	-48483.462303	-670.067871
0.0000002000	-48134.653401	-669.300687
0.0000002100	-47758.297145	-668.432972
0.0000002200	-47372.822659	-667.336053
0.0000002300	-46975.323669	-665.867159
0.0000002400	-46551.003893	-663.896881
0.0000002500	-46119.445480	-661.341583
0.0000002600	-45675.170081	-658.187990
0.0000002700	-45206.168385	-654.498535
0.0000002800	-44729.696112	-650.393005
0.0000002900	-44236.846594	-646.011699
0.0000003000	-43714.273351	-641.473201
0.0000003100	-43177.997198	-636.842310
0.0000003200	-42634.143021	-632.119403
0.0000003300	-42074.242464	-627.253531
0.0000003400	-41498.106195	-622.171911
0.0000003500	-40905.471526	-616.812463
0.0000003600	-40298.407378	-611.146192
0.0000003700	-39680.302798	-605.181981
0.0000003800	-39048.039953	-598.954777
0.0000003900	-38393.860009	-592.505188
0.0000004000	-37717.426917	-585.860993
0.0000004100	-37032.237211	-579.028483
0.0000004200	-36340.484306	-571.995530
0.0000004300	-35639.347145	-564.742270
0.0000004400	-34921.767900	-557.252206
0.0000004500	-34188.416823	-549.517573
0.0000004600	-33449.079058	-541.537021
0.0000004700	-32695.888327	-533.308412
0.0000004800	-31929.695690	-524.822179
0.0000004900	-31157.434483	-516.059954
0.0000005000	-30377.973913	-506.999663
0.0000005100	-29586.045339	-497.624157
0.0000005200	-28773.016640	-487.928115
0.0000005300	-27942.194981	-477.918801
0.0000005400	-27101.248789	-467.609696
0.0000005500	-26256.427443	-457.010180
0.0000005600	-25406.303369	-446.116923
0.0000005700	-24547.925833	-434.911946
0.0000005800	-23681.690540	-423.368825
0.0000005900	-22805.189179	-411.464044
0.0000006000	-21920.236505	-399.187541
0.0000006100	-21029.421635	-386.546681
0.0000006200	-20131.127668	-373.561217
0.0000006300	-19220.778444	-360.251555
0.0000006400	-18303.190584	-346.626264
0.0000006500	-17385.611245	-332.675345
0.0000006600	-16463.744004	-318.372889
0.0000006700	-15536.995305	-303.687959
0.0000006800	-14609.472242	-288.598282
