Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51822.175632	-897.999076
0.0000000100	-51810.678195	-897.766203
0.0000000200	-51778.183786	-897.356267
0.0000000300	-51727.396501	-896.843871
0.0000000400	-51664.542081	-896.285329
0.0000000500	-51584.505208	-895.685622
0.0000000600	-51484.874657	-894.983102
0.0000000700	-51375.383209	-894.062546
0.0000000800	-51251.796555	-892.796578
0.0000000900	-51108.438058	-891.103673
0.0000001000	-50932.501099	-889.002600
0.0000001100	-50714.621443	-886.641828
0.0000001200	-50480.412326	-884.289161
0.0000001300	-50237.478358	-882.279583
0.0000001400	-49966.264895	-880.933607
0.0000001500	-49671.145378	-880.469152
0.0000001600	-49370.731179	-880.933301
0.0000001700	-49057.217489	-882.174839
0.0000001800	-48724.875230	-883.866253
0.0000001900	-48387.876475	-885.568976
0.0000002000	-48034.321241	-886.823172
0.0000002100	-47655.138164	-887.237260
0.0000002200	-47272.063700	-886.554189
0.0000002300	-46880.303417	-884.680128
0.0000002400	-46462.877454	-881.673217
0.0000002500	-46032.554594	-877.701332
0.0000002600	-45587.626456	-872.984798
0.0000002700	-45115.030191	-867.741208
0.0000002800	-44630.812205	-862.145396
0.0000002900	-44133.149414	-856.310450
0.0000003000	-43612.168707	-850.288386
0.0000003100	-43077.142843	-844.084040
0.0000003200	-42530.138928	-837.674079
0.0000003300	-41962.967805	-831.024424
0.0000003400	-41377.300016	-824.102430
0.0000003500	-40781.631001	-816.883294
0.0000003600	-40176.484241	-809.352085
0.0000003700	-39558.849359	-801.503249
0.0000003800	-38920.932561	-793.338778
0.0000003900	-38263.038935	-784.865427
0.0000004000	-37589.939680	-776.091005
0.0000004100	-36906.686656	-767.020142
0.0000004200	-36218.522102	-757.650634
0.0000004300	-35520.369731	-747.971903
0.0000004400	-34803.848812	-737.966682
0.0000004500	-34074.430994	-727.615804
0.0000004600	-33335.624515	-716.904428
0.0000004700	-32583.066948	-705.826936
0.0000004800	-31822.842508	-694.387913
0.0000004900	-31058.702255	-682.598062
0.0000005000	-30276.806016	-670.466239
0.0000005100	-29470.507063	-657.990852
0.0000005200	-28644.537563	-645.154626
0.0000005300	-27808.681543	-631.925754
0.0000005400	-26971.677264	-618.265808
0.0000005500	-26132.389878	-604.141770
0.0000005600	-25282.578981	-589.537369
0.0000005700	-24423.634457	-574.458758
0.0000005800	-23555.862589	-558.931648
0.0000005900	-22677.324388	-542.990498
0.0000006000	-21791.872209	-526.663853
0.0000006100	-20898.855649	-509.961728
0.0000006200	-19998.836029	-492.870297
0.0000006300	-19090.716334	-475.356120
0.0000006400	-18177.289744	-457.378114
0.0000006500	-17260.406165	-438.902171
0.0000006600	-16339.950890	-419.912228
0.0000006700	-15417.275968	-400.413254
0.0000006800	-14487.878642	-380.425318
0.0000006900	-13550.151831	-359.971937
0.0000007000	-12596.926518	-339.068444
0.0000007100	-11626.582212	-317.715992
0.0000007200	-10656.785814	-295.904049
0.0000007300	-9688.290216	-273.620097
0.0000007400	-8715.649393	-250.861719
0.0000007500	-7737.102519	-227.644993
0.0000007600	-6752.381151	-204.004763
0.0000007700	-5767.991688	-179.986250
0.0000007800	-4783.270320	-155.631796
0.0000007900	-3798.523329	-130.969245
0.0000008000	-2813.432218	-106.008226
0.0000008100	-1826.848731	-80.747401
