Unit:(mV)
                     CH1         CH2
Frequency              ?           ?
00001             -26.00    -2400.00
00002             118.00    -2600.00
00003               6.00    -2400.00
00004             -26.00    -2600.00
00005             -26.00    -2600.00
00006               0.00    -2400.00
00007              48.00    -2800.00
00008              20.00    -2800.00
00009             -56.00    -2800.00
00010              -6.00    -3000.00
00011              48.00    -2800.00
00012              30.00    -3000.00
00013             -14.00    -3000.00
00014             -26.00    -3000.00
00015               2.00    -3000.00
00016              32.00    -3200.00
00017              16.00    -3200.00
00018             -24.00    -3200.00
00019               6.00    -3400.00
00020              30.00    -3200.00
00021              -2.00    -3200.00
00022             -12.00    -3400.00
00023              16.00    -3400.00
00024              16.00    -3400.00
00025               6.00    -3200.00
00026               6.00    -3600.00
00027              -6.00    -3600.00
00028               0.00    -3400.00
00029              14.00    -3600.00
00030              16.00    -3600.00
00031               6.00    -3600.00
00032               2.00    -3800.00
00033               6.00    -3600.00
00034              14.00    -3800.00
00035               4.00    -3800.00
00036               0.00    -3800.00
00037              16.00    -3800.00
00038              18.00    -3800.00
00039               2.00    -3800.00
00040               2.00    -3600.00
00041               6.00    -3800.00
00042               8.00    -3800.00
00043               8.00    -3800.00
00044              10.00    -3800.00
00045              14.00    -4000.00
00046               6.00    -4000.00
00047              -2.00    -3800.00
00048               2.00    -3800.00
00049              10.00    -4000.00
00050              16.00    -3800.00
00051              18.00    -3800.00
00052              10.00    -4000.00
00053              -6.00    -4000.00
00054              -6.00    -4000.00
00055              10.00    -4000.00
00056              18.00    -4000.00
00057              16.00    -4000.00
00058               6.00    -3800.00
00059               0.00    -4000.00
00060               2.00    -4000.00
00061               6.00    -4000.00
00062              10.00    -4000.00
00063              12.00    -3800.00
00064               6.00    -4000.00
00065               6.00    -3800.00
00066               8.00    -4000.00
00067               6.00    -3800.00
00068               8.00    -4000.00
00069              10.00    -3800.00
00070               8.00    -3800.00
00071               8.00    -3800.00
00072               6.00    -3800.00
00073               0.00    -3800.00
00074               2.00    -3800.00
00075               6.00    -3600.00
00076              10.00    -3600.00
00077              10.00    -3600.00
00078               8.00    -3800.00
00079               6.00    -3800.00
00080               2.00    -3600.00
00081               6.00    -3600.00
00082               2.00    -3600.00
00083              10.00    -3600.00
00084               8.00    -3600.00
00085               8.00    -3600.00
00086               8.00    -3600.00
00087               6.00    -3400.00
00088               4.00    -3600.00
00089               4.00    -3400.00
00090               8.00    -3400.00
00091               8.00    -3200.00
00092               4.00    -3200.00
00093               0.00    -3200.00
00094               2.00    -3200.00
00095               4.00    -3000.00
00096               8.00    -3000.00
00097              10.00    -3000.00
00098              10.00    -3000.00
00099               6.00    -3000.00
00100               0.00    -3000.00
00101               2.00    -3000.00
00102               6.00    -3000.00
00103               6.00    -2800.00
00104               8.00    -2800.00
00105              14.00    -2800.00
00106               2.00    -2800.00
00107              -2.00    -2800.00
00108               0.00    -2600.00
00109               6.00    -2600.00
00110              14.00    -2400.00
00111               8.00    -2400.00
00112               0.00    -2400.00
00113              -2.00    -2200.00
00114               2.00    -2200.00
00115               6.00    -2400.00
00116               8.00    -2200.00
00117               6.00    -2200.00
00118               6.00    -2000.00
00119               2.00    -2000.00
00120               0.00    -2000.00
00121               0.00    -1800.00
00122               2.00    -2000.00
00123               2.00    -1600.00
00124               0.00    -1600.00
00125               0.00    -1600.00
00126               2.00    -1600.00
00127               0.00    -1600.00
00128               2.00    -1400.00
00129               0.00    -1400.00
00130               0.00    -1200.00
00131               0.00    -1000.00
00132              -2.00    -1000.00
00133               0.00    -1200.00
00134               2.00    -1000.00
00135               0.00    -1000.00
00136               0.00     -800.00
00137              -2.00     -800.00
00138              -2.00     -800.00
00139              -2.00     -800.00
00140               0.00     -600.00
00141              -2.00     -600.00
00142               0.00     -600.00
00143              -2.00     -400.00
00144               0.00     -400.00
00145              -2.00     -400.00
00146              -2.00     -200.00
00147              -2.00     -200.00
00148              -2.00     -200.00
00149               0.00        0.00
00150              -2.00      200.00
00151              -2.00      200.00
00152               0.00      200.00
00153               4.00      200.00
00154               0.00      400.00
00155              -2.00      400.00
00156               6.00      400.00
00157               6.00      400.00
00158              -6.00      400.00
00159             -10.00      600.00
00160              -2.00      800.00
00161              30.00      800.00
00162             162.00     1000.00
