Unit:(mV)
                     CH1         CH2
Frequency              ?           ?
00001              22.00    -4000.00
00002              16.00    -3800.00
00003               8.00    -4000.00
00004               8.00    -4000.00
00005              10.00    -4000.00
00006              22.00    -3800.00
00007              22.00    -3800.00
00008              16.00    -4000.00
00009               8.00    -3800.00
00010               6.00    -4000.00
00011              16.00    -3800.00
00012              32.00    -4000.00
00013              24.00    -3800.00
00014              14.00    -3800.00
00015              10.00    -4000.00
00016              12.00    -3800.00
00017              16.00    -4000.00
00018              26.00    -3800.00
00019              24.00    -3600.00
00020              18.00    -3800.00
00021              16.00    -3800.00
00022              16.00    -3800.00
00023              22.00    -3800.00
00024              22.00    -3800.00
00025              22.00    -3800.00
00026              22.00    -3600.00
00027              22.00    -3600.00
00028              22.00    -3600.00
00029              22.00    -3600.00
00030              16.00    -3600.00
00031              18.00    -3600.00
00032              24.00    -3600.00
00033              26.00    -3600.00
00034              24.00    -3600.00
00035              16.00    -3600.00
00036              14.00    -3600.00
00037              22.00    -3400.00
00038              22.00    -3200.00
00039              22.00    -3400.00
00040              14.00    -3400.00
00041              14.00    -3200.00
00042              18.00    -3400.00
00043              26.00    -3200.00
00044              22.00    -3200.00
00045              16.00    -3200.00
00046               8.00    -3000.00
00047               8.00    -3000.00
00048              16.00    -3000.00
00049              18.00    -3000.00
00050              16.00    -3000.00
00051              10.00    -2800.00
00052               8.00    -2800.00
00053              16.00    -2800.00
00054              22.00    -2800.00
00055              14.00    -2800.00
00056               6.00    -2800.00
00057               8.00    -2400.00
00058              10.00    -2600.00
00059              16.00    -2400.00
00060              16.00    -2400.00
00061              12.00    -2400.00
00062               8.00    -2400.00
00063               2.00    -2400.00
00064               4.00    -2200.00
00065              10.00    -2200.00
00066              14.00    -2200.00
00067              10.00    -2000.00
00068               8.00    -2000.00
00069               2.00    -2000.00
00070               0.00    -1800.00
00071              10.00    -1800.00
00072              18.00    -1800.00
00073              14.00    -1600.00
00074              -2.00    -1600.00
00075              -8.00    -1400.00
00076               6.00    -1400.00
00077              18.00    -1400.00
00078               8.00    -1400.00
00079              -2.00    -1200.00
00080              -2.00    -1000.00
00081               6.00    -1200.00
00082              10.00    -1000.00
00083               8.00     -800.00
00084              -6.00     -800.00
00085              -2.00     -800.00
00086               6.00     -800.00
00087              10.00     -600.00
00088               0.00     -800.00
00089              -8.00     -800.00
00090               0.00     -600.00
00091              14.00     -400.00
00092              10.00     -600.00
00093              -8.00     -400.00
00094             -10.00     -400.00
00095               0.00     -400.00
00096              14.00        0.00
00097               6.00        0.00
00098              -6.00        0.00
00099             -14.00        0.00
00100              -8.00        0.00
00101               8.00      200.00
00102              10.00      200.00
00103               6.00      200.00
00104              -2.00      200.00
00105               0.00      400.00
00106               0.00      400.00
00107              -6.00      400.00
00108              -8.00      400.00
00109               0.00      400.00
00110              18.00      800.00
00111             146.00      800.00
00112             156.00     1000.00
00113            -254.00      800.00
00114            -254.00      800.00
00115             246.00     1200.00
00116             246.00     1200.00
00117             -80.00     1200.00
00118            -254.00      800.00
00119              40.00     1600.00
00120             246.00     1600.00
00121            -144.00     1200.00
00122            -254.00     1400.00
00123             214.00     1800.00
00124             246.00     1600.00
00125            -206.00     1600.00
00126             -62.00     2000.00
00127              38.00     1800.00
00128            -162.00     1800.00
00129             138.00     2000.00
00130             198.00     2000.00
00131            -254.00     1800.00
00132             -56.00     2000.00
00133             142.00     2400.00
00134             -60.00     2200.00
00135              54.00     2200.00
00136              -2.00     2400.00
00137            -210.00     2400.00
00138             154.00     2600.00
00139             146.00     2600.00
00140            -254.00     2400.00
00141              12.00     2800.00
00142             182.00     2800.00
00143            -126.00     2600.00
00144              -8.00     2800.00
00145              40.00     3000.00
00146            -100.00     2800.00
00147              58.00     3200.00
00148              26.00     3200.00
00149             -90.00     2800.00
00150              38.00     3200.00
00151             -18.00     3200.00
00152             -42.00     3200.00
00153              72.00     3400.00
00154             -52.00     3200.00
00155             -58.00     3400.00
00156              54.00     3400.00
00157             -26.00     3400.00
00158             -40.00     3400.00
00159              30.00     3600.00
00160             -22.00     3400.00
00161             -32.00     3400.00
00162             -10.00     3600.00
00163             -14.00     3600.00
00164               6.00     3600.00
00165             -14.00     3800.00
00166             -34.00     3600.00
00167              -6.00     3600.00
00168             -10.00     4000.00
00169             -32.00     3600.00
00170               2.00     4000.00
00171              -6.00     4000.00
00172             -36.00     4000.00
00173             -10.00     4000.00
00174              -2.00     4200.00
00175             -32.00     3800.00
00176             -18.00     4000.00
00177              -6.00     4000.00
00178             -14.00     4000.00
00179             -16.00     4000.00
00180             -30.00     4000.00
00181             -22.00     4000.00
00182              -4.00     4000.00
00183             -26.00     4200.00
00184             -18.00     4000.00
00185              -8.00     4200.00
00186             -26.00     4200.00
00187             -18.00     4200.00
00188             -14.00     4400.00
00189             -30.00     4200.00
00190             -24.00     4200.00
00191              -6.00     4200.00
00192              -6.00     4200.00
00193             -16.00     4200.00
00194             -30.00     4400.00
00195             -32.00     4200.00
00196             -14.00     4200.00
00197              -8.00     4200.00
00198             -24.00     4200.00
00199             -34.00     4200.00
00200             -32.00     4400.00
00201             -10.00     4200.00
00202               0.00     4200.00
00203             -24.00     4400.00
00204             -48.00     4200.00
00205             -30.00     4200.00
00206              -6.00     4200.00
00207              -8.00     4400.00
00208             -28.00     4200.00
00209             -38.00     4000.00
00210             -34.00     4200.00
00211             -22.00     4200.00
00212             -14.00     4200.00
00213             -16.00     4000.00
00214             -24.00     4200.00
00215             -34.00     4000.00
00216             -30.00     4000.00
00217             -28.00     4000.00
00218             -34.00     4000.00
00219             -24.00     4000.00
00220             -10.00     4000.00
00221             -22.00     4000.00
