Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51869.530548	-455.511512
0.0000000100	-51868.756306	-455.643852
0.0000000200	-51843.042609	-455.647864
0.0000000300	-51794.720627	-455.488221
0.0000000400	-51733.063098	-455.165716
0.0000000500	-51657.676939	-454.725845
0.0000000600	-51566.263107	-454.247776
0.0000000700	-51463.520864	-453.815745
0.0000000800	-51347.921617	-453.483324
0.0000000900	-51215.885202	-453.245519
0.0000001000	-51058.743212	-453.031972
0.0000001100	-50860.042069	-452.726672
0.0000001200	-50627.335182	-452.208678
0.0000001300	-50382.525330	-451.398790
0.0000001400	-50118.188998	-450.293398
0.0000001500	-49826.366689	-448.970693
0.0000001600	-49527.185113	-447.564932
0.0000001700	-49225.084446	-446.217303
0.0000001800	-48904.268079	-445.021795
0.0000001900	-48564.597915	-443.987106
0.0000002000	-48215.294054	-443.029760
0.0000002100	-47848.632866	-442.001463
0.0000002200	-47464.759957	-440.740313
0.0000002300	-47071.492621	-439.126222
0.0000002400	-46658.451329	-437.119604
0.0000002500	-46229.901235	-434.769396
0.0000002600	-45795.249071	-432.188769
0.0000002700	-45336.310320	-429.509395
0.0000002800	-44851.766938	-426.832709
0.0000002900	-44354.240762	-424.196568
0.0000003000	-43840.346467	-421.568421
0.0000003100	-43309.889215	-418.865031
0.0000003200	-42771.566132	-415.988616
0.0000003300	-42217.114201	-412.864014
0.0000003400	-41639.993141	-409.462777
0.0000003500	-41052.528777	-405.806825
0.0000003600	-40457.150046	-401.953070
0.0000003700	-39846.400610	-397.967572
0.0000003800	-39207.175989	-393.900506
0.0000003900	-38548.043416	-389.771141
0.0000004000	-37883.684501	-385.566565
0.0000004100	-37210.636666	-381.251956
0.0000004200	-36525.384693	-376.786156
0.0000004300	-35825.925549	-372.135669
0.0000004400	-35110.442834	-367.282414
0.0000004500	-34380.400194	-362.224182
0.0000004600	-33642.597000	-356.969878
0.0000004700	-32902.036731	-351.532930
0.0000004800	-32153.562096	-345.925762
0.0000004900	-31385.483726	-340.156540
0.0000005000	-30598.677348	-334.227842
0.0000005100	-29795.960880	-328.136307
0.0000005200	-28983.018692	-321.872640
0.0000005300	-28165.794939	-315.422248
0.0000005400	-27337.717215	-308.767207
0.0000005500	-26499.247650	-301.889942
0.0000005600	-25650.560572	-294.777897
0.0000005700	-24793.480584	-287.427415
0.0000005800	-23929.005102	-279.844736
0.0000005900	-23052.787613	-272.042960
0.0000006000	-22167.877102	-264.035621
0.0000006100	-21280.671648	-255.829361
0.0000006200	-20391.653895	-247.419039
0.0000006300	-19495.009583	-238.787803
0.0000006400	-18589.676350	-229.912541
0.0000006500	-17677.292169	-220.772529
0.0000006600	-16755.874521	-211.357435
0.0000006700	-15820.845828	-201.670910
