Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51831.402670	-444.161439
0.0000000100	-51820.423821	-443.880294
0.0000000200	-51791.165063	-443.576002
0.0000000300	-51744.724977	-443.375521
0.0000000400	-51682.881045	-443.315380
0.0000000500	-51607.858791	-443.311721
0.0000000600	-51516.965969	-443.190005
0.0000000700	-51409.528351	-442.763958
0.0000000800	-51281.901230	-441.927663
0.0000000900	-51140.996704	-440.715631
0.0000001000	-50980.666646	-439.298621
0.0000001100	-50782.711214	-437.912817
0.0000001200	-50553.599133	-436.752667
0.0000001300	-50307.734748	-435.877391
0.0000001400	-50044.260012	-435.177454
0.0000001500	-49761.868835	-434.420854
0.0000001600	-49466.770727	-433.361689
0.0000001700	-49160.969695	-431.862681
0.0000001800	-48835.181997	-429.974124
0.0000001900	-48496.196959	-427.929432
0.0000002000	-48147.994235	-426.054510
0.0000002100	-47775.023858	-424.627887
0.0000002200	-47391.727536	-423.752418
0.0000002300	-47001.618200	-423.295949
0.0000002400	-46584.935372	-422.928880
0.0000002500	-46154.277222	-422.244104
0.0000002600	-45715.250093	-420.908737
0.0000002700	-45254.043804	-418.783583
0.0000002800	-44778.749099	-415.961326
0.0000002900	-44289.347297	-412.710769
0.0000003000	-43772.560994	-409.355252
0.0000003100	-43239.705956	-406.140322
0.0000003200	-42700.080272	-403.147118
0.0000003300	-42136.889272	-400.284357
0.0000003400	-41552.881579	-397.354942
0.0000003500	-40960.231345	-394.160565
0.0000003600	-40358.368096	-390.593737
0.0000003700	-39745.382238	-386.676746
0.0000003800	-39115.639407	-382.534945
0.0000003900	-38466.659534	-378.323354
0.0000004000	-37797.452461	-374.145873
0.0000004100	-37115.005680	-370.006641
0.0000004200	-36429.197095	-365.814459
0.0000004300	-35733.463568	-361.433949
0.0000004400	-35019.162558	-356.754832
0.0000004500	-34291.230514	-351.743833
0.0000004600	-33553.915645	-346.454671
0.0000004700	-32805.049144	-340.993818
0.0000004800	-32045.804989	-335.461750
0.0000004900	-31277.706117	-329.900366
0.0000005000	-30498.583719	-324.272438
0.0000005100	-29703.133373	-318.481625
0.0000005200	-28888.059329	-312.420932
0.0000005300	-28058.109546	-306.024083
0.0000005400	-27221.539910	-299.294192
0.0000005500	-26380.363766	-292.296765
0.0000005600	-25530.578109	-285.122499
0.0000005700	-24665.949742	-277.839972
0.0000005800	-23790.839967	-270.462208
0.0000005900	-22911.406587	-262.942791
0.0000006000	-22025.848432	-255.201595
0.0000006100	-21136.112794	-247.165442
0.0000006200	-20241.695252	-238.802498
0.0000006300	-19337.678039	-230.133633
0.0000006400	-18427.182423	-221.216646
0.0000006500	-17514.701818	-212.113073
0.0000006600	-16595.841894	-202.855531
0.0000006700	-15669.122082	-193.432055
0.0000006800	-14742.086340	-183.794280
0.0000006900	-13811.929328	-173.883759
0.0000007000	-12872.842204	-163.661874
0.0000007100	-11924.263831	-153.127934
0.0000007200	-10963.747170	-142.317117
0.0000007300	-9991.754272	-131.280801
0.0000007400	-9012.538017	-120.060714
0.0000007500	-8029.813837	-108.670716
0.0000007600	-7042.591572	-97.095125
0.0000007700	-6053.884069	-85.303256
0.0000007800	-5067.090828	-73.271417
0.0000007900	-4081.075570	-61.000319
0.0000008000	-3091.764563	-48.519202
0.0000008100	-2099.902763	-35.875781
0.0000008200	-1106.447301	-23.118885
0.0000008300	-111.435874	-10.284306
0.0000008400	878.473966	2.607998
0.0000008500	1866.012161	15.544049
0.0000008600	2858.760366	28.499417
0.0000008700	3855.403154	41.426221
0.0000008800	4847.401735	54.251849
0.0000008900	5834.265701	66.891431
0.0000009000	6822.228250	79.268722
0.0000009100	7810.615153	91.335462
0.0000009200	8797.017067	103.080012
0.0000009300	9774.630320	114.521488
0.0000009400	10741.832891	125.692857
0.0000009500	11700.850303	136.621668
0.0000009600	12651.508078	147.317578
0.0000009700	13594.447416	157.771667
0.0000009800	14529.093172	167.966059
0.0000009900	15457.934753	177.887183
0.0000010000	16383.164657	187.534802
0.0000010100	17304.103982	196.922088
0.0000010200	18221.290178	206.067567
0.0000010300	19135.359775	214.984442
0.0000010400	20042.272071	223.674033
0.0000010500	20943.837574	232.127321
0.0000010600	21838.740855	240.333513
0.0000010700	22725.105350	248.290274
0.0000010800	23602.615127	256.009208
0.0000010900	24467.903713	263.513014
0.0000011000	25322.602468	270.825767
0.0000011100	26171.671528	277.962007
0.0000011200	27016.416983	284.921251
0.0000011300	27855.282868	291.691440
0.0000011400	28689.612972	298.259552
0.0000011500	29511.787939	304.623051
0.0000011600	30312.495672	310.794964
0.0000011700	31090.533835	316.798769
0.0000011800	31855.577494	322.655287
0.0000011900	32616.514395	328.368931
0.0000012000	33370.114845	333.921913
0.0000012100	34109.650567	339.281210
0.0000012200	34836.578442	344.416099
0.0000012300	35552.487461	349.317592
0.0000012400	36254.793805	354.008977
0.0000012500	36945.699307	358.540401
0.0000012600	37630.795965	362.968549
0.0000012700	38309.621728	367.330730
0.0000012800	38970.691018	371.626597
0.0000012900	39610.293073	375.817757
0.0000013000	40231.766010	379.846821
0.0000013100	40838.999740	383.667208
0.0000013200	41433.658650	387.268751
0.0000013300	42018.255837	390.685436
0.0000013400	42591.871866	393.980173
0.0000013500	43147.278711	397.213384
0.0000013600	43686.074704	400.411080
0.0000013700	44214.601467	403.549299
0.0000013800	44727.319048	406.564075
0.0000013900	45215.132195	409.383218
0.0000014000	45680.888614	411.964526
0.0000014100	46130.845192	414.320894
0.0000014200	46567.232120	416.518607
0.0000014300	46985.942642	418.648382
0.0000014400	47388.075340	420.782798
0.0000014500	47775.049397	422.941341
0.0000014600	48151.259144	425.081188
0.0000014700	48517.190320	427.119164
0.0000014800	48861.508140	428.974399
0.0000014900	49185.146048	430.610136
0.0000015000	49497.666018	432.052977
0.0000015100	49791.896738	433.378976
0.0000015200	50062.217853	434.673081
0.0000015300	50314.692752	435.982695
0.0000015400	50547.925939	437.289968
0.0000015500	50763.558116	438.518490
0.0000015600	50960.203126	439.572395
0.0000015700	51129.567387	440.388565
0.0000015800	51276.870251	440.974648
0.0000015900	51414.365936	441.411766
0.0000016000	51537.580046	441.818291
0.0000016100	51639.147772	442.291523
0.0000016200	51719.889464	442.856655
0.0000016300	51786.325894	443.450332
0.0000016400	51842.205520	443.949481
0.0000016500	51877.282801	444.233026
0.0000016600	51884.801100	444.246129
0.0000016700	51872.879521	444.033415
0.0000016800	51849.623157	443.721698
0.0000016900	51811.703231	443.457757
0.0000017000	51757.945766	443.330377
0.0000017100	51686.865522	443.316025
0.0000017200	51603.040649	443.278114
0.0000017300	51508.088498	443.024490
0.0000017400	51388.401723	442.398534
0.0000017500	51246.795001	441.360588
0.0000017600	51089.534558	440.018329
0.0000017700	50902.112633	438.587394
0.0000017800	50673.995771	437.296892
0.0000017900	50428.579482	436.282465
0.0000018000	50184.148681	435.518197
0.0000018100	49922.880842	434.822793
0.0000018200	49653.979301	433.941485
0.0000018300	49388.821550	432.668826
0.0000018400	49079.249099	430.956106
0.0000018500	48732.729835	428.951559
0.0000018600	48397.842268	426.950512
0.0000018700	48041.454777	425.273472
0.0000018800	47655.612722	424.123966
0.0000018900	47269.883760	423.488878
0.0000019000	46859.123261	423.126647
0.0000019100	46418.403778	422.650458
0.0000019200	45963.346005	421.671905
0.0000019300	45492.879715	419.944302
0.0000019400	45008.490149	417.445699
0.0000019500	44510.677056	414.369005
0.0000019600	44001.632930	411.027606
0.0000019700	43472.960437	407.720780
0.0000019800	42925.946649	404.618146
0.0000019900	42369.295491	401.710433
0.0000020000	41805.105045	398.841609
0.0000020100	41223.827686	395.800502
0.0000020200	40612.261402	392.425349
0.0000020300	39982.042563	388.672877
0.0000020400	39342.855912	384.623935
0.0000020500	38688.472923	380.429376
0.0000020600	38023.358652	376.227531
0.0000020700	37351.549131	372.075366
0.0000020800	36663.798316	367.925407
0.0000020900	35960.818135	363.655999
0.0000021000	35252.066808	359.135955
0.0000021100	34538.991876	354.289286
0.0000021200	33811.314768	349.127964
0.0000021300	33057.247987	343.738562
0.0000021400	32285.052088	338.232254
0.0000021500	31505.453682	332.685240
0.0000021600	30716.217907	327.099839
0.0000021700	29912.667529	321.404488
0.0000021800	29094.208384	315.490607
0.0000021900	28267.639477	309.266057
0.0000022000	27434.021691	302.697809
0.0000022100	26591.761366	295.823276
0.0000022200	25739.863670	288.726420
0.0000022300	24879.361133	281.492444
0.0000022400	24014.714139	274.164683
0.0000022500	23144.894832	266.724878
0.0000022600	22270.294538	259.105137
0.0000022700	21387.155457	251.223618
0.0000022800	20492.714619	243.024687
0.0000022900	19589.065435	234.503215
0.0000023000	18678.829425	225.701964
0.0000023100	17763.279650	216.685169
0.0000023200	16842.029455	207.503232
0.0000023300	15919.077174	198.166954
0.0000023400	14994.814134	188.643746
0.0000023500	14064.421648	178.876292
0.0000023600	13125.136748	168.812749
0.0000023700	12178.274863	158.432387
0.0000023800	11223.157093	147.753995
0.0000023900	10260.141737	136.824031
0.0000024000	9297.979759	125.692099
0.0000024100	8336.807940	114.387348
0.0000024200	7367.875317	102.907937
0.0000024300	6391.681638	91.228124
0.0000024400	5416.096133	79.317985
0.0000024500	4442.387193	67.164558
0.0000024600	3467.329795	54.783270
0.0000024700	2490.287409	42.214546
0.0000024800	1510.727257	29.508874
0.0000024900	528.267353	16.709749
