Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51840.397948	-563.023897
0.0000000100	-51823.450139	-563.133265
0.0000000200	-51783.929605	-563.103953
0.0000000300	-51728.145707	-562.804031
0.0000000400	-51657.830106	-562.190922
0.0000000500	-51572.461081	-561.356371
0.0000000600	-51477.841093	-560.506275
0.0000000700	-51366.494521	-559.877195
0.0000000800	-51238.515331	-559.623098
0.0000000900	-51087.630426	-559.723741
0.0000001000	-50895.656849	-559.960458
0.0000001100	-50671.707115	-559.977305
0.0000001200	-50434.623552	-559.407392
0.0000001300	-50176.561283	-558.013490
0.0000001400	-49887.558891	-555.783034
0.0000001500	-49588.023069	-552.935628
0.0000001600	-49284.582941	-549.838339
0.0000001700	-48963.104909	-546.863996
0.0000001800	-48624.168398	-544.252280
0.0000001900	-48274.271502	-542.031406
0.0000002000	-47903.656361	-540.030781
0.0000002100	-47519.733483	-537.974704
0.0000002200	-47132.615955	-535.612405
0.0000002300	-46722.759208	-532.825966
0.0000002400	-46297.530072	-529.670469
0.0000002500	-45865.947899	-526.333374
0.0000002600	-45406.794961	-523.036917
0.0000002700	-44915.499372	-519.931433
0.0000002800	-44411.678230	-517.028465
0.0000002900	-43899.070147	-514.201111
0.0000003000	-43370.206111	-511.246448
0.0000003100	-42829.758588	-507.976771
0.0000003200	-42272.207815	-504.295606
0.0000003300	-41694.996267	-500.225002
0.0000003400	-41111.793523	-495.876067
0.0000003500	-40523.237510	-491.382080
0.0000003600	-39909.341879	-486.829592
0.0000003700	-39267.845831	-482.220810
0.0000003800	-38615.403423	-477.482478
0.0000003900	-37956.021140	-472.512335
0.0000004000	-37284.345714	-467.236273
0.0000004100	-36598.268816	-461.646018
0.0000004200	-35904.556413	-455.799166
0.0000004300	-35195.943055	-449.783858
0.0000004400	-34469.183001	-443.668432
0.0000004500	-33735.265487	-437.463105
0.0000004600	-32995.610626	-431.113258
0.0000004700	-32247.125147	-424.526732
0.0000004800	-31486.382788	-417.619893
0.0000004900	-30702.379487	-410.358097
0.0000005000	-29900.222078	-402.769892
0.0000005100	-29091.124794	-394.928476
0.0000005200	-28270.407758	-386.910856
0.0000005300	-27441.439528	-378.756210
0.0000005400	-26606.842743	-370.444637
0.0000005500	-25761.350688	-361.906365
0.0000005600	-24903.319054	-353.055743
0.0000005700	-24035.015251	-343.831960
0.0000005800	-23157.322843	-334.225754
0.0000005900	-22275.124465	-324.279223
0.0000006000	-21390.383390	-314.059996
0.0000006100	-20500.593185	-303.623805
0.0000006200	-19600.748396	-292.984791
0.0000006300	-18693.362068	-282.108005
0.0000006400	-17778.999602	-270.926766
0.0000006500	-16846.034632	-259.374856
0.0000006600	-15898.037677	-247.416676
0.0000006700	-14946.389463	-235.060497
0.0000006800	-13989.764647	-222.349416
0.0000006900	-13029.285815	-209.336278
0.0000007000	-12070.349912	-196.056567
0.0000007100	-11104.829362	-182.513336
0.0000007200	-10130.709803	-168.680971
0.0000007300	-9158.785126	-154.524323
0.0000007400	-8184.912003	-140.021828
0.0000007500	-7204.468259	-125.179954
0.0000007600	-6220.076532	-110.031813
0.0000007700	-5233.344866	-94.621923
0.0000007800	-4249.249864	-78.986707
0.0000007900	-3262.351704	-63.142382
0.0000008000	-2269.817575	-47.087477
0.0000008100	-1280.463271	-30.818871
0.0000008200	-296.165510	-14.352651
0.0000008300	690.457363	2.261612
0.0000008400	1681.245804	18.941125
0.0000008500	2670.005858	35.584897
0.0000008600	3659.895910	52.096102
0.0000008700	4652.814117	68.400807
0.0000008800	5639.727104	84.454537
0.0000008900	6623.199004	100.234973
0.0000009000	7606.084066	115.726546
0.0000009100	8585.607983	130.906686
0.0000009200	9562.444147	145.741871
0.0000009300	10532.789630	160.195548
0.0000009400	11494.652310	174.242895
0.0000009500	12452.798616	187.883240
0.0000009600	13409.945155	201.142211
0.0000009700	14362.564285	214.061416
0.0000009800	15308.996874	226.680584
0.0000009900	16252.466422	239.021448
0.0000010000	17192.400917	251.081826
0.0000010100	18120.252441	262.842688
0.0000010200	19031.536462	274.283703
0.0000010300	19933.837395	285.397977
0.0000010400	20829.278395	296.197181
0.0000010500	21715.200558	306.703914
0.0000010600	22596.507960	316.935844
0.0000010700	23474.555596	326.891512
0.0000010800	24345.627093	336.547450
0.0000010900	25206.462686	345.870299
0.0000011000	26055.787320	354.838868
0.0000011100	26898.099551	363.464541
0.0000011200	27727.807087	371.797823
0.0000011300	28542.975509	379.915075
0.0000011400	29353.978363	387.889662
0.0000011500	30162.365991	395.760531
0.0000011600	30965.327823	403.513871
0.0000011700	31759.879379	411.088060
0.0000011800	32532.379934	418.401052
0.0000011900	33280.069204	425.388016
0.0000012000	34016.746999	432.031432
0.0000012100	34744.420268	438.368983
0.0000012200	35464.298951	444.475227
0.0000012300	36174.108223	450.426019
0.0000012400	36868.357174	456.263297
0.0000012500	37549.718731	461.977787
0.0000012600	38218.323125	467.518167
0.0000012700	38877.647705	472.821834
0.0000012800	39530.104940	477.851416
0.0000012900	40166.864208	482.618191
0.0000013000	40779.094893	487.180289
0.0000013100	41370.288370	491.616463
0.0000013200	41952.259736	495.988802
0.0000013300	42521.836579	500.313436
0.0000013400	43072.585922	504.554148
0.0000013500	43611.469078	508.641963
0.0000013600	44136.820300	512.510436
0.0000013700	44647.393383	516.128383
0.0000013800	45150.265846	519.513408
0.0000013900	45636.346610	522.719910
0.0000014000	46092.979890	525.808763
0.0000014100	46527.721250	528.815425
0.0000014200	46947.365507	531.733784
0.0000014300	47351.927489	534.524183
0.0000014400	47742.059147	537.140661
0.0000014500	48114.355661	539.561680
0.0000014600	48472.149323	541.806472
0.0000014700	48822.416273	543.926977
0.0000014800	49156.094282	545.979030
0.0000014900	49468.018014	547.988616
0.0000015000	49761.345856	549.932807
0.0000015100	50032.311145	551.747847
0.0000015200	50282.797212	553.362313
0.0000015300	50515.918767	554.738826
0.0000015400	50735.537239	555.901602
0.0000015500	50940.182227	556.932989
0.0000015600	51121.595125	557.937740
0.0000015700	51276.139500	558.991264
0.0000015800	51409.581551	560.098112
0.0000015900	51525.941790	561.183606
0.0000016000	51626.495272	562.125708
0.0000016100	51713.400614	562.813447
0.0000016200	51782.717247	563.203294
0.0000016300	51836.190858	563.343915
0.0000016400	51872.314783	563.354366
0.0000016500	51884.801100	563.364267
0.0000016600	51878.104689	563.445110
0.0000016700	51856.014450	563.568748
0.0000016800	51818.595500	563.617592
0.0000016900	51767.977605	563.445807
0.0000017000	51700.495482	562.963962
0.0000017100	51616.858786	562.204567
0.0000017200	51524.833253	561.331575
0.0000017300	51418.138375	560.581615
0.0000017400	51291.312089	560.157766
0.0000017500	51139.993484	560.122148
0.0000017600	50953.424932	560.338594
0.0000017700	50726.854029	560.497421
0.0000017800	50481.397122	560.218646
0.0000017900	50236.142973	559.193897
0.0000018000	49964.310415	557.307723
0.0000018100	49678.973974	554.685620
0.0000018200	49414.218133	551.646692
0.0000018300	49120.726065	548.579955
0.0000018400	48779.378556	545.796378
0.0000018500	48440.674323	543.418797
0.0000018600	48087.026258	541.354368
0.0000018700	47697.251295	539.357317
0.0000018800	47311.815007	537.150377
0.0000018900	46910.232360	534.549098
0.0000019000	46469.849887	531.534846
0.0000019100	46013.022730	528.247903
0.0000019200	45547.227310	524.909362
0.0000019300	45068.653289	521.711840
0.0000019400	44571.418261	518.730499
0.0000019500	44062.324460	515.893240
0.0000019600	43537.090911	513.019234
0.0000019700	42997.071812	509.903079
0.0000019800	42448.084451	506.402508
0.0000019900	41884.666766	502.489238
0.0000020000	41300.016528	498.242929
0.0000020100	40693.307874	493.796556
0.0000020200	40073.255220	489.263733
0.0000020300	39441.829249	484.684500
0.0000020400	38795.596289	480.013973
0.0000020500	38135.925362	475.155210
0.0000020600	37468.003240	470.015676
0.0000020700	36789.533664	464.556493
0.0000020800	36099.792150	458.809594
0.0000020900	35399.503182	452.855931
0.0000021000	34681.828262	446.778318
0.0000021100	33940.928666	440.614819
0.0000021200	33181.541970	434.337067
0.0000021300	32412.629027	427.863932
0.0000021400	31633.820580	421.102267
0.0000021500	30844.319623	413.992820
0.0000021600	30044.886899	406.537479
0.0000021700	29235.218270	398.794424
0.0000021800	28417.885286	390.844628
0.0000021900	27591.308752	382.747670
0.0000022000	26753.424018	374.509664
0.0000022100	25910.758027	366.079181
0.0000022200	25065.346581	357.372283
0.0000022300	24209.873137	348.313000
0.0000022400	23341.888966	338.868289
0.0000022500	22465.726129	329.060109
0.0000022600	21579.805434	318.949486
0.0000022700	20687.103945	308.601768
0.0000022800	19795.119525	298.051346
0.0000022900	18899.788786	287.283530
0.0000023000	17994.547719	276.241814
0.0000023100	17090.023720	264.855561
0.0000023200	16180.190129	253.073187
0.0000023300	15253.752772	240.883990
0.0000023400	14315.565433	228.318542
0.0000023500	13366.207536	215.429073
0.0000023600	12415.777342	202.261321
0.0000023700	11464.521289	188.832908
0.0000023800	10506.948462	175.128865
0.0000023900	9544.594379	161.115217
0.0000024000	8575.887259	146.762051
0.0000024100	7607.694449	132.063005
0.0000024200	6638.291699	117.040986
0.0000024300	5664.977231	101.738041
0.0000024400	4691.047073	86.196217
0.0000024500	3714.052495	70.441011
0.0000024600	2734.964415	54.477228
0.0000024700	1749.008988	38.299919
0.0000024800	760.329543	21.914559
0.0000024900	-223.503530	5.355451
0.0000025000	-1205.554651	-11.307775
0.0000025100	-2186.366981	-27.979378
0.0000025200	-3167.099370	-44.557989
0.0000025300	-4149.251870	-60.958224
0.0000025400	-5128.687766	-77.123126
0.0000025500	-6107.189008	-93.022498
0.0000025600	-7081.068876	-108.639889
0.0000025700	-8049.240248	-123.956916
0.0000025800	-9015.614842	-138.944431
0.0000025900	-9978.729671	-153.565583
0.0000026000	-10940.294157	-167.788645
0.0000026100	-11899.728877	-181.601600
0.0000026200	-12854.114466	-195.019381
0.0000026300	-13802.835235	-208.078681
0.0000026400	-14737.850163	-220.822338
0.0000026500	-15667.699755	-233.281262
0.0000026600	-16590.551771	-245.463387
0.0000026700	-17495.568641	-257.355314
0.0000026800	-18396.615289	-268.935182
0.0000026900	-19293.721368	-280.188996
0.0000027000	-20185.879696	-291.120681
0.0000027100	-21076.929463	-301.749802
0.0000027200	-21963.314178	-312.098231
0.0000027300	-22842.621376	-322.173893
0.0000027400	-23711.931692	-331.962126
0.0000027500	-24568.666165	-341.431473
0.0000027600	-25416.801630	-350.552627
0.0000027700	-26259.989343	-359.321165
0.0000027800	-27101.011025	-367.771273
0.0000027900	-27934.375764	-375.971075
0.0000028000	-28754.686615	-383.999285
0.0000028100	-29564.956907	-391.912939
0.0000028200	-30367.736751	-399.721711
0.0000028300	-31156.296443	-407.382254
0.0000028400	-31930.280756	-414.816882
0.0000028500	-32698.933239	-421.948845
0.0000028600	-33461.710731	-428.737850
0.0000028700	-34217.584612	-435.198704
0.0000028800	-34955.848346	-441.393853
0.0000028900	-35667.171028	-447.403381
0.0000029000	-36363.215289	-453.287255
0.0000029100	-37054.789844	-459.058613
0.0000029200	-37736.172172	-464.681377
0.0000029300	-38400.269928	-470.093196
0.0000029400	-39053.667760	-475.241859
0.0000029500	-39697.554169	-480.116404
0.0000029600	-40325.880256	-484.756853
0.0000029700	-40941.246421	-489.237460
0.0000029800	-41545.340649	-493.631944
0.0000029900	-42126.391520	-497.978477
0.0000030000	-42680.327433	-502.262294
0.0000030100	-43221.940551	-506.424683
0.0000030200	-43755.208509	-510.393512
0.0000030300	-44274.604131	-514.119414
0.0000030400	-44776.439895	-517.599082
0.0000030500	-45260.780915	-520.874104
0.0000030600	-45732.951610	-524.006832
0.0000030700	-46191.488992	-527.046840
0.0000030800	-46631.713183	-530.006302
0.0000030900	-47049.118214	-532.857449
0.0000031000	-47448.340285	-535.553027
0.0000031100	-47836.015132	-538.057832
0.0000031200	-48205.724604	-540.373106
0.0000031300	-48559.996571	-542.539345
0.0000031400	-48899.084884	-544.615016
0.0000031500	-49221.917244	-546.642504
0.0000031600	-49534.578815	-548.620570
0.0000031700	-49824.088237	-550.500117
0.0000031800	-50084.077647	-552.207893
0.0000031900	-50325.094500	-553.687218
0.0000032000	-50547.624254	-554.934294
0.0000032100	-50754.484895	-556.009241
0.0000032200	-50942.170221	-557.013156
0.0000032300	-51109.615348	-558.040338
0.0000032400	-51263.484863	-559.129048
0.0000032500	-51398.048833	-560.236924
0.0000032600	-51508.315829	-561.256076
0.0000032700	-51602.181816	-562.063020
0.0000032800	-51684.674488	-562.579880
0.0000032900	-51748.245692	-562.815681
0.0000033000	-51793.286122	-562.864905
0.0000033100	-51823.200598	-562.861374
0.0000033200	-51839.068831	-562.908935
