Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51870.035154	-497.041190
0.0000000100	-51856.520029	-497.034809
0.0000000200	-51820.266302	-496.979569
0.0000000300	-51759.437833	-496.833377
0.0000000400	-51684.469893	-496.542653
0.0000000500	-51598.010775	-496.077128
0.0000000600	-51498.116484	-495.457678
0.0000000700	-51384.467335	-494.760052
0.0000000800	-51254.707757	-494.088155
0.0000000900	-51102.902873	-493.525764
0.0000001000	-50914.604529	-493.087958
0.0000001100	-50693.370026	-492.696511
0.0000001200	-50460.877097	-492.194711
0.0000001300	-50212.658353	-491.400033
0.0000001400	-49943.466175	-490.175217
0.0000001500	-49662.771817	-488.488228
0.0000001600	-49369.736161	-486.434355
0.0000001700	-49050.425523	-484.208670
0.0000001800	-48721.172086	-482.038008
0.0000001900	-48386.715035	-480.099051
0.0000002000	-48022.880205	-478.455338
0.0000002100	-47640.470440	-477.038115
0.0000002200	-47248.779247	-475.677415
0.0000002300	-46832.459385	-474.168927
0.0000002400	-46404.691271	-472.348137
0.0000002500	-45968.118236	-470.141940
0.0000002600	-45505.654835	-467.579285
0.0000002700	-45026.880176	-464.760969
0.0000002800	-44541.179661	-461.805707
0.0000002900	-44031.143198	-458.797828
0.0000003000	-43494.668892	-455.758312
0.0000003100	-42950.125889	-452.648127
0.0000003200	-42388.968985	-449.397408
0.0000003300	-41808.836570	-445.943333
0.0000003400	-41221.664403	-442.257979
0.0000003500	-40621.804288	-438.354750
0.0000003600	-40009.207260	-434.273789
0.0000003700	-39391.113897	-430.056909
0.0000003800	-38757.771226	-425.726227
0.0000003900	-38099.567132	-421.276814
0.0000004000	-37416.929158	-416.684924
0.0000004100	-36720.113746	-411.924879
0.0000004200	-36018.023753	-406.983733
0.0000004300	-35310.951897	-401.865292
0.0000004400	-34590.715586	-396.581962
0.0000004500	-33854.536670	-391.140270
0.0000004600	-33104.537967	-385.529540
0.0000004700	-32339.717497	-379.721240
0.0000004800	-31565.620560	-373.680175
0.0000004900	-30787.213056	-367.381598
0.0000005000	-30003.617901	-360.824542
0.0000005100	-29202.341936	-354.033223
0.0000005200	-28381.121481	-347.044687
0.0000005300	-27545.463873	-339.888344
0.0000005400	-26699.089275	-332.567778
0.0000005500	-25847.028517	-325.054523
0.0000005600	-24990.424438	-317.297615
0.0000005700	-24123.807669	-309.244695
0.0000005800	-23243.051429	-300.864433
0.0000005900	-22356.917711	-292.159188
0.0000006000	-21467.204689	-283.161641
0.0000006100	-20567.982447	-273.917150
0.0000006200	-19659.407808	-264.460681
0.0000006300	-18748.066020	-254.799711
0.0000006400	-17830.431705	-244.911246
0.0000006500	-16904.858552	-234.753800
0.0000006600	-15975.283515	-224.287597
0.0000006700	-15042.968293	-213.492386
0.0000006800	-14108.232569	-202.373920
0.0000006900	-13167.231282	-190.956472
0.0000007000	-12218.702736	-179.266220
0.0000007100	-11264.574961	-167.315103
0.0000007200	-10309.033626	-155.094243
0.0000007300	-9350.004881	-142.580620
0.0000007400	-8384.721574	-129.753314
0.0000007500	-7408.255772	-116.610262
0.0000007600	-6421.072981	-103.176043
0.0000007700	-5435.758253	-89.495939
0.0000007800	-4451.586366	-75.619073
0.0000007900	-3461.159918	-61.579613
0.0000008000	-2465.485851	-47.386598
0.0000008100	-1475.075365	-33.028866
0.0000008200	-488.266187	-18.493790
0.0000008300	505.003342	-3.791084
0.0000008400	1502.930086	11.030345
0.0000008500	2498.165611	25.881744
0.0000008600	3489.913725	40.651703
0.0000008700	4476.311325	55.234217
0.0000008800	5458.566182	69.555182
0.0000008900	6444.601171	83.585459
0.0000009000	7426.493417	97.334959
0.0000009100	8402.066172	110.831188
0.0000009200	9370.793963	124.092946
0.0000009300	10326.757876	137.111827
0.0000009400	11272.903887	149.850014
0.0000009500	12214.186892	162.254661
0.0000009600	13153.385044	174.281085
0.0000009700	14090.628201	185.912976
0.0000009800	15023.907439	197.169684
0.0000009900	15955.540365	208.097316
0.0000010000	16887.108363	218.748376
0.0000010100	17812.459764	229.160034
0.0000010200	18728.534699	239.341301
0.0000010300	19639.887488	249.274519
0.0000010400	20545.088611	258.929352
0.0000010500	21440.547761	268.281491
0.0000010600	22324.607627	277.326575
0.0000010700	23199.623778	286.082895
0.0000010800	24072.219429	294.582501
0.0000010900	24938.354729	302.856185
0.0000011000	25796.177578	310.920423
0.0000011100	26647.940654	318.772738
0.0000011200	27490.259440	326.397097
0.0000011300	28323.800269	333.775689
0.0000011400	29141.848035	340.900462
0.0000011500	29942.718462	347.778531
0.0000011600	30731.442378	354.429320
0.0000011700	31509.655094	360.875868
0.0000011800	32282.912912	367.135587
0.0000011900	33043.932326	373.215437
0.0000012000	33789.279852	379.113451
0.0000012100	34524.527756	384.824678
0.0000012200	35249.595146	390.347202
0.0000012300	35959.028613	395.684262
0.0000012400	36657.772055	400.841427
0.0000012500	37352.616508	405.821227
0.0000012600	38037.794919	410.619635
0.0000012700	38701.339602	415.227873
0.0000012800	39338.598303	419.639652
0.0000012900	39959.042276	423.860137
0.0000013000	40570.258749	427.910924
0.0000013100	41171.131846	431.826709
0.0000013200	41763.162056	435.643574
0.0000013300	42336.905090	439.383737
0.0000013400	42889.614722	443.044527
0.0000013500	43435.555321	446.598125
0.0000013600	43974.483132	450.003740
0.0000013700	44498.302494	453.227450
0.0000013800	44996.551174	456.260396
0.0000013900	45468.784590	459.125996
0.0000014000	45925.167294	461.871667
0.0000014100	46369.582312	464.548068
0.0000014200	46799.495247	467.185452
0.0000014300	47215.111888	469.778671
0.0000014400	47614.953748	472.288690
0.0000014500	48002.161588	474.660512
0.0000014600	48381.030013	476.849242
0.0000014700	48742.125734	478.841648
0.0000014800	49079.069294	480.662552
0.0000014900	49396.263152	482.362660
0.0000015000	49695.402586	483.993770
0.0000015100	49973.168010	485.583658
0.0000015200	50232.239641	487.123279
0.0000015300	50477.865098	488.572791
0.0000015400	50706.400147	489.883343
0.0000015500	50908.839041	491.023515
0.0000015600	51083.703290	491.996796
0.0000015700	51239.397240	492.841013
0.0000015800	51380.372316	493.609935
0.0000015900	51509.661427	494.346523
0.0000016000	51622.233742	495.061779
0.0000016100	51712.354135	495.730309
0.0000016200	51786.185273	496.304958
0.0000016300	51845.151718	496.742757
0.0000016400	51877.675357	497.028178
0.0000016500	51884.801100	497.180884
0.0000016600	51880.901170	497.243347
0.0000016700	51866.306253	497.254747
0.0000016800	51833.554019	497.225638
0.0000016900	51782.931147	497.128410
0.0000017000	51717.844158	496.910807
0.0000017100	51638.011332	496.527389
0.0000017200	51548.143813	495.973048
0.0000017300	51445.290665	495.299559
0.0000017400	51322.336204	494.602837
0.0000017500	51176.978788	493.982613
0.0000017600	50998.999936	493.490895
0.0000017700	50779.242040	493.093509
0.0000017800	50536.766465	492.665665
0.0000017900	50294.187996	492.028473
0.0000018000	50039.008511	491.014800
0.0000018100	49772.201950	489.538218
0.0000018200	49515.354151	487.635277
0.0000018300	49230.943786	485.461183
0.0000018400	48893.295125	483.238130
0.0000018500	48552.629520	481.175805
0.0000018600	48201.080179	479.395717
0.0000018700	47813.458880	477.889608
0.0000018800	47428.144186	476.527802
0.0000018900	47033.656998	475.112406
0.0000019000	46610.311465	473.452031
0.0000019100	46167.795633	471.427097
0.0000019200	45705.990644	469.020678
0.0000019300	45230.777445	466.306034
0.0000019400	44740.330902	463.400768
0.0000019500	44242.216239	460.410578
0.0000019600	43727.677501	457.387422
0.0000019700	43186.787852	454.317758
0.0000019800	42632.300168	451.141385
0.0000019900	42071.714745	447.787751
0.0000020000	41502.968733	444.210500
0.0000020100	40911.468154	440.404538
0.0000020200	40291.352985	436.400402
0.0000020300	39655.516963	432.242329
0.0000020400	39010.377510	427.963496
0.0000020500	38352.008673	423.571375
0.0000020600	37680.978853	419.049144
0.0000020700	36999.281010	414.369809
0.0000020800	36300.958266	409.513238
0.0000020900	35588.625909	404.475796
0.0000021000	34872.226739	399.267518
0.0000021100	34144.347391	393.899485
0.0000021200	33397.319746	388.369851
0.0000021300	32635.459332	382.657639
0.0000021400	31862.725106	376.728770
0.0000021500	31076.003270	370.551526
0.0000021600	30279.761214	364.112867
0.0000021700	29472.309698	357.426069
0.0000021800	28650.691746	350.524483
0.0000021900	27820.582519	343.443730
0.0000022000	26984.592344	336.201059
0.0000022100	26139.168879	328.782651
0.0000022200	25280.158381	321.145872
0.0000022300	24413.030220	313.236025
0.0000022400	23543.302733	305.009624
0.0000022500	22670.098835	296.452777
0.0000022600	21784.851321	287.585552
0.0000022700	20892.617984	278.450225
0.0000022800	19996.241903	269.089333
0.0000022900	19093.508366	259.524455
0.0000023000	18179.809124	249.746085
0.0000023100	17254.082229	239.719082
0.0000023200	16327.185529	229.400259
0.0000023300	15398.626555	218.758656
0.0000023400	14463.839983	207.788068
0.0000023500	13522.544095	196.505873
0.0000023600	12577.912657	184.939644
0.0000023700	11625.071662	173.109499
0.0000023800	10667.795203	161.016197
0.0000023900	9712.706492	148.641677
0.0000024000	8756.085366	135.961746
0.0000024100	7799.204522	122.963888
0.0000024200	6833.572685	109.660192
0.0000024300	5855.268864	96.087915
0.0000024400	4873.233877	82.296874
0.0000024500	3889.411719	68.330194
0.0000024600	2908.741325	54.208952
0.0000024700	1928.493510	39.929742
0.0000024800	946.924029	25.477694
0.0000024900	-31.688475	10.849357
0.0000025000	-1009.477824	-3.925767
0.0000025100	-1988.783626	-18.776302
0.0000025200	-2970.547894	-33.598273
0.0000025300	-3951.088430	-48.279461
0.0000025400	-4927.074644	-62.728286
0.0000025500	-5902.908998	-76.894291
0.0000025600	-6879.821262	-90.771166
0.0000025700	-7852.563820	-104.381529
0.0000025800	-8818.797060	-117.751268
0.0000025900	-9780.449016	-130.885984
0.0000026000	-10738.857314	-143.760634
0.0000026100	-11686.738449	-156.326744
0.0000026200	-12623.734771	-168.532864
0.0000026300	-13556.165771	-180.347651
0.0000026400	-14484.091415	-191.774045
0.0000026500	-15408.529648	-202.847763
0.0000026600	-16331.283605	-213.621222
0.0000026700	-17248.091683	-224.141051
0.0000026800	-18159.560250	-234.430059
0.0000026900	-19068.093843	-244.481863
0.0000027000	-19967.735583	-254.269746
0.0000027100	-20856.427581	-263.764373
0.0000027200	-21735.572395	-272.951017
0.0000027300	-22608.657435	-281.837926
0.0000027400	-23478.731571	-290.452437
0.0000027500	-24347.506044	-298.827857
0.0000027600	-25214.850995	-306.988500
0.0000027700	-26071.901536	-314.940597
0.0000027800	-26915.440974	-322.673194
0.0000027900	-27749.097580	-330.167691
0.0000028000	-28572.318916	-337.410359
0.0000028100	-29382.132043	-344.401132
0.0000028200	-30180.919498	-351.154548
0.0000028300	-30975.834927	-357.693221
0.0000028400	-31766.862369	-364.038134
0.0000028500	-32548.483485	-370.201291
0.0000028600	-33316.604500	-376.184314
0.0000028700	-34065.398392	-381.982782
0.0000028800	-34797.106837	-387.592803
0.0000028900	-35518.006401	-393.015293
0.0000029000	-36229.526603	-398.255344
0.0000029100	-36930.389784	-403.317553
0.0000029200	-37615.001676	-408.201086
0.0000029300	-38286.708830	-412.898754
0.0000029400	-38945.018777	-417.401977
0.0000029500	-39587.683800	-421.709607
0.0000029600	-40221.998408	-425.835461
0.0000029700	-40845.618028	-429.809162
0.0000029800	-41449.239232	-433.667992
0.0000029900	-42028.220764	-437.442423
0.0000030000	-42589.808168	-441.142136
0.0000030100	-43141.204055	-444.750187
0.0000030200	-43680.605293	-448.229625
0.0000030300	-44201.876177	-451.540735
0.0000030400	-44703.808937	-454.661274
0.0000030500	-45192.219593	-457.599744
0.0000030600	-45674.646406	-460.394405
0.0000030700	-46145.192465	-463.097452
0.0000030800	-46591.830116	-465.751256
0.0000030900	-47013.481448	-468.368017
0.0000031000	-47417.787616	-470.923094
0.0000031100	-47809.470767	-473.365881
0.0000031200	-48184.864664	-475.643535
0.0000031300	-48546.400808	-477.726225
0.0000031400	-48893.613695	-479.621526
0.0000031500	-49223.995891	-481.370680
0.0000031600	-49539.426461	-483.028409
0.0000031700	-49829.773857	-484.636228
0.0000031800	-50088.598654	-486.202626
0.0000031900	-50330.516829	-487.700122
0.0000032000	-50554.033932	-489.080716
0.0000032100	-50759.783293	-490.301885
0.0000032200	-50954.940562	-491.349768
