Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.176787e+04	-6.207107e+02
1.000000e-08	-5.175405e+04	-6.202001e+02
2.000000e-08	-5.172798e+04	-6.200512e+02
3.000000e-08	-5.168834e+04	-6.205694e+02
4.000000e-08	-5.163563e+04	-6.209734e+02
5.000000e-08	-5.157186e+04	-6.202510e+02
6.000000e-08	-5.149761e+04	-6.186255e+02
7.000000e-08	-5.141015e+04	-6.177296e+02
8.000000e-08	-5.130516e+04	-6.189226e+02
9.000000e-08	-5.118078e+04	-6.215360e+02
1.000000e-07	-5.103949e+04	-6.232501e+02
1.100000e-07	-5.088563e+04	-6.224997e+02
1.200000e-07	-5.072133e+04	-6.203271e+02
1.300000e-07	-5.054523e+04	-6.194858e+02
1.400000e-07	-5.035520e+04	-6.216111e+02
1.500000e-07	-5.015150e+04	-6.254997e+02
1.600000e-07	-4.993649e+04	-6.283566e+02
1.700000e-07	-4.971132e+04	-6.285967e+02
1.800000e-07	-4.947375e+04	-6.271618e+02
1.900000e-07	-4.922007e+04	-6.261114e+02
2.000000e-07	-4.894925e+04	-6.262786e+02
2.100000e-07	-4.866452e+04	-6.265891e+02
2.200000e-07	-4.837031e+04	-6.255268e+02
2.300000e-07	-4.806766e+04	-6.228506e+02
2.400000e-07	-4.775290e+04	-6.196906e+02
2.500000e-07	-4.742118e+04	-6.172163e+02
2.600000e-07	-4.707108e+04	-6.155682e+02
2.700000e-07	-4.670585e+04	-6.140956e+02
2.800000e-07	-4.633017e+04	-6.122779e+02
2.900000e-07	-4.594604e+04	-6.101287e+02
3.000000e-07	-4.555163e+04	-6.078254e+02
3.100000e-07	-4.514390e+04	-6.053192e+02
3.200000e-07	-4.472178e+04	-6.024861e+02
3.300000e-07	-4.428685e+04	-5.994776e+02
3.400000e-07	-4.384139e+04	-5.966402e+02
3.500000e-07	-4.338595e+04	-5.940545e+02
3.600000e-07	-4.291906e+04	-5.913496e+02
3.700000e-07	-4.243892e+04	-5.881183e+02
3.800000e-07	-4.194520e+04	-5.844397e+02
3.900000e-07	-4.143928e+04	-5.808318e+02
4.000000e-07	-4.092291e+04	-5.776672e+02
4.100000e-07	-4.039678e+04	-5.747532e+02
4.200000e-07	-3.986035e+04	-5.715603e+02
4.300000e-07	-3.931279e+04	-5.677830e+02
4.400000e-07	-3.875380e+04	-5.635687e+02
