Unit:(mV)
                     CH1         CH2
Frequency              ?           ?
00001             -20.00     4200.00
00002             -18.00     4200.00
00003             -14.00     4200.00
00004              -8.00     4200.00
00005             -10.00     4200.00
00006             -16.00     4000.00
00007             -16.00     4200.00
00008             -18.00     4200.00
00009             -16.00     4000.00
00010              -8.00     4000.00
00011             -14.00     4000.00
00012             -16.00     4000.00
00013             -14.00     4000.00
00014             -14.00     4000.00
00015             -16.00     4000.00
00016             -12.00     4000.00
00017             -10.00     3800.00
00018             -14.00     4000.00
00019             -16.00     3800.00
00020             -16.00     3600.00
00021             -14.00     3600.00
00022             -10.00     3600.00
00023              -8.00     3800.00
00024             -10.00     3600.00
00025             -18.00     3600.00
00026             -22.00     3600.00
00027              -8.00     3600.00
00028              -2.00     3600.00
00029             -10.00     3400.00
00030             -22.00     3400.00
00031             -18.00     3400.00
00032             -10.00     3400.00
00033              -6.00     3400.00
00034             -10.00     3400.00
00035             -14.00     3200.00
00036             -10.00     3200.00
00037             -10.00     3200.00
00038              -6.00     3200.00
00039             -18.00     3200.00
00040             -20.00     3000.00
00041              -6.00     3200.00
00042               6.00     2800.00
00043              -2.00     2800.00
00044             -26.00     2800.00
00045             -26.00     2800.00
00046              -8.00     2800.00
00047               2.00     2800.00
00048              -2.00     2600.00
00049              -8.00     2600.00
00050             -18.00     2400.00
00051             -16.00     2400.00
00052              -8.00     2400.00
00053              -2.00     2200.00
00054              -8.00     2200.00
00055             -14.00     2000.00
00056             -14.00     2000.00
00057              -2.00     2000.00
00058              -2.00     2000.00
00059              -2.00     2000.00
00060              -8.00     1800.00
00061             -14.00     1800.00
00062             -14.00     1800.00
00063              -8.00     1600.00
00064              -6.00     1600.00
00065              -4.00     1600.00
00066              -6.00     1600.00
00067              -8.00     1600.00
00068             -10.00     1200.00
00069             -10.00     1200.00
00070              -4.00     1200.00
00071               0.00     1200.00
00072               0.00     1000.00
00073              -8.00     1000.00
00074             -12.00      800.00
00075              -8.00     1000.00
00076              -8.00      800.00
00077              -8.00      800.00
00078              -2.00      800.00
00079               0.00      800.00
00080              -2.00      600.00
00081             -10.00      600.00
00082              -8.00      400.00
00083              -4.00      400.00
00084              -4.00      400.00
00085              -6.00      200.00
00086              -2.00      200.00
00087               0.00      200.00
00088               0.00        0.00
00089               2.00      200.00
00090               8.00        0.00
00091               6.00     -200.00
00092              -4.00        0.00
00093              -8.00        0.00
00094               0.00     -200.00
00095              10.00     -200.00
00096              46.00     -400.00
00097             144.00     -600.00
00098              40.00     -800.00
00099            -254.00     -800.00
00100            -254.00     -600.00
00101             246.00     -600.00
00102             246.00     -800.00
00103            -254.00    -1200.00
00104            -254.00     -800.00
00105             246.00    -1200.00
00106             246.00    -1000.00
00107            -254.00    -1200.00
00108            -254.00    -1200.00
00109             246.00    -1400.00
00110             190.00    -1200.00
00111            -128.00    -1400.00
00112             -56.00    -1600.00
00113             -78.00    -1600.00
00114             -16.00    -1600.00
00115             238.00    -1600.00
00116              26.00    -1600.00
00117            -242.00    -1600.00
00118              -2.00    -2000.00
00119             176.00    -2000.00
00120             -10.00    -1800.00
00121             -42.00    -2000.00
00122             -56.00    -2200.00
00123               4.00    -2000.00
00124             130.00    -2200.00
00125              -8.00    -2200.00
00126            -142.00    -2400.00
00127              40.00    -2400.00
00128             112.00    -2400.00
00129             -42.00    -2400.00
00130             -34.00    -2600.00
00131               2.00    -2600.00
00132              18.00    -2600.00
00133              32.00    -2800.00
00134              -2.00    -2800.00
00135             -38.00    -2800.00
00136              16.00    -2800.00
00137              34.00    -2800.00
00138               0.00    -3000.00
00139             -14.00    -3000.00
00140              -6.00    -3000.00
00141              16.00    -3000.00
00142              18.00    -3200.00
00143              -8.00    -3200.00
00144             -14.00    -3000.00
00145              24.00    -3200.00
00146              24.00    -3200.00
00147             -16.00    -3200.00
00148             -10.00    -3200.00
00149              20.00    -3400.00
00150              16.00    -3400.00
00151               2.00    -3200.00
00152               0.00    -3400.00
00153               0.00    -3600.00
00154               4.00    -3600.00
00155              14.00    -3400.00
00156              14.00    -3600.00
00157               8.00    -3600.00
00158               2.00    -3600.00
00159               6.00    -3800.00
00160               8.00    -3600.00
00161               0.00    -3600.00
00162               2.00    -3800.00
00163              18.00    -3600.00
00164              10.00    -3800.00
00165               0.00    -3800.00
00166               6.00    -3800.00
00167               8.00    -3800.00
00168               8.00    -3800.00
00169               8.00    -3600.00
00170              10.00    -4000.00
00171              10.00    -3800.00
00172               8.00    -3800.00
00173               2.00    -4000.00
00174               6.00    -3800.00
00175               8.00    -3800.00
00176               8.00    -3800.00
00177              12.00    -4000.00
00178              10.00    -4000.00
00179               6.00    -4000.00
00180               6.00    -3800.00
00181               8.00    -4000.00
00182               6.00    -4000.00
00183               8.00    -4000.00
00184              16.00    -4000.00
00185              10.00    -4000.00
00186               6.00    -3800.00
00187               0.00    -4000.00
00188               6.00    -4000.00
00189              16.00    -3800.00
00190              14.00    -3800.00
00191              10.00    -3800.00
00192               6.00    -3800.00
00193               0.00    -4000.00
00194               2.00    -3800.00
00195              10.00    -3800.00
00196              10.00    -3800.00
00197               8.00    -3800.00
00198               2.00    -3800.00
00199               2.00    -3800.00
00200               6.00    -3800.00
00201              10.00    -3800.00
00202              14.00    -3600.00
00203               6.00    -3800.00
00204               2.00    -3600.00
00205               2.00    -3600.00
00206               6.00    -3600.00
00207               6.00    -3600.00
00208               8.00    -3600.00
00209              10.00    -3600.00
00210               6.00    -3600.00
00211               2.00    -3600.00
00212               6.00    -3600.00
00213               6.00    -3200.00
00214               6.00    -3400.00
00215               6.00    -3400.00
00216               6.00    -3200.00
00217               2.00    -3200.00
00218               8.00    -3200.00
00219               8.00    -3200.00
00220               2.00    -3200.00
00221               6.00    -3000.00
00222               2.00    -3200.00
00223               8.00    -3200.00
00224               8.00    -3000.00
00225               4.00    -3000.00
00226               0.00    -2800.00
00227               2.00    -3000.00
00228               6.00    -2800.00
00229               8.00    -2800.00
00230               8.00    -2800.00
00231               8.00    -2800.00
00232               0.00    -2800.00
00233               0.00    -2600.00
00234               6.00    -2400.00
00235               4.00    -2400.00
00236               6.00    -2400.00
00237               4.00    -2400.00
00238               6.00    -2400.00
00239               2.00    -2400.00
00240               0.00    -2200.00
00241               0.00    -2200.00
00242               2.00    -2000.00
00243               4.00    -2200.00
00244               6.00    -2000.00
00245               6.00    -2000.00
00246               2.00    -2000.00
00247              -2.00    -2000.00
00248              -2.00    -1600.00
00249               0.00    -1600.00
00250               2.00    -1600.00
00251               6.00    -1600.00
00252               6.00    -1600.00
00253               0.00    -1400.00
00254               0.00    -1400.00
00255               0.00    -1200.00
00256               2.00    -1200.00
00257               6.00    -1000.00
00258               2.00    -1000.00
00259               0.00    -1200.00
00260               0.00    -1000.00
00261              -6.00     -800.00
00262              -2.00     -800.00
00263               0.00     -800.00
00264               4.00     -800.00
00265               0.00     -600.00
00266              -2.00     -800.00
00267               0.00     -600.00
00268              -2.00     -400.00
00269              -2.00     -400.00
00270              -2.00     -200.00
00271               0.00     -400.00
00272              -2.00     -400.00
00273              -2.00        0.00
00274              -2.00        0.00
00275              -2.00        0.00
00276              -4.00        0.00
00277              -6.00        0.00
00278              -2.00      200.00
00279               2.00      200.00
00280               0.00      400.00
00281               0.00      200.00
00282               6.00      400.00
00283               0.00      400.00
00284              -6.00      400.00
00285              -6.00      600.00
00286               0.00      800.00
00287              32.00      800.00
00288             160.00     1000.00
00289              78.00     1000.00
00290            -254.00      800.00
00291            -254.00      800.00
00292             246.00     1200.00
00293             246.00     1400.00
00294            -254.00     1000.00
00295            -254.00     1200.00
00296             246.00     1600.00
00297             246.00     1400.00
00298            -254.00     1200.00
00299            -254.00     1600.00
00300             246.00     1600.00
00301              96.00     1600.00
00302            -254.00     1600.00
00303              58.00     1800.00
00304              96.00     1800.00
00305            -106.00     1800.00
00306             106.00     2000.00
00307              34.00     2000.00
00308            -204.00     2000.00
00309              86.00     2000.00
00310              74.00     2200.00
00311            -120.00     2200.00
00312              68.00     2400.00
00313             -22.00     2400.00
00314            -128.00     2400.00
00315             174.00     2600.00
00316               0.00     2600.00
00317            -224.00     2600.00
00318             122.00     2800.00
00319              86.00     2800.00
00320            -150.00     2600.00
00321              38.00     3000.00
00322              16.00     2800.00
00323             -72.00     2800.00
00324              62.00     3000.00
00325             -30.00     2800.00
00326             -54.00     3000.00
