Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-1.734606e+04	-1.031069e+02
1.000000e-08	-1.734148e+04	-1.025591e+02
2.000000e-08	-1.733154e+04	-1.024914e+02
3.000000e-08	-1.731759e+04	-1.033087e+02
4.000000e-08	-1.730150e+04	-1.040636e+02
5.000000e-08	-1.728360e+04	-1.036110e+02
6.000000e-08	-1.726161e+04	-1.023406e+02
7.000000e-08	-1.723199e+04	-1.020494e+02
8.000000e-08	-1.719302e+04	-1.037161e+02
9.000000e-08	-1.714651e+04	-1.058807e+02
1.000000e-07	-1.709632e+04	-1.060555e+02
1.100000e-07	-1.704496e+04	-1.039205e+02
1.200000e-07	-1.699170e+04	-1.024014e+02
1.300000e-07	-1.693404e+04	-1.047789e+02
1.400000e-07	-1.687066e+04	-1.107594e+02
1.500000e-07	-1.680258e+04	-1.161785e+02
1.600000e-07	-1.673142e+04	-1.171579e+02
1.700000e-07	-1.665710e+04	-1.142866e+02
1.800000e-07	-1.657796e+04	-1.120204e+02
1.900000e-07	-1.649291e+04	-1.137661e+02
2.000000e-07	-1.640285e+04	-1.180711e+02
2.100000e-07	-1.630957e+04	-1.201676e+02
2.200000e-07	-1.621338e+04	-1.171199e+02
2.300000e-07	-1.611257e+04	-1.108727e+02
2.400000e-07	-1.600550e+04	-1.060454e+02
2.500000e-07	-1.589274e+04	-1.052043e+02
2.600000e-07	-1.577669e+04	-1.068092e+02
2.700000e-07	-1.565897e+04	-1.075954e+02
2.800000e-07	-1.553873e+04	-1.061970e+02
2.900000e-07	-1.541376e+04	-1.040027e+02
3.000000e-07	-1.528292e+04	-1.029216e+02
3.100000e-07	-1.514700e+04	-1.031590e+02
3.200000e-07	-1.500708e+04	-1.034527e+02
3.300000e-07	-1.486273e+04	-1.029208e+02
3.400000e-07	-1.471237e+04	-1.019856e+02
3.500000e-07	-1.455528e+04	-1.014699e+02
3.600000e-07	-1.439280e+04	-1.013790e+02
3.700000e-07	-1.422708e+04	-1.010043e+02
3.800000e-07	-1.405911e+04	-1.000189e+02
3.900000e-07	-1.388827e+04	-9.896761e+01
4.000000e-07	-1.371367e+04	-9.852478e+01
4.100000e-07	-1.353538e+04	-9.859190e+01
4.200000e-07	-1.335399e+04	-9.844212e+01
4.300000e-07	-1.316922e+04	-9.766101e+01
4.400000e-07	-1.297975e+04	-9.661568e+01
4.500000e-07	-1.278463e+04	-9.589676e+01
4.600000e-07	-1.258458e+04	-9.554644e+01
4.700000e-07	-1.238131e+04	-9.508173e+01
4.800000e-07	-1.217573e+04	-9.419628e+01
4.900000e-07	-1.196727e+04	-9.315622e+01
5.000000e-07	-1.175497e+04	-9.240025e+01
5.100000e-07	-1.153911e+04	-9.194359e+01
5.200000e-07	-1.132109e+04	-9.139058e+01
5.300000e-07	-1.110176e+04	-9.049004e+01
5.400000e-07	-1.088034e+04	-8.945640e+01
5.500000e-07	-1.065525e+04	-8.865035e+01
5.600000e-07	-1.042601e+04	-8.808820e+01
5.700000e-07	-1.019386e+04	-8.743653e+01
5.800000e-07	-9.960428e+03	-8.646029e+01
5.900000e-07	-9.726081e+03	-8.530841e+01
6.000000e-07	-9.489850e+03	-8.429329e+01
6.100000e-07	-9.250812e+03	-8.350547e+01
6.200000e-07	-9.009163e+03	-8.276366e+01
6.300000e-07	-8.765751e+03	-8.189257e+01
6.400000e-07	-8.520797e+03	-8.090459e+01
6.500000e-07	-8.273398e+03	-7.988014e+01
6.600000e-07	-8.022299e+03	-7.880281e+01
6.700000e-07	-7.766923e+03	-7.762488e+01
6.800000e-07	-7.507587e+03	-7.643110e+01
6.900000e-07	-7.245019e+03	-7.538451e+01
7.000000e-07	-6.979998e+03	-7.447607e+01
7.100000e-07	-6.713402e+03	-7.345444e+01
7.200000e-07	-6.446161e+03	-7.211514e+01
7.300000e-07	-6.178737e+03	-7.060642e+01
7.400000e-07	-5.910675e+03	-6.930985e+01
7.500000e-07	-5.640931e+03	-6.838234e+01
7.600000e-07	-5.368843e+03	-6.752504e+01
7.700000e-07	-5.094711e+03	-6.630325e+01
7.800000e-07	-4.819347e+03	-6.465144e+01
7.900000e-07	-4.543172e+03	-6.295012e+01
8.000000e-07	-4.265941e+03	-6.158653e+01
8.100000e-07	-3.987338e+03	-6.053870e+01
8.200000e-07	-3.707559e+03	-5.945880e+01
8.300000e-07	-3.427067e+03	-5.809491e+01
8.400000e-07	-3.145895e+03	-5.651564e+01
8.500000e-07	-2.863511e+03	-5.492681e+01
8.600000e-07	-2.579554e+03	-5.340011e+01
8.700000e-07	-2.294546e+03	-5.186767e+01
8.800000e-07	-2.009586e+03	-5.030530e+01
8.900000e-07	-1.725279e+03	-4.877977e+01
9.000000e-07	-1.441160e+03	-4.729651e+01
9.100000e-07	-1.156384e+03	-4.572447e+01
9.200000e-07	-8.709028e+02	-4.396695e+01
9.300000e-07	-5.857523e+02	-4.214673e+01
9.400000e-07	-3.020114e+02	-4.049272e+01
9.500000e-07	-1.957742e+01	-3.902212e+01
9.600000e-07	2.628610e+02	-3.744781e+01
9.700000e-07	5.465591e+02	-3.549129e+01
9.800000e-07	8.314712e+02	-3.323485e+01
9.900000e-07	1.116305e+03	-3.104766e+01
1.000000e-06	1.399787e+03	-2.915005e+01
1.010000e-06	1.681846e+03	-2.735958e+01
1.020000e-06	1.963581e+03	-2.534448e+01
1.030000e-06	2.246116e+03	-2.305619e+01
1.040000e-06	2.529474e+03	-2.077889e+01
1.050000e-06	2.812496e+03	-1.873542e+01
1.060000e-06	3.093818e+03	-1.677072e+01
1.070000e-06	3.372996e+03	-1.453445e+01
1.080000e-06	3.650784e+03	-1.193342e+01
1.090000e-06	3.928335e+03	-9.274614e+00
1.100000e-06	4.206054e+03	-6.915931e+00
1.110000e-06	4.483117e+03	-4.859531e+00
1.120000e-06	4.758104e+03	-2.772433e+00
1.130000e-06	5.030182e+03	-3.723241e-01
1.140000e-06	5.299776e+03	2.303563e+00
1.150000e-06	5.568167e+03	5.020580e+00
1.160000e-06	5.836447e+03	7.632886e+00
1.170000e-06	6.104843e+03	1.017110e+01
1.180000e-06	6.372891e+03	1.270149e+01
1.190000e-06	6.640077e+03	1.521604e+01
1.200000e-06	6.906153e+03	1.769005e+01
1.210000e-06	7.170902e+03	2.015876e+01
1.220000e-06	7.433806e+03	2.265986e+01
1.230000e-06	7.694128e+03	2.513971e+01
1.240000e-06	7.951319e+03	2.750873e+01
1.250000e-06	8.205235e+03	2.979680e+01
1.260000e-06	8.455933e+03	3.216214e+01
1.270000e-06	8.703402e+03	3.468663e+01
1.280000e-06	8.947656e+03	3.722356e+01
1.290000e-06	9.189038e+03	3.954705e+01
1.300000e-06	9.428243e+03	4.164717e+01
1.310000e-06	9.665865e+03	4.376935e+01
1.320000e-06	9.901933e+03	4.610181e+01
1.330000e-06	1.013600e+04	4.850440e+01
1.340000e-06	1.036767e+04	5.066670e+01
1.350000e-06	1.059684e+04	5.252896e+01
1.360000e-06	1.082348e+04	5.441338e+01
