Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-1.737558e+04	-9.249152e+01
1.000000e-08	-1.737530e+04	-9.070411e+01
2.000000e-08	-1.736709e+04	-8.992810e+01
3.000000e-08	-1.734936e+04	-9.156043e+01
4.000000e-08	-1.732549e+04	-9.365434e+01
5.000000e-08	-1.729989e+04	-9.322567e+01
6.000000e-08	-1.727265e+04	-9.042623e+01
7.000000e-08	-1.723913e+04	-8.892805e+01
8.000000e-08	-1.719535e+04	-9.140776e+01
9.000000e-08	-1.714272e+04	-9.568276e+01
1.000000e-07	-1.708670e+04	-9.689572e+01
1.100000e-07	-1.703093e+04	-9.361459e+01
1.200000e-07	-1.697382e+04	-9.020684e+01
1.300000e-07	-1.691134e+04	-9.194574e+01
1.400000e-07	-1.684226e+04	-9.846788e+01
1.500000e-07	-1.676922e+04	-1.038043e+02
1.600000e-07	-1.669480e+04	-1.033619e+02
1.700000e-07	-1.661780e+04	-9.940704e+01
1.800000e-07	-1.653467e+04	-9.811037e+01
1.900000e-07	-1.644414e+04	-1.016317e+02
2.000000e-07	-1.634916e+04	-1.051458e+02
2.100000e-07	-1.625335e+04	-1.027927e+02
2.200000e-07	-1.615641e+04	-9.535858e+01
2.300000e-07	-1.605406e+04	-9.002298e+01
2.400000e-07	-1.594279e+04	-9.209787e+01
2.500000e-07	-1.582382e+04	-9.862032e+01
2.600000e-07	-1.570160e+04	-1.016192e+02
2.700000e-07	-1.557891e+04	-9.726162e+01
2.800000e-07	-1.545412e+04	-9.007490e+01
2.900000e-07	-1.532357e+04	-8.745835e+01
3.000000e-07	-1.518578e+04	-9.122959e+01
3.100000e-07	-1.504268e+04	-9.606552e+01
3.200000e-07	-1.489705e+04	-9.611452e+01
3.300000e-07	-1.474954e+04	-9.156340e+01
3.400000e-07	-1.459851e+04	-8.771954e+01
3.500000e-07	-1.444227e+04	-8.845667e+01
3.600000e-07	-1.428072e+04	-9.207991e+01
3.700000e-07	-1.411504e+04	-9.393566e+01
3.800000e-07	-1.394651e+04	-9.190223e+01
3.900000e-07	-1.377590e+04	-8.824103e+01
4.000000e-07	-1.360355e+04	-8.640947e+01
4.100000e-07	-1.342894e+04	-8.725468e+01
4.200000e-07	-1.325034e+04	-8.878832e+01
4.300000e-07	-1.306535e+04	-8.890566e+01
4.400000e-07	-1.287284e+04	-8.741561e+01
4.500000e-07	-1.267428e+04	-8.553696e+01
4.600000e-07	-1.247274e+04	-8.429516e+01
4.700000e-07	-1.227032e+04	-8.384466e+01
4.800000e-07	-1.206658e+04	-8.384883e+01
4.900000e-07	-1.185956e+04	-8.385479e+01
5.000000e-07	-1.164812e+04	-8.335968e+01
5.100000e-07	-1.143299e+04	-8.210937e+01
5.200000e-07	-1.121560e+04	-8.057479e+01
5.300000e-07	-1.099642e+04	-7.972336e+01
5.400000e-07	-1.077478e+04	-7.991658e+01
5.500000e-07	-1.055012e+04	-8.023999e+01
5.600000e-07	-1.032290e+04	-7.941916e+01
5.700000e-07	-1.009411e+04	-7.743258e+01
5.800000e-07	-9.864073e+03	-7.571727e+01
5.900000e-07	-9.632060e+03	-7.546529e+01
6.000000e-07	-9.396941e+03	-7.607213e+01
6.100000e-07	-9.157928e+03	-7.581803e+01
6.200000e-07	-8.914651e+03	-7.403831e+01
6.300000e-07	-8.666892e+03	-7.200044e+01
6.400000e-07	-8.414747e+03	-7.128221e+01
6.500000e-07	-8.159099e+03	-7.170789e+01
6.600000e-07	-7.901616e+03	-7.154443e+01
6.700000e-07	-7.643850e+03	-6.973938e+01
6.800000e-07	-7.386171e+03	-6.729576e+01
6.900000e-07	-7.127598e+03	-6.599025e+01
7.000000e-07	-6.866761e+03	-6.611192e+01
7.100000e-07	-6.603073e+03	-6.615748e+01
7.200000e-07	-6.337114e+03	-6.482421e+01
7.300000e-07	-6.070039e+03	-6.265018e+01
7.400000e-07	-5.802647e+03	-6.119668e+01
7.500000e-07	-5.534885e+03	-6.094776e+01
7.600000e-07	-5.266041e+03	-6.073031e+01
7.700000e-07	-4.995390e+03	-5.934381e+01
7.800000e-07	-4.722747e+03	-5.715073e+01
7.900000e-07	-4.448521e+03	-5.552861e+01
8.000000e-07	-4.173226e+03	-5.500759e+01
8.100000e-07	-3.896966e+03	-5.462309e+01
8.200000e-07	-3.619459e+03	-5.328103e+01
8.300000e-07	-3.340652e+03	-5.121412e+01
8.400000e-07	-3.061162e+03	-4.957972e+01
8.500000e-07	-2.781877e+03	-4.883953e+01
8.600000e-07	-2.502973e+03	-4.817364e+01
8.700000e-07	-2.223476e+03	-4.667501e+01
8.800000e-07	-1.942069e+03	-4.460846e+01
8.900000e-07	-1.658414e+03	-4.299294e+01
9.000000e-07	-1.373540e+03	-4.213845e+01
9.100000e-07	-1.088810e+03	-4.121040e+01
9.200000e-07	-8.046060e+02	-3.942848e+01
9.300000e-07	-5.202224e+02	-3.720705e+01
9.400000e-07	-2.350395e+02	-3.561497e+01
9.500000e-07	5.047312e+01	-3.487393e+01
9.600000e-07	3.351221e+02	-3.397696e+01
9.700000e-07	6.182476e+02	-3.199608e+01
9.800000e-07	9.003472e+02	-2.932792e+01
9.900000e-07	1.182390e+03	-2.718531e+01
1.000000e-06	1.464758e+03	-2.600921e+01
1.010000e-06	1.747096e+03	-2.492736e+01
1.020000e-06	2.029086e+03	-2.295926e+01
1.030000e-06	2.310973e+03	-2.031968e+01
1.040000e-06	2.593091e+03	-1.808245e+01
1.050000e-06	2.875067e+03	-1.670931e+01
1.060000e-06	3.155862e+03	-1.545181e+01
1.070000e-06	3.434749e+03	-1.339464e+01
1.080000e-06	3.712070e+03	-1.067892e+01
1.090000e-06	3.988796e+03	-8.259980e+00
1.100000e-06	4.265389e+03	-6.594244e+00
1.110000e-06	4.541267e+03	-5.072737e+00
1.120000e-06	4.815471e+03	-2.921807e+00
1.130000e-06	5.087674e+03	-2.653773e-01
1.140000e-06	5.358371e+03	2.110196e+00
1.150000e-06	5.628131e+03	3.892498e+00
1.160000e-06	5.896883e+03	5.653747e+00
1.170000e-06	6.164039e+03	7.987506e+00
1.180000e-06	6.429194e+03	1.063716e+01
1.190000e-06	6.692519e+03	1.286618e+01
1.200000e-06	6.954456e+03	1.452815e+01
1.210000e-06	7.215184e+03	1.628834e+01
1.220000e-06	7.474513e+03	1.866239e+01
1.230000e-06	7.732221e+03	2.124700e+01
1.240000e-06	7.988343e+03	2.327433e+01
1.250000e-06	8.243012e+03	2.473565e+01
1.260000e-06	8.496027e+03	2.645844e+01
1.270000e-06	8.746603e+03	2.895841e+01
1.280000e-06	8.993612e+03	3.164957e+01
1.290000e-06	9.236146e+03	3.357396e+01
1.300000e-06	9.474058e+03	3.471490e+01
1.310000e-06	9.708102e+03	3.608331e+01
1.320000e-06	9.939536e+03	3.839702e+01
1.330000e-06	1.016940e+04	4.111708e+01
1.340000e-06	1.039792e+04	4.316428e+01
1.350000e-06	1.062454e+04	4.436120e+01
1.360000e-06	1.084847e+04	4.564169e+01
1.370000e-06	1.106924e+04	4.774716e+01
1.380000e-06	1.128685e+04	5.020650e+01
1.390000e-06	1.150136e+04	5.200808e+01
1.400000e-06	1.171266e+04	5.302956e+01
1.410000e-06	1.192064e+04	5.422562e+01
1.420000e-06	1.212568e+04	5.628617e+01
1.430000e-06	1.232870e+04	5.862421e+01
1.440000e-06	1.253060e+04	6.014113e+01
1.450000e-06	1.273132e+04	6.076253e+01
1.460000e-06	1.292961e+04	6.161720e+01
1.470000e-06	1.312347e+04	6.354655e+01
1.480000e-06	1.331129e+04	6.594006e+01
1.490000e-06	1.349265e+04	6.750695e+01
