Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51794.797947	-104.305112
0.0000000100	-51782.429980	-104.200008
0.0000000200	-51756.947189	-104.073255
0.0000000300	-51716.876807	-103.949364
0.0000000400	-51666.092101	-103.849929
0.0000000500	-51604.648709	-103.786217
0.0000000600	-51530.119075	-103.754134
0.0000000700	-51440.685696	-103.733748
0.0000000800	-51336.275480	-103.694144
0.0000000900	-51213.510879	-103.602507
0.0000001000	-51069.351014	-103.434723
0.0000001100	-50914.765924	-103.183937
0.0000001200	-50753.705243	-102.863986
0.0000001300	-50579.710833	-102.506127
0.0000001400	-50392.601598	-102.149742
0.0000001500	-50185.614375	-101.829808
0.0000001600	-49965.690151	-101.565162
0.0000001700	-49743.061928	-101.351489
0.0000001800	-49502.930907	-101.161518
0.0000001900	-49244.972863	-100.952502
0.0000002000	-48976.638904	-100.678660
0.0000002100	-48692.046037	-100.304535
0.0000002200	-48398.721518	-99.814944
0.0000002300	-48099.812703	-99.218335
0.0000002400	-47783.396291	-98.542633
0.0000002500	-47447.503793	-97.825195
0.0000002600	-47095.460389	-97.100431
0.0000002700	-46728.440147	-96.389315
0.0000002800	-46352.202132	-95.694203
0.0000002900	-45970.691174	-95.000402
0.0000003000	-45573.428158	-94.283506
0.0000003100	-45164.904258	-93.519578
0.0000003200	-44747.205566	-92.694343
0.0000003300	-44309.708307	-91.808165
0.0000003400	-43864.569244	-90.875235
0.0000003500	-43409.718428	-89.917586
0.0000003600	-42939.541238	-88.956434
0.0000003700	-42458.784783	-88.004206
0.0000003800	-41963.885620	-87.060215
0.0000003900	-41457.391966	-86.111448
0.0000004000	-40942.814894	-85.137968
0.0000004100	-40419.040776	-84.120715
0.0000004200	-39881.915100	-83.048681
0.0000004300	-39335.520812	-81.922784
0.0000004400	-38778.839629	-80.755110
0.0000004500	-38209.496361	-79.564013
0.0000004600	-37631.052923	-78.367092
0.0000004700	-37037.913889	-77.174799
0.0000004800	-36434.597493	-75.987093
0.0000004900	-35823.478923	-74.794279
0.0000005000	-35201.018522	-73.581534
0.0000005100	-34567.549898	-72.335213
0.0000005200	-33923.196982	-71.048411
0.0000005300	-33270.670102	-69.723626
0.0000005400	-32611.724796	-68.371570
0.0000005500	-31945.784392	-67.006705
0.0000005600	-31269.919286	-65.641333
0.0000005700	-30586.501396	-64.280628
0.0000005800	-29895.568904	-62.920521
0.0000005900	-29192.916461	-61.549258
0.0000006000	-28483.055971	-60.151958
0.0000006100	-27768.780453	-58.716383
0.0000006200	-27046.194385	-57.237683
0.0000006300	-26316.462234	-55.720307
0.0000006400	-25581.751041	-54.176430
0.0000006500	-24839.677760	-52.621542
0.0000006600	-24090.881025	-51.068949
0.0000006700	-23333.508424	-49.525259
0.0000006800	-22567.453481	-47.988513
0.0000006900	-21795.539326	-46.449539
0.0000007000	-21017.251255	-44.895892
0.0000007100	-20230.579541	-43.316777
0.0000007200	-19435.400253	-41.707074
0.0000007300	-18634.423719	-40.069001
0.0000007400	-17829.332385	-38.410954
