Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51786.221791	-23.869275
0.0000000100	-51768.420221	-23.825426
0.0000000200	-51734.924454	-23.689828
0.0000000300	-51689.850546	-23.511592
0.0000000400	-51633.758847	-23.364601
0.0000000500	-51563.495468	-23.318174
0.0000000600	-51477.657498	-23.404937
0.0000000700	-51378.059058	-23.598237
0.0000000800	-51265.056249	-23.809030
0.0000000900	-51130.395460	-23.905826
0.0000001000	-50979.329628	-23.753107
0.0000001100	-50820.402609	-23.256510
0.0000001200	-50651.137755	-22.399755
0.0000001300	-50470.196654	-21.260077
0.0000001400	-50274.608163	-19.995468
0.0000001500	-50060.117838	-18.806204
0.0000001600	-49841.592138	-17.881804
0.0000001700	-49616.301734	-17.349648
0.0000001800	-49367.310767	-17.241290
0.0000001900	-49104.898007	-17.486867
0.0000002000	-48830.991747	-17.938951
0.0000002100	-48538.604254	-18.417747
0.0000002200	-48238.528929	-18.762923
0.0000002300	-47930.416348	-18.875769
0.0000002400	-47604.231026	-18.739233
0.0000002500	-47259.188227	-18.411210
0.0000002600	-46902.406039	-17.995439
0.0000002700	-46531.062462	-17.601449
0.0000002800	-46149.222517	-17.307725
0.0000002900	-45759.831774	-17.140040
0.0000003000	-45350.824274	-17.070739
0.0000003100	-44937.446796	-17.036958
0.0000003200	-44512.022145	-16.969328
0.0000003300	-44067.652660	-16.819717
0.0000003400	-43618.901088	-16.577906
0.0000003500	-43154.365248	-16.272037
0.0000003600	-42676.211400	-15.954074
0.0000003700	-42190.205758	-15.677076
0.0000003800	-41691.399097	-15.473633
0.0000003900	-41180.615193	-15.343726
0.0000004000	-40660.024270	-15.256110
0.0000004100	-40127.032786	-15.161855
0.0000004200	-39581.944454	-15.014078
0.0000004300	-39030.603451	-14.785880
0.0000004400	-38464.980554	-14.479636
0.0000004500	-37887.791624	-14.124530
0.0000004600	-37300.482570	-13.763956
0.0000004700	-36698.882231	-13.438240
0.0000004800	-36090.014662	-13.169644
0.0000004900	-35474.320606	-12.955328
0.0000005000	-34847.716258	-12.770490
0.0000005100	-34208.723458	-12.579798
0.0000005200	-33561.295657	-12.352063
0.0000005300	-32904.535186	-12.072123
0.0000005400	-32241.965504	-11.745389
0.0000005500	-31574.113351	-11.393716
0.0000005600	-30897.857089	-11.044872
0.0000005700	-30213.305573	-10.720345
0.0000005800	-29517.326415	-10.426706
0.0000005900	-28813.171609	-10.153957
0.0000006000	-28105.129209	-9.881255
0.0000006100	-27387.385930	-9.587215
0.0000006200	-26659.619276	-9.260135
0.0000006300	-25928.862697	-8.903629
0.0000006400	-25189.430546	-8.535196
0.0000006500	-24437.436588	-8.178349
0.0000006600	-23679.839023	-7.851730
0.0000006700	-22918.103901	-7.559983
0.0000006800	-22150.104001	-7.290479
0.0000006900	-21374.089702	-7.017539
0.0000007000	-20587.392214	-6.712672
0.0000007100	-19794.409805	-6.356691
0.0000007200	-18998.198258	-5.948687
0.0000007300	-18195.645326	-5.507943
0.0000007400	-17389.356655	-5.067671
0.0000007500	-16581.513219	-4.662765
0.0000007600	-15768.613059	-4.316238
0.0000007700	-14952.592618	-4.029725
0.0000007800	-14133.752890	-3.781901
0.0000007900	-13309.058235	-3.535681
0.0000008000	-12481.772756	-3.251589
0.0000008100	-11651.839988	-2.902281
0.0000008200	-10817.046710	-2.482659
0.0000008300	-9980.267314	-2.011721
0.0000008400	-9141.888795	-1.525435
0.0000008500	-8301.014843	-1.063405
0.0000008600	-7458.273022	-0.654442
0.0000008700	-6613.381120	-0.306548
0.0000008800	-5766.966701	-0.005026
0.0000008900	-4920.131681	0.280759
0.0000009000	-4070.497517	0.584805
0.0000009100	-3217.407110	0.931118
0.0000009200	-2362.946043	1.324832
0.0000009300	-1507.502666	1.751154
0.0000009400	-651.302728	2.182339
0.0000009500	204.217255	2.589704
0.0000009600	1059.649882	2.955718
0.0000009700	1912.705323	3.281276
0.0000009800	2761.300714	3.585245
0.0000009900	3609.788606	3.896559
0.0000010000	4458.632601	4.242126
0.0000010100	5305.229766	4.635513
0.0000010200	6149.764208	5.071029
0.0000010300	6992.613527	5.525659
0.0000010400	7832.437956	5.968106
0.0000010500	8671.734284	6.371333
0.0000010600	9510.533405	6.723587
0.0000010700	10346.048280	7.033438
0.0000010800	11178.074663	7.326781
0.0000010900	12006.428450	7.636892
0.0000011000	12832.427909	7.991444
0.0000011100	13656.191288	8.401549
0.0000011200	14476.498425	8.857121
0.0000011300	15293.338570	9.330366
0.0000011400	16106.819221	9.785995
0.0000011500	16917.394587	10.194166
0.0000011600	17725.161416	10.541140
0.0000011700	18529.450504	10.833580
0.0000011800	19328.068769	11.095019
0.0000011900	20119.146985	11.356081
0.0000012000	20905.505797	11.642467
0.0000012100	21685.361975	11.965507
0.0000012200	22457.862209	12.318918
0.0000012300	23225.254686	12.682827
0.0000012400	23985.842177	13.033179
0.0000012500	24741.612157	13.352497
0.0000012600	25490.544900	13.637498
0.0000012700	26227.400937	13.900440
0.0000012800	26955.821973	14.163700
0.0000012900	27678.972646	14.449915
0.0000013000	28393.168252	14.771821
0.0000013100	29098.918107	15.126063
0.0000013200	29800.175662	15.493613
