Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51809.564649	-151.763416
0.0000000100	-51794.106055	-151.896379
0.0000000200	-51760.311557	-152.005803
0.0000000300	-51712.497284	-152.077158
0.0000000400	-51652.368351	-152.095406
0.0000000500	-51577.888634	-152.048394
0.0000000600	-51489.995988	-151.930141
0.0000000700	-51384.197182	-151.743356
0.0000000800	-51250.285543	-151.500633
0.0000000900	-51079.148997	-151.223951
0.0000001000	-50876.435634	-150.942409
0.0000001100	-50658.395154	-150.688425
0.0000001200	-50430.756269	-150.492906
0.0000001300	-50194.329808	-150.380172
0.0000001400	-49948.144530	-150.363443
0.0000001500	-49683.252445	-150.441718
0.0000001600	-49402.563605	-150.598670
0.0000001700	-49108.500312	-150.803869
0.0000001800	-48792.071011	-151.016297
0.0000001900	-48460.518573	-151.189717
0.0000002000	-48111.755375	-151.279136
0.0000002100	-47745.169478	-151.247396
0.0000002200	-47363.801634	-151.070839
0.0000002300	-46963.059875	-150.743131
0.0000002400	-46545.555212	-150.276560
0.0000002500	-46111.225965	-149.700522
0.0000002600	-45661.718413	-149.057352
0.0000002700	-45200.641681	-148.396051
0.0000002800	-44722.265636	-147.764855
0.0000002900	-44224.896762	-147.203727
0.0000003000	-43710.256870	-146.737949
0.0000003100	-43177.744201	-146.373779
0.0000003200	-42632.851524	-146.096853
0.0000003300	-42073.402663	-145.873584
0.0000003400	-41491.897018	-145.655354
0.0000003500	-40890.698052	-145.384843
0.0000003600	-40275.445925	-145.003541
0.0000003700	-39647.305676	-144.459305
0.0000003800	-39008.418676	-143.712838
0.0000003900	-38354.920323	-142.742151
0.0000004000	-37681.187152	-141.544411
0.0000004100	-36994.450431	-140.134995
0.0000004200	-36298.506573	-138.544003
0.0000004300	-35588.509554	-136.810888
0.0000004400	-34866.573870	-134.978110
0.0000004500	-34137.125985	-133.084844
0.0000004600	-33393.248945	-131.161712
0.0000004700	-32630.566363	-129.227308
0.0000004800	-31856.160698	-127.286929
0.0000004900	-31075.595158	-125.333563
0.0000005000	-30285.982894	-123.350803
0.0000005100	-29484.293336	-121.317046
0.0000005200	-28671.526019	-119.210164
0.0000005300	-27851.241409	-117.011798
0.0000005400	-27023.289276	-114.710540
0.0000005500	-26181.835662	-112.303513
0.0000005600	-25325.755424	-109.796162
0.0000005700	-24458.906651	-107.200405
0.0000005800	-23585.037098	-104.531598
0.0000005900	-22703.092062	-101.804931
0.0000006000	-21813.270432	-99.031997
0.0000006100	-20917.090038	-96.218172
0.0000006200	-20007.772557	-93.361304
0.0000006300	-19086.974447	-90.451926
0.0000006400	-18162.771193	-87.474931
0.0000006500	-17232.540184	-84.412373
0.0000006600	-16294.796973	-81.246846
0.0000006700	-15352.389934	-77.964812
0.0000006800	-14404.943074	-74.559257
0.0000006900	-13453.527787	-71.031183
0.0000007000	-12498.017045	-67.389698
0.0000007100	-11538.631521	-63.650678
0.0000007200	-10577.893670	-59.834270
0.0000007300	-9614.412690	-55.961713
0.0000007400	-8648.375869	-52.052037
0.0000007500	-7680.931554	-48.119246
0.0000007600	-6709.027391	-44.170473
0.0000007700	-5731.807566	-40.205425
0.0000007800	-4752.463062	-36.217177
0.0000007900	-3773.681840	-32.194151
0.0000008000	-2795.214933	-28.122911
0.0000008100	-1814.738775	-23.991241
0.0000008200	-831.939049	-19.790982
0.0000008300	149.254293	-15.520121
0.0000008400	1127.505618	-11.183806
0.0000008500	2106.794954	-6.794141
0.0000008600	3086.487158	-2.368866
0.0000008700	4064.318923	2.070814
0.0000008800	5042.200764	6.502809
0.0000008900	6019.883717	10.906662
0.0000009000	6994.006202	15.265563
0.0000009100	7962.498710	19.567514
0.0000009200	8927.154911	23.805517
0.0000009300	9889.907105	27.976798
0.0000009400	10851.323664	32.081315
0.0000009500	11810.476915	36.119880
0.0000009600	12767.819804	40.092329
0.0000009700	13720.669459	43.996112
0.0000009800	14667.524744	47.825615
0.0000009900	15608.678191	51.572329
0.0000010000	16541.115922	55.225847
0.0000010100	17469.000161	58.775466
0.0000010200	18392.590056	62.212075
0.0000010300	19311.659845	65.529933
0.0000010400	20228.085240	68.727974
0.0000010500	21133.972954	71.810347
0.0000010600	22028.341565	74.786080
0.0000010700	22917.058415	77.667887
0.0000010800	23799.327949	80.470322
0.0000010900	24672.661094	83.207617
0.0000011000	25536.069918	85.891573
0.0000011100	26388.262353	88.529896
0.0000011200	27225.303358	91.125257
0.0000011300	28051.045930	93.675246
0.0000011400	28869.022245	96.173202
0.0000011500	29674.645426	98.609747
0.0000011600	30466.927538	100.974738
0.0000011700	31249.627939	103.259265
0.0000011800	32025.964485	105.457319
0.0000011900	32790.979397	107.566855
0.0000012000	33539.274971	109.590059
0.0000012100	34274.660639	111.532810
0.0000012200	34999.536920	113.403471
0.0000012300	35714.124487	115.211278
0.0000012400	36417.656078	116.964639
0.0000012500	37110.330582	118.669705
0.0000012600	37793.389990	120.329474
0.0000012700	38462.312774	121.943591
0.0000012800	39113.213971	123.508872
0.0000012900	39748.865002	125.020416
0.0000013000	40372.747963	126.473063
0.0000013100	40983.184612	127.862892
