Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51824.092572	-114.432205
0.0000000100	-51800.902756	-114.462586
0.0000000200	-51761.128796	-114.485052
0.0000000300	-51709.596954	-114.491356
0.0000000400	-51643.184279	-114.472294
0.0000000500	-51563.477660	-114.419445
0.0000000600	-51470.572530	-114.326898
0.0000000700	-51355.464372	-114.192656
0.0000000800	-51208.457705	-114.019450
0.0000000900	-51024.045796	-113.814782
0.0000001000	-50810.513336	-113.590153
0.0000001100	-50585.430575	-113.359551
0.0000001200	-50353.092191	-113.137438
0.0000001300	-50114.109458	-112.936528
0.0000001400	-49860.795846	-112.765747
0.0000001500	-49587.554437	-112.628702
0.0000001600	-49303.841644	-112.522951
0.0000001700	-49002.053250	-112.440219
0.0000001800	-48678.872816	-112.367564
0.0000001900	-48343.017585	-112.289326
0.0000002000	-47987.704821	-112.189570
0.0000002100	-47617.867690	-112.054625
0.0000002200	-47232.626011	-111.875320
0.0000002300	-46824.862547	-111.648512
0.0000002400	-46401.657802	-111.377659
0.0000002500	-45959.229344	-111.072294
0.0000002600	-45498.318967	-110.746470
0.0000002700	-45026.934582	-110.416382
0.0000002800	-44539.300553	-110.097539
0.0000002900	-44033.187229	-109.801919
0.0000003000	-43510.282177	-109.535559
0.0000003100	-42969.971499	-109.296982
0.0000003200	-42414.984946	-109.076709
0.0000003300	-41846.722816	-108.857957
0.0000003400	-41256.565920	-108.618437
0.0000003500	-40644.333890	-108.332986
0.0000003600	-40019.560204	-107.976628
0.0000003700	-39381.582759	-107.527622
0.0000003800	-38732.530525	-106.970018
0.0000003900	-38075.616639	-106.295363
0.0000004000	-37400.776035	-105.503291
0.0000004100	-36706.382466	-104.600956
0.0000004200	-36001.522761	-103.601403
0.0000004300	-35285.745023	-102.521161
0.0000004400	-34559.128941	-101.377450
0.0000004500	-33821.363629	-100.185440
0.0000004600	-33073.124310	-98.955993
0.0000004700	-32312.768019	-97.694191
0.0000004800	-31535.537689	-96.398886
0.0000004900	-30746.685241	-95.063251
0.0000005000	-29950.965120	-93.676238
0.0000005100	-29147.000642	-92.224623
0.0000005200	-28329.151935	-90.695319
0.0000005300	-27498.158167	-89.077519
0.0000005400	-26660.280984	-87.364363
0.0000005500	-25817.829725	-85.553840
0.0000005600	-24966.522834	-83.648828
0.0000005700	-24103.694504	-81.656283
0.0000005800	-23227.590597	-79.585773
0.0000005900	-22341.544270	-77.447600
0.0000006000	-21450.307344	-75.250878
0.0000006100	-20548.843349	-73.001874
0.0000006200	-19640.269990	-70.702900
0.0000006300	-18727.728584	-68.351922
0.0000006400	-17804.659719	-65.942941
0.0000006500	-16869.147254	-63.467058
0.0000006600	-15926.753997	-60.914019
0.0000006700	-14978.176161	-58.273992
0.0000006800	-14025.922798	-55.539248
0.0000006900	-13074.583724	-52.705497
0.0000007000	-12118.904395	-49.772658
0.0000007100	-11155.363413	-46.744977
0.0000007200	-10185.866425	-43.630476
0.0000007300	-9212.085256	-40.439879
0.0000007400	-8235.401837	-37.185196
0.0000007500	-7255.210141	-33.878229
0.0000007600	-6273.716202	-30.529230
0.0000007700	-5293.745207	-27.145949
0.0000007800	-4313.928342	-23.733184
0.0000007900	-3332.965991	-20.292897
0.0000008000	-2352.309278	-16.824847
0.0000008100	-1371.198043	-13.327596
0.0000008200	-388.861633	-9.799714
0.0000008300	593.474778	-6.240969
0.0000008400	1576.496907	-2.653310
0.0000008500	2559.673166	0.958517
0.0000008600	3542.163708	4.586781
0.0000008700	4524.500118	8.221029
0.0000008800	5506.836529	11.848731
0.0000008900	6488.792860	15.456175
0.0000009000	7469.680769	19.029472
0.0000009100	8448.123575	22.555501
0.0000009200	9422.611451	26.022678
0.0000009300	10389.014350	29.421450
0.0000009400	11346.083481	32.744473
0.0000009500	12300.478936	35.986517
0.0000009600	13251.140163	39.144134
0.0000009700	14199.505168	42.215209
0.0000009800	15144.438962	45.198475
0.0000009900	16082.882537	48.093105
0.0000010000	17017.663704	50.898429
0.0000010100	17943.291472	53.613816
0.0000010200	18860.055736	56.238709
0.0000010300	19773.224161	58.772781
0.0000010400	20681.281676	61.216149
0.0000010500	21579.803088	63.569584
0.0000010600	22470.837680	65.834656
0.0000010700	23355.613250	68.013787
0.0000010800	24229.709856	70.110185
0.0000010900	25087.394814	72.127669
0.0000011000	25935.371172	74.070433
0.0000011100	26779.143039	75.942762
0.0000011200	27613.152854	77.748764
0.0000011300	28434.867953	79.492147
0.0000011400	29248.107499	81.176058
0.0000011500	30052.031644	82.803003
0.0000011600	30844.429103	84.374826
0.0000011700	31628.507764	85.892743
0.0000011800	32395.566126	87.357416
0.0000011900	33146.582425	88.769034
0.0000012000	33890.034839	90.127415
0.0000012100	34623.794394	91.432118
0.0000012200	35347.326882	92.682579
0.0000012300	36058.798474	93.878284
0.0000012400	36760.710349	95.018977
0.0000012500	37451.499232	96.104900
0.0000012600	38122.519696	97.137044
0.0000012700	38778.630466	98.117378
0.0000012800	39423.902892	99.048994
0.0000012900	40056.431328	99.936141
0.0000013000	40673.310899	100.784083
0.0000013100	41274.759685	101.598781
0.0000013200	41857.744917	102.386399
0.0000013300	42421.333940	103.152683
0.0000013400	42973.842927	103.902290
0.0000013500	43510.713545	104.638161
0.0000013600	44029.251127	105.361058
0.0000013700	44537.086130	106.069353
0.0000013800	45029.750404	106.759138
0.0000013900	45502.566570	107.424677
0.0000014000	45959.792572	108.059168
0.0000014100	46401.911792	108.655722
0.0000014200	46828.063391	109.208422
0.0000014300	47239.783431	109.713302
0.0000014400	47633.959456	110.169096
0.0000014500	48009.039662	110.577598
0.0000014600	48370.291713	110.943586
0.0000014700	48715.368561	111.274271
0.0000014800	49044.786051	111.578358
0.0000014900	49358.868185	111.864847
0.0000015000	49650.662356	112.141756
0.0000015100	49923.884422	112.414987
0.0000015200	50181.465496	112.687504
0.0000015300	50421.024420	112.958994
0.0000015400	50643.786369	113.226052
0.0000015500	50847.011097	113.482893
0.0000015600	51034.496776	113.722452
0.0000015700	51206.636606	113.937715
0.0000015800	51359.388097	114.123033
0.0000015900	51492.910628	114.275191
0.0000016000	51601.771908	114.394044
0.0000016100	51689.395279	114.482582
0.0000016200	51762.964546	114.546414
0.0000016300	51820.350740	114.592741
0.0000016400	51861.173778	114.628994
0.0000016500	51883.296820	114.661383
0.0000016600	51884.801100	114.693615
0.0000016700	51870.034745	114.726043
0.0000016800	51839.545084	114.755404
0.0000016900	51794.384796	114.775243
0.0000017000	51736.097815	114.776971
0.0000017100	51660.264195	114.751402
0.0000017200	51566.020473	114.690513
0.0000017300	51458.408365	114.589130
0.0000017400	51337.969955	114.446226
0.0000017500	51198.998797	114.265578
0.0000017600	51027.376842	114.055637
0.0000017700	50817.111352	113.828585
0.0000017800	50584.595605	113.598696
0.0000017900	50342.610327	113.380240
0.0000018000	50086.501750	113.185283
0.0000018100	49823.116560	113.021712
0.0000018200	49553.033570	112.891872
0.0000018300	49259.835886	112.792017
0.0000018400	48948.980388	112.712745
0.0000018500	48623.855334	112.640346
0.0000018600	48278.270896	112.558883
0.0000018700	47914.821062	112.452699
0.0000018800	47531.376861	112.308917
0.0000018900	47132.719952	112.119558
0.0000019000	46722.302536	111.882883
0.0000019100	46298.529854	111.603732
0.0000019200	45859.342128	111.292771
0.0000019300	45396.952148	110.964733
0.0000019400	44917.898334	110.635913
0.0000019500	44424.572339	110.321293
0.0000019600	43916.663278	110.031757
0.0000019700	43396.305369	109.771833
0.0000019800	42857.704609	109.538328
0.0000019900	42304.895614	109.320100
0.0000020000	41738.282079	109.099001
0.0000020100	41154.026474	108.851883
0.0000020200	40555.100241	108.553359
0.0000020300	39941.144293	108.178899
0.0000020400	39307.733435	107.707813
0.0000020500	38653.089915	107.125648
0.0000020600	37983.613767	106.425675
0.0000020700	37304.591020	105.609226
0.0000020800	36614.655488	104.684886
0.0000020900	35913.344777	103.666668
0.0000021000	35202.641600	102.571490
0.0000021100	34480.717374	101.416353
0.0000021200	33743.067220	100.215673
0.0000021300	32990.530985	98.979161
0.0000021400	32227.608303	97.710570
0.0000021500	31453.993537	96.407453
0.0000021600	30667.709222	95.061932
0.0000021700	29871.873062	93.662303
0.0000021800	29067.556101	92.195180
0.0000021900	28253.782727	90.647792
0.0000022000	27424.596933	89.010064
0.0000022100	26580.131860	87.276125
0.0000022200	25729.160828	85.445041
0.0000022300	24872.321349	83.520655
0.0000022400	24006.703303	81.510628
0.0000022500	23131.536036	79.424847
0.0000022600	22247.364253	77.273520
0.0000022700	21357.082333	75.065274
0.0000022800	20461.298927	72.805600
0.0000022900	19558.488470	70.495884
0.0000023000	18647.901297	68.133185
0.0000023100	17727.621266	65.710774
0.0000023200	16796.869853	63.219317
