Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51828.336561	-123.269164
0.0000000100	-51804.218361	-123.306342
0.0000000200	-51764.349567	-123.361473
0.0000000300	-51712.511854	-123.437568
0.0000000400	-51643.785335	-123.530431
0.0000000500	-51561.332533	-123.628193
0.0000000600	-51467.179101	-123.712052
0.0000000700	-51351.911288	-123.758224
0.0000000800	-51207.356686	-123.740885
0.0000000900	-51025.062806	-123.635752
0.0000001000	-50815.615658	-123.423767
0.0000001100	-50594.840997	-123.094361
0.0000001200	-50362.609059	-122.647763
0.0000001300	-50120.105243	-122.095974
0.0000001400	-49867.550650	-121.462190
0.0000001500	-49596.997011	-120.778688
0.0000001600	-49310.105977	-120.083428
0.0000001700	-49005.397229	-119.415802
0.0000001800	-48678.872368	-118.812101
0.0000001900	-48340.303429	-118.301311
0.0000002000	-47985.700773	-117.901814
0.0000002100	-47616.813006	-117.619422
0.0000002200	-47231.304720	-117.446990
0.0000002300	-46825.347052	-117.365614
0.0000002400	-46404.710599	-117.347204
0.0000002500	-45963.617347	-117.358030
0.0000002600	-45506.926858	-117.362708
0.0000002700	-45041.347397	-117.328067
0.0000002800	-44556.835604	-117.226381
0.0000002900	-44051.480755	-117.037574
0.0000003000	-43529.981639	-116.750179
0.0000003100	-42994.256395	-116.361042
0.0000003200	-42445.553786	-115.873941
0.0000003300	-41878.076583	-115.297460
0.0000003400	-41285.774102	-114.642514
0.0000003500	-40677.721026	-113.919968
0.0000003600	-40057.734423	-113.138710
0.0000003700	-39421.193702	-112.304452
0.0000003800	-38775.102048	-111.419344
0.0000003900	-38119.018600	-110.482377
0.0000004000	-37444.191569	-109.490379
0.0000004100	-36753.649334	-108.439333
0.0000004200	-36053.304053	-107.325718
0.0000004300	-35340.063984	-106.147577
0.0000004400	-34613.976316	-104.905115
0.0000004500	-33877.329266	-103.600722
0.0000004600	-33132.293089	-102.238459
0.0000004700	-32374.894320	-100.823122
0.0000004800	-31597.802505	-99.359121
0.0000004900	-30809.501145	-97.849401
0.0000005000	-30015.162240	-96.294643
0.0000005100	-29209.243711	-94.692902
0.0000005200	-28394.829883	-93.039768
0.0000005300	-27570.577619	-91.328998
0.0000005400	-26736.218632	-89.553505
0.0000005500	-25897.271408	-87.706502
0.0000005600	-25048.308797	-85.782568
0.0000005700	-24182.268631	-83.778442
0.0000005800	-23303.329298	-81.693385
0.0000005900	-22418.084133	-79.529048
0.0000006000	-21528.467451	-77.288890
0.0000006100	-20630.772738	-74.977268
0.0000006200	-19724.389597	-72.598383
0.0000006300	-18807.868722	-70.155314
0.0000006400	-17880.548152	-67.649332
0.0000006500	-16944.275246	-65.079637
0.0000006600	-16002.078385	-62.443575
0.0000006700	-15059.200347	-59.737304
0.0000006800	-14111.769464	-56.956773
0.0000006900	-13159.088381	-54.098813
0.0000007000	-12200.869599	-51.162134
0.0000007100	-11240.409783	-48.148010
0.0000007200	-10275.326340	-45.060504
0.0000007300	-9302.282832	-41.906172
0.0000007400	-8327.380168	-38.693293
0.0000007500	-7351.063587	-35.430744
0.0000007600	-6373.801922	-32.126745
0.0000007700	-5394.956805	-28.787694
0.0000007800	-4415.953951	-25.417347
0.0000007900	-3438.534548	-22.016497
0.0000008000	-2461.115145	-18.583250
0.0000008100	-1483.420037	-15.113876
0.0000008200	-504.850626	-11.604114
0.0000008300	474.223009	-8.050702
0.0000008400	1452.170229	-4.452899
0.0000008500	2429.325723	-0.813712
0.0000008600	3406.745126	2.859390
0.0000008700	4384.428437	6.554398
0.0000008800	5361.847840	10.255374
0.0000008900	6338.715832	13.943652
0.0000009000	7315.572027	17.599465
0.0000009100	8291.829625	21.203735
0.0000009200	9265.247592	24.739759
0.0000009300	10235.298110	28.194541
0.0000009400	11203.084003	31.559585
0.0000009500	12163.694138	34.831044
0.0000009600	13115.194201	38.009258
0.0000009700	14063.527361	41.097778
0.0000009800	15009.371756	44.102077
0.0000009900	15946.563114	47.028190
0.0000010000	16875.593863	49.881491
0.0000010100	17796.341654	52.665823
0.0000010200	18713.611447	55.383075
0.0000010300	19628.774351	58.033237
0.0000010400	20536.087741	60.614867
0.0000010500	21436.619047	63.125824
0.0000010600	22329.371621	65.564097
0.0000010700	23215.460079	67.928532
0.0000010800	24096.156777	70.219306
0.0000010900	24964.057442	72.438059
0.0000011000	25814.604846	74.587666
0.0000011100	26653.919111	76.671710
0.0000011200	27485.765739	78.693785
0.0000011300	28309.885201	80.656789
0.0000011400	29123.339110	82.562364
0.0000011500	29924.268312	84.410625
0.0000011600	30714.913839	86.200232
0.0000011700	31498.032744	87.928816
0.0000011800	32270.990321	89.593664
0.0000011900	33030.671234	91.192547
0.0000012000	33777.815642	92.724495
0.0000012100	34513.286052	94.190387
0.0000012200	35236.940901	95.593192
0.0000012300	35945.806416	96.937828
0.0000012400	36643.127697	98.230632
0.0000012500	37335.742773	99.478530
0.0000012600	38012.804762	100.688071
0.0000012700	38670.279875	101.864490
0.0000012800	39317.018656	103.010999
0.0000012900	39951.138354	104.128423
0.0000013000	40569.940900	105.215277
0.0000013100	41175.068730	106.268263
0.0000013200	41763.422683	107.283107
0.0000013300	42331.737104	108.255571
0.0000013400	42885.738440	109.182453
0.0000013500	43426.533892	110.062392
0.0000013600	43952.457433	110.896302
0.0000013700	44465.151497	111.687372
0.0000013800	44959.940889	112.440619
0.0000013900	45434.033167	113.162080
0.0000014000	45894.509712	113.857803
0.0000014100	46339.767860	114.532837
0.0000014200	46765.644055	115.190407
0.0000014300	47180.169145	115.831464
0.0000014400	47582.296253	116.454669
0.0000014500	47963.257414	117.056847
0.0000014600	48326.959688	117.633795
0.0000014700	48675.467157	118.181305
0.0000014800	49005.719091	118.696174
0.0000014900	49321.150678	119.176991
0.0000015000	49616.436562	119.624549
0.0000015100	49890.591888	120.041748
0.0000015200	50147.705049	120.433033
0.0000015300	50389.307931	120.803434
0.0000015400	50616.554921	121.157423
0.0000015500	50827.181392	121.497812
0.0000015600	51017.591379	121.824942
0.0000015700	51188.619414	122.136364
0.0000015800	51344.294908	122.427121
0.0000015900	51480.955491	122.690621
0.0000016000	51593.575106	122.919980
0.0000016100	51684.272437	123.109604
0.0000016200	51759.006831	123.256695
0.0000016300	51815.942726	123.362376
0.0000016400	51856.746149	123.432164
0.0000016500	51881.866720	123.475614
0.0000016600	51884.801100	123.505111
0.0000016700	51872.213403	123.533933
0.0000016800	51846.301855	123.573873
0.0000016900	51802.638994	123.632778
0.0000017000	51744.273755	123.712454
0.0000017100	51669.405965	123.807336
0.0000017200	51576.318030	123.904227
0.0000017300	51468.310995	123.983260
0.0000017400	51347.326595	124.020047
0.0000017500	51209.193859	123.988766
0.0000017600	51042.676612	123.865801
0.0000017700	50839.775019	123.633393
0.0000017800	50608.148503	123.282765
0.0000017900	50364.666658	122.816221
0.0000018000	50109.727536	122.247849
0.0000018100	49846.599831	121.602662
0.0000018200	49577.884200	120.914233
0.0000018300	49285.942920	120.221106
0.0000018400	48977.553693	119.562451
0.0000018500	48655.569290	118.973541
0.0000018600	48309.850633	118.481679
0.0000018700	47948.937172	118.103102
0.0000018800	47568.035745	117.841291
0.0000018900	47170.012613	117.686868
0.0000019000	46761.891517	117.619066
0.0000019100	46336.681069	117.608509
0.0000019200	45896.622302	117.620874
0.0000019300	45437.244948	117.620901
0.0000019400	44958.989866	117.576180
0.0000019500	44466.437876	117.460224
0.0000019600	43957.190207	117.254460
0.0000019700	43435.764316	116.948963
0.0000019800	42903.326388	116.541942
0.0000019900	42354.354898	116.038208
0.0000020000	41785.619580	115.446944
0.0000020100	41200.247568	114.779223
0.0000020200	40599.881296	114.045678
0.0000020300	39987.037504	113.254697
0.0000020400	39363.197850	112.411359
0.0000020500	38718.877803	111.517199
0.0000020600	38054.888303	110.570738
0.0000020700	37377.318460	109.568550
0.0000020800	36688.338527	108.506613
0.0000020900	35987.038810	107.381619
0.0000021000	35274.411582	106.191969
0.0000021100	34553.434994	104.938272
0.0000021200	33816.365706	103.623269
0.0000021300	33062.537376	102.251230
0.0000021400	32301.253204	100.826966
0.0000021500	31532.840464	99.354699
0.0000021600	30751.221840	97.837018
0.0000021700	29955.365292	96.274146
0.0000021800	29149.307647	94.663672
0.0000021900	28336.444325	93.000800
0.0000022000	27512.809280	91.279056
0.0000022100	26672.478557	89.491322
0.0000022200	25820.580007	87.630982
0.0000022300	24962.580548	85.692954
0.0000022400	24095.751102	83.674414
0.0000022500	23220.051897	81.575074
0.0000022600	22337.964282	79.396962
0.0000022700	21449.188959	77.143772
0.0000022800	20553.714129	74.819908
0.0000022900	19652.536445	72.429438
0.0000023000	18743.938310	69.975158
0.0000023100	17829.338021	67.457974
0.0000023200	16904.950863	64.876725
0.0000023300	15965.758194	62.228484
0.0000023400	15018.699834	59.509297
0.0000023500	14069.928259	56.715186
0.0000023600	13120.223397	53.843253
0.0000023700	12165.103181	50.892629
0.0000023800	11201.975714	47.865082
0.0000023900	10234.448758	44.765156
0.0000024000	9264.070375	41.599786
0.0000024100	8292.155727	38.377446
0.0000024200	7321.091789	35.106989
0.0000024300	6349.323082	31.796386
0.0000024400	5374.198723	28.451613
0.0000024500	4396.663798	25.075903
0.0000024600	3417.797533	21.669531
0.0000024700	2438.813300	18.230198
0.0000024800	1459.049138	14.753974
0.0000024900	480.757877	11.236659
0.0000025000	-496.477750	7.675338
0.0000025100	-1474.118846	4.069860
0.0000025200	-2451.582991	0.423992
0.0000025300	-3428.448539	-3.253970
0.0000025400	-4404.963220	-6.951253
0.0000025500	-5382.175253	-10.651327
0.0000025600	-6358.776892	-14.335204
0.0000025700	-7333.208278	-17.983108
0.0000025800	-8305.674337	-21.576267
0.0000025900	-9277.277889	-25.098556
0.0000026000	-10245.120320	-28.537744
0.0000026100	-11207.882087	-31.886170
0.0000026200	-12165.681158	-35.140789
0.0000026300	-13118.552923	-38.302595
0.0000026400	-14069.183655	-41.375583
0.0000026500	-15017.790076	-44.365425
0.0000026600	-15959.819338	-47.278119
