Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51832.666071	-765.011279
0.0000000100	-51812.557880	-765.169389
0.0000000200	-51772.086507	-765.070805
0.0000000300	-51709.582853	-764.689720
0.0000000400	-51632.327157	-764.028536
0.0000000500	-51541.439887	-763.117752
0.0000000600	-51433.876017	-762.013491
0.0000000700	-51319.455726	-760.791567
0.0000000800	-51191.456095	-759.536493
0.0000000900	-51036.097532	-758.325471
0.0000001000	-50847.408973	-757.210603
0.0000001100	-50622.017357	-756.205498
0.0000001200	-50375.551394	-755.283071
0.0000001300	-50116.594670	-754.388177
0.0000001400	-49844.049919	-753.462685
0.0000001500	-49564.788077	-752.473957
0.0000001600	-49275.589929	-751.433986
0.0000001700	-48958.272307	-750.398200
0.0000001800	-48613.726398	-749.440335
0.0000001900	-48259.470607	-748.610365
0.0000002000	-47883.754369	-747.891608
0.0000002100	-47487.753360	-747.176315
0.0000002200	-47081.984406	-746.273971
0.0000002300	-46657.988737	-744.954326
0.0000002400	-46220.675014	-743.012648
0.0000002500	-45773.988133	-740.333877
0.0000002600	-45312.644992	-736.930543
0.0000002700	-44835.211603	-732.937869
0.0000002800	-44341.731512	-728.565659
0.0000002900	-43832.584992	-724.023731
0.0000003000	-43310.004291	-719.448759
0.0000003100	-42772.247729	-714.860418
0.0000003200	-42214.339894	-710.163308
0.0000003300	-41634.385263	-705.192964
0.0000003400	-41034.944119	-699.786609
0.0000003500	-40423.093480	-693.849749
0.0000003600	-39801.591023	-687.392043
0.0000003700	-39170.027447	-680.519094
0.0000003800	-38525.183534	-673.385172
0.0000003900	-37862.507693	-666.127662
0.0000004000	-37183.462945	-658.810721
0.0000004100	-36494.934741	-651.400733
0.0000004200	-35799.506569	-643.782147
0.0000004300	-35096.153743	-635.805459
0.0000004400	-34384.986561	-627.346469
0.0000004500	-33653.653591	-618.352642
0.0000004600	-32900.485733	-608.859134
0.0000004700	-32132.171047	-598.970367
0.0000004800	-31349.551339	-588.817016
0.0000004900	-30558.882164	-578.506946
0.0000005000	-29762.227408	-568.089136
0.0000005100	-28959.148737	-557.542330
0.0000005200	-28142.804246	-546.789146
0.0000005300	-27313.873212	-535.726523
0.0000005400	-26482.271594	-524.258655
0.0000005500	-25641.604510	-512.320268
0.0000005600	-24783.514800	-499.884382
0.0000005700	-23917.654283	-486.956240
0.0000005800	-23049.335091	-473.560199
0.0000005900	-22173.976602	-459.727289
0.0000006000	-21293.349527	-445.488201
0.0000006100	-20412.722452	-430.871810
0.0000006200	-19529.410277	-415.905783
0.0000006300	-18628.698679	-400.615047
0.0000006400	-17710.271281	-385.016032
0.0000006500	-16787.138445	-369.108221
0.0000006600	-15853.601936	-352.867368
0.0000006700	-14902.378658	-336.245138
0.0000006800	-13946.435427	-319.177682
0.0000006900	-12987.229432	-301.601699
0.0000007000	-12021.196048	-283.472975
0.0000007100	-11054.306341	-264.780897
0.0000007200	-10087.416633	-245.553663
0.0000007300	-9120.526926	-225.852342
0.0000007400	-8152.920224	-205.755920
0.0000007500	-7179.284394	-185.342446
0.0000007600	-6200.914095	-164.672148
0.0000007700	-5221.153354	-143.777124
0.0000007800	-4242.614693	-122.659670
0.0000007900	-3265.510020	-101.298714
0.0000008000	-2287.337114	-79.662113
0.0000008100	-1311.974120	-57.721944
0.0000008200	-334.825899	-35.470028
0.0000008300	644.400724	-12.931171
0.0000008400	1620.268803	9.828265
0.0000008500	2594.212324	32.698768
0.0000008600	3568.536116	55.534777
0.0000008700	4543.013754	78.170719
0.0000008800	5516.408643	100.443831
0.0000008900	6490.717919	122.219123
0.0000009000	7464.646924	143.410191
0.0000009100	8435.049022	163.989915
0.0000009200	9402.809569	183.987517
0.0000009300	10369.699277	203.472502
0.0000009400	11336.588984	222.530122
0.0000009500	12303.478692	241.235611
0.0000009600	13268.049055	259.634558
0.0000009700	14227.629491	277.734268
0.0000009800	15175.392612	295.506967
0.0000009900	16116.130950	312.901838
0.0000010000	17053.342382	329.860614
0.0000010100	17978.144318	346.331532
0.0000010200	18888.824110	362.278437
0.0000010300	19785.791061	377.684587
0.0000010400	20673.948004	392.552802
0.0000010500	21555.782642	406.904157
0.0000010600	22433.753650	420.776495
0.0000010700	23309.039559	434.222317
