Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51799.119971	-261.349254
0.0000000100	-51806.004794	-261.286756
0.0000000200	-51810.306106	-261.225595
0.0000000300	-51817.434311	-261.166887
0.0000000400	-51821.492240	-261.111826
0.0000000500	-51821.993128	-261.061665
0.0000000600	-51817.083613	-261.017686
0.0000000700	-51807.250459	-260.981172
0.0000000800	-51794.590412	-260.953379
0.0000000900	-51781.930365	-260.935502
0.0000001000	-51770.636916	-260.928645
0.0000001100	-51746.669296	-260.933786
0.0000001200	-51719.874784	-260.951747
0.0000001300	-51693.080271	-260.983161
0.0000001400	-51669.112652	-261.028447
0.0000001500	-51643.928119	-261.087781
0.0000001600	-51608.896309	-261.161077
0.0000001700	-51576.448010	-261.247967
0.0000001800	-51542.782798	-261.347787
0.0000001900	-51501.853820	-261.459569
0.0000002000	-51461.898372	-261.582039
0.0000002100	-51425.406267	-261.713619
0.0000002200	-51378.823502	-261.852437
0.0000002300	-51333.457651	-261.996338
0.0000002400	-51296.965545	-262.142911
0.0000002500	-51250.382781	-262.289511
0.0000002600	-51202.190036	-262.433293
0.0000002700	-51162.871038	-262.571250
0.0000002800	-51115.071360	-262.700255
0.0000002900	-51057.181023	-262.817105
0.0000003000	-50999.290685	-262.918575
0.0000003100	-50941.400348	-263.001465
0.0000003200	-50883.510011	-263.062659
0.0000003300	-50825.376291	-263.099176
0.0000003400	-50761.832167	-263.108223
0.0000003500	-50695.704533	-263.087252
0.0000003600	-50633.770390	-263.034008
0.0000003700	-50564.572480	-262.946579
0.0000003800	-50496.348100	-262.823435
0.0000003900	-50431.587064	-262.663471
0.0000004000	-50356.735368	-262.466036
0.0000004100	-50281.883672	-262.230962
0.0000004200	-50208.885338	-261.958580
0.0000004300	-50131.206749	-261.649734
0.0000004400	-50050.701266	-261.305779
0.0000004500	-49969.222254	-260.928580
0.0000004600	-49883.062985	-260.520499
0.0000004700	-49797.877247	-260.084366
0.0000004800	-49716.154851	-259.623457
0.0000004900	-49624.341796	-259.141451
0.0000005000	-49531.311828	-258.642386
0.0000005100	-49433.601604	-258.130604
0.0000005200	-49335.498313	-257.610699
0.0000005300	-49244.565090	-257.087451
0.0000005400	-49137.400656	-256.565756
