Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51740.098291	-769.984344
0.0000000100	-51729.182830	-770.496631
0.0000000200	-51698.498491	-770.924319
0.0000000300	-51653.107967	-771.173650
0.0000000400	-51594.493881	-771.179057
0.0000000500	-51522.152303	-770.916249
0.0000000600	-51436.815048	-770.407753
0.0000000700	-51331.751303	-769.719969
0.0000000800	-51205.625965	-768.952394
0.0000000900	-51053.751744	-768.221093
0.0000001000	-50864.963182	-767.639578
0.0000001100	-50647.736536	-767.300633
0.0000001200	-50417.557964	-767.262390
0.0000001300	-50179.056421	-767.541087
0.0000001400	-49929.688863	-768.111567
0.0000001500	-49672.240804	-768.915151
0.0000001600	-49395.669545	-769.873040
0.0000001700	-49100.950733	-770.902443
0.0000001800	-48789.942394	-771.932164
0.0000001900	-48455.595282	-772.914567
0.0000002000	-48111.847148	-773.831670
0.0000002100	-47754.922247	-774.694327
0.0000002200	-47381.108936	-775.534888
0.0000002300	-46997.062065	-776.395067
0.0000002400	-46590.018251	-777.311673
0.0000002500	-46160.976539	-778.303323
0.0000002600	-45718.240909	-779.361017
0.0000002700	-45257.457086	-780.444673
0.0000002800	-44782.869808	-781.486483
0.0000002900	-44292.406387	-782.400583
0.0000003000	-43782.454539	-783.097192
0.0000003100	-43258.171909	-783.498451
0.0000003200	-42718.593027	-783.552794
0.0000003300	-42160.105610	-783.244916
0.0000003400	-41585.737642	-782.599235
0.0000003500	-40991.438696	-781.675993
0.0000003600	-40375.721744	-780.560601
0.0000003700	-39745.522086	-779.348154
0.0000003800	-39103.391582	-778.126036
0.0000003900	-38449.178308	-776.957944
0.0000004000	-37785.011925	-775.872426
0.0000004100	-37110.226403	-774.858159
0.0000004200	-36416.836194	-773.866928
0.0000004300	-35708.121928	-772.823712
0.0000004400	-34988.874662	-771.641940
0.0000004500	-34258.071952	-770.240870
0.0000004600	-33517.168617	-768.561658
0.0000004700	-32766.630604	-766.578869
0.0000004800	-32004.613110	-764.305074
0.0000004900	-31230.759723	-761.787532
0.0000005000	-30442.931966	-759.097515
0.0000005100	-29640.065011	-756.314347
0.0000005200	-28826.968903	-753.507315
0.0000005300	-28005.640370	-750.719089
0.0000005400	-27174.772112	-747.954082
0.0000005500	-26334.145057	-745.174222
0.0000005600	-25483.959288	-742.303195
0.0000005700	-24627.485256	-739.238479
0.0000005800	-23765.906143	-735.868910
0.0000005900	-22895.576093	-732.094315
0.0000006000	-22010.886094	-727.843164
0.0000006100	-21114.075345	-723.084504
0.0000006200	-20210.339470	-717.831377
0.0000006300	-19301.085130	-712.134585
0.0000006400	-18384.800537	-706.067513
0.0000006500	-17459.109153	-699.704564
0.0000006600	-16529.449073	-693.097120
0.0000006700	-15597.749877	-686.251612
0.0000006800	-14658.744385	-679.114033
0.0000006900	-13708.682972	-671.564119
0.0000007000	-12746.914191	-663.420617
0.0000007100	-11782.260537	-654.456891
0.0000007200	-10817.265053	-644.423995
0.0000007300	-9847.824749	-633.076700
0.0000007400	-8875.223527	-620.197129
0.0000007500	-7900.973176	-605.610903
0.0000007600	-6925.301582	-589.191946
0.0000007700	-5947.424364	-570.854278
0.0000007800	-4970.816466	-550.531784
0.0000007900	-3989.744757	-528.149632
0.0000008000	-3004.723343	-503.593234
0.0000008100	-2022.706515	-476.681903
0.0000008200	-1037.014664	-447.154344
0.0000008300	-48.589863	-414.671746
0.0000008400	940.495199	-378.841681
0.0000008500	1930.474177	-339.262546
