Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51750.193343	-274.007170
0.0000000100	-51753.622912	-274.099156
0.0000000200	-51761.309084	-274.193033
0.0000000300	-51768.995256	-274.287780
0.0000000400	-51775.007653	-274.382364
0.0000000500	-51777.290143	-274.475758
0.0000000600	-51771.824148	-274.566955
0.0000000700	-51764.684379	-274.654984
0.0000000800	-51758.071305	-274.738925
0.0000000900	-51740.362197	-274.817919
0.0000001000	-51712.992806	-274.891178
0.0000001100	-51679.166344	-274.957995
0.0000001200	-51649.069790	-275.017748
0.0000001300	-51628.013135	-275.069906
0.0000001400	-51599.352330	-275.114028
0.0000001500	-51564.616814	-275.149765
0.0000001600	-51539.685916	-275.176856
0.0000001700	-51510.260391	-275.195128
0.0000001800	-51464.573177	-275.204486
0.0000001900	-51422.089176	-275.204908
0.0000002000	-51391.227903	-275.196438
0.0000002100	-51357.928135	-275.179178
0.0000002200	-51318.171297	-275.153275
0.0000002300	-51277.649740	-275.118917
0.0000002400	-51227.323563	-275.076321
0.0000002500	-51176.470693	-275.025722
0.0000002600	-51133.748667	-274.967370
0.0000002700	-51088.061452	-274.901519
0.0000002800	-51042.374238	-274.828420
0.0000002900	-50995.013250	-274.748320
0.0000003000	-50947.269902	-274.661452
0.0000003100	-50894.887592	-274.568040
0.0000003200	-50833.609717	-274.468293
0.0000003300	-50765.492413	-274.362404
0.0000003400	-50696.848413	-274.250560
0.0000003500	-50634.279125	-274.132938
0.0000003600	-50564.488046	-274.009712
0.0000003700	-50492.878858	-273.881058
0.0000003800	-50427.344382	-273.747163
0.0000003900	-50352.531981	-273.608229
0.0000004000	-50272.027229	-273.464483
0.0000004100	-50199.653322	-273.316180
0.0000004200	-50121.875733	-273.163616
0.0000004300	-50036.349660	-273.007131
0.0000004400	-49955.080188	-272.847116
0.0000004500	-49872.136943	-272.684016
0.0000004600	-49784.937095	-272.518338
0.0000004700	-49697.737248	-272.350649
0.0000004800	-49610.537400	-272.181577
0.0000004900	-49523.337553	-272.011811
0.0000005000	-49436.137705	-271.842098
0.0000005100	-49348.173138	-271.673236
0.0000005200	-49255.042914	-271.506069
0.0000005300	-49162.677410	-271.341474
0.0000005400	-49072.512374	-271.180357
0.0000005500	-48979.144125	-271.023634
0.0000005600	-48870.423241	-270.872219
0.0000005700	-48753.427178	-270.727012
0.0000005800	-48648.053842	-270.588880
0.0000005900	-48544.880974	-270.458641
0.0000006000	-48430.994434	-270.337049
0.0000006100	-48312.468931	-270.224774
0.0000006200	-48190.595881	-270.122391
0.0000006300	-48060.209626	-270.030361
0.0000006400	-47929.296676	-269.949019
