Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51804.729588	-266.000269
0.0000000100	-51812.152619	-266.095976
0.0000000200	-51817.624373	-266.178883
0.0000000300	-51824.053415	-266.247634
0.0000000400	-51832.433734	-266.301115
0.0000000500	-51836.027614	-266.338474
0.0000000600	-51828.944525	-266.359141
0.0000000700	-51820.830746	-266.362839
0.0000000800	-51809.881805	-266.349585
0.0000000900	-51789.176481	-266.319694
0.0000001000	-51772.300308	-266.273771
0.0000001100	-51755.534238	-266.212696
0.0000001200	-51730.963062	-266.137609
0.0000001300	-51707.312473	-266.049885
0.0000001400	-51683.698585	-265.951103
0.0000001500	-51653.346982	-265.843018
0.0000001600	-51617.178250	-265.727518
0.0000001700	-51582.850691	-265.606592
0.0000001800	-51550.511110	-265.482281
0.0000001900	-51515.299666	-265.356643
0.0000002000	-51480.051521	-265.231702
0.0000002100	-51442.888800	-265.109413
0.0000002200	-51398.914962	-264.991613
0.0000002300	-51355.898412	-264.879992
0.0000002400	-51316.784414	-264.776048
0.0000002500	-51268.024138	-264.681062
0.0000002600	-51216.281895	-264.596066
0.0000002700	-51174.185931	-264.521826
0.0000002800	-51128.334219	-264.458822
0.0000002900	-51074.677400	-264.407239
0.0000003000	-51021.977869	-264.366962
0.0000003100	-50969.278338	-264.337580
0.0000003200	-50916.578808	-264.318395
0.0000003300	-50862.958690	-264.308434
0.0000003400	-50803.484743	-264.306472
0.0000003500	-50739.150955	-264.311059
0.0000003600	-50674.817168	-264.320550
0.0000003700	-50602.788377	-264.333140
0.0000003800	-50527.777620	-264.346908
0.0000003900	-50458.547290	-264.359852
0.0000004000	-50387.439086	-264.369939
0.0000004100	-50310.550454	-264.375151
0.0000004200	-50234.582409	-264.373525
0.0000004300	-50158.614364	-264.363203
0.0000004400	-50075.908605	-264.342472
0.0000004500	-49993.166144	-264.309807
0.0000004600	-49908.472406	-264.263906
0.0000004700	-49818.918827	-264.203723
0.0000004800	-49727.487375	-264.128496
0.0000004900	-49636.976508	-264.037771
0.0000005000	-49550.294793	-263.931413
0.0000005100	-49462.692491	-263.809621
0.0000005200	-49375.090189	-263.672928
0.0000005300	-49283.658736	-263.522197
0.0000005400	-49186.373454	-263.358610
0.0000005500	-49093.874610	-263.183654
0.0000005600	-48999.497891	-262.999093
0.0000005700	-48898.383458	-262.806938
0.0000005800	-48800.104187	-262.609417
0.0000005900	-48693.172625	-262.408931
0.0000006000	-48574.606807	-262.208011
0.0000006100	-48461.748013	-262.009272
0.0000006200	-48344.139482	-261.815364
0.0000006300	-48218.725845	-261.628923
0.0000006400	-48093.312207	-261.452519
0.0000006500	-47967.898570	-261.288605
0.0000006600	-47842.484932	-261.139474
0.0000006700	-47709.412994	-261.007209
0.0000006800	-47572.365099	-260.893647
0.0000006900	-47438.189068	-260.800335
0.0000007000	-47304.049738	-260.728504
0.0000007100	-47167.038545	-260.679042
0.0000007200	-47029.990650	-260.652473
0.0000007300	-46891.985468	-260.648943
0.0000007400	-46747.242571	-260.668220
0.0000007500	-46599.517707	-260.709689
0.0000007600	-46450.835556	-260.772367
0.0000007700	-46302.116703	-260.854913
0.0000007800	-46156.343116	-260.955654
0.0000007900	-46006.740378	-261.072617
0.0000008000	-45857.027536	-261.203554
0.0000008100	-45708.345385	-261.345995
0.0000008200	-45554.876795	-261.497281
0.0000008300	-45400.377515	-261.654617
0.0000008400	-45245.878235	-261.815124
0.0000008500	-45091.378955	-261.975887
0.0000008600	-44935.922387	-262.134008
0.0000008700	-44768.868264	-262.286663
0.0000008800	-44597.874886	-262.431144
0.0000008900	-44432.735338	-262.564917
0.0000009000	-44266.601801	-262.685657
0.0000009100	-44101.425552	-262.791298
0.0000009200	-43922.810574	-262.880060
0.0000009300	-43734.365810	-262.950485
0.0000009400	-43548.829611	-263.001458
0.0000009500	-43363.330113	-263.032223
0.0000009600	-43176.799925	-263.042394
0.0000009700	-42983.568723	-263.031959
0.0000009800	-42785.477681	-263.001273
0.0000009900	-42587.349937	-262.951045
0.0000010000	-42393.051344	-262.882326
0.0000010100	-42203.649292	-262.796475
0.0000010200	-42009.460803	-262.695136
0.0000010300	-41808.424495	-262.580197
0.0000010400	-41608.345474	-262.453753
0.0000010500	-41410.217730	-262.318059
0.0000010600	-41214.041263	-262.175482
0.0000010700	-41019.742670	-262.028456
0.0000010800	-40821.651627	-261.879431
0.0000010900	-40622.566596	-261.730823
0.0000011000	-40424.402150	-261.584962
0.0000011100	-40220.493979	-261.444055
0.0000011200	-40015.591819	-261.310135
0.0000011300	-39810.689659	-261.185023
0.0000011400	-39600.007072	-261.070300
0.0000011500	-39380.598792	-260.967267
0.0000011600	-39157.251257	-260.876934
0.0000011700	-38938.763564	-260.799993
0.0000011800	-38719.318582	-260.736814
0.0000011900	-38495.013760	-260.687441
0.0000012000	-38270.708938	-260.651591
0.0000012100	-38046.404115	-260.628671
0.0000012200	-37822.099293	-260.617789
0.0000012300	-37597.794471	-260.617779
0.0000012400	-37373.489649	-260.627230
0.0000012500	-37149.184826	-260.644518
0.0000012600	-36924.880004	-260.667840
0.0000012700	-36700.575182	-260.695262
0.0000012800	-36476.270359	-260.724752
0.0000012900	-36251.965537	-260.754234
0.0000013000	-36024.752151	-260.781627
0.0000013100	-35797.538764	-260.804890
0.0000013200	-35569.368090	-260.822067
0.0000013300	-35332.508424	-260.831326
0.0000013400	-35092.740194	-260.830997
0.0000013500	-34850.026699	-260.819606
0.0000013600	-34605.361927	-260.795905
0.0000013700	-34364.526305	-260.758892
0.0000013800	-34130.465100	-260.707832
0.0000013900	-33899.422563	-260.642266
0.0000014000	-33658.697045	-260.562020
0.0000014100	-33411.123709	-260.467200
0.0000014200	-33163.550373	-260.358185
