Unit:(mV)
                     CH1         CH2
Frequency              ?  98.080 kHz
00001               0.60    -6400.00
00002               0.40    -7200.00
00003              -0.60    -6400.00
00004               0.40    -6400.00
00005               0.40    -6400.00
00006              -0.60    -7200.00
00007               0.40    -6400.00
00008               1.00    -7200.00
00009              -0.20    -7200.00
00010               0.40    -7200.00
00011               0.60    -7200.00
00012               0.00    -7200.00
00013               0.60    -7200.00
00014               0.60    -7200.00
00015              -0.20    -7200.00
00016              -0.20    -7200.00
00017               1.00    -7200.00
00018               0.40    -7200.00
00019              -0.60    -7200.00
00020               0.40    -8000.00
00021               0.60    -8000.00
00022              -0.40    -8000.00
00023               0.40    -7200.00
00024               1.20    -7200.00
00025               0.00    -8000.00
00026               0.40    -7200.00
00027               1.40    -8000.00
00028               0.40    -8000.00
00029              -0.20    -8000.00
00030               1.00    -7200.00
00031               0.60    -8000.00
00032              -0.60    -8000.00
00033               0.40    -8000.00
00034               1.00    -8000.00
00035              -0.40    -8000.00
00036               0.60    -8000.00
00037               1.00    -8000.00
00038              -0.40    -8000.00
00039               1.20    -8000.00
00040               0.80    -8000.00
00041               0.20    -8000.00
00042               1.00    -8800.00
00043               1.20    -8000.00
00044              -0.40    -8000.00
00045               0.40    -8800.00
00046               1.20    -8000.00
00047              -1.20    -8800.00
00048               0.40    -8000.00
00049               1.40    -8000.00
00050              -1.00    -9600.00
00051               0.40    -8800.00
00052               1.20    -8000.00
00053              -0.20    -9600.00
00054               0.40    -9600.00
00055               1.40    -8800.00
00056               0.20    -8000.00
00057               0.20    -8800.00
00058               1.20    -9600.00
00059               0.20    -9600.00
00060              -0.20    -9600.00
00061               0.60    -8800.00
00062               0.20    -9600.00
00063               0.40    -9600.00
00064               0.60    -9600.00
00065               0.40    -9600.00
00066               0.40    -9600.00
00067               1.00    -9600.00
00068               0.20    -9600.00
00069               0.40    -9600.00
00070               0.40    -9600.00
00071               0.80    -9600.00
00072               0.60    -9600.00
00073               0.60    -9600.00
00074               0.40    -9600.00
00075               0.40    -9600.00
00076               0.80    -9600.00
00077               1.00    -9600.00
00078               0.00    -9600.00
00079               1.00    -9600.00
00080               0.40    -9600.00
00081               1.00    -9600.00
00082               0.60    -9600.00
00083              -0.60   -10400.00
00084               0.20    -9600.00
00085               2.60    -9600.00
00086               0.20    -9600.00
00087              -0.40    -9600.00
00088               2.20    -9600.00
00089              -0.60   -10400.00
00090              -0.40   -10400.00
00091               3.00    -9600.00
00092               0.20    -9600.00
00093              -0.40    -9600.00
00094               2.40    -9600.00
00095               0.20   -10400.00
00096              -0.60    -9600.00
00097               2.00   -10400.00
00098               0.00    -9600.00
00099              -0.40   -10400.00
00100               3.00   -10400.00
00101               0.20   -10400.00
00102              -2.00    -9600.00
00103               2.80   -10400.00
00104               1.20    -9600.00
00105              -0.80   -10400.00
00106               3.20   -10400.00
00107               0.80   -10400.00
00108              -2.00    -9600.00
00109               2.40   -10400.00
00110               1.00    -9600.00
00111              -1.40   -10400.00
00112               2.00    -9600.00
