Unit:(mV)
                     CH1         CH2
Frequency              ?  98.088 kHz
00001              -0.20    -7200.00
00002               1.20    -6400.00
00003               0.60    -7200.00
00004              -0.60    -7200.00
00005               1.20    -6400.00
00006              -0.60    -7200.00
00007               0.40    -6400.00
00008               1.40    -7200.00
00009              -0.40    -7200.00
00010               0.40    -7200.00
00011               1.00    -7200.00
00012              -0.60    -7200.00
00013               0.60    -7200.00
00014               1.00    -7200.00
00015              -0.60    -7200.00
00016               2.20    -7200.00
00017               1.00    -7200.00
00018              -1.20    -7200.00
00019               1.60    -7200.00
00020               0.40    -8000.00
00021               0.20    -7200.00
00022               1.40    -8000.00
00023              -0.20    -8000.00
00024              -0.40    -8000.00
00025               1.00    -8000.00
00026               0.60    -8000.00
00027               0.40    -7200.00
00028               1.00    -8000.00
00029               0.40    -8000.00
00030              -0.20    -8000.00
00031               0.20    -8000.00
00032               0.00    -8000.00
00033               0.40    -8000.00
00034               1.00    -8000.00
00035               0.60    -8000.00
00036               1.40    -8000.00
00037               0.20    -8000.00
00038              -0.20    -8000.00
00039               1.20    -8000.00
00040              -0.20    -8800.00
00041              -0.20    -8000.00
00042               1.20    -8000.00
00043               0.20    -8000.00
00044               0.40    -8000.00
00045               1.40    -8000.00
00046               0.40    -8800.00
00047               0.40    -8000.00
00048               0.60    -8800.00
00049               0.20    -8800.00
00050               0.60    -8800.00
00051               1.20    -9600.00
00052               1.00    -8800.00
00053               1.00    -8800.00
00054               1.20    -8800.00
00055               0.40    -8800.00
00056               0.20    -8800.00
00057               0.60    -9600.00
00058               0.20    -8800.00
00059               0.60    -8800.00
00060               1.00    -9600.00
00061               0.40    -9600.00
00062               1.00    -9600.00
00063               1.40    -9600.00
00064               1.00    -9600.00
00065               0.60    -9600.00
00066               1.00    -9600.00
00067               1.00    -9600.00
00068               0.40    -9600.00
00069               0.40    -9600.00
00070               0.20    -9600.00
00071               1.00    -9600.00
00072               1.00    -9600.00
00073               0.60    -9600.00
00074               0.60    -9600.00
00075               1.40    -9600.00
00076               0.60    -9600.00
00077               0.20    -9600.00
00078               1.40    -9600.00
00079               1.00    -9600.00
00080               1.00    -9600.00
00081               1.80    -9600.00
00082               0.60    -9600.00
00083               1.00    -9600.00
00084               1.20   -10400.00
00085               0.40    -9600.00
00086               0.40    -9600.00
00087               0.40    -9600.00
00088               0.40   -10400.00
00089               0.60    -9600.00
00090               0.80   -10400.00
00091               1.00    -9600.00
00092               0.40   -10400.00
00093               1.20   -10400.00
00094               0.60    -9600.00
00095               0.40    -9600.00
00096               1.00   -10400.00
00097               0.20    -9600.00
00098               0.60   -10400.00
00099               1.00    -9600.00
00100               0.40   -10400.00
00101               0.60   -10400.00
00102               1.20   -10400.00
00103               0.20   -10400.00
00104               1.00   -10400.00
00105               1.40   -10400.00
00106              -0.20   -10400.00
00107               1.00   -10400.00
00108               1.40    -9600.00
00109               0.20   -10400.00
00110               1.20   -10400.00
00111               1.00   -10400.00
00112               0.20   -10400.00
00113               1.20   -10400.00
00114               1.00   -10400.00
00115               0.40   -10400.00
00116               1.20   -10400.00
00117               1.00   -10400.00
00118               0.40   -10400.00
00119               1.20   -10400.00
00120               0.40   -10400.00
00121               0.60   -10400.00
00122               1.00   -10400.00
00123               0.40   -10400.00
00124               1.00   -10400.00
00125               1.00   -10400.00
00126               1.00   -10400.00
00127               1.00   -10400.00
00128               0.60   -10400.00
00129               1.00   -10400.00
00130               1.20   -10400.00
00131               1.00   -10400.00
00132               0.80   -10400.00
00133               1.20    -9600.00
00134               0.60   -11200.00
00135               0.60   -10400.00
00136               1.20   -10400.00
00137               0.40   -10400.00
00138               1.00   -10400.00
00139               1.20   -10400.00
00140               0.60   -10400.00
00141               1.20   -10400.00
00142               1.20   -10400.00
00143               0.60   -10400.00
00144               1.20   -10400.00
00145               1.20   -10400.00
00146               0.60   -10400.00
00147               1.00   -10400.00
00148               0.80   -10400.00
00149               0.60   -10400.00
00150               1.00   -10400.00
00151               1.20   -11200.00
00152               0.40   -10400.00
00153               0.60   -10400.00
00154               1.00   -10400.00
00155               0.60   -10400.00
00156               1.00   -10400.00
00157               1.00   -10400.00
00158               1.20   -10400.00
00159               1.40   -10400.00
00160               0.40   -10400.00
00161               0.80   -10400.00
00162               0.60   -11200.00
00163               0.40   -10400.00
00164               0.60   -10400.00
00165               0.40    -9600.00
00166               0.60   -10400.00
00167               0.60   -10400.00
00168               0.40    -9600.00
00169               1.20   -10400.00
00170               0.40   -10400.00
00171               1.00   -10400.00
00172               1.20   -10400.00
00173               0.40   -10400.00
00174               1.00   -10400.00
00175               1.20   -10400.00
00176               0.60   -10400.00
00177               0.60    -9600.00
00178               0.40   -10400.00
00179               0.60   -10400.00
00180               0.60   -10400.00
00181               1.00   -10400.00
00182               0.40   -10400.00
00183               1.00   -10400.00
00184               1.20   -10400.00
00185               0.60    -9600.00
00186               1.00   -10400.00
00187               1.00   -10400.00
00188               0.80   -10400.00
00189               1.00    -9600.00
00190               0.60   -10400.00
00191               0.60    -9600.00
00192               1.00   -10400.00
00193               1.00    -9600.00
