Unit:(mV)
                     CH1         CH2
Frequency              ?  98.091 kHz
00001              -0.60    -6400.00
00002               0.40    -6400.00
00003               0.40    -6400.00
00004              -0.60    -6400.00
00005              -0.20    -6400.00
00006               0.20    -6400.00
00007              -0.20    -7200.00
00008               0.20    -6400.00
00009              -0.20    -6400.00
00010               0.20    -7200.00
00011               0.40    -7200.00
00012              -0.60    -7200.00
00013              -0.20    -6400.00
00014               0.40    -7200.00
00015              -1.20    -6400.00
00016              -0.20    -7200.00
00017               0.60    -7200.00
00018              -0.20    -7200.00
00019               0.20    -7200.00
00020               0.40    -7200.00
00021              -0.60    -7200.00
00022              -0.20    -7200.00
00023              -0.20    -7200.00
00024              -0.40    -8000.00
00025               1.40    -7200.00
00026              -0.20    -8000.00
00027              -0.20    -7200.00
00028               0.40    -7200.00
00029              -1.00    -8000.00
00030              -0.20    -7200.00
00031               0.20    -8000.00
00032              -0.40    -8000.00
00033               0.20    -8000.00
00034               0.20    -8000.00
00035               0.40    -8000.00
00036               0.20    -8000.00
00037               0.20    -8000.00
00038               0.20    -8000.00
00039               1.00    -7200.00
00040               0.20    -8000.00
00041               0.00    -8000.00
00042               0.40    -8000.00
00043              -0.20    -8000.00
00044              -0.20    -8000.00
00045               0.20    -8000.00
00046               0.60    -8000.00
00047               0.20    -8000.00
00048              -0.40    -8000.00
00049               1.00    -8000.00
00050               0.20    -8000.00
00051              -0.20    -8000.00
00052               1.40    -8000.00
00053               0.40    -8000.00
00054              -0.20    -8000.00
00055               0.60    -8800.00
00056               0.20    -8800.00
00057              -0.20    -8000.00
00058               0.40    -8800.00
00059               0.20    -9600.00
00060               0.40    -8000.00
00061               0.60    -8800.00
00062               0.40    -8800.00
00063               0.20    -8800.00
00064               1.00    -8800.00
00065               0.40    -8800.00
00066               0.20    -8800.00
00067               1.20    -9600.00
00068               0.60    -8800.00
00069              -0.60    -9600.00
00070               1.20    -9600.00
00071               1.00    -9600.00
00072              -0.40    -9600.00
00073               1.00    -9600.00
00074               0.60    -9600.00
00075              -1.00    -9600.00
00076               1.20    -9600.00
00077               1.20    -8800.00
00078              -0.60    -9600.00
00079               1.00    -9600.00
00080               1.00    -9600.00
00081              -0.60    -9600.00
00082               0.60    -9600.00
00083               1.20    -9600.00
00084              -0.40    -9600.00
00085               0.60    -9600.00
00086               1.20    -9600.00
00087              -0.60    -8800.00
00088               1.00    -9600.00
00089               1.00    -9600.00
00090               0.00    -9600.00
00091               1.40    -9600.00
00092               0.60    -9600.00
00093               0.20   -10400.00
00094               1.40    -9600.00
00095               0.20    -9600.00
00096               0.20   -10400.00
00097               1.20    -9600.00
00098               0.40    -9600.00
00099               0.20    -9600.00
00100               1.20   -10400.00
00101               0.20    -8800.00
00102               0.40   -10400.00
00103               1.80   -10400.00
00104               0.60   -10400.00
00105               0.40    -9600.00
00106               1.20   -10400.00
00107               0.40    -9600.00
00108               0.60   -10400.00
00109               1.40   -10400.00
00110               0.60    -9600.00
00111               1.00   -10400.00
00112               1.20    -9600.00
00113               1.00    -9600.00
00114               1.20   -10400.00
00115               1.00    -9600.00
00116               1.20    -9600.00
00117               1.80   -10400.00
00118               1.40   -10400.00
00119               1.60    -9600.00
00120               1.20   -10400.00
00121               1.40   -10400.00
00122               1.40   -10400.00
00123               1.40   -10400.00
00124               1.60   -10400.00
00125               1.40   -10400.00
00126               1.80   -10400.00
00127               2.00   -10400.00
00128               2.00   -10400.00
00129               1.80    -9600.00
00130               2.00   -10400.00
00131               2.20    -9600.00
00132               1.80   -11200.00
00133               2.20   -10400.00
00134               2.20   -10400.00
00135               1.80   -10400.00
00136               2.60   -10400.00
00137               2.20   -10400.00
00138               2.00   -10400.00
00139               2.60   -10400.00
00140               2.80   -10400.00
00141               2.60   -10400.00
00142               2.80   -10400.00
00143               3.00    -9600.00
00144               3.40   -10400.00
00145               3.20   -10400.00
00146               3.00   -10400.00
00147               3.40    -9600.00
00148               3.60   -10400.00
00149               3.60   -10400.00
00150               3.40   -10400.00
00151               3.80   -10400.00
00152               3.60    -9600.00
00153               3.80   -10400.00
00154               4.40   -10400.00
00155               4.40   -10400.00
00156               4.20   -11200.00
