Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.178045e+04	4.069484e+00
1.000000e-08	-5.176604e+04	3.072055e+00
2.000000e-08	-5.173919e+04	3.245261e+00
3.000000e-08	-5.169726e+04	4.597121e+00
4.000000e-08	-5.163854e+04	5.228953e+00
5.000000e-08	-5.156510e+04	3.611709e+00
6.000000e-08	-5.148124e+04	9.330255e-01
7.000000e-08	-5.138839e+04	3.072688e-01
8.000000e-08	-5.128233e+04	3.287724e+00
9.000000e-08	-5.115650e+04	7.709098e+00
1.000000e-07	-5.100849e+04	9.753608e+00
1.100000e-07	-5.084274e+04	8.243126e+00
1.200000e-07	-5.066675e+04	6.294576e+00
1.300000e-07	-5.048468e+04	8.250169e+00
1.400000e-07	-5.029500e+04	1.510728e+01
1.500000e-07	-5.009359e+04	2.334963e+01
1.600000e-07	-4.987802e+04	2.827045e+01
1.700000e-07	-4.964842e+04	2.811812e+01
1.800000e-07	-4.940529e+04	2.499877e+01
1.900000e-07	-4.914811e+04	2.234242e+01
2.000000e-07	-4.887641e+04	2.206652e+01
2.100000e-07	-4.859132e+04	2.394024e+01
2.200000e-07	-4.829463e+04	2.671442e+01
2.300000e-07	-4.798623e+04	2.917164e+01
2.400000e-07	-4.766344e+04	3.040521e+01
2.500000e-07	-4.732365e+04	2.999541e+01
2.600000e-07	-4.696742e+04	2.839011e+01
2.700000e-07	-4.659837e+04	2.677728e+01
2.800000e-07	-4.621958e+04	2.606943e+01
2.900000e-07	-4.583064e+04	2.600559e+01
3.000000e-07	-4.542846e+04	2.559935e+01
3.100000e-07	-4.501081e+04	2.451555e+01
3.200000e-07	-4.457866e+04	2.359128e+01
3.300000e-07	-4.413487e+04	2.371157e+01
3.400000e-07	-4.368120e+04	2.448573e+01
3.500000e-07	-4.321697e+04	2.459026e+01
3.600000e-07	-4.274043e+04	2.347129e+01
3.700000e-07	-4.225095e+04	2.215862e+01
3.800000e-07	-4.174944e+04	2.197781e+01
3.900000e-07	-4.123721e+04	2.275825e+01
4.000000e-07	-4.071462e+04	2.296231e+01
4.100000e-07	-4.018103e+04	2.171093e+01
4.200000e-07	-3.963562e+04	2.008322e+01
4.300000e-07	-3.907812e+04	1.985809e+01
4.400000e-07	-3.850891e+04	2.119172e+01
4.500000e-07	-3.792888e+04	2.225296e+01
4.600000e-07	-3.733926e+04	2.142582e+01
4.700000e-07	-3.674115e+04	1.934942e+01
4.800000e-07	-3.613486e+04	1.816747e+01
4.900000e-07	-3.551964e+04	1.887909e+01
5.000000e-07	-3.489424e+04	2.012262e+01
5.100000e-07	-3.425799e+04	1.991508e+01
5.200000e-07	-3.361152e+04	1.812001e+01
5.300000e-07	-3.295637e+04	1.653881e+01
5.400000e-07	-3.229398e+04	1.659757e+01
5.500000e-07	-3.162466e+04	1.762637e+01
5.600000e-07	-3.094740e+04	1.784840e+01
5.700000e-07	-3.026050e+04	1.667341e+01
5.800000e-07	-2.956285e+04	1.532394e+01
5.900000e-07	-2.885499e+04	1.512238e+01
6.000000e-07	-2.813918e+04	1.578979e+01
6.100000e-07	-2.741794e+04	1.593229e+01
6.200000e-07	-2.669211e+04	1.492550e+01
6.300000e-07	-2.596004e+04	1.365420e+01
6.400000e-07	-2.521912e+04	1.323112e+01
6.500000e-07	-2.446843e+04	1.352443e+01
6.600000e-07	-2.370992e+04	1.345332e+01
6.700000e-07	-2.294674e+04	1.253804e+01
6.800000e-07	-2.218031e+04	1.154026e+01
6.900000e-07	-2.140909e+04	1.136447e+01
7.000000e-07	-2.063053e+04	1.178485e+01
7.100000e-07	-1.984401e+04	1.174762e+01
7.200000e-07	-1.905182e+04	1.080520e+01
7.300000e-07	-1.825697e+04	9.711518e+00
7.400000e-07	-1.746028e+04	9.392556e+00
7.500000e-07	-1.665969e+04	9.719330e+00
7.600000e-07	-1.585232e+04	9.730491e+00
7.700000e-07	-1.503708e+04	8.944539e+00
7.800000e-07	-1.421527e+04	7.954123e+00
