Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.179620e+04	2.517370e+02
1.000000e-08	-5.178151e+04	2.515359e+02
2.000000e-08	-5.175395e+04	2.507755e+02
3.000000e-08	-5.171092e+04	2.506774e+02
4.000000e-08	-5.165150e+04	2.515555e+02
5.000000e-08	-5.157846e+04	2.519681e+02
6.000000e-08	-5.149564e+04	2.504675e+02
7.000000e-08	-5.140291e+04	2.479786e+02
8.000000e-08	-5.129473e+04	2.474163e+02
9.000000e-08	-5.116485e+04	2.503040e+02
1.000000e-07	-5.101269e+04	2.543077e+02
1.100000e-07	-5.084451e+04	2.551874e+02
1.200000e-07	-5.066797e+04	2.514943e+02
1.300000e-07	-5.048581e+04	2.465625e+02
1.400000e-07	-5.029507e+04	2.450726e+02
1.500000e-07	-5.009163e+04	2.479099e+02
1.600000e-07	-4.987427e+04	2.513717e+02
1.700000e-07	-4.964410e+04	2.517547e+02
1.800000e-07	-4.940127e+04	2.498033e+02
1.900000e-07	-4.914397e+04	2.495212e+02
2.000000e-07	-4.887087e+04	2.526891e+02
2.100000e-07	-4.858338e+04	2.558390e+02
2.200000e-07	-4.828425e+04	2.536694e+02
2.300000e-07	-4.797389e+04	2.451178e+02
2.400000e-07	-4.764930e+04	2.349548e+02
2.500000e-07	-4.730732e+04	2.289466e+02
2.600000e-07	-4.694840e+04	2.281225e+02
2.700000e-07	-4.657659e+04	2.285325e+02
2.800000e-07	-4.619539e+04	2.262835e+02
2.900000e-07	-4.580442e+04	2.216989e+02
3.000000e-07	-4.540033e+04	2.180668e+02
3.100000e-07	-4.498080e+04	2.171691e+02
3.200000e-07	-4.454686e+04	2.172541e+02
3.300000e-07	-4.410136e+04	2.155425e+02
3.400000e-07	-4.364579e+04	2.116928e+02
3.500000e-07	-4.317914e+04	2.079191e+02
3.600000e-07	-4.269957e+04	2.060116e+02
3.700000e-07	-4.220651e+04	2.052550e+02
3.800000e-07	-4.170089e+04	2.036676e+02
3.900000e-07	-4.118386e+04	2.006023e+02
4.000000e-07	-4.065577e+04	1.973076e+02
4.100000e-07	-4.011657e+04	1.950176e+02
4.200000e-07	-3.956642e+04	1.933169e+02
4.300000e-07	-3.900585e+04	1.908609e+02
4.400000e-07	-3.843531e+04	1.872628e+02
4.500000e-07	-3.785504e+04	1.835607e+02
4.600000e-07	-3.726531e+04	1.807760e+02
4.700000e-07	-3.666638e+04	1.786238e+02
4.800000e-07	-3.605808e+04	1.760513e+02
4.900000e-07	-3.543967e+04	1.727105e+02
5.000000e-07	-3.481051e+04	1.693026e+02
5.100000e-07	-3.417118e+04	1.664269e+02
5.200000e-07	-3.352352e+04	1.636486e+02
5.300000e-07	-3.286936e+04	1.601220e+02
5.400000e-07	-3.220906e+04	1.558814e+02
5.500000e-07	-3.154118e+04	1.519601e+02
5.600000e-07	-3.086364e+04	1.491070e+02
5.700000e-07	-3.017535e+04	1.467954e+02
5.800000e-07	-2.947679e+04	1.438527e+02
5.900000e-07	-2.876954e+04	1.398874e+02
6.000000e-07	-2.805526e+04	1.356706e+02
6.100000e-07	-2.733495e+04	1.320539e+02
6.200000e-07	-2.660856e+04	1.289153e+02
6.300000e-07	-2.587521e+04	1.254784e+02
6.400000e-07	-2.513392e+04	1.214553e+02
6.500000e-07	-2.438443e+04	1.174162e+02
6.600000e-07	-2.362763e+04	1.139385e+02
6.700000e-07	-2.286498e+04	1.107753e+02
6.800000e-07	-2.209754e+04	1.072036e+02
6.900000e-07	-2.132529e+04	1.030450e+02
7.000000e-07	-2.054746e+04	9.892547e+01
7.100000e-07	-1.976328e+04	9.540903e+01
7.200000e-07	-1.897252e+04	9.220203e+01
7.300000e-07	-1.817534e+04	8.853023e+01
7.400000e-07	-1.737199e+04	8.418685e+01
7.500000e-07	-1.656278e+04	7.983105e+01
7.600000e-07	-1.574821e+04	7.612661e+01
7.700000e-07	-1.492899e+04	7.286731e+01
7.800000e-07	-1.410583e+04	6.924340e+01
7.900000e-07	-1.327924e+04	6.487930e+01
8.000000e-07	-1.244957e+04	6.027705e+01
8.100000e-07	-1.161717e+04	5.612974e+01
8.200000e-07	-1.078219e+04	5.245985e+01
8.300000e-07	-9.944561e+03	4.869723e+01
8.400000e-07	-9.104184e+03	4.450322e+01
8.500000e-07	-8.261492e+03	4.018548e+01
8.600000e-07	-7.417594e+03	3.618815e+01
8.700000e-07	-6.573627e+03	3.242950e+01
8.800000e-07	-5.729778e+03	2.842083e+01
8.900000e-07	-4.884979e+03	2.397271e+01
9.000000e-07	-4.037744e+03	1.947993e+01
9.100000e-07	-3.187495e+03	1.538489e+01
9.200000e-07	-2.335160e+03	1.157236e+01
9.300000e-07	-1.482506e+03	7.538517e+00
9.400000e-07	-6.308272e+02	3.098252e+00
9.500000e-07	2.199306e+02	-1.347799e+00
9.600000e-07	1.070929e+03	-5.353685e+00
9.700000e-07	1.923333e+03	-9.035469e+00
9.800000e-07	2.777173e+03	-1.292327e+01
9.900000e-07	3.631014e+03	-1.727132e+01
1.000000e-06	4.482756e+03	-2.175929e+01
1.010000e-06	5.331050e+03	-2.595637e+01
1.020000e-06	6.176278e+03	-2.988179e+01
1.030000e-06	7.020181e+03	-3.390724e+01
1.040000e-06	7.864330e+03	-3.818896e+01
1.050000e-06	8.708708e+03	-4.245329e+01
1.060000e-06	9.551670e+03	-4.642275e+01
1.070000e-06	1.039127e+04	-5.024672e+01
1.080000e-06	1.122668e+04	-5.430186e+01
1.090000e-06	1.205840e+04	-5.864096e+01
1.100000e-06	1.288732e+04	-6.289003e+01
1.110000e-06	1.371382e+04	-6.676874e+01
1.120000e-06	1.453751e+04	-7.050914e+01
1.130000e-06	1.535764e+04	-7.455557e+01
1.140000e-06	1.617332e+04	-7.892915e+01
1.150000e-06	1.698349e+04	-8.314534e+01
