Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.181192e+04	4.155512e+02
1.000000e-08	-5.179437e+04	4.157403e+02
2.000000e-08	-5.176092e+04	4.135982e+02
3.000000e-08	-5.171172e+04	4.118655e+02
4.000000e-08	-5.164900e+04	4.133012e+02
5.000000e-08	-5.157593e+04	4.164783e+02
6.000000e-08	-5.149384e+04	4.167270e+02
7.000000e-08	-5.140009e+04	4.119746e+02
8.000000e-08	-5.128930e+04	4.063577e+02
9.000000e-08	-5.115762e+04	4.062304e+02
1.000000e-07	-5.100624e+04	4.123911e+02
1.100000e-07	-5.084075e+04	4.177982e+02
1.200000e-07	-5.066656e+04	4.143025e+02
1.300000e-07	-5.048492e+04	4.012971e+02
1.400000e-07	-5.029311e+04	3.865685e+02
1.500000e-07	-5.008801e+04	3.785055e+02
1.600000e-07	-4.986887e+04	3.785907e+02
1.700000e-07	-4.963653e+04	3.820837e+02
1.800000e-07	-4.939110e+04	3.846840e+02
1.900000e-07	-4.913132e+04	3.864447e+02
2.000000e-07	-4.885644e+04	3.889008e+02
2.100000e-07	-4.856767e+04	3.905466e+02
2.200000e-07	-4.826696e+04	3.874774e+02
2.300000e-07	-4.795444e+04	3.785143e+02
2.400000e-07	-4.762783e+04	3.677422e+02
2.500000e-07	-4.728494e+04	3.606169e+02
2.600000e-07	-4.692646e+04	3.582535e+02
2.700000e-07	-4.655556e+04	3.569647e+02
2.800000e-07	-4.617463e+04	3.533822e+02
2.900000e-07	-4.578293e+04	3.484673e+02
3.000000e-07	-4.537771e+04	3.455069e+02
3.100000e-07	-4.495732e+04	3.451984e+02
3.200000e-07	-4.452281e+04	3.445194e+02
3.300000e-07	-4.407653e+04	3.407391e+02
3.400000e-07	-4.361962e+04	3.350111e+02
3.500000e-07	-4.315140e+04	3.307099e+02
3.600000e-07	-4.267072e+04	3.288484e+02
3.700000e-07	-4.217734e+04	3.268076e+02
3.800000e-07	-4.167181e+04	3.220453e+02
3.900000e-07	-4.115456e+04	3.156961e+02
4.000000e-07	-4.062576e+04	3.111394e+02
4.100000e-07	-4.008600e+04	3.094359e+02
4.200000e-07	-3.953653e+04	3.077941e+02
4.300000e-07	-3.897830e+04	3.031890e+02
4.400000e-07	-3.841100e+04	2.963401e+02
4.500000e-07	-3.783338e+04	2.907433e+02
4.600000e-07	-3.724466e+04	2.880334e+02
4.700000e-07	-3.664547e+04	2.858405e+02
4.800000e-07	-3.603715e+04	2.809773e+02
4.900000e-07	-3.542035e+04	2.737119e+02
5.000000e-07	-3.479447e+04	2.674522e+02
5.100000e-07	-3.415842e+04	2.642593e+02
5.200000e-07	-3.351174e+04	2.621116e+02
5.300000e-07	-3.285490e+04	2.574989e+02
5.400000e-07	-3.218877e+04	2.499217e+02
5.500000e-07	-3.151396e+04	2.424492e+02
5.600000e-07	-3.083076e+04	2.377339e+02
5.700000e-07	-3.013937e+04	2.347477e+02
5.800000e-07	-2.944003e+04	2.303625e+02
5.900000e-07	-2.873303e+04	2.234739e+02
6.000000e-07	-2.801864e+04	2.162234e+02
6.100000e-07	-2.729702e+04	2.109500e+02
6.200000e-07	-2.656817e+04	2.071245e+02
6.300000e-07	-2.583188e+04	2.022749e+02
6.400000e-07	-2.508822e+04	1.954203e+02
6.500000e-07	-2.433782e+04	1.882999e+02
6.600000e-07	-2.358170e+04	1.828769e+02
6.700000e-07	-2.282031e+04	1.786543e+02
6.800000e-07	-2.205280e+04	1.734385e+02
6.900000e-07	-2.127759e+04	1.663896e+02
7.000000e-07	-2.049390e+04	1.591507e+02
7.100000e-07	-1.970269e+04	1.535758e+02
7.200000e-07	-1.890596e+04	1.492181e+02
7.300000e-07	-1.810520e+04	1.439742e+02
7.400000e-07	-1.730054e+04	1.369292e+02
7.500000e-07	-1.649154e+04	1.295207e+02
7.600000e-07	-1.567846e+04	1.235237e+02
7.700000e-07	-1.486220e+04	1.186834e+02
7.800000e-07	-1.404326e+04	1.131781e+02
7.900000e-07	-1.322095e+04	1.061554e+02
8.000000e-07	-1.239406e+04	9.881629e+01
8.100000e-07	-1.156211e+04	9.264322e+01
8.200000e-07	-1.072576e+04	8.732490e+01
8.300000e-07	-9.885940e+03	8.126211e+01
8.400000e-07	-9.043045e+03	7.388740e+01
8.500000e-07	-8.197181e+03	6.651579e+01
8.600000e-07	-7.349063e+03	6.052208e+01
8.700000e-07	-6.500074e+03	5.538504e+01
8.800000e-07	-5.651172e+03	4.934522e+01
8.900000e-07	-4.801894e+03	4.181015e+01
9.000000e-07	-3.950779e+03	3.420379e+01
9.100000e-07	-3.096903e+03	2.806412e+01
9.200000e-07	-2.240900e+03	2.295796e+01
9.300000e-07	-1.384431e+03	1.704645e+01
9.400000e-07	-5.287893e+02	9.538079e+00
9.500000e-07	3.259361e+02	1.721299e+00
9.600000e-07	1.180498e+03	-4.781240e+00
9.700000e-07	2.035570e+03	-1.014250e+01
9.800000e-07	2.891123e+03	-1.599808e+01
9.900000e-07	3.746355e+03	-2.319403e+01
1.000000e-06	4.600015e+03	-3.071737e+01
1.010000e-06	5.451036e+03	-3.719284e+01
1.020000e-06	6.299319e+03	-4.278619e+01
1.030000e-06	7.146054e+03	-4.887281e+01
1.040000e-06	7.992898e+03	-5.600073e+01
1.050000e-06	8.840319e+03	-6.305533e+01
1.060000e-06	9.686552e+03	-6.882898e+01
1.070000e-06	1.052844e+04	-7.380855e+01
1.080000e-06	1.136367e+04	-7.964457e+01
1.090000e-06	1.219237e+04	-8.696187e+01
1.100000e-06	1.301661e+04	-9.449667e+01
1.110000e-06	1.383845e+04	-1.007663e+02
1.120000e-06	1.465845e+04	-1.060199e+02
1.130000e-06	1.547578e+04	-1.118314e+02
1.140000e-06	1.628938e+04	-1.189145e+02
1.150000e-06	1.709876e+04	-1.261499e+02
1.160000e-06	1.790386e+04	-1.321293e+02
1.170000e-06	1.870459e+04	-1.370673e+02
1.180000e-06	1.950064e+04	-1.424683e+02
1.190000e-06	2.029144e+04	-1.490513e+02
1.200000e-06	2.107613e+04	-1.558214e+02
1.210000e-06	2.185358e+04	-1.615433e+02
1.220000e-06	2.262299e+04	-1.665192e+02
1.230000e-06	2.338465e+04	-1.721585e+02
1.240000e-06	2.413995e+04	-1.789317e+02
1.250000e-06	2.489028e+04	-1.855984e+02
1.260000e-06	2.563571e+04	-1.908631e+02
1.270000e-06	2.637486e+04	-1.952114e+02
1.280000e-06	2.710603e+04	-2.003503e+02
1.290000e-06	2.782853e+04	-2.069351e+02
1.300000e-06	2.854280e+04	-2.136630e+02
1.310000e-06	2.924957e+04	-2.189987e+02
1.320000e-06	2.994913e+04	-2.232159e+02
1.330000e-06	3.064124e+04	-2.279882e+02
1.340000e-06	3.132533e+04	-2.340944e+02
1.350000e-06	3.200053e+04	-2.403717e+02
1.360000e-06	3.266575e+04	-2.453288e+02
1.370000e-06	3.332033e+04	-2.491841e+02
1.380000e-06	3.396482e+04	-2.535296e+02
1.390000e-06	3.460084e+04	-2.591094e+02
1.400000e-06	3.522960e+04	-2.648057e+02
1.410000e-06	3.585049e+04	-2.692405e+02
1.420000e-06	3.646145e+04	-2.727507e+02
1.430000e-06	3.706087e+04	-2.769520e+02
1.440000e-06	3.764917e+04	-2.824580e+02
1.450000e-06	3.822818e+04	-2.879373e+02
1.460000e-06	3.879909e+04	-2.918945e+02
1.470000e-06	3.936117e+04	-2.947710e+02
1.480000e-06	3.991265e+04	-2.984265e+02
1.490000e-06	4.045256e+04	-3.036235e+02
1.500000e-06	4.098142e+04	-3.089353e+02
1.510000e-06	4.150006e+04	-3.126266e+02
1.520000e-06	4.200829e+04	-3.149984e+02
1.530000e-06	4.250487e+04	-3.179949e+02
1.540000e-06	4.298868e+04	-3.225748e+02
1.550000e-06	4.345965e+04	-3.274140e+02
1.560000e-06	4.391845e+04	-3.307204e+02
1.570000e-06	4.436562e+04	-3.326858e+02
1.580000e-06	4.480117e+04	-3.352140e+02
1.590000e-06	4.522491e+04	-3.392917e+02
1.600000e-06	4.563683e+04	-3.436203e+02
1.610000e-06	4.603703e+04	-3.464078e+02
1.620000e-06	4.642545e+04	-3.478548e+02
1.630000e-06	4.680196e+04	-3.498801e+02
1.640000e-06	4.716631e+04	-3.534358e+02
1.650000e-06	4.751798e+04	-3.571395e+02
1.660000e-06	4.785586e+04	-3.591811e+02
1.670000e-06	4.817856e+04	-3.599068e+02
1.680000e-06	4.848547e+04	-3.614480e+02
1.690000e-06	4.877746e+04	-3.648000e+02
1.700000e-06	4.905634e+04	-3.683582e+02
1.710000e-06	4.932348e+04	-3.700323e+02
1.720000e-06	4.957882e+04	-3.701322e+02
1.730000e-06	4.982127e+04	-3.710328e+02
1.740000e-06	5.004999e+04	-3.739648e+02
1.750000e-06	5.026511e+04	-3.772857e+02
1.760000e-06	5.046731e+04	-3.786672e+02
1.770000e-06	5.065702e+04	-3.782733e+02
1.780000e-06	5.083411e+04	-3.785461e+02
1.790000e-06	5.099809e+04	-3.808191e+02
1.800000e-06	5.114846e+04	-3.834188e+02
1.810000e-06	5.128474e+04	-3.839743e+02
1.820000e-06	5.140660e+04	-3.828211e+02
1.830000e-06	5.151422e+04	-3.826971e+02
1.840000e-06	5.160838e+04	-3.849533e+02
1.850000e-06	5.168986e+04	-3.874781e+02
1.860000e-06	5.175858e+04	-3.874291e+02
1.870000e-06	5.181333e+04	-3.852327e+02
1.880000e-06	5.185264e+04	-3.842550e+02
1.890000e-06	5.187609e+04	-3.862733e+02
1.900000e-06	5.188480e+04	-3.888379e+02
1.910000e-06	5.188065e+04	-3.884085e+02
1.920000e-06	5.186488e+04	-3.852763e+02
1.930000e-06	5.183726e+04	-3.834083e+02
1.940000e-06	5.179648e+04	-3.849725e+02
1.950000e-06	5.174155e+04	-3.869030e+02
1.960000e-06	5.167316e+04	-3.847791e+02
1.970000e-06	5.159369e+04	-3.794294e+02
1.980000e-06	5.150519e+04	-3.770512e+02
1.990000e-06	5.140650e+04	-3.814036e+02
2.000000e-06	5.129204e+04	-3.876009e+02
2.010000e-06	5.115460e+04	-3.865186e+02
2.020000e-06	5.099088e+04	-3.760364e+02
2.030000e-06	5.080528e+04	-3.657459e+02
2.040000e-06	5.060780e+04	-3.682105e+02
2.050000e-06	5.040708e+04	-3.856471e+02
2.060000e-06	5.020424e+04	-4.070081e+02
2.070000e-06	4.999301e+04	-4.189211e+02
2.080000e-06	4.976590e+04	-4.182206e+02
2.090000e-06	4.952021e+04	-4.125418e+02
2.100000e-06	4.925873e+04	-4.097842e+02
2.110000e-06	4.898546e+04	-4.096685e+02
2.120000e-06	4.870166e+04	-4.066315e+02
2.130000e-06	4.840584e+04	-3.988692e+02
2.140000e-06	4.809640e+04	-3.915230e+02
2.150000e-06	4.777325e+04	-3.904006e+02
2.160000e-06	4.743684e+04	-3.947297e+02
2.170000e-06	4.708682e+04	-3.980968e+02
2.180000e-06	4.672269e+04	-3.960035e+02
2.190000e-06	4.634533e+04	-3.904750e+02
2.200000e-06	4.595690e+04	-3.865490e+02
2.210000e-06	4.555854e+04	-3.857922e+02
2.220000e-06	4.514864e+04	-3.850067e+02
2.230000e-06	4.472419e+04	-3.809756e+02
2.240000e-06	4.428399e+04	-3.745741e+02
2.250000e-06	4.382997e+04	-3.692068e+02
2.260000e-06	4.336508e+04	-3.662788e+02
2.270000e-06	4.289018e+04	-3.638263e+02
2.280000e-06	4.240358e+04	-3.596363e+02
2.290000e-06	4.190353e+04	-3.542227e+02
2.300000e-06	4.139058e+04	-3.497431e+02
2.310000e-06	4.086696e+04	-3.467511e+02
2.320000e-06	4.033409e+04	-3.434337e+02
2.330000e-06	3.979123e+04	-3.382428e+02
2.340000e-06	3.923677e+04	-3.320932e+02
2.350000e-06	3.867025e+04	-3.270580e+02
2.360000e-06	3.809270e+04	-3.234527e+02
2.370000e-06	3.750523e+04	-3.194048e+02
2.380000e-06	3.690802e+04	-3.135104e+02
2.390000e-06	3.630067e+04	-3.068907e+02
2.400000e-06	3.568326e+04	-3.017653e+02
2.410000e-06	3.505641e+04	-2.984195e+02
2.420000e-06	3.442047e+04	-2.946651e+02
2.430000e-06	3.377516e+04	-2.885911e+02
2.440000e-06	3.312012e+04	-2.810290e+02
2.450000e-06	3.245548e+04	-2.745272e+02
2.460000e-06	3.178161e+04	-2.701841e+02
2.470000e-06	3.109853e+04	-2.663913e+02
2.480000e-06	3.040609e+04	-2.609587e+02
2.490000e-06	2.970495e+04	-2.537714e+02
2.500000e-06	2.899677e+04	-2.466738e+02
2.510000e-06	2.828303e+04	-2.410117e+02
2.520000e-06	2.756364e+04	-2.361267e+02
2.530000e-06	2.683711e+04	-2.305337e+02
2.540000e-06	2.610221e+04	-2.239222e+02
2.550000e-06	2.535918e+04	-2.173172e+02
2.560000e-06	2.460912e+04	-2.114599e+02
2.570000e-06	2.385252e+04	-2.058127e+02
2.580000e-06	2.308913e+04	-1.994842e+02
2.590000e-06	2.231920e+04	-1.926080e+02
2.600000e-06	2.154430e+04	-1.861638e+02
2.610000e-06	2.076598e+04	-1.805215e+02
2.620000e-06	1.998389e+04	-1.748071e+02
2.630000e-06	1.919565e+04	-1.680339e+02
2.640000e-06	1.839918e+04	-1.604759e+02
2.650000e-06	1.759494e+04	-1.533990e+02
2.660000e-06	1.678552e+04	-1.474742e+02
2.670000e-06	1.597318e+04	-1.419461e+02
2.680000e-06	1.515799e+04	-1.356031e+02
2.690000e-06	1.433875e+04	-1.282376e+02
2.700000e-06	1.351488e+04	-1.207546e+02
2.710000e-06	1.268715e+04	-1.139434e+02
2.720000e-06	1.185646e+04	-1.076027e+02
2.730000e-06	1.102288e+04	-1.010429e+02
2.740000e-06	1.018609e+04	-9.408658e+01
2.750000e-06	9.346708e+03	-8.716718e+01
2.760000e-06	8.506219e+03	-8.053744e+01
2.770000e-06	7.665618e+03	-7.384003e+01
2.780000e-06	6.824483e+03	-6.666884e+01
2.790000e-06	5.981757e+03	-5.925905e+01
2.800000e-06	5.137161e+03	-5.224339e+01
2.810000e-06	4.291294e+03	-4.576168e+01
2.820000e-06	3.444330e+03	-3.917599e+01
2.830000e-06	2.595308e+03	-3.185154e+01
2.840000e-06	1.743295e+03	-2.400328e+01
2.850000e-06	8.891060e+02	-1.648739e+01
2.860000e-06	3.522343e+01	-9.795028e+00
2.870000e-06	-8.163023e+02	-3.522739e+00
2.880000e-06	-1.665564e+03	3.070160e+00
2.890000e-06	-2.514053e+03	1.019788e+01
2.900000e-06	-3.362416e+03	1.744152e+01
2.910000e-06	-4.209498e+03	2.438715e+01
2.920000e-06	-5.053827e+03	3.109153e+01
2.930000e-06	-5.895563e+03	3.785563e+01
2.940000e-06	-6.736424e+03	4.477348e+01
2.950000e-06	-7.577682e+03	5.170602e+01
2.960000e-06	-8.418721e+03	5.859395e+01
2.970000e-06	-9.257821e+03	6.554077e+01
2.980000e-06	-1.009399e+04	7.254378e+01
2.990000e-06	-1.092751e+04	7.936790e+01
3.000000e-06	-1.175870e+04	8.586281e+01
3.010000e-06	-1.258688e+04	9.229398e+01
3.020000e-06	-1.341098e+04	9.912293e+01
