Nombre del archivo	 Frecuencia (kHz)	 Campo maximo (kA/m)	 SAR (W/g)	 Coercitividad (kA/m)	 Magnetizacion remanente (kA/m)	 Pendiente de calibracion
260kHz_150dA_100Mss_rep1.txt	 2.612947e+02	 5.188480e+01	 1.849609e+02	 3.902629e-01	 2.251284e-03	 2.370687e+10
260kHz_150dA_100Mss_rep2.txt	 2.613090e+02	 5.188480e+01	 8.185711e+01	 1.570687e-01	 8.243542e-04	 2.370687e+10
260kHz_150dA_100Mss_rep3.txt	 2.613238e+02	 5.188480e+01	 7.779381e+01	 3.935288e-01	 2.220637e-03	 2.370687e+10
260kHz_150dA_100Mss_rep4.txt	 2.613311e+02	 5.188480e+01	 2.830510e+02	 5.104405e-01	 3.918499e-03	 2.370687e+10
260kHz_150dA_100Mss_rep5.txt	 2.613294e+02	 5.188480e+01	 5.682593e+02	 1.051200e+00	 8.155130e-03	 2.370687e+10
260kHz_150dA_100Mss_rep6.txt	 2.613501e+02	 5.188480e+01	 5.082745e+02	 9.111155e-01	 7.118840e-03	 2.370687e+10
