Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.182602e+04	2.674675e+02
1.000000e-08	-5.181444e+04	2.672854e+02
2.000000e-08	-5.178945e+04	2.660040e+02
3.000000e-08	-5.174947e+04	2.653626e+02
4.000000e-08	-5.169333e+04	2.664665e+02
5.000000e-08	-5.162268e+04	2.678426e+02
6.000000e-08	-5.154136e+04	2.669188e+02
7.000000e-08	-5.145114e+04	2.635941e+02
8.000000e-08	-5.134854e+04	2.612859e+02
9.000000e-08	-5.122699e+04	2.633687e+02
1.000000e-07	-5.108308e+04	2.687596e+02
1.100000e-07	-5.092041e+04	2.722136e+02
1.200000e-07	-5.074660e+04	2.697155e+02
1.300000e-07	-5.056665e+04	2.630368e+02
1.400000e-07	-5.037950e+04	2.579929e+02
1.500000e-07	-5.018097e+04	2.581716e+02
1.600000e-07	-4.996865e+04	2.613646e+02
1.700000e-07	-4.974320e+04	2.628072e+02
1.800000e-07	-4.950532e+04	2.611673e+02
1.900000e-07	-4.925330e+04	2.599256e+02
2.000000e-07	-4.898471e+04	2.624799e+02
2.100000e-07	-4.869989e+04	2.670868e+02
2.200000e-07	-4.840217e+04	2.680731e+02
2.300000e-07	-4.809414e+04	2.621409e+02
2.400000e-07	-4.777447e+04	2.523401e+02
2.500000e-07	-4.743944e+04	2.449764e+02
2.600000e-07	-4.708756e+04	2.430479e+02
2.700000e-07	-4.672152e+04	2.437060e+02
2.800000e-07	-4.634519e+04	2.422509e+02
2.900000e-07	-4.595906e+04	2.375711e+02
3.000000e-07	-4.555980e+04	2.327818e+02
3.100000e-07	-4.514424e+04	2.309550e+02
3.200000e-07	-4.471317e+04	2.314773e+02
3.300000e-07	-4.427057e+04	2.311695e+02
3.400000e-07	-4.381937e+04	2.282396e+02
3.500000e-07	-4.335890e+04	2.240836e+02
3.600000e-07	-4.288646e+04	2.211477e+02
3.700000e-07	-4.240065e+04	2.199455e+02
3.800000e-07	-4.190263e+04	2.188531e+02
3.900000e-07	-4.139421e+04	2.164389e+02
4.000000e-07	-4.087553e+04	2.131026e+02
4.100000e-07	-4.034516e+04	2.101842e+02
4.200000e-07	-3.980186e+04	2.081086e+02
4.300000e-07	-3.924586e+04	2.060402e+02
4.400000e-07	-3.867845e+04	2.031949e+02
4.500000e-07	-3.810088e+04	1.998231e+02
4.600000e-07	-3.751400e+04	1.966491e+02
4.700000e-07	-3.691842e+04	1.937926e+02
4.800000e-07	-3.631432e+04	1.907404e+02
4.900000e-07	-3.570106e+04	1.872603e+02
5.000000e-07	-3.507737e+04	1.838037e+02
5.100000e-07	-3.444260e+04	1.807960e+02
5.200000e-07	-3.379769e+04	1.778991e+02
5.300000e-07	-3.314459e+04	1.743998e+02
5.400000e-07	-3.248459e+04	1.702394e+02
5.500000e-07	-3.181719e+04	1.662146e+02
5.600000e-07	-3.114079e+04	1.629860e+02
5.700000e-07	-3.045431e+04	1.601917e+02
5.800000e-07	-2.975805e+04	1.568797e+02
5.900000e-07	-2.905322e+04	1.527103e+02
6.000000e-07	-2.834116e+04	1.483473e+02
6.100000e-07	-2.762281e+04	1.445508e+02
6.200000e-07	-2.689869e+04	1.412091e+02
6.300000e-07	-2.616848e+04	1.375825e+02
6.400000e-07	-2.543090e+04	1.333606e+02
6.500000e-07	-2.468447e+04	1.290675e+02
6.600000e-07	-2.392893e+04	1.252881e+02
6.700000e-07	-2.316604e+04	1.218274e+02
6.800000e-07	-2.239826e+04	1.179795e+02
6.900000e-07	-2.162666e+04	1.135348e+02
7.000000e-07	-2.085008e+04	1.091191e+02
7.100000e-07	-2.006676e+04	1.053676e+02
7.200000e-07	-1.927668e+04	1.020406e+02
7.300000e-07	-1.848208e+04	9.829147e+01
7.400000e-07	-1.768530e+04	9.375491e+01
7.500000e-07	-1.688635e+04	8.901785e+01
7.600000e-07	-1.608270e+04	8.485092e+01
7.700000e-07	-1.527160e+04	8.121785e+01
7.800000e-07	-1.445249e+04	7.735339e+01
