Unit:(mV)
                     CH1         CH2
Frequency              ? 300.371 kHz
00001             -24.00     -480.00
00002              20.40     -480.00
00003              -1.80     -640.00
00004             -25.00     -560.00
00005              25.00     -480.00
00006              25.00     -640.00
00007             -25.00     -800.00
00008              25.00     -640.00
00009              25.00     -720.00
00010             -25.00     -880.00
00011              25.00     -800.00
00012               9.00     -880.00
00013             -24.20     -960.00
00014               7.80     -960.00
00015               5.80     -960.00
00016              -8.20     -960.00
00017              -5.20    -1040.00
00018              23.40    -1040.00
00019             -23.80    -1120.00
00020               3.60    -1120.00
00021              13.00    -1120.00
00022             -18.00    -1280.00
00023               9.20    -1200.00
00024               2.20    -1280.00
00025              -3.00    -1360.00
00026              -6.20    -1360.00
00027               7.80    -1360.00
00028              -3.00    -1440.00
00029               0.00    -1440.00
00030               1.80    -1440.00
00031              -3.80    -1440.00
00032               3.00    -1440.00
00033              -6.20    -1520.00
00034               3.00    -1520.00
00035               0.20    -1600.00
00036               0.40    -1600.00
00037              -4.00    -1600.00
00038               1.80    -1680.00
00039               0.60    -1680.00
00040              -2.20    -1680.00
00041               2.60    -1760.00
00042              -0.60    -1760.00
00043              -1.20    -1760.00
00044              -1.20    -1840.00
00045               0.80    -1760.00
00046              -0.20    -1760.00
00047               0.20    -1760.00
00048              -2.20    -1840.00
00049               0.60    -1920.00
00050              -1.00    -1840.00
00051              -1.00    -1920.00
00052               1.20    -1920.00
00053              -0.40    -1920.00
00054              -0.60    -2000.00
00055              -0.80    -1920.00
00056               0.60    -2000.00
00057              -0.20    -2000.00
00058               0.20    -2000.00
00059               1.00    -2000.00
00060              -1.00    -2080.00
00061              -0.80    -2080.00
00062              -1.00    -2000.00
00063               0.20    -2080.00
00064               0.40    -2080.00
00065              -1.40    -2080.00
00066              -0.60    -2080.00
00067              -0.40    -2080.00
00068              -0.60    -2080.00
00069               0.20    -2080.00
00070              -0.20    -2080.00
00071               0.20    -2080.00
00072               0.20    -2080.00
00073              -0.60    -2080.00
00074              -0.40    -2080.00
00075              -0.40    -2080.00
00076               0.00    -2000.00
00077              -0.60    -2080.00
00078              -1.20    -2080.00
00079              -1.20    -2080.00
00080               0.40    -2080.00
00081              -1.40    -2000.00
00082              -0.60    -2080.00
00083              -0.20    -2000.00
00084              -0.40    -2000.00
00085              -1.20    -2000.00
00086              -0.60    -2000.00
00087               0.40    -2000.00
00088              -0.40    -2000.00
00089              -0.60    -1920.00
00090              -0.40    -1920.00
00091              -0.20    -1840.00
00092              -1.20    -1840.00
00093              -0.60    -1920.00
00094              -0.60    -1840.00
00095              -0.80    -1840.00
00096              -1.00    -1840.00
00097              -1.20    -1840.00
00098              -0.60    -1840.00
00099              -0.40    -1840.00
00100              -0.60    -1760.00
00101              -0.60    -1760.00
00102              -0.40    -1760.00
00103              -0.40    -1680.00
00104               0.20    -1680.00
00105              -0.40    -1680.00
00106               0.00    -1680.00
00107              -1.00    -1600.00
00108              -1.20    -1600.00
00109              -0.20    -1600.00
00110              -0.40    -1600.00
00111              -1.20    -1520.00
00112              -1.00    -1520.00
