Unit:(mV)
                     CH1         CH2
Frequency              ? 300.369 kHz
00001             -25.00     -560.00
00002             -10.60     -480.00
00003              23.00     -480.00
00004             -10.80     -640.00
00005             -25.00     -640.00
00006              25.00     -480.00
00007              21.20     -720.00
00008             -25.00     -720.00
00009              25.00     -640.00
00010               2.20     -800.00
00011             -25.00     -800.00
00012              25.00     -800.00
00013              -8.20     -880.00
00014             -18.60     -960.00
00015               9.40     -960.00
00016               5.40     -960.00
00017             -12.20    -1040.00
00018               3.40    -1040.00
00019              18.60    -1040.00
00020             -25.00    -1120.00
00021              12.40    -1120.00
00022               4.60    -1200.00
00023             -13.40    -1280.00
00024               9.20    -1280.00
00025              -0.60    -1280.00
00026              -3.40    -1280.00
00027              -6.00    -1360.00
00028               7.20    -1360.00
00029              -4.60    -1360.00
00030               1.60    -1440.00
00031              -1.20    -1440.00
00032              -1.20    -1440.00
00033               1.80    -1440.00
00034              -5.00    -1520.00
00035               3.80    -1600.00
00036              -0.60    -1600.00
00037               0.40    -1680.00
00038              -4.40    -1600.00
00039               2.20    -1680.00
00040              -1.20    -1680.00
00041              -2.20    -1760.00
00042               1.40    -1680.00
00043              -1.00    -1760.00
00044              -2.20    -1760.00
00045              -1.80    -1760.00
00046               0.80    -1840.00
00047              -0.20    -1840.00
00048              -0.60    -1760.00
00049              -2.00    -1920.00
00050               1.20    -1840.00
00051              -1.20    -1840.00
00052              -0.40    -1920.00
00053               0.60    -1840.00
00054              -0.60    -2000.00
00055              -1.00    -2000.00
00056              -2.00    -2000.00
00057               0.40    -2000.00
00058              -1.20    -2000.00
00059              -0.60    -2000.00
00060              -0.40    -2000.00
00061              -1.40    -2080.00
00062              -1.00    -2000.00
00063              -0.60    -2080.00
00064               0.20    -2080.00
00065               0.20    -2080.00
00066              -1.20    -2080.00
00067              -0.60    -2080.00
00068              -0.40    -2080.00
00069              -0.40    -2080.00
00070              -0.60    -2000.00
00071              -1.00    -2080.00
00072              -0.40    -2080.00
00073              -1.20    -2080.00
00074              -1.00    -2080.00
00075              -0.60    -2080.00
00076              -1.00    -2080.00
00077              -0.40    -2080.00
00078              -0.80    -2080.00
00079              -0.40    -2080.00
00080              -0.60    -2080.00
00081              -1.00    -2080.00
00082               0.20    -2000.00
00083              -0.40    -2000.00
00084              -0.60    -2000.00
00085              -0.60    -1840.00
00086              -0.60    -2000.00
00087              -1.00    -2000.00
00088              -1.20    -2000.00
00089              -0.60    -2000.00
00090              -1.20    -1920.00
00091              -1.00    -1920.00
00092              -0.60    -1920.00
00093              -0.60    -1840.00
00094              -1.00    -1920.00
00095              -0.80    -1840.00
00096              -0.60    -1840.00
00097              -0.40    -1920.00
00098              -1.00    -1840.00
00099              -0.60    -1760.00
00100              -0.40    -1760.00
00101              -1.20    -1760.00
00102              -1.00    -1760.00
00103              -1.00    -1760.00
00104              -1.00    -1760.00
00105              -1.00    -1680.00
00106              -1.00    -1680.00
00107              -1.20    -1680.00
00108              -1.00    -1680.00
00109              -0.60    -1600.00
00110              -1.00    -1600.00
00111              -0.60    -1600.00
00112              -0.20    -1520.00
00113              -1.20    -1520.00
00114              -0.60    -1520.00
00115              -0.40    -1440.00
00116              -1.20    -1440.00
00117              -0.60    -1360.00
00118              -0.60    -1280.00
00119              -1.00    -1280.00
00120              -0.80    -1360.00
00121              -0.80    -1280.00
00122              -0.60    -1280.00
00123              -0.60    -1280.00
00124              -0.60    -1200.00
00125              -1.00    -1120.00
00126              -0.20    -1120.00
00127              -0.20    -1040.00
00128              -1.00    -1040.00
00129              -0.20     -960.00
00130               0.00     -960.00
00131              -1.00     -960.00
00132              -0.60     -960.00
00133              -0.60     -800.00
00134              -0.60     -800.00
00135              -1.00     -800.00
00136              -1.00     -800.00
00137              -0.60     -720.00
00138              -0.60     -720.00
00139              -0.60     -640.00
00140              -0.60     -640.00
00141              -0.60     -640.00
00142               0.20     -480.00
00143              -0.60     -480.00
00144              -0.20     -480.00
00145              -0.20     -320.00
00146              -0.60     -320.00
00147              -0.60     -320.00
00148              -0.40     -320.00
00149              -0.60     -240.00
00150              -0.40     -160.00
00151              -1.00     -160.00
00152              -0.60     -160.00
