nstrument TGA-50H
Module TGA-50H
Operator LJ - LATAT
Sample Kit10-Resina-A
Size 6.694 mg
Method 
Comment 
Xcomment Pan: Platinum
Xcomment Gas1: Nitrogen
Xcomment Balance Gas: Nitrogen 20.0 ml/min
Xcomment Sample Gas: Nitrogen 20.0 ml/min
Nsig 3
Sig1 Time (sec)
Sig2 Temperature (C)
Sig3 Weight (mg)
OrgMethod 1: Ramp 10.00 C/min to 800.00 C
0	28.54	6.69457
1	28.55	6.69588
2	28.64	6.69694
3	28.56	6.69795
4	28.5	6.69872
5	28.58	6.69952
6	28.59	6.69999
7	28.57	6.70043
8	28.47	6.70096
9	28.45	6.70145
10	28.52	6.70175
11	28.6	6.70218
12	28.57	6.70247
13	28.57	6.70256
14	28.72	6.70278
15	28.65	6.70315
16	28.71	6.70319
17	28.72	6.70356
18	28.82	6.70374
19	28.82	6.70418
20	28.85	6.70445
21	28.85	6.70444
22	28.88	6.70485
23	28.89	6.70482
24	29.01	6.70515
25	29.09	6.70501
26	29.15	6.70538
27	29.29	6.70538
28	29.4	6.70558
29	29.47	6.70574
30	29.5	6.70578
31	29.67	6.70584
32	29.79	6.70603
33	29.82	6.70615
34	29.85	6.7061
35	30.03	6.70635
36	30.12	6.70632
37	30.11	6.70647
38	30.27	6.70656
39	30.32	6.70656
40	30.36	6.70677
41	30.37	6.70696
42	30.43	6.70705
43	30.56	6.70708
44	30.77	6.70711
45	30.87	6.70714
46	31.01	6.70718
47	31.09	6.70723
48	31.28	6.70734
49	31.34	6.70733
50	31.43	6.70739
51	31.63	6.70744
52	31.74	6.7074
53	31.79	6.70742
54	31.8	6.70725
55	31.9	6.70742
56	31.93	6.70745
57	32.1	6.70769
58	32.18	6.70784
59	32.25	6.70772
60	32.36	6.70775
61	32.39	6.7078
62	32.49	6.70797
63	32.7	6.70789
64	32.76	6.70825
65	32.89	6.70833
66	33	6.70833
67	33.08	6.70843
68	33.23	6.70851
69	33.33	6.70861
70	33.49	6.70894
71	33.61	6.70912
72	33.75	6.70905
73	33.92	6.70931
74	34.11	6.70939
75	34.15	6.70953
76	34.25	6.70966
77	34.46	6.70988
78	34.65	6.70988
79	34.77	6.70987
80	34.97	6.7101
81	35.12	6.71025
82	35.37	6.71044
83	35.52	6.71042
84	35.65	6.71072
85	35.82	6.7107
86	35.99	6.711
87	36.25	6.71097
88	36.53	6.71105
89	36.58	6.71105
90	36.7	6.71129
91	36.76	6.71127
92	37.05	6.71124
93	37.18	6.71131
94	37.4	6.71131
95	37.57	6.71146
96	37.67	6.71158
97	37.89	6.71158
98	38.1	6.71164
99	38.23	6.71182
100	38.51	6.71163
101	38.59	6.71179
102	38.76	6.71186
103	38.93	6.71183
104	39.02	6.71191
105	39.17	6.71176
106	39.45	6.71184
107	39.58	6.71182
108	39.77	6.71187
109	40	6.71197
110	40.25	6.71177
111	40.41	6.71183
112	40.55	6.7118
113	40.75	6.71184
114	41	6.71161
115	41.21	6.71183
116	41.38	6.71171
117	41.48	6.71158
118	41.7	6.71167
119	41.81	6.71148
120	41.92	6.7115
121	42.03	6.71146
122	42.31	6.7112
123	42.52	6.71132
124	42.72	6.71118
125	42.85	6.71108
126	43.11	6.71087
127	43.27	6.71087
128	43.38	6.71091
129	43.58	6.71091
130	43.81	6.7109
131	43.89	6.71086
132	44.06	6.7108
133	44.26	6.71043
134	44.33	6.71027
