Instrument TGA-50H
Module TGA-50H
Operator LJ - LATAT
Sample KIT10
Size 2.764 mg
Method 
Comment 
Xcomment Pan: Platinum
Xcomment Gas1: Nitrogen
Xcomment Balance Gas: Nitrogen 20.0 ml/min
Xcomment Sample Gas: Nitrogen 20.0 ml/min
Nsig 3
Sig1 Time (sec)
Sig2 Temperature (C)
Sig3 Weight (mg)
OrgMethod 1: Ramp 10.00 C/min to 800.00 C
.0000	30.24	2.765
1.000	30.29	2.766
2.000	30.28	2.768
3.000	30.29	2.769
4.000	30.33	2.770
5.000	30.34	2.771
6.000	30.33	2.772
7.000	30.50	2.773
8.000	30.56	2.773
9.000	30.73	2.774
10.00	30.74	2.774
11.00	30.81	2.775
12.00	30.79	2.775
13.00	30.85	2.775
14.00	30.94	2.776
15.00	31.06	2.776
16.00	31.07	2.777
17.00	31.07	2.777
18.00	31.07	2.777
19.00	31.22	2.777
20.00	31.25	2.778
21.00	31.30	2.778
22.00	31.32	2.778
23.00	31.45	2.778
24.00	31.49	2.778
25.00	31.68	2.779
26.00	31.75	2.778
27.00	31.78	2.779
28.00	31.87	2.779
29.00	32.07	2.779
30.00	32.17	2.779
31.00	32.26	2.779
32.00	32.32	2.780
33.00	32.45	2.780
34.00	32.60	2.780
35.00	32.70	2.780
36.00	32.78	2.780
37.00	32.95	2.780
38.00	33.18	2.780
39.00	33.22	2.780
40.00	33.44	2.780
41.00	33.52	2.780
42.00	33.52	2.780
43.00	33.67	2.780
44.00	33.74	2.780
45.00	34.02	2.780
46.00	34.10	2.780
47.00	34.08	2.780
48.00	34.25	2.780
49.00	34.25	2.780
50.00	34.55	2.781
51.00	34.63	2.781
52.00	34.73	2.781
53.00	34.95	2.781
54.00	35.17	2.781
55.00	35.25	2.781
56.00	35.47	2.781
57.00	35.70	2.781
58.00	35.86	2.781
59.00	36.00	2.781
60.00	36.09	2.781
61.00	36.23	2.781
62.00	36.37	2.781
63.00	36.51	2.781
64.00	36.68	2.780
65.00	36.70	2.780
66.00	36.80	2.780
67.00	37.00	2.780
68.00	37.17	2.780
69.00	37.27	2.781
70.00	37.41	2.781
71.00	37.61	2.780
72.00	37.65	2.781
73.00	37.71	2.781
74.00	37.87	2.781
75.00	38.04	2.781
76.00	38.19	2.781
77.00	38.37	2.781
78.00	38.55	2.781
79.00	38.63	2.781
80.00	38.80	2.781
81.00	38.93	2.781
82.00	39.13	2.781
83.00	39.32	2.781
84.00	39.36	2.781
85.00	39.56	2.781
86.00	39.67	2.781
87.00	39.80	2.781
88.00	39.91	2.781
89.00	40.12	2.781
90.00	40.33	2.782
91.00	40.42	2.782
92.00	40.49	2.782
93.00	40.71	2.782
94.00	40.90	2.782
95.00	40.97	2.782
96.00	41.24	2.782
97.00	41.41	2.782
98.00	41.49	2.782
99.00	41.79	2.782
100.0	41.98	2.782
101.0	42.22	2.782
102.0	42.36	2.782
103.0	42.55	2.782
104.0	42.75	2.782
105.0	43.03	2.782
106.0	43.28	2.782
107.0	43.41	2.782
108.0	43.65	2.782
109.0	43.83	2.782
110.0	43.99	2.782
111.0	44.28	2.782
112.0	44.50	2.782
113.0	44.72	2.782
114.0	44.74	2.782
115.0	44.91	2.782
116.0	45.17	2.782
117.0	45.28	2.781
118.0	45.48	2.781
119.0	45.67	2.781
120.0	45.77	2.781
121.0	45.96	2.781
122.0	46.12	2.780
123.0	46.23	2.780
124.0	46.38	2.780
125.0	46.59	2.780
126.0	46.79	2.780
127.0	47.05	2.780
128.0	47.14	2.780
129.0	47.33	2.780
130.0	47.54	2.780
131.0	47.62	2.780
132.0	47.87	2.780
133.0	47.96	2.780
134.0	48.04	2.780
135.0	48.23	2.780
136.0	48.33	2.779
137.0	48.43	2.779
138.0	48.61	2.779
139.0	48.75	2.779
140.0	48.91	2.779
141.0	49.12	2.779
142.0	49.34	2.779
143.0	49.50	2.779
144.0	49.58	2.779
145.0	49.71	2.779
146.0	49.90	2.779
147.0	50.03	2.779
148.0	50.18	2.779
149.0	50.29	2.778
150.0	50.33	2.778
151.0	50.62	2.778
152.0	50.74	2.778
153.0	50.85	2.778
154.0	51.03	2.778
155.0	51.26	2.778
156.0	51.32	2.778
157.0	51.48	2.778
158.0	51.62	2.778
159.0	51.71	2.778
160.0	51.92	2.778
161.0	52.08	2.778
162.0	52.14	2.778
163.0	52.38	2.778
164.0	52.53	2.778
165.0	52.72	2.778
166.0	52.83	2.778
167.0	53.06	2.777
168.0	53.16	2.778
169.0	53.36	2.777
170.0	53.48	2.777
171.0	53.58	2.777
172.0	53.76	2.777
173.0	53.90	2.777
174.0	53.98	2.777
175.0	54.20	2.777
176.0	54.42	2.777
177.0	54.53	2.777
178.0	54.61	2.777
179.0	54.82	2.777
180.0	54.93	2.777
181.0	55.24	2.777
182.0	55.29	2.777
183.0	55.37	2.777
184.0	55.56	2.777
185.0	55.62	2.777
186.0	55.80	2.777
187.0	56.01	2.777
188.0	56.14	2.777
189.0	56.30	2.777
190.0	56.48	2.777
191.0	56.67	2.777
192.0	56.83	2.777
193.0	57.03	2.777
194.0	57.14	2.777
195.0	57.31	2.777
196.0	57.48	2.777
197.0	57.71	2.777
198.0	57.94	2.777
199.0	58.07	2.777
200.0	58.13	2.777
201.0	58.38	2.777
202.0	58.58	2.777
203.0	58.75	2.777
204.0	58.92	2.777
205.0	59.02	2.777
206.0	59.20	2.777
207.0	59.33	2.777
208.0	59.50	2.777
209.0	59.70	2.776
210.0	59.81	2.776
211.0	59.89	2.776
212.0	60.08	2.776
213.0	60.28	2.776
214.0	60.35	2.776
215.0	60.64	2.776
216.0	60.75	2.776
217.0	60.90	2.776
218.0	61.05	2.776
219.0	61.18	2.776
220.0	61.36	2.776
221.0	61.56	2.776
222.0	61.83	2.776
223.0	62.05	2.776
224.0	62.34	2.776
225.0	62.44	2.776
226.0	62.50	2.776
227.0	62.63	2.775
228.0	62.84	2.775
229.0	63.00	2.776
230.0	63.25	2.775
231.0	63.38	2.775
232.0	63.54	2.775
233.0	63.69	2.775
234.0	63.82	2.775
235.0	64.07	2.775
236.0	64.22	2.775
237.0	64.29	2.775
238.0	64.48	2.775
239.0	64.61	2.775
240.0	64.79	2.775
241.0	65.05	2.775
242.0	65.30	2.775
243.0	65.41	2.775
244.0	65.58	2.775
245.0	65.76	2.775
246.0	65.97	2.775
247.0	66.17	2.775
248.0	66.40	2.775
249.0	66.58	2.775
250.0	66.84	2.775
251.0	66.94	2.775
252.0	67.07	2.775
253.0	67.22	2.774
254.0	67.33	2.775
255.0	67.57	2.774
256.0	67.78	2.774
257.0	67.83	2.774
258.0	67.90	2.774
259.0	68.01	2.774
260.0	68.24	2.774
261.0	68.37	2.774
262.0	68.53	2.774
263.0	68.70	2.774
264.0	68.75	2.774
265.0	69.03	2.774
266.0	69.14	2.773
267.0	69.32	2.774
268.0	69.36	2.773
269.0	69.44	2.773
270.0	69.65	2.774
271.0	69.78	2.773
272.0	70.01	2.773
273.0	70.17	2.773
274.0	70.27	2.773
275.0	70.44	2.773
276.0	70.49	2.773
277.0	70.72	2.773
278.0	70.87	2.773
279.0	71.05	2.773
280.0	71.27	2.773
281.0	71.35	2.773
282.0	71.54	2.773
283.0	71.75	2.773
284.0	71.79	2.773
285.0	72.01	2.773
286.0	72.18	2.773
287.0	72.39	2.773
288.0	72.50	2.773
289.0	72.64	2.773
290.0	72.77	2.773
291.0	72.87	2.773
292.0	73.08	2.773
293.0	73.19	2.773
294.0	73.44	2.773
295.0	73.56	2.773
296.0	73.87	2.772
297.0	73.99	2.773
298.0	74.17	2.772
299.0	74.38	2.772
300.0	74.47	2.772
301.0	74.75	2.772
302.0	74.96	2.772
303.0	75.15	2.772
304.0	75.30	2.773
305.0	75.56	2.772
306.0	75.74	2.772
307.0	75.97	2.772
308.0	76.08	2.772
309.0	76.17	2.772
310.0	76.46	2.772
311.0	76.57	2.772
312.0	76.75	2.772
313.0	76.95	2.772
314.0	77.01	2.772
315.0	77.23	2.772
316.0	77.35	2.772
317.0	77.51	2.772
318.0	77.79	2.772
319.0	77.99	2.772
320.0	78.18	2.772
321.0	78.37	2.771
322.0	78.52	2.771
323.0	78.65	2.771
324.0	78.73	2.771
325.0	78.99	2.771
326.0	79.13	2.771
327.0	79.38	2.771
328.0	79.52	2.771
329.0	79.73	2.771
330.0	79.86	2.771
331.0	80.00	2.771
332.0	80.27	2.771
333.0	80.34	2.771
334.0	80.50	2.771
335.0	80.67	2.770
336.0	80.78	2.771
337.0	80.97	2.771
338.0	81.15	2.770
339.0	81.39	2.770
340.0	81.53	2.770
341.0	81.65	2.770
342.0	81.96	2.770
343.0	82.16	2.770
344.0	82.29	2.770
345.0	82.40	2.770
346.0	82.57	2.770
347.0	82.74	2.770
348.0	82.84	2.770
349.0	83.00	2.770
350.0	83.10	2.770
351.0	83.30	2.770
352.0	83.51	2.770
353.0	83.63	2.770
354.0	83.81	2.770
355.0	83.96	2.770
356.0	84.11	2.769
357.0	84.27	2.769
358.0	84.40	2.770
359.0	84.63	2.769
360.0	84.76	2.769
361.0	84.93	2.769
362.0	85.10	2.769
363.0	85.33	2.769
364.0	85.49	2.769
365.0	85.63	2.769
366.0	85.73	2.769
367.0	85.85	2.769
368.0	86.01	2.769
369.0	86.17	2.769
370.0	86.30	2.769
371.0	86.41	2.769
372.0	86.60	2.769
373.0	86.76	2.769
374.0	86.82	2.769
375.0	87.00	2.769
376.0	87.20	2.769
377.0	87.32	2.769
378.0	87.42	2.769
379.0	87.63	2.769
380.0	87.84	2.769
381.0	87.94	2.769
382.0	88.13	2.769
383.0	88.25	2.768
384.0	88.45	2.769
385.0	88.59	2.769
386.0	88.70	2.769
387.0	89.04	2.768
388.0	89.12	2.769
389.0	89.27	2.768
390.0	89.39	2.768
391.0	89.48	2.768
392.0	89.70	2.768
393.0	89.92	2.768
394.0	90.09	2.768
395.0	90.15	2.768
396.0	90.31	2.768
397.0	90.43	2.768
398.0	90.60	2.768
399.0	90.74	2.768
400.0	90.90	2.768
401.0	91.02	2.768
402.0	91.20	2.768
403.0	91.38	2.768
404.0	91.52	2.768
405.0	91.76	2.768
406.0	91.95	2.768
407.0	92.17	2.768
408.0	92.40	2.768
409.0	92.60	2.768
410.0	92.81	2.768
411.0	92.97	2.768
412.0	93.04	2.768
413.0	93.17	2.768
414.0	93.29	2.768
415.0	93.48	2.768
416.0	93.69	2.768
417.0	93.81	2.768
418.0	94.03	2.768
419.0	94.19	2.768
420.0	94.41	2.768
421.0	94.53	2.768
422.0	94.76	2.768
423.0	94.92	2.768
424.0	95.08	2.768
425.0	95.27	2.768
426.0	95.45	2.768
427.0	95.66	2.767
428.0	95.91	2.767
429.0	96.09	2.767
430.0	96.25	2.767
431.0	96.40	2.768
432.0	96.51	2.767
