Unit:(mV)
                     CH1         CH2
Frequency              ? 233.230 kHz
00001              42.00     9200.00
00002              36.00     9200.00
00003              44.00     9200.00
00004              50.00     9200.00
00005              26.00     9400.00
00006              26.00     9400.00
00007              46.00     9400.00
00008              52.00     9600.00
00009              38.00     9400.00
00010              44.00     9600.00
00011              50.00     9600.00
00012              44.00     9600.00
00013              44.00     9600.00
00014              52.00     9800.00
00015              48.00     9800.00
00016              38.00     9800.00
00017              52.00    10000.00
00018              66.00     9800.00
00019              50.00    10000.00
00020              36.00    10000.00
00021              50.00    10000.00
00022              56.00    10000.00
00023              56.00    10000.00
00024              58.00    10000.00
00025              58.00    10000.00
00026              50.00    10000.00
00027              44.00    10200.00
00028              58.00    10000.00
00029              60.00    10000.00
00030              60.00    10000.00
00031              60.00    10000.00
00032              54.00    10000.00
00033              50.00    10000.00
00034              54.00    10200.00
00035              66.00    10000.00
00036              64.00    10200.00
00037              60.00    10000.00
00038              58.00    10000.00
00039              60.00    10200.00
00040              58.00    10000.00
00041              58.00    10000.00
00042              60.00    10000.00
00043              58.00    10000.00
00044              58.00    10000.00
00045              58.00    10000.00
00046              60.00    10000.00
00047              52.00     9800.00
00048              56.00    10000.00
00049              70.00     9800.00
00050              82.00     9600.00
00051              74.00     9600.00
00052              54.00     9600.00
00053              36.00     9600.00
00054              38.00     9600.00
00055              52.00     9400.00
00056              58.00     9400.00
00057              52.00     9400.00
00058              36.00     9400.00
00059              40.00     9400.00
00060              44.00     9200.00
00061              38.00     9200.00
00062              38.00     9200.00
00063              42.00     9200.00
00064              42.00     8800.00
00065              40.00     8800.00
00066              34.00     8800.00
00067              34.00     8800.00
00068              34.00     8800.00
00069              36.00     8600.00
00070              38.00     8400.00
00071              34.00     8400.00
00072              30.00     8400.00
00073              30.00     8400.00
00074              32.00     8400.00
00075              28.00     8200.00
00076              26.00     8000.00
00077              30.00     8000.00
00078              30.00     8000.00
00079              30.00     7800.00
00080              28.00     7800.00
00081              26.00     7600.00
00082              26.00     7600.00
00083              26.00     7400.00
00084              30.00     7200.00
00085              26.00     7200.00
00086              20.00     7200.00
00087              22.00     7000.00
00088              22.00     7000.00
00089              26.00     6800.00
00090              24.00     6800.00
00091              26.00     6600.00
00092              22.00     6400.00
00093              18.00     6400.00
00094              18.00     6400.00
00095              22.00     6200.00
00096              22.00     6000.00
00097              20.00     6000.00
00098              18.00     5800.00
00099              16.00     5600.00
00100              16.00     5600.00
00101              18.00     5600.00
00102              18.00     5400.00
00103              18.00     5200.00
00104              18.00     5000.00
00105              18.00     4800.00
00106              14.00     4800.00
00107              10.00     4600.00
00108              10.00     4400.00
00109              12.00     4400.00
00110              14.00     4200.00
00111              12.00     4000.00
00112              10.00     4000.00
00113              10.00     3800.00
00114              10.00     3600.00
00115              10.00     3600.00
00116              10.00     3200.00
00117              10.00     3200.00
00118              10.00     3200.00
00119               4.00     2800.00
00120              -2.00     2800.00
00121               6.00     2800.00
00122              14.00     2400.00
00123              14.00     2200.00
00124              -4.00     2200.00
00125             -10.00     2200.00
00126               2.00     2000.00
00127              14.00     1800.00
00128              14.00     1800.00
00129              -2.00     1600.00
00130             -14.00     1400.00
00131              -2.00     1200.00
00132              12.00     1200.00
00133              14.00     1000.00
00134              -2.00      800.00
00135             -14.00      600.00
00136             -10.00      600.00
00137               8.00      400.00
00138              10.00      400.00
00139              -6.00        0.00
00140             -10.00        0.00
00141               4.00     -200.00
00142              26.00     -200.00
00143              46.00     -400.00
00144               2.00     -600.00
00145             -38.00     -800.00
00146             -20.00     -800.00
00147              26.00    -1000.00
00148              30.00    -1000.00
00149              58.00    -1200.00
00150             250.00    -1400.00
00151             228.00    -2000.00
00152            -250.00    -2000.00
00153            -250.00    -2400.00
00154            -108.00    -2400.00
00155             250.00    -2000.00
00156             250.00    -2000.00
00157             250.00    -2800.00
00158            -250.00    -2600.00
00159            -250.00    -2800.00
00160             250.00    -3600.00
00161             148.00    -2600.00
00162            -250.00    -3200.00
00163            -204.00    -3600.00
00164            -166.00    -3200.00
00165             250.00    -3800.00
00166              24.00    -4000.00
00167            -250.00    -3400.00
00168             220.00    -4200.00
00169             182.00    -4200.00
00170             -98.00    -4200.00
00171             -72.00    -4800.00
00172            -204.00    -4200.00
