Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51765.324835	-172.975026
0.0000000100	-51747.329030	-172.923089
0.0000000200	-51714.175570	-172.860401
0.0000000300	-51670.237391	-172.801893
0.0000000400	-51616.237582	-172.757574
0.0000000500	-51550.384413	-172.725869
0.0000000600	-51471.364389	-172.688770
0.0000000700	-51377.507071	-172.611356
0.0000000800	-51271.121350	-172.447254
0.0000000900	-51144.342333	-172.149687
0.0000001000	-50995.476714	-171.685634
0.0000001100	-50839.325201	-171.048975
0.0000001200	-50675.947243	-170.268107
0.0000001300	-50498.258282	-169.404667
0.0000001400	-50307.510031	-168.542466
0.0000001500	-50097.654517	-167.768831
0.0000001600	-49877.256864	-167.153198
0.0000001700	-49655.339788	-166.729076
0.0000001800	-49414.741042	-166.484855
0.0000001900	-49155.222701	-166.366503
0.0000002000	-48884.061527	-166.291603
0.0000002100	-48596.966960	-166.170775
0.0000002200	-48300.211228	-165.930179
0.0000002300	-47997.277101	-165.528592
0.0000002400	-47677.988521	-164.964302
0.0000002500	-47339.155625	-164.270382
0.0000002600	-46985.416789	-163.500562
0.0000002700	-46615.479115	-162.710727
0.0000002800	-46235.095406	-161.942105
0.0000002900	-45850.780413	-161.211228
0.0000003000	-45450.685311	-160.509102
0.0000003100	-45040.423347	-159.808791
0.0000003200	-44618.248510	-159.077835
0.0000003300	-44174.344022	-158.290669
0.0000003400	-43726.428206	-157.436681
0.0000003500	-43269.224173	-156.521587
0.0000003600	-42797.503204	-155.562456
0.0000003700	-42317.047828	-154.579070
0.0000003800	-41820.892448	-153.585403
0.0000003900	-41309.645789	-152.584594
0.0000004000	-40788.847797	-151.569076
0.0000004100	-40260.999568	-150.525292
0.0000004200	-39719.957028	-149.440585
0.0000004300	-39168.354025	-148.309067
0.0000004400	-38607.602421	-147.133892
0.0000004500	-38034.180530	-145.925025
0.0000004600	-37452.902937	-144.693582
0.0000004700	-36858.261691	-143.445344
0.0000004800	-36251.071449	-142.176429
0.0000004900	-35637.734865	-140.873194
0.0000005000	-35012.798902	-139.516688
0.0000005100	-34374.524476	-138.089962
0.0000005200	-33731.458386	-136.585299
0.0000005300	-33078.898147	-135.008257
0.0000005400	-32413.647027	-133.376645
0.0000005500	-31743.945196	-131.714508
0.0000005600	-31066.124487	-130.043253
0.0000005700	-30379.086532	-128.373285
0.0000005800	-29684.595609	-126.699457
0.0000005900	-28983.061312	-125.002276
0.0000006000	-28274.952752	-123.254610
0.0000006100	-27558.887791	-121.431508
0.0000006200	-26833.653636	-119.519450
0.0000006300	-26102.614092	-117.521494
0.0000006400	-25366.922440	-115.456254
0.0000006500	-24620.455201	-113.350970
0.0000006600	-23866.935456	-111.231154
0.0000006700	-23110.111419	-109.110662
0.0000006800	-22345.754306	-106.985899
0.0000006900	-21575.374412	-104.836359
0.0000007000	-20797.923687	-102.631333
0.0000007100	-20012.216795	-100.340318
0.0000007200	-19220.786887	-97.943280
0.0000007300	-18424.281546	-95.436995
0.0000007400	-17622.531430	-92.835179
0.0000007500	-16817.408377	-90.162459
0.0000007600	-16004.097801	-87.444534
0.0000007700	-15181.359451	-84.698253
0.0000007800	-14358.291610	-81.925319
0.0000007900	-13532.486954	-79.111883
0.0000008000	-12701.696102	-76.234033
0.0000008100	-11868.935042	-73.266976
0.0000008200	-11031.801049	-70.194336
0.0000008300	-10191.976023	-67.014056
0.0000008400	-9352.075489	-63.738732
0.0000008500	-8511.010212	-60.390393
0.0000008600	-7669.086823	-56.991834
0.0000008700	-6823.710391	-53.557879
0.0000008800	-5976.711569	-50.089896
0.0000008900	-5129.419845	-46.575539
0.0000009000	-4281.242551	-42.993678
0.0000009100	-3430.749500	-39.322455
0.0000009200	-2577.913235	-35.547325
0.0000009300	-1725.239447	-31.665988
0.0000009400	-872.279622	-27.688494
0.0000009500	-19.068082	-23.632668
0.0000009600	832.434098	-19.516878
0.0000009700	1682.226918	-15.353130
0.0000009800	2532.999142	-11.143256
0.0000009900	3384.194692	-6.879680
0.0000010000	4233.108807	-2.550383
0.0000010100	5080.672839	1.853979
0.0000010200	5927.133909	6.333670
0.0000010300	6771.279221	10.876730
0.0000010400	7614.170553	15.460304
0.0000010500	8456.462353	20.055896
0.0000010600	9298.461251	24.636435
0.0000010700	10139.860616	29.182412
0.0000010800	10979.788608	33.684730
0.0000010900	11815.950063	38.143292
0.0000011000	12647.724854	42.562068
0.0000011100	13476.474526	46.942734
0.0000011200	14300.816941	51.279553
0.0000011300	15121.221208	55.557580
0.0000011400	15937.231948	59.754931
0.0000011500	16748.318273	63.848188
0.0000011600	17554.866917	67.818781
0.0000011700	18356.122735	71.657818
0.0000011800	19153.529643	75.367482
0.0000011900	19944.410337	78.958536
0.0000012000	20730.739623	82.445011
0.0000012100	21513.588409	85.838292
0.0000012200	22286.540312	89.142973
0.0000012300	23049.982068	92.356091
0.0000012400	23807.979982	95.469909
0.0000012500	24560.630153	98.476926
0.0000012600	25305.371976	101.374872
0.0000012700	26042.109347	104.169437
0.0000012800	26772.272454	106.873456
0.0000012900	27495.943670	109.502749
0.0000013000	28215.077205	112.070290
0.0000013100	28927.364168	114.581130
0.0000013200	29628.406435	117.030305
0.0000013300	30320.441985	119.404790
0.0000013400	31005.814034	121.688941
0.0000013500	31682.460808	123.871390
0.0000013600	32351.579103	125.950686
0.0000013700	33013.319938	127.937324
0.0000013800	33663.379021	129.851183
0.0000013900	34305.003463	131.715147
0.0000014000	34939.488431	133.547229
0.0000014100	35564.028465	135.354192
0.0000014200	36176.980582	137.129194
0.0000014300	36778.665141	138.854487
0.0000014400	37369.123329	140.508326
0.0000014500	37949.178936	142.073582
0.0000014600	38522.285004	143.544864
0.0000014700	39086.542237	144.931459
0.0000014800	39641.106252	146.254905
0.0000014900	40185.022835	147.542034
0.0000015000	40715.649005	148.815982
0.0000015100	41236.110581	150.088485
0.0000015200	41747.089467	151.356264
0.0000015300	42247.148613	152.602825
0.0000015400	42734.258299	153.804994
0.0000015500	43209.697694	154.941749
0.0000015600	43673.903853	156.002136
0.0000015700	44126.018665	156.989383
0.0000015800	44569.623327	157.919794
0.0000015900	45001.518780	158.816938
0.0000016000	45419.354945	159.703320
0.0000016100	45824.070040	160.592619
0.0000016200	46217.149166	161.485247
0.0000016300	46598.640375	162.368725
0.0000016400	46966.923544	163.222552
0.0000016500	47321.023866	164.025663
0.0000016600	47663.419576	164.763724
0.0000016700	47993.703344	165.433715
0.0000016800	48306.678447	166.044367
0.0000016900	48605.939811	166.612595
0.0000017000	48894.443913	167.157479
0.0000017100	49170.760564	167.694084
0.0000017200	49433.528223	168.229291
0.0000017300	49681.813269	168.760849
0.0000017400	49917.535590	169.279608
0.0000017500	50141.438871	169.773731
0.0000017600	50353.726778	170.233111
0.0000017700	50551.975990	170.652409
0.0000017800	50735.408500	171.031844
0.0000017900	50905.106679	171.375858
0.0000018000	51060.642603	171.690584
0.0000018100	51201.920172	171.981311
0.0000018200	51329.873005	172.250918
0.0000018300	51445.324894	172.499633
0.0000018400	51548.875370	172.725778
0.0000018500	51637.801348	172.926828
0.0000018600	51712.141747	173.100120
0.0000018700	51774.470902	173.242974
0.0000018800	51824.408943	173.352524
0.0000018900	51859.715622	173.425858
0.0000019000	51878.461916	173.460981
0.0000019100	51884.801100	173.458590
0.0000019200	51879.872726	173.423976
0.0000019300	51860.619620	173.367829
0.0000019400	51827.387331	173.304770
0.0000019500	51782.974453	173.249119
0.0000019600	51726.811180	173.208591
0.0000019700	51659.135499	173.177827
0.0000019800	51577.045848	173.134417
0.0000019900	51480.663520	173.039825
0.0000020000	51374.333990	172.846360
0.0000020100	51254.334175	172.509319
0.0000020200	51107.762668	172.001316
0.0000020300	50934.683575	171.324451
0.0000020400	50749.046354	170.515941
0.0000020500	50552.999688	169.644361
0.0000020600	50352.795212	168.796357
0.0000020700	50152.284105	168.056765
0.0000020800	49933.514656	167.487465
0.0000020900	49695.853068	167.111111
0.0000021000	49454.257929	166.904753
0.0000021100	49192.523476	166.805566
0.0000021200	48917.276681	166.727227
0.0000021300	48634.135265	166.582236
0.0000021400	48329.884325	166.303647
0.0000021500	48019.825727	165.859925
0.0000021600	47693.435539	165.258929
0.0000021700	47350.517021	164.540494
0.0000021800	46998.216512	163.760660
