Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51711.148919	-352.962915
0.0000000100	-51699.913335	-353.140842
0.0000000200	-51673.216827	-353.371498
0.0000000300	-51632.418931	-353.610490
0.0000000400	-51580.403296	-353.795121
0.0000000500	-51516.230405	-353.863539
0.0000000600	-51440.065441	-353.773487
0.0000000700	-51349.525217	-353.514127
0.0000000800	-51244.520081	-353.106800
0.0000000900	-51122.326655	-352.594478
0.0000001000	-50978.287256	-352.023735
0.0000001100	-50822.105335	-351.425721
0.0000001200	-50658.226110	-350.803056
0.0000001300	-50482.458590	-350.127473
0.0000001400	-50295.421137	-349.349301
0.0000001500	-50089.633214	-348.415689
0.0000001600	-49870.131375	-347.291381
0.0000001700	-49650.337240	-345.974915
0.0000001800	-49415.751516	-344.504612
0.0000001900	-49158.437406	-342.952141
0.0000002000	-48888.286881	-341.405590
0.0000002100	-48603.487225	-339.947344
0.0000002200	-48307.729579	-338.633667
0.0000002300	-48006.794751	-337.482121
0.0000002400	-47692.192069	-336.470227
0.0000002500	-47355.091893	-335.545079
0.0000002600	-47001.629956	-334.640231
0.0000002700	-46634.694205	-333.694187
0.0000002800	-46254.903006	-332.664854
0.0000002900	-45870.661676	-331.536115
0.0000003000	-45474.328797	-330.315623
0.0000003100	-45066.164727	-329.025806
0.0000003200	-44647.504449	-327.692034
0.0000003300	-44208.295717	-326.332266
0.0000003400	-43761.140367	-324.951412
0.0000003500	-43305.569874	-323.541547
0.0000003600	-42836.870059	-322.086897
0.0000003700	-42359.425345	-320.570987
0.0000003800	-41865.825814	-318.982941
0.0000003900	-41357.332137	-317.320669
0.0000004000	-40839.706700	-315.590175
0.0000004100	-40314.379047	-313.801787
0.0000004200	-39775.317834	-311.965227
0.0000004300	-39225.567590	-310.085595
0.0000004400	-38667.392992	-308.161746
0.0000004500	-38096.206973	-306.187387
0.0000004600	-37516.833011	-304.154069
0.0000004700	-36924.442717	-302.054594
0.0000004800	-36320.084296	-299.885318
0.0000004900	-35708.255162	-297.646482
0.0000005000	-35084.551855	-295.340624
0.0000005100	-34451.188079	-292.969932
0.0000005200	-33809.272835	-290.533830
0.0000005300	-33155.875191	-288.027892
0.0000005400	-32493.959239	-285.444560
0.0000005500	-31827.031288	-282.775356
0.0000005600	-31151.532834	-280.013654
0.0000005700	-30466.614624	-277.156879
0.0000005800	-29774.867398	-274.207273
0.0000005900	-29076.145009	-271.170968
0.0000006000	-28368.295160	-268.055785
0.0000006100	-27652.658353	-264.868623
0.0000006200	-26931.009236	-261.613371
0.0000006300	-26201.657904	-258.290001
0.0000006400	-25463.948535	-254.894938
0.0000006500	-24719.415061	-251.422325
0.0000006600	-23969.827218	-247.865517
0.0000006700	-23213.858628	-244.218174
0.0000006800	-22449.140228	-240.474658
0.0000006900	-21679.022968	-236.629810
0.0000007000	-20901.444207	-232.678537
0.0000007100	-20115.795404	-228.615647
0.0000007200	-19323.799012	-224.436212
0.0000007300	-18523.699419	-220.136351
0.0000007400	-17717.106089	-215.714033
0.0000007500	-16906.430457	-211.169377
0.0000007600	-16094.966977	-206.504065
0.0000007700	-15280.902933	-201.719890
0.0000007800	-14460.920533	-196.816873
0.0000007900	-13634.519926	-191.791655
0.0000008000	-12804.881968	-186.636854
0.0000008100	-11974.630558	-181.341758
0.0000008200	-11142.260011	-175.894189
0.0000008300	-10306.557549	-170.282897
0.0000008400	-9466.848313	-164.499557
0.0000008500	-8624.109280	-158.539589
0.0000008600	-7778.864249	-152.401380
0.0000008700	-6932.330908	-146.084117
0.0000008800	-6086.236624	-139.584917
0.0000008900	-5239.146327	-132.896122
0.0000009000	-4390.333578	-126.003507
0.0000009100	-3539.732058	-118.885672
0.0000009200	-2687.086931	-111.514388
0.0000009300	-1834.107136	-103.855377
0.0000009400	-981.349019	-95.868967
0.0000009500	-129.114700	-87.510537
0.0000009600	722.067112	-78.731157
0.0000009700	1572.125799	-69.479333
0.0000009800	2423.340770	-59.704797
0.0000009900	3275.617460	-49.364844
0.0000010000	4125.808172	-38.432774
