Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51789.594028	-258.492018
0.0000000100	-51777.040093	-258.388182
0.0000000200	-51749.947975	-258.211374
0.0000000300	-51711.855609	-258.014298
0.0000000400	-51661.594488	-257.852565
0.0000000500	-51598.539861	-257.765125
0.0000000600	-51523.550180	-257.759371
0.0000000700	-51434.674837	-257.806502
0.0000000800	-51331.289079	-257.849254
0.0000000900	-51208.406485	-257.819805
0.0000001000	-51063.157807	-257.662021
0.0000001100	-50905.717213	-257.350564
0.0000001200	-50743.144408	-256.900330
0.0000001300	-50570.931930	-256.362904
0.0000001400	-50385.569614	-255.811076
0.0000001500	-50180.897884	-255.316491
0.0000001600	-49962.849524	-254.927689
0.0000001700	-49746.055276	-254.655596
0.0000001800	-49512.744511	-254.470873
0.0000001900	-49255.228124	-254.313514
0.0000002000	-48986.519417	-254.111129
0.0000002100	-48704.128679	-253.799665
0.0000002200	-48408.599661	-253.339979
0.0000002300	-48103.377739	-252.725430
0.0000002400	-47784.304875	-251.978999
0.0000002500	-47444.504182	-251.141961
0.0000002600	-47092.166801	-250.258724
0.0000002700	-46729.507156	-249.363203
0.0000002800	-46352.795243	-248.470938
0.0000002900	-45972.792959	-247.578718
0.0000003000	-45576.341252	-246.670598
0.0000003100	-45165.300434	-245.727111
0.0000003200	-44747.979713	-244.733768
0.0000003300	-44310.310655	-243.685759
0.0000003400	-43864.903908	-242.587629
0.0000003500	-43410.329541	-241.448883
0.0000003600	-42937.679057	-240.277950
0.0000003700	-42454.646125	-239.077348
0.0000003800	-41961.758332	-237.842090
0.0000003900	-41454.311540	-236.561776
0.0000004000	-40932.532499	-235.225223
0.0000004100	-40403.841850	-233.825426
0.0000004200	-39864.370791	-232.362658
0.0000004300	-39316.597476	-230.844382
0.0000004400	-38760.517298	-229.282133
0.0000004500	-38188.114935	-227.686770
0.0000004600	-37605.552265	-226.064188
0.0000004700	-37011.790366	-224.413274
0.0000004800	-36408.849245	-222.726884
0.0000004900	-35799.674501	-220.995271
0.0000005000	-35179.159385	-219.210368
0.0000005100	-34544.955285	-217.368975
0.0000005200	-33901.888967	-215.473459
0.0000005300	-33251.552406	-213.529677
0.0000005400	-32592.295789	-211.543114
0.0000005500	-31928.645086	-209.515007
0.0000005600	-31257.275250	-207.440318
0.0000005700	-30573.699636	-205.308584
0.0000005800	-29879.822574	-203.107455
0.0000005900	-29179.124159	-200.827514
0.0000006000	-28472.566964	-198.466320
0.0000006100	-27759.748377	-196.029863
0.0000006200	-27038.016687	-193.530600
0.0000006300	-26310.595127	-190.982667
0.0000006400	-25576.303631	-188.396044
0.0000006500	-24829.898916	-185.771997
0.0000006600	-24077.151810	-183.101664
0.0000006700	-23319.112839	-180.368491
0.0000006800	-22554.766196	-177.553681
0.0000006900	-21784.484423	-174.642600
0.0000007000	-21003.357448	-171.629654
0.0000007100	-20212.956389	-168.519698
0.0000007200	-19417.564260	-165.325389
0.0000007300	-18617.627647	-162.061462
0.0000007400	-17814.164660	-158.738163
0.0000007500	-17008.612224	-155.356401
0.0000007600	-16201.743188	-151.906528
0.0000007700	-15391.000702	-148.371224
0.0000007800	-14574.593809	-144.731343
0.0000007900	-13752.457719	-140.972360
0.0000008000	-12926.198269	-137.088847
0.0000008100	-12098.483379	-133.085145
0.0000008200	-11267.762749	-128.971941
0.0000008300	-10434.159008	-124.760104
0.0000008400	-9599.585743	-120.454267
0.0000008500	-8762.277461	-116.048766
0.0000008600	-7921.077217	-111.527627
0.0000008700	-7076.230271	-106.868656
0.0000008800	-6228.909778	-102.049968
0.0000008900	-5378.731638	-97.056199
0.0000009000	-4526.820382	-91.881633
0.0000009100	-3672.567466	-86.528554
0.0000009200	-2815.056595	-81.000992
0.0000009300	-1958.563833	-75.295868
0.0000009400	-1101.529620	-69.394798
0.0000009500	-243.347717	-63.259836
0.0000009600	611.613255	-56.835323
0.0000009700	1464.746249	-50.056046
0.0000009800	2320.082065	-42.859837
0.0000009900	3174.735290	-35.201304
0.0000010000	4027.243530	-27.062977
0.0000010100	4879.191810	-18.461062
0.0000010200	5727.983951	-9.444675
0.0000010300	6573.455650	-0.089365
0.0000010400	7417.994847	9.512710
0.0000010500	8259.910100	19.263069
0.0000010600	9098.083788	29.065161
0.0000010700	9933.915816	38.829322
0.0000010800	10765.659203	48.474580
0.0000010900	11594.063637	57.928542
0.0000011000	12421.218565	67.126970
0.0000011100	13246.066552	76.014250
0.0000011200	14067.985149	84.545089
0.0000011300	14887.525062	92.686797
0.0000011400	15705.132877	100.420995
0.0000011500	16518.867242	107.743617
0.0000011600	17327.497162	114.662757
0.0000011700	18132.133305	121.194776
0.0000011800	18930.348402	127.359853
0.0000011900	19722.480274	133.178379
0.0000012000	20510.599857	138.669239
0.0000012100	21293.399806	143.850165
0.0000012200	22070.639467	148.739442
0.0000012300	22840.664421	153.357682
0.0000012400	23602.225161	157.728374
0.0000012500	24359.000764	161.876588
0.0000012600	25112.659556	165.826138
0.0000012700	25856.993377	169.596408
0.0000012800	26589.112164	173.200359
0.0000012900	27314.599324	176.644896
0.0000013000	28033.394714	179.933788
0.0000013100	28743.267744	183.072168
0.0000013200	29446.088023	186.070775
0.0000013300	30140.733326	188.947931
0.0000013400	30826.625179	191.728018
0.0000013500	31503.587720	194.436537
0.0000013600	32170.695400	197.093331
0.0000013700	32830.002946	199.706525
0.0000013800	33482.470627	202.269771
0.0000013900	34127.584763	204.764325
0.0000014000	34763.973216	207.165749
0.0000014100	35388.743620	209.453192
0.0000014200	36003.633699	211.618011
0.0000014300	36610.161380	213.668500
0.0000014400	37207.796772	215.628719
0.0000014500	37796.829112	217.531503
0.0000014600	38372.542704	219.407941
0.0000014700	38935.846887	221.277009
0.0000014800	39489.867731	223.139177
0.0000014900	40033.529287	224.976460
0.0000015000	40568.037086	226.759085
0.0000015100	41092.037503	228.456477
0.0000015200	41604.075099	230.048632
0.0000015300	42106.063461	231.533686
0.0000015400	42596.815569	232.928877
0.0000015500	43077.004760	234.264503
0.0000015600	43543.933041	235.573089
0.0000015700	43996.593865	236.877838
0.0000015800	44439.365107	238.184676
0.0000015900	44871.693759	239.480923
0.0000016000	45294.074991	240.741064
0.0000016100	45702.103158	241.937411
0.0000016200	46096.153104	243.051534
0.0000016300	46479.846066	244.082033
0.0000016400	46852.397637	245.045594
0.0000016500	47212.303796	245.970852
0.0000016600	47557.792100	246.887392
0.0000016700	47891.095440	247.814122
0.0000016800	48212.202258	248.751574
0.0000016900	48518.937500	249.681210
0.0000017000	48811.423796	250.572134
0.0000017100	49089.698170	251.392736
0.0000017200	49356.150864	252.122824
0.0000017300	49610.687017	252.761560
0.0000017400	49849.983884	253.328055
0.0000017500	50076.049913	253.854297
0.0000017600	50291.020830	254.373063
0.0000017700	50494.028927	254.905455
0.0000017800	50681.788482	255.452915
0.0000017900	50856.400501	255.996888
0.0000018000	51020.384812	256.506374
0.0000018100	51169.979035	256.950495
0.0000018200	51302.869276	257.311181
0.0000018300	51420.615094	257.590922
0.0000018400	51526.791446	257.812354
0.0000018500	51620.079428	258.009608
0.0000018600	51696.980433	258.214576
0.0000018700	51759.951799	258.443424
0.0000018800	51810.932577	258.688751
0.0000018900	51849.809393	258.920836
0.0000019000	51873.988371	259.097985
0.0000019100	51884.788417	259.182470
0.0000019200	51884.801100	259.156182
0.0000019300	51872.709820	259.029958
0.0000019400	51844.800781	258.842618
0.0000019500	51800.122969	258.649420
0.0000019600	51745.201547	258.503578
0.0000019700	51680.267914	258.437223
0.0000019800	51601.624481	258.448654
0.0000019900	51510.150518	258.500763
0.0000020000	51407.639282	258.531676
0.0000020100	51292.304468	258.474401
0.0000020200	51151.405801	258.278996
0.0000020300	50983.242538	257.929779
0.0000020400	50803.326995	257.451669
0.0000020500	50612.959606	256.903384
0.0000020600	50413.010384	256.359640
0.0000020700	50214.100085	255.888180
0.0000020800	50003.321871	255.529085
0.0000020900	49767.412485	255.282960
0.0000021000	49525.165314	255.111470
0.0000021100	49266.413186	254.949587
0.0000021200	48991.241664	254.725118
0.0000021300	48714.075557	254.378974
0.0000021400	48415.748937	253.879838
0.0000021500	48108.629498	253.229135
0.0000021600	47790.447365	252.455722
0.0000021700	47451.585984	251.603107
0.0000021800	47101.333304	250.714187
0.0000021900	46738.034904	249.818732
0.0000022000	46368.114132	248.927346
0.0000022100	45982.195131	248.032876
0.0000022200	45587.228794	247.117596
0.0000022300	45179.707301	246.162595
0.0000022400	44750.340358	245.155555
0.0000022500	44316.313212	244.094225
0.0000022600	43869.936843	242.984916
0.0000022700	43414.642720	241.837428
0.0000022800	42947.651895	240.659064
0.0000022900	42462.642791	239.450466
0.0000023000	41969.051451	238.204967
0.0000023100	41460.218521	236.911483
0.0000023200	40943.430410	235.559449
0.0000023300	40415.572653	234.143503
0.0000023400	39874.810317	232.665854
0.0000023500	39325.220485	231.135372
0.0000023600	38764.637356	229.563886
0.0000023700	38192.408411	227.961354
0.0000023800	37602.466633	226.331996
0.0000023900	37004.812631	224.672984
0.0000024000	36399.691709	222.976134
0.0000024100	35785.481820	221.231731
0.0000024200	35162.462946	219.432705
0.0000024300	34526.444632	217.577295
0.0000024400	33882.748814	215.669032
0.0000024500	33229.906191	213.714076
0.0000024600	32566.762120	211.717169
0.0000024700	31898.758865	209.678066
0.0000024800	31225.472999	207.590175
0.0000024900	30542.126339	205.442146
0.0000025000	29849.065960	203.221906
0.0000025100	29148.251728	200.921478
0.0000025200	28440.326905	198.540521
0.0000025300	27724.273386	196.086959
0.0000025400	27000.896392	193.574194
0.0000025500	26271.986877	191.015862
0.0000025600	25532.995753	188.420093
0.0000025700	24782.798447	185.785603
0.0000025800	24027.154228	183.101235
0.0000025900	23266.778104	180.349286
0.0000026000	22499.589884	177.511416
0.0000026100	21726.859888	174.574905
0.0000026200	20949.407242	171.536799
0.0000026300	20166.970480	168.404301
0.0000026400	19378.151999	165.191200
0.0000026500	18581.084494	161.911701
0.0000026600	17776.860120	158.574053
0.0000026700	16969.884522	155.176473
0.0000026800	16161.321599	151.706979
0.0000026900	15347.223853	148.147176
0.0000027000	14526.762900	144.478504
0.0000027100	13703.867727	140.688422
0.0000027200	12878.172747	136.774047
0.0000027300	12049.594657	132.741771
0.0000027400	11219.047445	128.602960
0.0000027500	10386.232620	124.367476
0.0000027600	9551.599072	120.037618
0.0000027700	8712.138756	115.604972
0.0000027800	7868.573593	111.051491
0.0000027900	7023.647852	106.354406
0.0000028000	6178.208430	101.492958
0.0000028100	5329.818802	96.454073
0.0000028200	4477.444653	91.234387
0.0000028300	3624.866873	85.837356
0.0000028400	2770.729536	80.266096
0.0000028500	1915.921167	74.514370
0.0000028600	1062.429398	68.559086
0.0000028700	208.218014	62.357438
0.0000028800	-647.131805	55.850394
0.0000028900	-1501.771265	48.972211
0.0000029000	-2356.038184	41.663670
0.0000029100	-3210.483270	33.885486
0.0000029200	-4063.452101	25.628321
0.0000029300	-4912.845974	16.916932
0.0000029400	-5756.575441	7.807828
0.0000029500	-6598.870284	-1.618300
0.0000029600	-7440.614421	-11.266794
0.0000029700	-8281.611175	-21.039000
0.0000029800	-9120.078847	-30.839759
0.0000029900	-9953.796103	-40.581513
0.0000030000	-10786.721999	-50.185484
0.0000030100	-11617.248395	-59.581339
0.0000030200	-12444.900937	-68.706900
0.0000030300	-13269.325596	-77.508936
0.0000030400	-14089.661615	-85.945090
0.0000030500	-14908.178911	-93.986141
0.0000030600	-15723.345694	-101.617371
0.0000030700	-16533.706525	-108.838038
0.0000030800	-17340.811706	-115.658713
0.0000030900	-18145.966277	-122.097120
0.0000031000	-18945.632305	-128.173766
0.0000031100	-19737.664806	-133.908743
0.0000031200	-20522.484902	-139.320544
0.0000031300	-21301.286565	-144.426850
0.0000031400	-22074.937503	-149.246392
0.0000031500	-22841.878160	-153.800517
0.0000031600	-23603.612557	-158.113305
0.0000031700	-24359.076307	-162.209815
0.0000031800	-25110.182995	-166.113033
0.0000031900	-25856.837760	-169.840845
0.0000032000	-26591.302955	-173.404558
0.0000032100	-27315.906337	-176.809932
0.0000032200	-28033.315826	-180.060630
0.0000032300	-28741.150434	-183.162847
0.0000032400	-29442.295577	-186.129154
0.0000032500	-30138.812933	-188.979679
0.0000032600	-30825.894247	-191.739658
0.0000032700	-31500.825319	-194.433830
0.0000032800	-32168.134423	-197.079587
0.0000032900	-32828.369962	-199.681521
0.0000033000	-33480.337964	-202.229791
0.0000033100	-34126.241253	-204.703452
0.0000033200	-34765.732753	-207.078060
0.0000033300	-35392.055903	-209.335107
0.0000033400	-36007.351037	-211.469954
0.0000033500	-36616.581457	-213.495193
0.0000033600	-37216.068087	-215.437922
0.0000033700	-37806.299144	-217.331593
0.0000033800	-38386.423127	-219.205140
0.0000033900	-38953.510646	-221.073288
0.0000034000	-39508.346108	-222.931613
0.0000034100	-40050.117337	-224.758333
0.0000034200	-40580.319101	-226.522355
0.0000034300	-41100.675260	-228.194763
0.0000034400	-41611.019207	-229.759603
0.0000034500	-42112.227909	-231.219986
0.0000034600	-42603.012532	-232.597225
0.0000034700	-43084.215322	-233.923294
0.0000034800	-43550.951673	-235.229401
0.0000034900	-44003.196121	-236.534951
0.0000035000	-44446.990218	-237.841053
0.0000035100	-44879.677645	-239.131027
0.0000035200	-45298.123078	-240.377709
0.0000035300	-45701.937769	-241.554723
0.0000035400	-46094.696677	-242.647398
0.0000035500	-46476.733013	-243.659050
0.0000035600	-46846.096170	-244.610177
0.0000035700	-47200.099713	-245.530788
0.0000035800	-47540.321712	-246.448808
0.0000035900	-47871.054437	-247.379035
0.0000036000	-48191.036824	-248.316992
0.0000036100	-48496.684658	-249.240168
0.0000036200	-48787.532840	-250.116292
0.0000036300	-49065.971614	-250.915562
0.0000036400	-49331.915374	-251.622131
0.0000036500	-49585.139674	-252.240412
0.0000036600	-49824.198330	-252.793659
0.0000036700	-50048.933994	-253.315294
0.0000036800	-50261.063572	-253.836244
0.0000036900	-50459.717051	-254.373182
0.0000037000	-50643.580134	-254.922250
0.0000037100	-50814.399800	-255.460811
0.0000037200	-50973.592162	-255.956618
0.0000037300	-51120.932774	-256.380921
0.0000037400	-51252.446371	-256.720347
0.0000037500	-51366.827911	-256.982810
0.0000037600	-51464.533237	-257.194905
0.0000037700	-51548.933677	-257.391580
0.0000037800	-51623.407513	-257.601924
0.0000037900	-51685.365519	-257.836628
0.0000038000	-51734.222269	-258.082208
0.0000038100	-51768.568604	-258.304679
0.0000038200	-51786.574241	-258.461745
0.0000038300	-51791.564230	-258.519265
