Unit:(mV)
                     CH1         CH2
Frequency              ? 303.201 kHz
00001               0.20     9600.00
00002               0.20     9200.00
00003              -1.20     8800.00
00004               0.00     8400.00
00005               0.80     8000.00
00006              -1.00     7400.00
00007              -0.60     7200.00
00008               1.00     6800.00
00009              -0.60     6200.00
00010              -0.60     6000.00
00011               0.40     5400.00
00012              -0.40     4800.00
00013              -1.00     4400.00
00014              -0.20     4000.00
00015              -0.60     3600.00
00016              -0.60     3200.00
00017               0.20     2800.00
00018              -0.20     2400.00
00019              -0.40     2000.00
00020              -0.60     1600.00
00021              -0.20     1000.00
00022               0.00      600.00
00023              -0.20      200.00
00024               0.00     -200.00
00025               1.00     -600.00
00026               2.60    -1000.00
00027              -0.40    -1600.00
00028              -1.40    -1800.00
00029               1.20    -2000.00
00030               1.00    -2600.00
00031              -1.20    -3200.00
00032               2.20    -3400.00
00033              18.20    -3800.00
00034              25.00    -4800.00
00035             -25.00    -5200.00
00036             -25.00    -5600.00
00037              25.00    -6000.00
00038               4.60    -6400.00
00039             -25.00    -6400.00
00040              25.00    -6600.00
00041              25.00    -7600.00
00042             -25.00    -7200.00
00043              25.00    -8200.00
00044              25.00    -9000.00
00045             -25.00    -8800.00
00046             -10.20    -9600.00
00047              25.00    -9600.00
00048             -25.00   -10000.00
00049             -12.20   -10600.00
00050              25.00   -10800.00
00051              17.80   -11400.00
00052             -20.60   -11600.00
00053             -25.00   -12000.00
00054              25.00   -12800.00
00055              -7.00   -12800.00
00056             -25.00   -13200.00
00057              25.00   -13600.00
00058              11.80   -14000.00
00059             -16.60   -14600.00
00060             -17.40   -14600.00
00061              25.00   -15200.00
00062              -2.60   -15400.00
00063             -25.00   -15800.00
00064              25.00   -16200.00
00065               1.80   -16200.00
00066             -18.20   -16800.00
00067               7.60   -17000.00
00068               6.00   -17200.00
00069              -9.40   -17400.00
00070               1.00   -17800.00
00071               9.20   -18000.00
00072              -4.60   -18400.00
00073               0.00   -18600.00
00074               1.20   -19000.00
00075              -1.40   -19200.00
00076              -0.40   -19400.00
00077              -0.40   -19600.00
00078               1.20   -20000.00
00079               1.80   -20200.00
00080              -0.20   -20400.00
00081              -2.20   -20600.00
00082               3.60   -21000.00
00083              -4.60   -21000.00
00084              -1.40   -21200.00
00085               6.00   -21200.00
00086              -3.60   -21600.00
00087              -0.20   -21600.00
00088               3.80   -21800.00
00089              -3.00   -21800.00
00090              -2.60   -22000.00
00091               3.60   -22000.00
00092              -0.60   -22400.00
00093              -3.00   -22400.00
00094               3.00   -22600.00
00095               0.40   -22600.00
00096              -3.00   -22800.00
00097               0.40   -22800.00
00098               1.40   -22800.00
00099              -1.20   -22800.00
00100              -0.40   -22800.00
00101               0.60   -23200.00
00102               0.80   -23000.00
00103              -1.40   -23000.00
00104              -0.60   -23200.00
00105               1.20   -23200.00
00106              -1.00   -23200.00
00107              -0.60   -23200.00
00108               0.40   -23200.00
00109               1.00   -23200.00
00110              -0.60   -23200.00
00111              -0.80   -23000.00
00112               1.20   -23000.00
00113              -0.20   -23000.00
00114              -1.20   -22800.00
00115               0.40   -22800.00
00116               0.60   -22800.00
00117              -0.40   -22600.00
