Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51868.291987	-724.132321
0.0000000100	-51846.763031	-724.143433
0.0000000200	-51796.490947	-723.900749
0.0000000300	-51731.972307	-723.334318
0.0000000400	-51657.503325	-722.460180
0.0000000500	-51568.917591	-721.388981
0.0000000600	-51464.847599	-720.286435
0.0000000700	-51343.732145	-719.299048
0.0000000800	-51205.804070	-718.477824
0.0000000900	-51045.499910	-717.737801
0.0000001000	-50846.632083	-716.878333
0.0000001100	-50615.854780	-715.662670
0.0000001200	-50375.252143	-713.927018
0.0000001300	-50119.079383	-711.672302
0.0000001400	-49841.275789	-709.095028
0.0000001500	-49557.761752	-706.537041
0.0000001600	-49254.817511	-704.367993
0.0000001700	-48921.046937	-702.844409
0.0000001800	-48577.713423	-702.001578
0.0000001900	-48229.122774	-701.623189
0.0000002000	-47857.004202	-701.302923
0.0000002100	-47469.555933	-700.575085
0.0000002200	-47074.732976	-699.063782
0.0000002300	-46651.223207	-696.593723
0.0000002400	-46216.765819	-693.222875
0.0000002500	-45781.291195	-689.190019
0.0000002600	-45323.940516	-684.804284
0.0000002700	-44850.061579	-680.324583
0.0000002800	-44363.666237	-675.876488
0.0000002900	-43848.118397	-671.434104
0.0000003000	-43308.334517	-666.864891
0.0000003100	-42759.894311	-662.009673
0.0000003200	-42194.175800	-656.759008
0.0000003300	-41610.958519	-651.094011
0.0000003400	-41021.400961	-645.079678
0.0000003500	-40419.236335	-638.821495
0.0000003600	-39800.509105	-632.410926
0.0000003700	-39172.961400	-625.886635
0.0000003800	-38535.071156	-619.226849
0.0000003900	-37870.849288	-612.371239
0.0000004000	-37179.536160	-605.256724
0.0000004100	-36479.221233	-597.847180
0.0000004200	-35776.016738	-590.143119
0.0000004300	-35059.359672	-582.169676
0.0000004400	-34326.679175	-573.952865
0.0000004500	-33584.315525	-565.499010
0.0000004600	-32832.954872	-556.788729
0.0000004700	-32067.653994	-547.787546
0.0000004800	-31292.454294	-538.465580
0.0000004900	-30513.627356	-528.814110
0.0000005000	-29726.053431	-518.849347
0.0000005100	-28927.955644	-508.601495
0.0000005200	-28113.028065	-498.095705
0.0000005300	-27276.832296	-487.335946
0.0000005400	-26425.958633	-476.300825
0.0000005500	-25567.252180	-464.953404
0.0000005600	-24703.318143	-453.259062
0.0000005700	-23835.183348	-441.200961
0.0000005800	-22961.838141	-428.784260
0.0000005900	-22080.552311	-416.026789
0.0000006000	-21189.877280	-402.941820
0.0000006100	-20287.595245	-389.523320
0.0000006200	-19380.766980	-375.742932
0.0000006300	-18469.630123	-361.561437
0.0000006400	-17547.839602	-346.949175
0.0000006500	-16621.757661	-331.904373
0.0000006600	-15690.124632	-316.458770
0.0000006700	-14753.389026	-300.666268
0.0000006800	-13812.055671	-284.579310
0.0000006900	-12866.788748	-268.224528
0.0000007000	-11918.882272	-251.590172
0.0000007100	-10964.760527	-234.632181
0.0000007200	-10008.374253	-217.296388
0.0000007300	-9050.586128	-199.546001
0.0000007400	-8081.325598	-181.380692
0.0000007500	-7097.801339	-162.837808
0.0000007600	-6114.147276	-143.975460
0.0000007700	-5129.255513	-124.846637
0.0000007800	-4139.726858	-105.478320
0.0000007900	-3155.624283	-85.867103
0.0000008000	-2173.729922	-65.994396
0.0000008100	-1190.575891	-45.854009
0.0000008200	-208.487829	-25.478285
0.0000008300	774.281587	-4.949176
0.0000008400	1759.337501	15.612113
0.0000008500	2746.800124	36.072834
0.0000008600	3736.130283	56.321206
0.0000008700	4717.524612	76.288971
