Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51830.436127	-755.402363
0.0000000100	-51812.931690	-755.442906
0.0000000200	-51772.144993	-755.363573
0.0000000300	-51714.179414	-755.110941
0.0000000400	-51643.364560	-754.652089
0.0000000500	-51558.159066	-753.998981
0.0000000600	-51462.263123	-753.212959
0.0000000700	-51352.039763	-752.383196
0.0000000800	-51223.352479	-751.586084
0.0000000900	-51075.468180	-750.843891
0.0000001000	-50890.706153	-750.104232
0.0000001100	-50670.018793	-749.254414
0.0000001200	-50434.453210	-748.169001
0.0000001300	-50186.705933	-746.772133
0.0000001400	-49910.638758	-745.086346
0.0000001500	-49608.874177	-743.242546
0.0000001600	-49294.813415	-741.441067
0.0000001700	-48968.134639	-739.875256
0.0000001800	-48632.127924	-738.647132
0.0000001900	-48290.698515	-737.710736
0.0000002000	-47929.685892	-736.869294
0.0000002100	-47546.715357	-735.830787
0.0000002200	-47160.892212	-734.302051
0.0000002300	-46753.584494	-732.084932
0.0000002400	-46325.063914	-729.136732
0.0000002500	-45890.028698	-725.571856
0.0000002600	-45432.583862	-721.605944
0.0000002700	-44951.407345	-717.467058
0.0000002800	-44458.975324	-713.310783
0.0000002900	-43952.344621	-709.172345
0.0000003000	-43425.784954	-704.971400
0.0000003100	-42884.307758	-700.562110
0.0000003200	-42326.023633	-695.802962
0.0000003300	-41750.907518	-690.614953
0.0000003400	-41166.912884	-685.005045
0.0000003500	-40575.234204	-679.049389
0.0000003600	-39969.716835	-672.849074
0.0000003700	-39340.711005	-666.481812
0.0000003800	-38688.024758	-659.971882
0.0000003900	-38025.136789	-653.289395
0.0000004000	-37357.186120	-646.374807
0.0000004100	-36675.910552	-639.173052
0.0000004200	-35977.956786	-631.658971
0.0000004300	-35266.704325	-623.842220
0.0000004400	-34540.996857	-615.751656
0.0000004500	-33805.781453	-607.409803
0.0000004600	-33066.904022	-598.812340
0.0000004700	-32317.721195	-589.923744
0.0000004800	-31554.288422	-580.690916
0.0000004900	-30771.080478	-571.066913
0.0000005000	-29967.854144	-561.031804
0.0000005100	-29156.584911	-550.599685
0.0000005200	-28340.201715	-539.808434
0.0000005300	-27513.860017	-528.697870
0.0000005400	-26675.774088	-517.287711
0.0000005500	-25826.548287	-505.566377
0.0000005600	-24968.508334	-493.495659
0.0000005700	-24101.101135	-481.028011
0.0000005800	-23225.431735	-468.126981
0.0000005900	-22344.443313	-454.780296
0.0000006000	-21456.888991	-440.999529
0.0000006100	-20563.513818	-426.807591
0.0000006200	-19667.479134	-412.221530
0.0000006300	-18769.928147	-397.240094
0.0000006400	-17861.531772	-381.842453
0.0000006500	-16933.450798	-365.998129
0.0000006600	-15993.035481	-349.682231
0.0000006700	-15048.585040	-332.887517
0.0000006800	-14098.956270	-315.626941
0.0000006900	-13143.430324	-297.925797
0.0000007000	-12181.389742	-279.808225
0.0000007100	-11215.160243	-261.285728
0.0000007200	-10246.258133	-242.353855
0.0000007300	-9271.034485	-222.998455
0.0000007400	-8294.654528	-203.207477
0.0000007500	-7321.294076	-182.981396
0.0000007600	-6343.217819	-162.336414
0.0000007700	-5358.871289	-141.299093
0.0000007800	-4372.905926	-119.896416
0.0000007900	-3385.424260	-98.148326
0.0000008000	-2396.015031	-76.068796
0.0000008100	-1407.094529	-53.676809
0.0000008200	-417.235879	-31.012679
0.0000008300	575.025960	-8.151314
0.0000008400	1566.850336	14.795599
0.0000008500	2557.107144	37.691736
0.0000008600	3543.881923	60.399082
0.0000008700	4525.889631	82.802737
0.0000008800	5505.404724	104.827429
0.0000008900	6487.245537	126.439278
0.0000009000	7472.452748	147.633140
0.0000009100	8453.715406	168.412411
0.0000009200	9430.197892	188.771213
0.0000009300	10401.206420	208.686962
0.0000009400	11366.124672	228.125635
0.0000009500	12326.057695	247.055448
0.0000009600	13285.708190	265.460689
0.0000009700	14244.240540	283.347914
0.0000009800	15193.881269	300.741305
0.0000009900	16135.953582	317.670040
0.0000010000	17065.986036	334.154833
0.0000010100	17980.856598	350.201075
0.0000010200	18884.047295	365.802115
0.0000010300	19780.004511	380.950476
0.0000010400	20673.469111	395.650219
0.0000010500	21562.269170	409.922933
0.0000010600	22446.263995	423.803242
0.0000010700	23326.596794	437.325598
0.0000010800	24200.170593	450.509137
0.0000010900	25064.621510	463.348898
0.0000011000	25919.255759	475.818703
0.0000011100	26762.903930	487.885036
0.0000011200	27592.957776	499.525460
0.0000011300	28413.541847	510.742508
0.0000011400	29228.793795	521.566095
0.0000011500	30037.428578	532.043229
0.0000011600	30839.419992	542.220158
0.0000011700	31627.572717	552.125887
0.0000011800	32395.950272	561.765049
0.0000011900	33146.673320	571.123116
0.0000012000	33886.218332	580.180429
0.0000012100	34616.678625	588.927013
