Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51849.025465	-649.150727
0.0000000100	-51825.951394	-649.161092
0.0000000200	-51775.293009	-648.941096
0.0000000300	-51711.276289	-648.475543
0.0000000400	-51637.497417	-647.814322
0.0000000500	-51548.138386	-647.059467
0.0000000600	-51447.634404	-646.323825
0.0000000700	-51335.113912	-645.678164
0.0000000800	-51204.632073	-645.111423
0.0000000900	-51051.160490	-644.525534
0.0000001000	-50858.075729	-643.772230
0.0000001100	-50630.430894	-642.720129
0.0000001200	-50390.794258	-641.324789
0.0000001300	-50132.619353	-639.669775
0.0000001400	-49850.255977	-637.956387
0.0000001500	-49560.380894	-636.440137
0.0000001600	-49254.856059	-635.335021
0.0000001700	-48923.608415	-634.722122
0.0000001800	-48583.621718	-634.499862
0.0000001900	-48238.606625	-634.398236
0.0000002000	-47873.842182	-634.054564
0.0000002100	-47496.480398	-633.123748
0.0000002200	-47108.767186	-631.382209
0.0000002300	-46692.442649	-628.787315
0.0000002400	-46258.954818	-625.472057
0.0000002500	-45816.367614	-621.680397
0.0000002600	-45348.564930	-617.671231
0.0000002700	-44867.571718	-613.629261
0.0000002800	-44377.057663	-609.615380
0.0000002900	-43860.722587	-605.570845
0.0000003000	-43330.562823	-601.366728
0.0000003100	-42789.458445	-596.872892
0.0000003200	-42230.196293	-592.015692
0.0000003300	-41654.237203	-586.801990
0.0000003400	-41065.852488	-581.304021
0.0000003500	-40470.381446	-575.617155
0.0000003600	-39867.697246	-569.812940
0.0000003700	-39249.138248	-563.909135
0.0000003800	-38604.856442	-557.868201
0.0000003900	-37939.201179	-551.621431
0.0000004000	-37261.836398	-545.104446
0.0000004100	-36572.315921	-538.286161
0.0000004200	-35870.439413	-531.178345
0.0000004300	-35157.066077	-523.823453
0.0000004400	-34430.493771	-516.268905
0.0000004500	-33692.649682	-508.541608
0.0000004600	-32945.338078	-500.634952
0.0000004700	-32190.616890	-492.513290
0.0000004800	-31426.329974	-484.129964
0.0000004900	-30645.885978	-475.448773
0.0000005000	-29847.423395	-466.458139
0.0000005100	-29035.532885	-457.171807
0.0000005200	-28214.203480	-447.617172
0.0000005300	-27386.168243	-437.818235
0.0000005400	-26554.737163	-427.782182
0.0000005500	-25711.150387	-417.495827
0.0000005600	-24852.376301	-406.932631
0.0000005700	-23984.204294	-396.065600
0.0000005800	-23109.355075	-384.878898
0.0000005900	-22226.629919	-373.372343
0.0000006000	-21333.635281	-361.557267
0.0000006100	-20432.666493	-349.446797
0.0000006200	-19527.639081	-337.046322
0.0000006300	-18623.597705	-324.349277
0.0000006400	-17719.838613	-311.340105
0.0000006500	-16808.854008	-298.002252
0.0000006600	-15886.683479	-284.326456
0.0000006700	-14955.016815	-270.314717
0.0000006800	-14010.588915	-255.978017
0.0000006900	-13050.339546	-241.329358
0.0000007000	-12084.677374	-226.376295
0.0000007100	-11116.155305	-211.117210
0.0000007200	-10141.140097	-195.543444
0.0000007300	-9164.827948	-179.646037
0.0000007400	-8187.120648	-163.423360
0.0000007500	-7208.046815	-146.885449
0.0000007600	-6224.451915	-130.052782
0.0000007700	-5238.574039	-112.950398
0.0000007800	-4253.526748	-95.600902
0.0000007900	-3264.944427	-78.020656
0.0000008000	-2276.304866	-60.221845
0.0000008100	-1287.509854	-42.219987
0.0000008200	-297.728806	-24.043449
0.0000008300	692.375500	-5.740256
0.0000008400	1684.071383	12.621482
0.0000008500	2675.063512	30.960317
0.0000008600	3665.450101	49.192873
0.0000008700	4655.075698	67.245430
0.0000008800	5641.546761	85.061336
0.0000008900	6626.213556	102.602082
0.0000009000	7610.810757	119.842909
0.0000009100	8591.688858	136.766147
0.0000009200	9568.508334	153.356028
0.0000009300	10541.060407	169.597353
0.0000009400	11508.780510	185.477945
0.0000009500	12472.822485	200.992626
0.0000009600	13430.878647	216.145677
0.0000009700	14375.919910	230.949675
0.0000009800	15310.900471	245.420675
0.0000009900	16239.891309	259.571789
0.0000010000	17162.360386	273.408184
0.0000010100	18077.603952	286.925892
0.0000010200	18984.591083	300.115015
0.0000010300	19889.012954	312.965792
0.0000010400	20788.786926	325.474701
0.0000010500	21678.516462	337.647864
0.0000010600	22560.554131	349.500352
0.0000010700	23435.026765	361.051874
0.0000010800	24299.270892	372.320844
0.0000010900	25160.119174	383.319261
0.0000011000	26012.346791	394.050235
0.0000011100	26853.388484	404.508717
0.0000011200	27687.822559	414.684742
0.0000011300	28516.184963	424.567809
0.0000011400	29339.715397	434.150996
0.0000011500	30150.554188	443.433878
0.0000011600	30942.682993	452.423781
0.0000011700	31718.343815	461.135278
0.0000011800	32479.831983	469.587961
0.0000011900	33231.836371	477.802734
0.0000012000	33976.263370	485.797242
0.0000012100	34708.800691	493.581634
0.0000012200	35429.460689	501.156166
0.0000012300	36138.005966	508.511994
0.0000012400	36832.153544	515.635469
0.0000012500	37513.310931	522.514774
0.0000012600	38188.691285	529.146392
0.0000012700	38858.184039	535.538492
0.0000012800	39508.942099	541.709323
0.0000012900	40138.314346	547.680810
0.0000013000	40749.610768	553.469922
0.0000013100	41344.635632	559.081785
0.0000013200	41926.952588	564.508062
0.0000013300	42496.209758	569.731892
0.0000013400	43051.380134	574.737504
0.0000013500	43590.025287	579.520141
0.0000013600	44116.003506	584.091381
0.0000013700	44632.698281	588.476902
0.0000013800	45127.855703	592.707281
0.0000013900	45599.724833	596.805912
0.0000014000	46058.869790	600.779778
0.0000014100	46502.659631	604.617658
0.0000014200	46929.404569	608.296759
0.0000014300	47341.089029	611.794596
0.0000014400	47733.007873	615.100201
0.0000014500	48108.372876	618.219010
0.0000014600	48475.170542	621.168989
0.0000014700	48833.151117	623.970176
0.0000014800	49167.593648	626.633408
0.0000014900	49479.365782	629.154627
0.0000015000	49778.303176	631.518249
0.0000015100	50053.068364	633.708124
0.0000015200	50307.630202	635.720129
0.0000015300	50543.919790	637.568974
0.0000015400	50761.331586	639.284404
0.0000015500	50960.471131	640.897557
0.0000015600	51135.381232	642.423958
0.0000015700	51287.579963	643.852344
0.0000015800	51424.350074	645.146456
0.0000015900	51545.216769	646.260682
0.0000016000	51647.136079	647.162982
0.0000016100	51729.993527	647.853748
0.0000016200	51796.747222	648.370026
0.0000016300	51848.526299	648.771024
0.0000016400	51876.877897	649.110256
0.0000016500	51884.801100	649.407386
0.0000016600	51879.410855	649.634554
0.0000016700	51860.862612	649.726221
0.0000016800	51827.536175	649.610427
0.0000016900	51778.699172	649.248027
0.0000017000	51710.828926	648.660687
0.0000017100	51627.967796	647.931737
0.0000017200	51534.992637	647.175719
0.0000017300	51428.352152	646.487653
0.0000017400	51304.990019	645.894567
0.0000017500	51155.581822	645.333571
0.0000017600	50969.236272	644.670973
0.0000017700	50740.344143	643.759002
0.0000017800	50497.160972	642.508554
0.0000017900	50258.965222	640.946288
0.0000018000	49997.386879	639.227962
0.0000018100	49722.208893	637.596422
0.0000018200	49459.006443	636.295824
0.0000018300	49160.015950	635.473482
0.0000018400	48812.121013	635.108331
0.0000018500	48471.390439	634.996487
0.0000018600	48112.833171	634.802645
0.0000018700	47721.602043	634.160090
0.0000018800	47338.734005	632.782566
0.0000018900	46933.645038	630.546597
0.0000019000	46490.375107	627.514796
0.0000019100	46039.646797	623.894330
0.0000019200	45579.483502	619.949898
0.0000019300	45097.512926	615.906953
0.0000019400	44597.282452	611.882130
0.0000019500	44090.444361	607.864096
0.0000019600	43566.434533	603.745979
0.0000019700	43025.433129	599.389772
0.0000019800	42474.162243	594.692378
0.0000019900	41907.000295	589.625827
0.0000020000	41325.215605	584.238374
0.0000020100	40720.032056	578.621508
0.0000020200	40098.658896	572.862060
0.0000020300	39467.269920	567.002780
0.0000020400	38820.272164	561.028141
0.0000020500	38158.381737	554.878696
0.0000020600	37481.741735	548.483896
0.0000020700	36794.423137	541.795899
0.0000020800	36096.622368	534.808416
0.0000020900	35390.691997	527.553398
0.0000021000	34674.422552	520.079601
0.0000021100	33943.616223	512.425257
0.0000021200	33192.479711	504.598599
0.0000021300	32422.056293	496.574820
0.0000021400	31645.475345	488.309285
0.0000021500	30860.879274	479.758938
0.0000021600	30060.956707	470.900720
0.0000021700	29248.845913	461.738340
0.0000021800	28424.620398	452.295323
0.0000021900	27592.645777	442.599174
0.0000022000	26752.287890	432.665380
0.0000022100	25903.182506	422.489188
0.0000022200	25051.892358	412.048388
0.0000022300	24196.248949	401.314520
0.0000022400	23330.773794	390.265908
0.0000022500	22453.760839	378.895688
