Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51810.581528	-695.441783
0.0000000100	-51788.792333	-695.200617
0.0000000200	-51744.251252	-694.881668
0.0000000300	-51683.850876	-694.465497
0.0000000400	-51613.453408	-693.901920
0.0000000500	-51531.077689	-693.140872
0.0000000600	-51435.686659	-692.166849
0.0000000700	-51324.701856	-691.018112
0.0000000800	-51195.103390	-689.778556
0.0000000900	-51044.395744	-688.543702
0.0000001000	-50857.497833	-687.376115
0.0000001100	-50637.067728	-686.272549
0.0000001200	-50403.534362	-685.161130
0.0000001300	-50153.205941	-683.933207
0.0000001400	-49869.524566	-682.497282
0.0000001500	-49570.745419	-680.830135
0.0000001600	-49271.111791	-678.999238
0.0000001700	-48950.463608	-677.142190
0.0000001800	-48609.552384	-675.408271
0.0000001900	-48260.366381	-673.885593
0.0000002000	-47893.691727	-672.545858
0.0000002100	-47510.119049	-671.232920
0.0000002200	-47119.053141	-669.703344
0.0000002300	-46707.136901	-667.704678
0.0000002400	-46279.271745	-665.060374
0.0000002500	-45841.927192	-661.726890
0.0000002600	-45387.006037	-657.800109
0.0000002700	-44911.916465	-653.469711
0.0000002800	-44424.156714	-648.941937
0.0000002900	-43919.771135	-644.363609
0.0000003000	-43390.307380	-639.778092
0.0000003100	-42849.543954	-635.128474
0.0000003200	-42299.306137	-630.302002
0.0000003300	-41728.219656	-625.192392
0.0000003400	-41135.068213	-619.750692
0.0000003500	-40530.535821	-614.002889
0.0000003600	-39922.037771	-608.029356
0.0000003700	-39300.620705	-601.919127
0.0000003800	-38657.226627	-595.722675
0.0000003900	-37994.356062	-589.425887
0.0000004000	-37315.627870	-582.956339
0.0000004100	-36628.017585	-576.217010
0.0000004200	-35934.720997	-569.129883
0.0000004300	-35229.019750	-561.668247
0.0000004400	-34504.100864	-553.863164
0.0000004500	-33766.166668	-545.782591
0.0000004600	-33018.925641	-537.494645
0.0000004700	-32260.736746	-529.033191
0.0000004800	-31497.546803	-520.381630
0.0000004900	-30727.812738	-511.481183
0.0000005000	-29938.867708	-502.258047
0.0000005100	-29125.876555	-492.655434
0.0000005200	-28297.367898	-482.655332
0.0000005300	-27460.325616	-472.280840
0.0000005400	-26618.370237	-461.579754
0.0000005500	-25774.259463	-450.598674
0.0000005600	-24925.930858	-439.360396
0.0000005700	-24066.227979	-427.854497
0.0000005800	-23193.076709	-416.043857
0.0000005900	-22312.427203	-403.882187
0.0000006000	-21424.969721	-391.333161
0.0000006100	-20530.274520	-378.382320
0.0000006200	-19627.654677	-365.037473
0.0000006300	-18716.673774	-351.319362
0.0000006400	-17801.981054	-337.248589
0.0000006500	-16884.792815	-322.835486
0.0000006600	-15963.122892	-308.076983
0.0000006700	-15038.346798	-292.960395
0.0000006800	-14108.408771	-277.470777
0.0000006900	-13167.005181	-261.597681
0.0000007000	-12222.410807	-245.338620
0.0000007100	-11268.600891	-228.699142
0.0000007200	-10302.895668	-211.691193
0.0000007300	-9329.177852	-194.331631
0.0000007400	-8345.715118	-176.641354
0.0000007500	-7361.995205	-158.643925
0.0000007600	-6376.468365	-140.362218
0.0000007700	-5388.694843	-121.812916
0.0000007800	-4400.667479	-103.001081
0.0000007900	-3411.088698	-83.918759
0.0000008000	-2422.024275	-64.551147
0.0000008100	-1431.323822	-44.890853
0.0000008200	-438.038230	-24.956306
0.0000008300	554.129026	-4.806847
0.0000008400	1544.746534	15.453422
0.0000008500	2533.377876	35.687382
0.0000008600	3521.577805	55.750156
0.0000008700	4507.025037	75.519452
0.0000008800	5491.780340	94.919327
0.0000008900	6477.911158	113.927693
0.0000009000	7464.219546	132.564415
0.0000009100	8445.443941	150.865237
0.0000009200	9421.579336	168.853077
0.0000009300	10394.875751	186.519383
0.0000009400	11359.300085	203.823531
0.0000009500	12314.586816	220.709793
0.0000009600	13262.459925	237.133126
0.0000009700	14201.804415	253.080963
0.0000009800	15129.683342	268.580214
0.0000009900	16053.424045	283.685883
0.0000010000	16973.808074	298.456645
0.0000010100	17888.759642	312.928978
0.0000010200	18799.490041	327.102146
0.0000010300	19705.479908	340.941080
0.0000010400	20609.657842	354.395622
0.0000010500	21507.464219	367.426892
0.0000010600	22392.862601	380.028319
0.0000010700	23267.314783	392.231654
0.0000010800	24132.974493	404.095556
0.0000010900	24991.135967	415.682467
0.0000011000	25842.146005	427.034697
0.0000011100	26687.121272	438.160427
0.0000011200	27528.306783	449.035198
0.0000011300	28365.267789	459.617012
0.0000011400	29194.129918	469.867158
0.0000011500	30000.854152	479.766976
0.0000011600	30785.943167	489.323682
0.0000011700	31560.686624	498.564188
0.0000011800	32325.174142	507.521573
0.0000011900	33079.749182	516.221692
0.0000012000	33822.521874	524.676236
0.0000012100	34551.160919	532.884388
0.0000012200	35269.371461	540.840572
0.0000012300	35975.691703	548.542998
0.0000012400	36670.202920	555.998178
0.0000012500	37359.367960	563.219537
0.0000012600	38043.968369	570.221920
