Unit:(mV)
                     CH1         CH2
Frequency              ?  97.852 kHz
00001              -3.60    -2000.00
00002               4.60    -1800.00
00003              -0.60    -2000.00
00004              -4.80    -2000.00
00005               1.80    -2000.00
00006               2.20    -1800.00
00007              -3.60    -2000.00
00008              -1.80    -2000.00
00009               3.00    -2000.00
00010              -1.20    -2000.00
00011              -3.00    -2000.00
00012               1.40    -2000.00
00013               0.60    -2000.00
00014              -2.80    -2000.00
00015              -0.60    -2000.00
00016               1.80    -2000.00
00017              -1.00    -2200.00
00018              -2.00    -2200.00
00019               1.00    -2000.00
00020               0.20    -2200.00
00021              -2.00    -2400.00
00022              -0.60    -2200.00
00023               1.00    -2200.00
00024              -1.00    -2200.00
00025              -1.20    -2400.00
00026               0.20    -2400.00
00027               0.20    -2400.00
00028              -1.20    -2400.00
00029              -0.60    -2400.00
00030               0.00    -2400.00
00031              -0.60    -2400.00
00032              -0.60    -2400.00
00033              -0.20    -2600.00
00034               0.20    -2400.00
00035              -1.00    -2400.00
00036              -1.00    -2400.00
00037               0.00    -2600.00
00038              -0.40    -2600.00
00039              -0.60    -2600.00
00040              -0.40    -2600.00
00041              -0.20    -2600.00
00042              -0.60    -2600.00
00043              -0.60    -2600.00
00044              -0.60    -2600.00
00045              -0.40    -2600.00
00046              -0.60    -2800.00
00047              -0.60    -2800.00
00048              -0.40    -2800.00
00049              -0.40    -2800.00
00050              -1.00    -2800.00
00051              -0.80    -2800.00
00052              -0.20    -2800.00
00053              -1.00    -2800.00
00054              -0.80    -2800.00
00055               0.00    -2800.00
00056              -0.40    -3000.00
00057              -1.20    -2800.00
00058              -0.60    -3000.00
00059              -0.20    -3000.00
00060              -1.20    -2800.00
00061              -1.00    -2800.00
00062               0.20    -3000.00
00063              -1.00    -3000.00
00064              -0.60    -3000.00
00065              -0.20    -3000.00
00066              -1.00    -3000.00
00067              -0.40    -3200.00
00068              -1.00    -3200.00
00069              -0.60    -3200.00
00070              -0.40    -3000.00
00071              -1.20    -3000.00
00072               0.40    -3200.00
00073              -0.80    -3200.00
00074              -1.20    -3400.00
00075               0.20    -3200.00
00076              -0.40    -3200.00
00077              -1.40    -3200.00
00078              -0.60    -3200.00
00079               0.40    -3200.00
00080              -1.20    -3400.00
00081              -0.60    -3200.00
00082               0.40    -3200.00
00083              -1.20    -3200.00
00084              -0.60    -3200.00
00085              -0.40    -3200.00
00086              -0.40    -3400.00
00087              -0.40    -3200.00
00088              -1.20    -3400.00
00089               0.40    -3200.00
00090               0.00    -3400.00
00091              -1.40    -3400.00
00092              -0.60    -3400.00
00093               0.20    -3200.00
00094              -1.20    -3400.00
00095              -1.00    -3600.00
00096               0.40    -3400.00
00097              -0.60    -3600.00
00098              -0.80    -3400.00
00099              -0.20    -3400.00
00100              -0.20    -3600.00
00101              -0.60    -3400.00
00102              -0.20    -3400.00
00103              -0.60    -3400.00
00104              -0.40    -3400.00
00105              -1.00    -3600.00
00106              -0.60    -3600.00
00107              -0.20    -3400.00
00108              -1.00    -3600.00
00109              -0.40    -3600.00
00110              -0.20    -3600.00
00111              -0.40    -3600.00
00112              -0.60    -3400.00
00113              -0.40    -3600.00
00114              -0.40    -3600.00
00115              -0.80    -3600.00
00116              -0.60    -3600.00
00117              -0.60    -3600.00
00118              -0.60    -3600.00
00119              -0.60    -3600.00
00120              -0.60    -3600.00
00121              -0.60    -3600.00
00122              -0.40    -3600.00
00123              -0.60    -3800.00
00124              -1.00    -3600.00
00125              -0.60    -3600.00
00126              -0.60    -3600.00
00127              -1.00    -3600.00
00128              -0.60    -3800.00
00129              -0.40    -3600.00
00130              -0.40    -3600.00
00131              -0.60    -3600.00
00132              -1.00    -3600.00
00133              -0.60    -3600.00
00134              -0.40    -3600.00
00135              -1.20    -3800.00
00136              -0.60    -3800.00
00137               0.20    -3800.00
00138              -1.20    -3800.00
00139              -1.20    -3600.00
00140              -0.20    -4000.00
00141              -0.60    -3800.00
00142              -1.20    -3800.00
00143              -0.20    -4000.00
00144              -0.20    -4000.00
00145              -0.60    -3800.00
00146              -0.40    -4000.00
00147              -0.20    -3800.00
00148              -0.60    -3800.00
00149              -1.20    -3600.00
00150              -0.40    -4000.00
00151              -0.20    -3800.00
00152              -1.00    -3600.00
00153              -0.60    -3800.00
00154              -0.20    -3800.00
00155              -0.60    -4000.00
00156              -0.60    -3800.00
00157              -0.40    -4000.00
00158              -0.40    -4000.00
00159              -0.60    -3800.00
00160              -0.80    -4000.00
00161              -0.40    -3800.00
00162              -0.40    -3800.00
00163              -0.60    -3800.00
00164              -0.40    -4000.00
00165              -0.60    -4000.00
00166              -0.60    -4000.00
00167              -0.60    -4000.00
00168              -0.40    -4000.00
00169              -0.60    -3800.00
00170              -0.60    -4000.00
00171              -0.40    -3600.00
00172              -1.00    -3800.00
00173              -0.40    -4000.00
00174              -0.40    -3800.00
00175              -0.80    -3800.00
00176              -0.20    -3600.00
00177              -0.60    -3600.00
00178              -1.00    -3600.00
00179              -0.40    -3800.00
00180              -0.80    -4000.00
00181              -0.60    -4000.00
00182              -0.60    -4000.00
00183              -0.60    -3800.00
00184              -0.80    -3800.00
00185              -0.80    -4000.00
00186              -1.00    -3800.00
00187              -0.20    -3800.00
00188              -1.00    -4000.00
00189              -1.00    -3800.00
00190               0.40    -3800.00
00191              -0.60    -4000.00
00192              -1.80    -4000.00
00193               0.40    -3800.00
00194              -0.60    -3800.00
00195              -2.00    -4000.00
00196              -0.20    -3600.00
00197              -0.20    -3800.00
00198              -1.20    -3600.00
00199              -0.60    -3800.00
00200               0.20    -3800.00
00201              -1.00    -3800.00
00202              -0.80    -3800.00
00203              -0.60    -3800.00
00204              -0.20    -3800.00
00205              -0.60    -3800.00
00206              -1.00    -3600.00
00207              -0.40    -3800.00
00208              -0.40    -3600.00
00209              -1.00    -3800.00
00210              -0.60    -3800.00
00211              -0.60    -3600.00
00212              -1.20    -3800.00
00213              -0.60    -3800.00
00214              -0.40    -3600.00
00215              -1.00    -3800.00
00216              -0.80    -3600.00
00217              -0.20    -3600.00
00218              -1.00    -3600.00
00219              -1.00    -3600.00
00220               0.40    -3600.00
00221              -0.60    -3600.00
00222              -1.20    -3600.00
00223              -0.20    -3600.00
00224              -0.20    -3600.00
