Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-31127.801986	-935.124949
0.0000000100	-31125.110465	-935.112551
0.0000000200	-31114.927711	-935.004940
0.0000000300	-31094.806520	-934.807906
0.0000000400	-31069.953171	-934.527418
0.0000000500	-31041.418098	-934.169583
0.0000000600	-31005.672954	-933.740613
0.0000000700	-30963.522840	-933.246780
0.0000000800	-30915.682091	-932.694375
0.0000000900	-30857.155301	-932.089667
0.0000001000	-30787.220455	-931.438855
0.0000001100	-30710.745176	-930.748025
0.0000001200	-30631.481477	-930.023103
0.0000001300	-30549.195455	-929.269805
0.0000001400	-30457.477022	-928.493595
0.0000001500	-30355.371622	-927.699634
0.0000001600	-30252.792102	-926.892737
0.0000001700	-30142.322638	-926.077326
0.0000001800	-30020.914121	-925.257382
0.0000001900	-29900.175241	-924.436409
0.0000002000	-29771.614149	-923.617385
0.0000002100	-29632.893512	-922.802727
0.0000002200	-29491.394692	-921.994251
0.0000002300	-29343.603331	-921.193137
0.0000002400	-29185.185984	-920.399897
0.0000002500	-29020.925989	-919.614344
0.0000002600	-28855.832746	-918.835566
0.0000002700	-28679.399178	-918.061903
0.0000002800	-28498.853271	-917.290927
0.0000002900	-28319.871500	-916.519423
0.0000003000	-28126.261276	-915.743381
0.0000003100	-27923.996952	-914.957984
0.0000003200	-27720.453409	-914.157606
0.0000003300	-27508.290231	-913.335808
0.0000003400	-27288.671647	-912.485347
0.0000003500	-27068.774460	-911.598179
0.0000003600	-26842.522120	-910.665477
0.0000003700	-26606.266171	-909.677642
0.0000003800	-26366.802619	-908.624330
0.0000003900	-26121.054203	-907.494470
0.0000004000	-25866.367968	-906.276303
0.0000004100	-25608.421753	-904.957406
0.0000004200	-25349.725373	-903.524738
0.0000004300	-25081.734604	-901.964675
0.0000004400	-24803.273783	-900.263060
0.0000004500	-24521.151711	-898.405248
0.0000004600	-24232.937734	-896.376160
0.0000004700	-23936.851727	-894.160339
0.0000004800	-23638.045031	-891.742006
0.0000004900	-23338.084342	-889.105123
0.0000005000	-23029.772384	-886.233455
0.0000005100	-22713.252298	-883.110633
0.0000005200	-22392.792358	-879.720225
0.0000005300	-22066.125523	-876.045803
0.0000005400	-21734.531013	-872.071013
0.0000005500	-21402.597845	-867.779643
0.0000005600	-21067.113299	-863.155699
0.0000005700	-20725.695342	-858.183473
0.0000005800	-20382.281270	-852.847614
0.0000005900	-20036.983514	-847.133201
0.0000006000	-19683.928718	-841.025812
0.0000006100	-19322.876664	-834.511592
0.0000006200	-18958.890491	-827.577323
0.0000006300	-18591.496080	-820.210486
0.0000006400	-18220.099201	-812.399329
0.0000006500	-17845.359256	-804.132922
0.0000006600	-17466.880092	-795.401221
0.0000006700	-17084.601656	-786.195121
0.0000006800	-16699.449154	-776.506509
0.0000006900	-16311.763804	-766.328310
0.0000007000	-15922.332791	-755.654534
0.0000007100	-15527.218822	-744.480316
0.0000007200	-15124.772114	-732.801952
0.0000007300	-14719.182975	-720.616931
0.0000007400	-14310.258446	-707.923962
0.0000007500	-13898.199163	-694.722998
0.0000007600	-13482.864545	-681.015251
0.0000007700	-13064.864175	-666.803207
0.0000007800	-12644.258107	-652.090633
0.0000007900	-12220.572220	-636.882576
0.0000008000	-11791.341399	-621.185368
0.0000008100	-11357.982883	-605.006608
0.0000008200	-10924.692099	-588.355159
0.0000008300	-10488.787940	-571.241121
0.0000008400	-10049.089626	-553.675813
0.0000008500	-9608.523598	-535.671744
0.0000008600	-9167.014449	-517.242579
0.0000008700	-8723.308550	-498.403102
0.0000008800	-8279.271671	-479.169172
0.0000008900	-7833.892958	-459.557678
0.0000009000	-7385.309201	-439.586490
0.0000009100	-6935.396407	-419.274400
0.0000009200	-6485.616516	-398.641066
0.0000009300	-6035.232161	-377.706951
0.0000009400	-5584.383922	-356.493256
0.0000009500	-5133.600855	-335.021853
0.0000009600	-4681.681709	-313.315215
0.0000009700	-4228.897409	-291.396344
0.0000009800	-3775.975087	-269.288695
0.0000009900	-3320.650261	-247.016099
0.0000010000	-2864.262205	-224.602690
0.0000010100	-2408.332914	-202.072820
0.0000010200	-1950.801101	-179.450988
0.0000010300	-1492.005423	-156.761755
0.0000010400	-1031.469201	-134.029666
0.0000010500	-569.872307	-111.279175
0.0000010600	-109.549516	-88.534566
0.0000010700	349.379066	-65.819875
0.0000010800	807.640570	-43.158816
0.0000010900	1265.430514	-20.574711
0.0000011000	1723.754631	1.909586
0.0000011100	2182.748385	24.271750
0.0000011200	2641.273138	46.490058
0.0000011300	3098.062464	68.543445
0.0000011400	3552.175802	90.411568
0.0000011500	4006.166472	112.074858
0.0000011600	4461.288104	133.514572
0.0000011700	4914.127341	154.712843
0.0000011800	5364.777503	175.652722
0.0000011900	5815.625742	196.318218
0.0000012000	6265.937248	216.694330
0.0000012100	6715.649407	236.767082
0.0000012200	7164.556467	256.523544
0.0000012300	7612.194543	275.951856
0.0000012400	8058.430733	295.041242
0.0000012500	8502.402440	313.782021
0.0000012600	8944.425290	332.165616
0.0000012700	9383.579194	350.184553
0.0000012800	9821.344006	367.832457
0.0000012900	10259.096023	385.104049
0.0000013000	10694.252578	401.995127
0.0000013100	11127.467953	418.502556
0.0000013200	11558.069953	434.624239
0.0000013300	11984.937853	450.359099
0.0000013400	12407.131090	465.707048
0.0000013500	12825.790861	480.668948
0.0000013600	13243.048744	495.246584
0.0000013700	13658.430621	509.442616
0.0000013800	14071.211918	523.260540
0.0000013900	14480.858461	536.704641
0.0000014000	14887.899305	549.779945
0.0000014100	15292.188753	562.492169
0.0000014200	15690.740307	574.847666
0.0000014300	16083.890066	586.853372
0.0000014400	16473.029680	598.516752
0.0000014500	16858.971927	609.845741
0.0000014600	17242.975554	620.848687
0.0000014700	17623.367747	631.534293
0.0000014800	17999.882700	641.911559
0.0000014900	18371.326838	651.989726
0.0000015000	18737.903355	661.778215
0.0000015100	19102.410906	671.286573
0.0000015200	19464.974719	680.524418
0.0000015300	19822.123942	689.501381
0.0000015400	20171.932749	698.227058
0.0000015500	20517.408109	706.710956
0.0000015600	20859.404940	714.962449
0.0000015700	21196.195492	722.990725
0.0000015800	21529.588042	730.804748
0.0000015900	21861.774222	738.413215
0.0000016000	22189.749622	745.824519
0.0000016100	22512.180087	753.046715
0.0000016200	22829.802985	760.087485
0.0000016300	23141.213870	766.954114
0.0000016400	23445.886245	773.653466
0.0000016500	23746.220055	780.191957
0.0000016600	24041.876642	786.575546
0.0000016700	24331.188313	792.809715
0.0000016800	24615.020221	798.899462
0.0000016900	24892.976214	804.849294
0.0000017000	25162.794368	810.663224
0.0000017100	25427.004974	816.344775
0.0000017200	25686.668703	821.896980
0.0000017300	25940.790055	827.322394
0.0000017400	26189.439322	832.623102
0.0000017500	26431.813962	837.800736
0.0000017600	26669.779746	842.856492
0.0000017700	26903.208890	847.791152
0.0000017800	27131.288615	852.605104
0.0000017900	27352.887960	857.298371
0.0000018000	27568.087453	861.870636
0.0000018100	27777.671719	866.321275
