# 28 - 07 - 2022 - 16:08:23
# Concentración de la muestra: 25890 g/m^3
Nombre del archivo analizado	Frecuencia (kHz)	Campo Maximo (kA/m)	SAR (W/g)	Coercitividad (kA/m)	Remanencia (kA/m)	Peor quita de ruido porcentual
205kHz_120dA_100Mss_US_00.txt	208.315766	41.551395	73.181271	0.896372	0.050666	0.000000
205kHz_120dA_100Mss_US_01.txt	208.294789	41.551395	74.991892	0.915210	0.048134	0.000000
205kHz_150dA_100Mss_US_00.txt	208.396198	51.884801	72.990188	0.675871	0.036088	0.000000
205kHz_150dA_100Mss_US_01.txt	208.445424	51.884801	76.272409	0.664884	0.036910	0.000000
234kHz_030dA_100Mss_US_00.txt	234.300193	10.551178	10.009831	0.555152	0.026639	0.000000
234kHz_030dA_100Mss_US_01.txt	234.289062	10.551178	7.712927	0.464163	0.020641	0.000000
234kHz_060dA_100Mss_US_00.txt	234.096819	20.884584	61.501927	1.553615	0.075250	0.000000
234kHz_060dA_100Mss_US_01.txt	234.069680	20.884584	57.741156	1.327180	0.067944	0.000000
234kHz_090dA_100Mss_US_00.txt	234.031134	31.217989	121.328165	1.614646	0.100248	0.000000
234kHz_090dA_100Mss_US_01.txt	233.986218	31.217989	98.253285	1.667082	0.082155	0.000000
234kHz_120dA_100Mss_US_00.txt	233.970845	41.551395	148.552641	1.248009	0.091816	0.000000
234kHz_120dA_100Mss_US_01.txt	233.954409	41.551395	106.200371	1.401126	0.067031	0.000000
234kHz_150dA_100Mss_US_00.txt	234.048014	51.884801	97.755643	0.933487	0.046375	0.000000
234kHz_150dA_100Mss_US_01.txt	234.090295	51.884801	79.128355	0.701988	0.036793	0.000000
260kHz_030dA_100Mss_US_00.txt	262.656270	10.551178	15.393205	0.704270	0.036526	0.000000
260kHz_030dA_100Mss_US_01.txt	262.635367	10.551178	17.741533	0.714245	0.041558	0.000000
260kHz_060dA_100Mss_US_00.txt	262.042524	20.884584	88.352851	1.685233	0.103033	0.000000
260kHz_060dA_100Mss_US_01.txt	262.022772	20.884584	105.499491	2.085824	0.130221	0.000000
260kHz_090dA_100Mss_US_00.txt	261.968286	31.217989	163.254636	1.936334	0.126323	0.000000
260kHz_090dA_100Mss_US_01.txt	261.931912	31.217989	127.124409	1.586488	0.091816	0.000000
260kHz_120dA_100Mss_US_00.txt	262.194577	41.551395	60.001374	0.615187	0.032672	0.000000
260kHz_120dA_100Mss_US_01.txt	262.122083	41.551395	62.646810	0.541647	0.033953	0.000000
260kHz_150dA_100Mss_US_00.txt	262.435392	51.884801	12.326911	0.084042	0.003884	0.000000
260kHz_150dA_100Mss_US_01.txt	262.472241	51.884801	107.938278	0.814969	0.040834	0.000000
300kHz_010dA_100Mss_US_00.txt	300.165621	3.662241	0.222517	0.028747	0.001425	0.000000
300kHz_010dA_100Mss_US_01.txt	300.162607	3.662241	0.267557	0.038185	0.001844	0.000000
300kHz_030dA_100Mss_US_00.txt	299.870899	10.551178	26.412606	0.966440	0.052660	0.000000
300kHz_030dA_100Mss_US_01.txt	299.841888	10.551178	17.196416	0.668900	0.032998	0.000000
300kHz_090dA_100Mss_US_00.txt	299.067407	31.217989	74.280585	0.782845	0.047443	0.000000
300kHz_090dA_100Mss_US_01.txt	299.090480	31.217989	79.738348	0.703504	0.046442	0.000000
300kHz_150dA_100Mss_US_00.txt	299.938033	51.884801	72.367092	0.410541	0.027102	0.000000
300kHz_150dA_100Mss_US_01.txt	299.749606	51.884801	101.111735	0.696495	0.039181	0.000000
