Unit:(mV)
                     CH1         CH2
Frequency              ?  97.839 kHz
00001              -2.80    -1800.00
00002              -6.20    -1800.00
00003               2.60    -1800.00
00004               1.00    -2000.00
00005              -5.80    -1800.00
00006              -0.80    -1800.00
00007               1.40    -2000.00
00008              -3.60    -2000.00
00009              -3.40    -2000.00
00010               1.00    -2000.00
00011              -0.60    -2000.00
00012              -3.80    -2000.00
00013              -0.60    -2000.00
00014               0.20    -2000.00
00015              -3.40    -2000.00
00016              -2.40    -2000.00
00017               0.40    -2000.00
00018              -1.40    -2000.00
00019              -3.00    -2200.00
00020              -0.60    -2400.00
00021              -1.00    -2400.00
00022              -2.60    -2200.00
00023              -2.20    -2200.00
00024              -0.40    -2400.00
00025              -1.60    -2200.00
00026              -2.20    -2400.00
00027              -1.60    -2400.00
00028              -1.40    -2400.00
00029              -2.20    -2400.00
00030              -2.20    -2400.00
00031              -1.20    -2400.00
00032              -2.00    -2400.00
00033              -2.00    -2400.00
00034              -1.80    -2600.00
00035              -2.00    -2400.00
00036              -2.00    -2400.00
00037              -2.20    -2600.00
00038              -2.20    -2600.00
00039              -2.00    -2600.00
00040              -2.00    -2600.00
00041              -2.40    -2400.00
00042              -2.00    -2800.00
00043              -2.00    -2600.00
00044              -2.60    -2800.00
00045              -2.20    -2600.00
00046              -2.00    -2600.00
00047              -2.20    -2600.00
00048              -2.60    -2800.00
00049              -2.00    -2800.00
00050              -2.40    -2800.00
00051              -2.80    -2800.00
00052              -2.20    -2800.00
00053              -2.20    -2800.00
00054              -2.60    -2800.00
00055              -2.40    -2800.00
00056              -2.60    -2800.00
00057              -2.20    -2800.00
00058              -2.40    -2800.00
00059              -2.60    -2800.00
00060              -2.40    -3000.00
00061              -2.60    -2800.00
00062              -3.00    -3000.00
00063              -2.20    -2800.00
00064              -2.80    -2800.00
00065              -2.80    -2800.00
00066              -2.20    -2800.00
00067              -2.80    -2800.00
00068              -3.00    -3000.00
00069              -2.80    -2800.00
00070              -2.60    -3000.00
00071              -3.00    -3000.00
00072              -3.00    -3200.00
00073              -2.60    -3200.00
00074              -2.60    -3000.00
00075              -3.00    -3200.00
00076              -2.80    -3200.00
00077              -2.00    -3000.00
00078              -3.40    -3200.00
00079              -3.40    -3200.00
