Unit:(mV)
                     CH1         CH2
Frequency              ? 298.894 kHz
00001             480.00    -1800.00
00002             780.00    -2200.00
00003             200.00    -2200.00
00004            -540.00    -2600.00
00005            -860.00    -2600.00
00006            -900.00    -2600.00
00007              20.00    -2600.00
00008             500.00    -3400.00
00009            -300.00    -3000.00
00010              60.00    -3400.00
00011             180.00    -3600.00
00012            -220.00    -3400.00
00013             160.00    -4200.00
00014             -60.00    -3800.00
00015             -60.00    -4000.00
00016             240.00    -4600.00
00017            -140.00    -4400.00
00018            -220.00    -5000.00
00019             -60.00    -4800.00
00020               0.00    -5000.00
00021             -40.00    -5400.00
00022             -60.00    -5200.00
00023             -20.00    -5600.00
00024            -160.00    -5600.00
00025               0.00    -6000.00
00026              20.00    -6000.00
00027            -140.00    -5800.00
00028             -60.00    -6600.00
00029             -20.00    -6200.00
00030             -80.00    -6400.00
00031            -100.00    -6800.00
00032             -80.00    -6600.00
00033               0.00    -7000.00
00034             -60.00    -7000.00
00035             -80.00    -7400.00
00036             -80.00    -7200.00
00037             -60.00    -7400.00
00038             -60.00    -7600.00
00039             -60.00    -7800.00
00040             -80.00    -7800.00
00041            -100.00    -8000.00
00042            -100.00    -8200.00
00043             -60.00    -8200.00
00044             -60.00    -8200.00
00045            -100.00    -8400.00
00046             -60.00    -8400.00
00047             -80.00    -8600.00
00048            -100.00    -8600.00
00049             -60.00    -8800.00
00050             -60.00    -9000.00
00051             -80.00    -9000.00
00052             -80.00    -9000.00
00053             -80.00    -9000.00
00054            -100.00    -9200.00
00055             -80.00    -9200.00
00056             -20.00    -9400.00
00057             -40.00    -9200.00
00058             -80.00    -9400.00
00059             -80.00    -9400.00
00060             -80.00    -9400.00
00061             -80.00    -9600.00
00062             -60.00    -9400.00
00063             -20.00    -9600.00
00064             -60.00    -9800.00
00065             -80.00    -9800.00
00066             -80.00    -9800.00
00067             -60.00    -9800.00
00068             -80.00    -9800.00
00069             -60.00    -9800.00
00070             -60.00    -9800.00
00071             -60.00    -9800.00
00072             -80.00    -9800.00
00073             -80.00    -9800.00
00074             -60.00   -10000.00
00075             -60.00    -9800.00
00076             -60.00    -9800.00
00077             -60.00    -9800.00
00078             -60.00    -9800.00
00079             -60.00    -9800.00
00080             -60.00    -9800.00
00081             -60.00    -9800.00
00082             -60.00    -9800.00
