Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.185151e+04	3.047613e+02
1.000000e-08	-5.184106e+04	3.039447e+02
2.000000e-08	-5.181714e+04	3.043170e+02
3.000000e-08	-5.177703e+04	3.056028e+02
4.000000e-08	-5.172059e+04	3.060915e+02
5.000000e-08	-5.165105e+04	3.046372e+02
6.000000e-08	-5.157178e+04	3.023263e+02
7.000000e-08	-5.148230e+04	3.016088e+02
8.000000e-08	-5.137791e+04	3.036107e+02
9.000000e-08	-5.125374e+04	3.066637e+02
1.000000e-07	-5.110923e+04	3.078923e+02
1.100000e-07	-5.094871e+04	3.062345e+02
1.200000e-07	-5.077772e+04	3.035903e+02
1.300000e-07	-5.059885e+04	3.028631e+02
1.400000e-07	-5.041089e+04	3.050593e+02
1.500000e-07	-5.021103e+04	3.084748e+02
1.600000e-07	-4.999726e+04	3.105521e+02
1.700000e-07	-4.976882e+04	3.102206e+02
1.800000e-07	-4.952548e+04	3.084356e+02
1.900000e-07	-4.926731e+04	3.068474e+02
2.000000e-07	-4.899530e+04	3.063088e+02
2.100000e-07	-4.871132e+04	3.065412e+02
2.200000e-07	-4.841663e+04	3.067812e+02
2.300000e-07	-4.811036e+04	3.064898e+02
2.400000e-07	-4.778978e+04	3.056413e+02
2.500000e-07	-4.745266e+04	3.046610e+02
2.600000e-07	-4.709929e+04	3.041069e+02
2.700000e-07	-4.673230e+04	3.041612e+02
2.800000e-07	-4.635423e+04	3.043155e+02
2.900000e-07	-4.596538e+04	3.037589e+02
3.000000e-07	-4.556396e+04	3.022859e+02
3.100000e-07	-4.514809e+04	3.006938e+02
3.200000e-07	-4.471778e+04	2.999550e+02
3.300000e-07	-4.427498e+04	2.999208e+02
3.400000e-07	-4.382192e+04	2.991669e+02
3.500000e-07	-4.335930e+04	2.964411e+02
3.600000e-07	-4.288581e+04	2.921641e+02
3.700000e-07	-4.239922e+04	2.881138e+02
3.800000e-07	-4.189817e+04	2.854833e+02
3.900000e-07	-4.138319e+04	2.835528e+02
4.000000e-07	-4.085622e+04	2.806153e+02
4.100000e-07	-4.031930e+04	2.760887e+02
4.200000e-07	-3.977335e+04	2.712489e+02
4.300000e-07	-3.921807e+04	2.676702e+02
4.400000e-07	-3.865284e+04	2.652969e+02
4.500000e-07	-3.807748e+04	2.625364e+02
4.600000e-07	-3.749235e+04	2.582520e+02
4.700000e-07	-3.689785e+04	2.531640e+02
4.800000e-07	-3.629403e+04	2.489263e+02
4.900000e-07	-3.568067e+04	2.460597e+02
5.000000e-07	-3.505758e+04	2.433187e+02
5.100000e-07	-3.442467e+04	2.392343e+02
5.200000e-07	-3.378194e+04	2.338708e+02
5.300000e-07	-3.312959e+04	2.286578e+02
5.400000e-07	-3.246820e+04	2.246181e+02
5.500000e-07	-3.179850e+04	2.212420e+02
5.600000e-07	-3.112074e+04	2.172976e+02
5.700000e-07	-3.043444e+04	2.123975e+02
5.800000e-07	-2.973896e+04	2.073346e+02
5.900000e-07	-2.903453e+04	2.029226e+02
6.000000e-07	-2.832243e+04	1.989632e+02
6.100000e-07	-2.760392e+04	1.946277e+02
6.200000e-07	-2.687903e+04	1.896047e+02
6.300000e-07	-2.614672e+04	1.844511e+02
6.400000e-07	-2.540640e+04	1.797666e+02
6.500000e-07	-2.465911e+04	1.753871e+02
6.600000e-07	-2.390674e+04	1.706658e+02
6.700000e-07	-2.314999e+04	1.653863e+02
6.800000e-07	-2.238736e+04	1.600435e+02
6.900000e-07	-2.161633e+04	1.551575e+02
7.000000e-07	-2.083571e+04	1.505991e+02
7.100000e-07	-2.004658e+04	1.458197e+02
7.200000e-07	-1.925124e+04	1.406095e+02
7.300000e-07	-1.845141e+04	1.353264e+02
7.400000e-07	-1.764774e+04	1.303350e+02
7.500000e-07	-1.684045e+04	1.254907e+02
7.600000e-07	-1.602987e+04	1.203838e+02
7.700000e-07	-1.521589e+04	1.149533e+02
7.800000e-07	-1.439742e+04	1.095728e+02
7.900000e-07	-1.357298e+04	1.044918e+02
8.000000e-07	-1.274225e+04	9.945568e+01
8.100000e-07	-1.190685e+04	9.407449e+01
8.200000e-07	-1.106920e+04	8.843033e+01
8.300000e-07	-1.023059e+04	8.303237e+01
8.400000e-07	-9.390410e+03	7.812675e+01
8.500000e-07	-8.547379e+03	7.330271e+01
8.600000e-07	-7.701226e+03	6.798325e+01
8.700000e-07	-6.853053e+03	6.218432e+01
8.800000e-07	-6.004096e+03	5.651883e+01
