Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51849.911320	-729.439346
0.0000000100	-51830.200308	-729.371938
0.0000000200	-51789.197173	-729.330627
0.0000000300	-51730.296592	-729.214540
0.0000000400	-51660.984205	-728.878624
0.0000000500	-51577.092209	-728.211734
0.0000000600	-51479.813605	-727.207342
0.0000000700	-51367.302559	-725.988060
0.0000000800	-51235.332419	-724.763706
0.0000000900	-51078.823975	-723.733394
0.0000001000	-50881.587337	-722.971293
0.0000001100	-50654.346700	-722.349010
0.0000001200	-50413.227922	-721.537131
0.0000001300	-50149.869788	-720.097242
0.0000001400	-49868.048429	-717.636320
0.0000001500	-49577.438354	-713.965273
0.0000001600	-49270.502697	-709.196544
0.0000001700	-48940.283179	-703.736608
0.0000001800	-48599.764522	-698.169929
0.0000001900	-48252.791924	-693.074680
0.0000002000	-47883.124266	-688.838639
0.0000002100	-47503.784689	-685.544048
0.0000002200	-47118.272766	-682.962586
0.0000002300	-46708.468305	-680.657718
0.0000002400	-46283.078151	-678.150118
0.0000002500	-45845.775983	-675.079827
0.0000002600	-45384.795693	-671.304720
0.0000002700	-44901.960092	-666.904838
0.0000002800	-44406.500793	-662.102395
0.0000002900	-43895.734804	-657.140175
0.0000003000	-43366.948486	-652.173226
0.0000003100	-42826.508727	-647.216761
0.0000003200	-42269.594890	-642.164132
0.0000003300	-41692.853310	-636.856804
0.0000003400	-41102.799370	-631.167698
0.0000003500	-40504.878335	-625.058098
0.0000003600	-39894.638219	-618.585138
0.0000003700	-39264.593381	-611.862424
0.0000003800	-38613.049074	-604.997891
0.0000003900	-37943.348750	-598.041143
0.0000004000	-37266.790007	-590.964626
0.0000004100	-36582.338556	-583.684266
0.0000004200	-35886.208051	-576.105630
0.0000004300	-35176.985339	-568.170541
0.0000004400	-34449.532360	-559.881109
0.0000004500	-33710.684512	-551.291262
0.0000004600	-32965.825619	-542.472661
0.0000004700	-32214.894240	-533.474064
0.0000004800	-31452.468130	-524.294966
0.0000004900	-30672.953529	-514.885748
0.0000005000	-29871.483756	-505.172495
0.0000005100	-29051.747888	-495.092520
0.0000005200	-28226.579562	-484.622236
0.0000005300	-27393.211321	-473.784036
0.0000005400	-26553.709152	-462.630135
0.0000005500	-25707.555910	-451.212828
0.0000005600	-24849.920745	-439.556707
0.0000005700	-23982.500994	-427.646274
0.0000005800	-23104.582383	-415.433848
