Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51855.588563	-943.289176
0.0000000100	-51852.680804	-943.255383
0.0000000200	-51827.259374	-943.042664
0.0000000300	-51778.334114	-942.588451
0.0000000400	-51711.989253	-941.846067
0.0000000500	-51633.278505	-940.817764
0.0000000600	-51540.788941	-939.568752
0.0000000700	-51435.036494	-938.211822
0.0000000800	-51316.464785	-936.865784
0.0000000900	-51180.164726	-935.604452
0.0000001000	-51018.989615	-934.419674
0.0000001100	-50817.334695	-933.217846
0.0000001200	-50587.368424	-931.855487
0.0000001300	-50348.079054	-930.201555
0.0000001400	-50089.844487	-928.200529
0.0000001500	-49813.571470	-925.907561
0.0000001600	-49524.582107	-923.477225
0.0000001700	-49217.091170	-921.106738
0.0000001800	-48882.486222	-918.954577
0.0000001900	-48538.330140	-917.067283
0.0000002000	-48186.821524	-915.345276
0.0000002100	-47808.983224	-913.563152
0.0000002200	-47420.129404	-911.437726
0.0000002300	-47021.148655	-908.717495
0.0000002400	-46597.580752	-905.258733
0.0000002500	-46167.978729	-901.059617
0.0000002600	-45729.116167	-896.241638
0.0000002700	-45265.512076	-890.989194
0.0000002800	-44791.532167	-885.474256
0.0000002900	-44310.055102	-879.796833
0.0000003000	-43797.710572	-873.962695
0.0000003100	-43258.488472	-867.902262
0.0000003200	-42709.695733	-861.516975
0.0000003300	-42141.535029	-854.729473
0.0000003400	-41557.718108	-847.515271
0.0000003500	-40967.754399	-839.904739
0.0000003600	-40361.918886	-831.959064
0.0000003700	-39739.530163	-823.735403
0.0000003800	-39110.777717	-815.259563
0.0000003900	-38474.703342	-806.518646
0.0000004000	-37819.261003	-797.474744
0.0000004100	-37137.272044	-788.090089
0.0000004200	-36438.461482	-778.349045
0.0000004300	-35734.576354	-768.265197
0.0000004400	-35025.452533	-757.870387
0.0000004500	-34299.270669	-747.192326
0.0000004600	-33558.298977	-736.233224
0.0000004700	-32810.953810	-724.961103
0.0000004800	-32046.622912	-713.318698
0.0000004900	-31268.121035	-701.245732
0.0000005000	-30486.421994	-688.703630
0.0000005100	-29698.400936	-675.690536
0.0000005200	-28894.353701	-662.239374
0.0000005300	-28067.379779	-648.399920
0.0000005400	-27221.676246	-634.213407
0.0000005500	-26365.587143	-619.691437
0.0000005600	-25505.166093	-604.808493
0.0000005700	-24642.631204	-589.510768
0.0000005800	-23773.258365	-573.736493
0.0000005900	-22896.717973	-557.438240
0.0000006000	-22009.121703	-540.597566
0.0000006100	-21112.284398	-523.226726
0.0000006200	-20208.547933	-505.358362
0.0000006300	-19294.631731	-487.029209
0.0000006400	-18378.312443	-468.265535
0.0000006500	-17456.084155	-449.076002
0.0000006600	-16524.666289	-429.453319
0.0000006700	-15589.679949	-409.381833
0.0000006800	-14652.311376	-388.846145
0.0000006900	-13710.806938	-367.836568
0.0000007000	-12767.322182	-346.349926
0.0000007100	-11821.578963	-324.387088
0.0000007200	-10872.710891	-301.950120
0.0000007300	-9915.582190	-279.041418
0.0000007400	-8946.799615	-255.665235
0.0000007500	-7975.355313	-231.830144
0.0000007600	-7004.426944	-207.550222
0.0000007700	-6025.959712	-182.843795
0.0000007800	-5040.778301	-157.730514
0.0000007900	-4056.442426	-132.229202
0.0000008000	-3075.107634	-106.359136
0.0000008100	-2095.949241	-80.145809
0.0000008200	-1115.800689	-53.629663
0.0000008300	-138.384827	-26.874096
0.0000008400	836.761471	0.031399
0.0000008500	1819.694171	26.975472
0.0000008600	2811.166993	53.835967
0.0000008700	3796.586192	80.494286
0.0000008800	4773.950595	106.848162
0.0000008900	5751.077211	132.818839
0.0000009000	6728.946447	158.351275
0.0000009100	7702.866147	183.409030
0.0000009200	8671.701528	207.967412
0.0000009300	9633.997959	232.008362
0.0000009400	10584.021666	255.518747
0.0000009500	11529.166889	278.491301
0.0000009600	12475.157649	300.925890
0.0000009700	13418.467176	322.828875
0.0000009800	14358.827080	344.209968
0.0000009900	15293.855126	365.078018
0.0000010000	16224.149310	385.438334
0.0000010100	17152.586947	405.293510
0.0000010200	18074.455026	424.647696
0.0000010300	18991.362558	443.511868
0.0000010400	19901.030226	461.906464
0.0000010500	20798.528087	479.858713
0.0000010600	21688.363315	497.394687
0.0000010700	22571.164513	514.529340
0.0000010800	23451.810164	531.259621
0.0000010900	24327.516121	547.564993
0.0000011000	25192.568114	563.416487
0.0000011100	26053.010017	578.791081
0.0000011200	26905.417977	593.685146
0.0000011300	27749.967223	608.120429
0.0000011400	28579.531909	622.139150
0.0000011500	29384.829293	635.789787
0.0000011600	30174.573377	649.109703
0.0000011700	30958.521129	662.112551
0.0000011800	31735.868719	674.786361
0.0000011900	32503.820899	687.103256
0.0000012000	33260.149809	699.036167
0.0000012100	34005.567465	710.574548
0.0000012200	34743.404551	721.731572
0.0000012300	35468.669917	732.539483
0.0000012400	36180.548629	743.035604
0.0000012500	36883.980383	753.246043
0.0000012600	37579.821817	763.175217
0.0000012700	38260.760754	772.806274
0.0000012800	38914.751157	782.112006
0.0000012900	39548.124795	791.070617
0.0000013000	40174.340633	799.678426
0.0000013100	40789.820445	807.953333
0.0000013200	41390.799674	815.927726
0.0000013300	41980.125030	823.634896
0.0000013400	42553.011191	831.096156
0.0000013500	43106.343059	838.315197
0.0000013600	43650.609119	845.282109
0.0000013700	44183.417386	851.984226
0.0000013800	44690.804065	858.417341
0.0000013900	45171.798500	864.590796
0.0000014000	45638.405022	870.523515
0.0000014100	46095.358841	876.233222
0.0000014200	46534.986225	881.725127
0.0000014300	46960.092173	886.986871
0.0000014400	47371.038245	891.993332
0.0000014500	47764.688485	896.719423
0.0000014600	48146.962996	901.154443
0.0000014700	48517.604487	905.310244
0.0000014800	48870.125463	909.218370
0.0000014900	49201.751530	912.917034
0.0000015000	49516.886944	916.434212
0.0000015100	49809.044213	919.775516
0.0000015200	50077.459865	922.923205
0.0000015300	50333.829480	925.847027
0.0000015400	50573.687590	928.521298
0.0000015500	50792.279480	930.939171
0.0000015600	50986.150695	933.116410
0.0000015700	51154.486303	935.082521
0.0000015800	51304.019989	936.864031
0.0000015900	51436.248091	938.469228
0.0000016000	51552.985453	939.883245
0.0000016100	51651.653760	941.076934
0.0000016200	51733.985789	942.025258
0.0000016300	51802.559856	942.725121
