Tiempo_(s)	Campo_(A/m)	Magnetizacion_(A/m)
0.0000000000	-51816.519910	-744.607503
0.0000000100	-51807.723048	-744.261163
0.0000000200	-51777.436766	-743.687716
0.0000000300	-51726.860798	-742.957042
0.0000000400	-51658.331578	-742.166212
0.0000000500	-51577.342449	-741.411370
0.0000000600	-51479.936322	-740.750666
0.0000000700	-51370.406808	-740.173927
0.0000000800	-51245.554258	-739.595493
0.0000000900	-51095.170801	-738.879355
0.0000001000	-50920.982858	-737.892624
0.0000001100	-50718.128470	-736.569837
0.0000001200	-50485.786084	-734.962810
0.0000001300	-50232.480969	-733.253035
0.0000001400	-49963.075087	-731.715886
0.0000001500	-49684.513633	-730.643900
0.0000001600	-49397.007069	-730.252883
0.0000001700	-49084.389439	-730.602736
0.0000001800	-48745.694998	-731.560994
0.0000001900	-48395.635689	-732.822581
0.0000002000	-48023.791022	-733.979622
0.0000002100	-47638.561283	-734.618292
0.0000002200	-47247.669401	-734.411696
0.0000002300	-46828.741376	-733.181434
0.0000002400	-46388.598501	-730.913484
0.0000002500	-45941.657860	-727.730607
0.0000002600	-45488.718555	-723.837034
0.0000002700	-45019.235113	-719.457024
0.0000002800	-44532.219340	-714.785928
0.0000002900	-44034.153852	-709.963400
0.0000003000	-43516.471719	-705.068088
0.0000003100	-42983.404600	-700.126035
0.0000003200	-42437.897863	-695.123391
0.0000003300	-41872.648420	-690.017183
0.0000003400	-41287.972503	-684.743132
0.0000003500	-40684.037832	-679.223322
0.0000003600	-40064.507714	-673.377189
0.0000003700	-39434.980183	-667.136594
0.0000003800	-38794.696718	-660.461864
0.0000003900	-38138.080655	-653.353061
0.0000004000	-37467.552829	-645.851093
0.0000004100	-36787.616233	-638.026739
0.0000004200	-36095.367157	-629.960419
0.0000004300	-35392.215797	-621.719343
0.0000004400	-34680.729337	-613.339668
0.0000004500	-33962.508142	-604.819017
0.0000004600	-33236.750950	-596.120527
0.0000004700	-32485.357080	-587.185359
0.0000004800	-31707.128958	-577.948294
0.0000004900	-30914.757242	-568.351327
0.0000005000	-30113.713906	-558.352399
0.0000005100	-29309.218803	-547.929080
0.0000005200	-28496.494370	-537.078749
0.0000005300	-27673.562064	-525.816841
0.0000005400	-26838.253170	-514.173629
0.0000005500	-25990.568767	-502.188876
0.0000005600	-25136.907070	-489.903639
0.0000005700	-24277.941121	-477.349745
0.0000005800	-23408.808960	-464.539445
0.0000005900	-22524.817424	-451.458980
0.0000006000	-21633.186279	-438.069378
0.0000006100	-20739.092639	-424.315387
0.0000006200	-19842.957424	-410.140117
0.0000006300	-18945.453676	-395.500254
0.0000006400	-18039.783630	-380.376167
0.0000006500	-17127.862799	-364.773307
0.0000006600	-16211.058637	-348.715107
0.0000006700	-15293.160512	-332.231328
0.0000006800	-14366.926209	-315.347594
0.0000006900	-13418.024124	-298.080777
0.0000007000	-12458.599014	-280.441434
0.0000007100	-11494.479663	-262.440545
0.0000007200	-10526.067782	-244.095332
0.0000007300	-9552.562109	-225.429417
0.0000007400	-8568.953253	-206.465839
0.0000007500	-7585.239707	-187.215776
0.0000007600	-6603.209844	-167.669105
0.0000007700	-5619.980249	-147.793092
0.0000007800	-4635.066970	-127.542472
0.0000007900	-3648.027716	-106.879026
0.0000008000	-2660.504511	-85.794057
0.0000008100	-1672.981306	-64.325125
0.0000008200	-685.458100	-42.560105
0.0000008300	300.086560	-20.626438
0.0000008400	1286.136542	1.330902
0.0000008500	2275.638292	23.175036
0.0000008600	3264.782151	44.797956
0.0000008700	4253.926010	66.130573
0.0000008800	5242.438487	87.140826
0.0000008900	6229.961692	107.822994
0.0000009000	7215.779844	128.183699
0.0000009100	8199.135499	148.229662
0.0000009200	9180.302150	167.959895
0.0000009300	10157.448682	187.362274
0.0000009400	11131.796197	206.412903
0.0000009500	12102.228283	225.076848
0.0000009600	13062.431127	243.310279
0.0000009700	14010.658013	261.065235
0.0000009800	14941.752119	278.298151
0.0000009900	15862.618061	294.981493
0.0000010000	16779.716005	311.115292
0.0000010100	17688.984171	326.733664
0.0000010200	18592.233382	341.901901
0.0000010300	19489.967881	356.702765
0.0000010400	20385.113824	371.215125
0.0000010500	21279.628385	385.491900
0.0000010600	22170.943299	399.545459
0.0000010700	23057.754143	413.346275
0.0000010800	23936.082458	426.835481
0.0000010900	24800.729762	439.946419
0.0000011000	25655.274961	452.626719
0.0000011100	26502.179474	464.852655
0.0000011200	27337.949871	476.631400
0.0000011300	28162.397061	487.992371
0.0000011400	28977.814741	498.973482
0.0000011500	29785.844934	509.609549
0.0000011600	30590.781249	519.927787
0.0000011700	31386.792745	529.950651
0.0000011800	32167.734406	539.701796
0.0000011900	32929.228222	549.209133
0.0000012000	33672.242096	558.500832
0.0000012100	34402.817431	567.594702
0.0000012200	35123.542783	576.486188
0.0000012300	35839.764065	585.142403
0.0000012400	36540.493512	593.507866
0.0000012500	37223.059246	601.522268
0.0000012600	37895.522877	609.144409
0.0000012700	38558.030755	616.372389
0.0000012800	39209.131027	623.250581
0.0000012900	39848.023511	629.858994
0.0000013000	40476.476292	636.288101
0.0000013100	41093.184945	642.608745
0.0000013200	41696.865337	648.849150
0.0000013300	42288.400973	654.988146
0.0000013400	42858.825370	660.966835
0.0000013500	43403.761599	666.713154
0.0000013600	43932.323569	672.168749
0.0000013700	44445.289013	677.307426
0.0000013800	44940.468928	682.139020
0.0000013900	45424.473066	686.699434
0.0000014000	45893.407369	691.033451
0.0000014100	46345.293293	695.179073
0.0000014200	46788.171076	699.159824
0.0000014300	47214.231231	702.986328
0.0000014400	47616.739022	706.663335
0.0000014500	48001.841622	710.195960
0.0000014600	48378.209572	713.590314
