Unit:(mV)
                     CH1         CH2
Frequency              ? 261.047 kHz
00001              -4.00    -3600.00
00002              -6.00    -3600.00
00003              -8.00    -3400.00
00004              -4.00    -3200.00
00005              -4.00    -3000.00
00006              -2.00    -2800.00
00007              -6.00    -2600.00
00008              -8.00    -2400.00
00009              -8.00    -2200.00
00010              -8.00    -2000.00
00011              -4.00    -1800.00
00012              -4.00    -1600.00
00013              -4.00    -1400.00
00014              -8.00    -1200.00
00015              -8.00    -1200.00
00016             -12.00     -800.00
00017              -8.00     -600.00
00018              -4.00     -400.00
00019              -4.00     -400.00
00020              -4.00        0.00
00021              -4.00     -200.00
00022               0.00      400.00
00023              22.00      400.00
00024               8.00      600.00
00025             -20.00     1000.00
00026             -18.00     1000.00
00027               6.00     1200.00
00028              20.00     1400.00
00029             136.00     1600.00
00030             252.00     2000.00
00031            -124.00     2200.00
00032            -248.00     2200.00
00033            -248.00     2200.00
00034             116.00     2400.00
00035             252.00     3000.00
00036             252.00     3000.00
00037            -248.00     2800.00
00038            -248.00     3600.00
00039             252.00     3400.00
00040             -48.00     4000.00
00041            -248.00     4000.00
00042             252.00     3800.00
00043             -34.00     4600.00
00044             -20.00     4400.00
00045             188.00     4600.00
00046            -248.00     5200.00
00047              84.00     4800.00
00048             186.00     5200.00
00049            -164.00     5800.00
00050              54.00     5200.00
00051             -74.00     6000.00
00052             -24.00     6400.00
00053             120.00     5600.00
00054             -32.00     6600.00
00055             -46.00     6400.00
00056            -122.00     6200.00
00057             124.00     7200.00
00058              68.00     6600.00
00059            -196.00     7200.00
00060             112.00     7400.00
00061             -20.00     7400.00
00062             -94.00     7600.00
00063             104.00     7600.00
00064             -68.00     8000.00
00065               0.00     7800.00
00066              36.00     8200.00
00067             -58.00     8400.00
00068             -24.00     8000.00
00069              14.00     8800.00
00070              42.00     8600.00
00071             -66.00     8600.00
00072              -8.00     9200.00
00073              14.00     9000.00
00074             -66.00     9200.00
00075              56.00     9200.00
00076             -14.00     9400.00
00077             -72.00     9600.00
00078              38.00     9600.00
00079              -4.00    10000.00
