Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.182084e+04	1.313227e+02
1.000000e-08	-5.180999e+04	1.300212e+02
2.000000e-08	-5.178515e+04	1.301157e+02
3.000000e-08	-5.174362e+04	1.315046e+02
4.000000e-08	-5.168540e+04	1.322347e+02
5.000000e-08	-5.161387e+04	1.307085e+02
6.000000e-08	-5.153251e+04	1.277857e+02
7.000000e-08	-5.144069e+04	1.261692e+02
8.000000e-08	-5.133353e+04	1.276417e+02
9.000000e-08	-5.120622e+04	1.312563e+02
1.000000e-07	-5.105874e+04	1.344230e+02
1.100000e-07	-5.089625e+04	1.355196e+02
1.200000e-07	-5.072482e+04	1.351873e+02
1.300000e-07	-5.054679e+04	1.353002e+02
1.400000e-07	-5.036009e+04	1.371247e+02
1.500000e-07	-5.016111e+04	1.404813e+02
1.600000e-07	-4.994755e+04	1.440840e+02
1.700000e-07	-4.971896e+04	1.462020e+02
1.800000e-07	-4.947550e+04	1.453513e+02
1.900000e-07	-4.921739e+04	1.412870e+02
2.000000e-07	-4.894545e+04	1.358319e+02
2.100000e-07	-4.866121e+04	1.322682e+02
2.200000e-07	-4.836561e+04	1.330558e+02
2.300000e-07	-4.805758e+04	1.378001e+02
2.400000e-07	-4.773477e+04	1.437196e+02
2.500000e-07	-4.739586e+04	1.482844e+02
2.600000e-07	-4.704223e+04	1.511052e+02
2.700000e-07	-4.667676e+04	1.530204e+02
2.800000e-07	-4.630105e+04	1.538781e+02
2.900000e-07	-4.591395e+04	1.522396e+02
3.000000e-07	-4.551290e+04	1.476545e+02
3.100000e-07	-4.509663e+04	1.424357e+02
3.200000e-07	-4.466623e+04	1.400267e+02
3.300000e-07	-4.422386e+04	1.413205e+02
3.400000e-07	-4.377087e+04	1.433314e+02
3.500000e-07	-4.330705e+04	1.422213e+02
3.600000e-07	-4.283145e+04	1.374495e+02
3.700000e-07	-4.234328e+04	1.322374e+02
3.800000e-07	-4.184223e+04	1.298276e+02
3.900000e-07	-4.132851e+04	1.299983e+02
4.000000e-07	-4.080306e+04	1.298489e+02
4.100000e-07	-4.026744e+04	1.275738e+02
4.200000e-07	-3.972290e+04	1.244388e+02
4.300000e-07	-3.916923e+04	1.227189e+02
4.400000e-07	-3.860472e+04	1.225340e+02
4.500000e-07	-3.802788e+04	1.217211e+02
4.600000e-07	-3.743929e+04	1.187649e+02
4.700000e-07	-3.684150e+04	1.148510e+02
4.800000e-07	-3.623677e+04	1.123657e+02
4.900000e-07	-3.562486e+04	1.118499e+02
5.000000e-07	-3.500318e+04	1.113579e+02
5.100000e-07	-3.436925e+04	1.089769e+02
5.200000e-07	-3.372303e+04	1.051967e+02
5.300000e-07	-3.306684e+04	1.021497e+02
5.400000e-07	-3.240323e+04	1.008533e+02
5.500000e-07	-3.173301e+04	1.000538e+02
5.600000e-07	-3.105530e+04	9.800695e+01
5.700000e-07	-3.036886e+04	9.470804e+01
5.800000e-07	-2.967328e+04	9.169392e+01
5.900000e-07	-2.896895e+04	8.988360e+01
6.000000e-07	-2.825643e+04	8.842895e+01
6.100000e-07	-2.753616e+04	8.600910e+01
6.200000e-07	-2.680871e+04	8.267860e+01
6.300000e-07	-2.607484e+04	7.975280e+01
6.400000e-07	-2.533499e+04	7.797189e+01
6.500000e-07	-2.458878e+04	7.649132e+01
6.600000e-07	-2.383523e+04	7.404163e+01
6.700000e-07	-2.307368e+04	7.063675e+01
6.800000e-07	-2.230451e+04	6.752362e+01
6.900000e-07	-2.152883e+04	6.549387e+01
7.000000e-07	-2.074745e+04	6.386165e+01
7.100000e-07	-1.996030e+04	6.143901e+01
7.200000e-07	-1.916692e+04	5.812861e+01
7.300000e-07	-1.836757e+04	5.499371e+01
7.400000e-07	-1.756352e+04	5.279238e+01
7.500000e-07	-1.675615e+04	5.100873e+01
7.600000e-07	-1.594556e+04	4.863999e+01
7.700000e-07	-1.513034e+04	4.557194e+01
7.800000e-07	-1.430884e+04	4.264618e+01
7.900000e-07	-1.348095e+04	4.040693e+01
8.000000e-07	-1.264847e+04	3.833598e+01
8.100000e-07	-1.181380e+04	3.564040e+01
8.200000e-07	-1.097808e+04	3.244611e+01
8.300000e-07	-1.014064e+04	2.967662e+01
8.400000e-07	-9.300166e+03	2.775045e+01
8.500000e-07	-8.456256e+03	2.591711e+01
8.600000e-07	-7.609860e+03	2.320784e+01
8.700000e-07	-6.762293e+03	1.974759e+01
8.800000e-07	-5.914099e+03	1.663598e+01
8.900000e-07	-5.064895e+03	1.452447e+01
9.000000e-07	-4.214140e+03	1.278599e+01
9.100000e-07	-3.361807e+03	1.037706e+01
9.200000e-07	-2.508342e+03	7.213486e+00
9.300000e-07	-1.654257e+03	4.214561e+00
9.400000e-07	-7.999542e+02	2.002259e+00
9.500000e-07	5.416564e+01	5.693199e-02
9.600000e-07	9.077696e+02	-2.531768e+00
9.700000e-07	1.760906e+03	-5.780879e+00
9.800000e-07	2.614056e+03	-8.774561e+00
9.900000e-07	3.467566e+03	-1.091711e+01
1.000000e-06	4.320987e+03	-1.274723e+01
1.010000e-06	5.173172e+03	-1.519503e+01
1.020000e-06	6.023181e+03	-1.831140e+01
1.030000e-06	6.870987e+03	-2.122242e+01
1.040000e-06	7.717113e+03	-2.336776e+01
1.050000e-06	8.561633e+03	-2.530663e+01
1.060000e-06	9.403827e+03	-2.796374e+01
1.070000e-06	1.024300e+04	-3.133744e+01
1.080000e-06	1.107945e+04	-3.444953e+01
1.090000e-06	1.191416e+04	-3.663117e+01
1.100000e-06	1.274742e+04	-3.841028e+01
1.110000e-06	1.357793e+04	-4.079670e+01
1.120000e-06	1.440341e+04	-4.393372e+01
1.130000e-06	1.522230e+04	-4.693823e+01
1.140000e-06	1.603467e+04	-4.912783e+01
1.150000e-06	1.684153e+04	-5.095219e+01
1.160000e-06	1.764367e+04	-5.336828e+01
1.170000e-06	1.844134e+04	-5.653030e+01
1.180000e-06	1.923474e+04	-5.958768e+01
1.190000e-06	2.002414e+04	-6.185001e+01
1.200000e-06	2.080915e+04	-6.370700e+01
1.210000e-06	2.158815e+04	-6.604770e+01
1.220000e-06	2.235903e+04	-6.900312e+01
1.230000e-06	2.312094e+04	-7.176790e+01
1.240000e-06	2.387519e+04	-7.375557e+01
1.250000e-06	2.462409e+04	-7.547839e+01
1.260000e-06	2.536889e+04	-7.789702e+01
1.270000e-06	2.610889e+04	-8.109279e+01
1.280000e-06	2.684253e+04	-8.408459e+01
1.290000e-06	2.756886e+04	-8.608661e+01
1.300000e-06	2.828780e+04	-8.754015e+01
1.310000e-06	2.899917e+04	-8.953128e+01
1.320000e-06	2.970204e+04	-9.236760e+01
1.330000e-06	3.039557e+04	-9.521005e+01
1.340000e-06	3.108006e+04	-9.722406e+01
1.350000e-06	3.175678e+04	-9.867879e+01
1.360000e-06	3.242649e+04	-1.005326e+02
1.370000e-06	3.308834e+04	-1.031153e+02
1.380000e-06	3.374059e+04	-1.057149e+02
1.390000e-06	3.438229e+04	-1.075963e+02
1.400000e-06	3.501399e+04	-1.090123e+02
1.410000e-06	3.563668e+04	-1.108161e+02
1.420000e-06	3.625032e+04	-1.132452e+02
1.430000e-06	3.685383e+04	-1.155914e+02
1.440000e-06	3.744643e+04	-1.172177e+02
1.450000e-06	3.802862e+04	-1.184894e+02
1.460000e-06	3.860154e+04	-1.202906e+02
1.470000e-06	3.916543e+04	-1.227722e+02
1.480000e-06	3.971918e+04	-1.250799e+02
1.490000e-06	4.026154e+04	-1.264820e+02
1.500000e-06	4.079241e+04	-1.273743e+02
1.510000e-06	4.131274e+04	-1.287701e+02
1.520000e-06	4.182307e+04	-1.309479e+02
1.530000e-06	4.232261e+04	-1.330966e+02
1.540000e-06	4.280988e+04	-1.344392e+02
1.550000e-06	4.328427e+04	-1.352892e+02
1.560000e-06	4.374657e+04	-1.365851e+02
1.570000e-06	4.419789e+04	-1.385577e+02
1.580000e-06	4.463826e+04	-1.403946e+02
1.590000e-06	4.506654e+04	-1.413855e+02
1.600000e-06	4.548175e+04	-1.419544e+02
1.610000e-06	4.588426e+04	-1.431056e+02
1.620000e-06	4.627542e+04	-1.450137e+02
1.630000e-06	4.665617e+04	-1.467306e+02
1.640000e-06	4.702604e+04	-1.474815e+02
1.650000e-06	4.738354e+04	-1.477914e+02
1.660000e-06	4.772724e+04	-1.488336e+02
1.670000e-06	4.805649e+04	-1.508131e+02
1.680000e-06	4.837119e+04	-1.525960e+02
1.690000e-06	4.867143e+04	-1.531772e+02
1.700000e-06	4.895753e+04	-1.530542e+02
1.710000e-06	4.923024e+04	-1.536179e+02
1.720000e-06	4.949048e+04	-1.553151e+02
1.730000e-06	4.973865e+04	-1.570413e+02
1.740000e-06	4.997428e+04	-1.576147e+02
1.750000e-06	5.019649e+04	-1.573639e+02
1.760000e-06	5.040494e+04	-1.576689e+02
1.770000e-06	5.059997e+04	-1.590545e+02
1.780000e-06	5.078184e+04	-1.604410e+02
1.790000e-06	5.094991e+04	-1.606228e+02
1.800000e-06	5.110307e+04	-1.599883e+02
1.810000e-06	5.124094e+04	-1.600839e+02
1.820000e-06	5.136459e+04	-1.615216e+02
1.830000e-06	5.147570e+04	-1.630607e+02
1.840000e-06	5.157503e+04	-1.632014e+02
1.850000e-06	5.166186e+04	-1.622236e+02
1.860000e-06	5.173501e+04	-1.618866e+02
1.870000e-06	5.179397e+04	-1.630860e+02
1.880000e-06	5.183888e+04	-1.645856e+02
1.890000e-06	5.186947e+04	-1.646156e+02
1.900000e-06	5.188480e+04	-1.632828e+02
1.910000e-06	5.188440e+04	-1.625188e+02
1.920000e-06	5.186948e+04	-1.634953e+02
1.930000e-06	5.184228e+04	-1.649222e+02
1.940000e-06	5.180388e+04	-1.646621e+02
1.950000e-06	5.175325e+04	-1.627204e+02
1.960000e-06	5.168899e+04	-1.616130e+02
1.970000e-06	5.161200e+04	-1.632982e+02
1.980000e-06	5.152518e+04	-1.663787e+02
1.990000e-06	5.142947e+04	-1.672524e+02
2.000000e-06	5.132022e+04	-1.641138e+02
2.010000e-06	5.118907e+04	-1.590799e+02
2.020000e-06	5.103088e+04	-1.558523e+02
2.030000e-06	5.084949e+04	-1.556313e+02
2.040000e-06	5.065595e+04	-1.559824e+02
2.050000e-06	5.046010e+04	-1.537272e+02
2.060000e-06	5.026305e+04	-1.483010e+02
2.070000e-06	5.005765e+04	-1.419315e+02
2.080000e-06	4.983579e+04	-1.370662e+02
2.090000e-06	4.959503e+04	-1.344134e+02
2.100000e-06	4.933873e+04	-1.334495e+02
2.110000e-06	4.907082e+04	-1.338432e+02
2.120000e-06	4.879180e+04	-1.355232e+02
2.130000e-06	4.849945e+04	-1.375635e+02
2.140000e-06	4.819226e+04	-1.379813e+02
2.150000e-06	4.787096e+04	-1.352600e+02
2.160000e-06	4.753691e+04	-1.298740e+02
2.170000e-06	4.719017e+04	-1.238839e+02
2.180000e-06	4.683011e+04	-1.190744e+02
2.190000e-06	4.645735e+04	-1.158331e+02
2.200000e-06	4.607397e+04	-1.137657e+02
2.210000e-06	4.568119e+04	-1.127269e+02
2.220000e-06	4.527730e+04	-1.127036e+02
2.230000e-06	4.485887e+04	-1.129845e+02
2.240000e-06	4.442408e+04	-1.122808e+02
2.250000e-06	4.397452e+04	-1.100735e+02
2.260000e-06	4.351337e+04	-1.074421e+02
2.270000e-06	4.304202e+04	-1.059838e+02
2.280000e-06	4.255913e+04	-1.059300e+02
2.290000e-06	4.206285e+04	-1.058376e+02
2.300000e-06	4.155351e+04	-1.043609e+02
2.310000e-06	4.103349e+04	-1.019084e+02
2.320000e-06	4.050471e+04	-1.000545e+02
2.330000e-06	3.996668e+04	-9.944699e+01
2.340000e-06	3.941742e+04	-9.892548e+01
2.350000e-06	3.885565e+04	-9.702070e+01
2.360000e-06	3.828198e+04	-9.391077e+01
2.370000e-06	3.769777e+04	-9.129107e+01
2.380000e-06	3.710347e+04	-9.029431e+01
2.390000e-06	3.649846e+04	-9.010195e+01
2.400000e-06	3.588217e+04	-8.899193e+01
2.410000e-06	3.525511e+04	-8.646257e+01
2.420000e-06	3.461864e+04	-8.376158e+01
2.430000e-06	3.397399e+04	-8.224394e+01
2.440000e-06	3.332163e+04	-8.170638e+01
2.450000e-06	3.266144e+04	-8.074438e+01
2.460000e-06	3.199300e+04	-7.853574e+01
2.470000e-06	3.131567e+04	-7.574625e+01
2.480000e-06	3.062890e+04	-7.354587e+01
2.490000e-06	2.993273e+04	-7.215495e+01
2.500000e-06	2.922822e+04	-7.075949e+01
2.510000e-06	2.851689e+04	-6.870885e+01
2.520000e-06	2.779957e+04	-6.631113e+01
2.530000e-06	2.707570e+04	-6.426934e+01
2.540000e-06	2.634394e+04	-6.267541e+01
2.550000e-06	2.560352e+04	-6.094979e+01
2.560000e-06	2.485506e+04	-5.870943e+01
2.570000e-06	2.410014e+04	-5.630065e+01
2.580000e-06	2.334012e+04	-5.429182e+01
2.590000e-06	2.257544e+04	-5.268535e+01
2.600000e-06	2.180560e+04	-5.093809e+01
2.610000e-06	2.102970e+04	-4.871088e+01
2.620000e-06	2.024686e+04	-4.628798e+01
2.630000e-06	1.945665e+04	-4.413051e+01
2.640000e-06	1.865947e+04	-4.224131e+01
2.650000e-06	1.785667e+04	-4.022061e+01
