Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.182089e+04	1.681275e+03
1.000000e-08	-5.180629e+04	1.682558e+03
2.000000e-08	-5.177565e+04	1.687829e+03
3.000000e-08	-5.172789e+04	1.689444e+03
4.000000e-08	-5.166525e+04	1.683321e+03
5.000000e-08	-5.159172e+04	1.676182e+03
6.000000e-08	-5.150887e+04	1.679116e+03
7.000000e-08	-5.141342e+04	1.693405e+03
8.000000e-08	-5.129958e+04	1.705873e+03
9.000000e-08	-5.116440e+04	1.701371e+03
1.000000e-07	-5.101081e+04	1.679481e+03
1.100000e-07	-5.084526e+04	1.656086e+03
1.200000e-07	-5.067220e+04	1.646994e+03
1.300000e-07	-5.049108e+04	1.651516e+03
1.400000e-07	-5.029834e+04	1.654233e+03
1.500000e-07	-5.009159e+04	1.642575e+03
1.600000e-07	-4.987118e+04	1.620411e+03
1.700000e-07	-4.963823e+04	1.603319e+03
1.800000e-07	-4.939226e+04	1.602026e+03
1.900000e-07	-4.913164e+04	1.612261e+03
2.000000e-07	-4.885603e+04	1.620178e+03
2.100000e-07	-4.856717e+04	1.615276e+03
2.200000e-07	-4.826678e+04	1.597270e+03
2.300000e-07	-4.795416e+04	1.572858e+03
2.400000e-07	-4.762678e+04	1.549056e+03
2.500000e-07	-4.728340e+04	1.529949e+03
2.600000e-07	-4.692590e+04	1.516911e+03
2.700000e-07	-4.655751e+04	1.508967e+03
2.800000e-07	-4.617921e+04	1.502857e+03
2.900000e-07	-4.578869e+04	1.494793e+03
3.000000e-07	-4.538298e+04	1.483422e+03
3.100000e-07	-4.496166e+04	1.470548e+03
3.200000e-07	-4.452718e+04	1.458252e+03
3.300000e-07	-4.408217e+04	1.445994e+03
3.400000e-07	-4.362710e+04	1.431676e+03
3.500000e-07	-4.316070e+04	1.415186e+03
3.600000e-07	-4.268206e+04	1.399213e+03
3.700000e-07	-4.219153e+04	1.385675e+03
3.800000e-07	-4.168968e+04	1.372574e+03
3.900000e-07	-4.117612e+04	1.356089e+03
4.000000e-07	-4.064999e+04	1.335716e+03
4.100000e-07	-4.011137e+04	1.315545e+03
4.200000e-07	-3.956160e+04	1.299383e+03
4.300000e-07	-3.900211e+04	1.285763e+03
4.400000e-07	-3.843312e+04	1.269534e+03
4.500000e-07	-3.785408e+04	1.248367e+03
4.600000e-07	-3.726486e+04	1.225824e+03
4.700000e-07	-3.666614e+04	1.206854e+03
4.800000e-07	-3.605844e+04	1.191425e+03
4.900000e-07	-3.544126e+04	1.174555e+03
5.000000e-07	-3.481366e+04	1.152726e+03
5.100000e-07	-3.417555e+04	1.128340e+03
5.200000e-07	-3.352797e+04	1.106476e+03
5.300000e-07	-3.287189e+04	1.088327e+03
5.400000e-07	-3.220722e+04	1.069917e+03
5.500000e-07	-3.153325e+04	1.047578e+03
5.600000e-07	-3.085006e+04	1.022751e+03
5.700000e-07	-3.015883e+04	9.998226e+02
5.800000e-07	-2.946072e+04	9.801060e+02
5.900000e-07	-2.875570e+04	9.601462e+02
6.000000e-07	-2.804297e+04	9.365166e+02
6.100000e-07	-2.732221e+04	9.105050e+02
6.200000e-07	-2.659401e+04	8.863462e+02
6.300000e-07	-2.585889e+04	8.654590e+02
6.400000e-07	-2.511642e+04	8.445155e+02
6.500000e-07	-2.436616e+04	8.199363e+02
6.600000e-07	-2.360911e+04	7.927262e+02
6.700000e-07	-2.284755e+04	7.671580e+02
6.800000e-07	-2.208265e+04	7.451053e+02
