Unit:(mV)
                     CH1         CH2
Frequency              ?  98.109 kHz
00001               0.60    -6400.00
00002              -0.60    -6400.00
00003               0.40    -6400.00
00004               0.60    -6400.00
00005               0.20    -6400.00
00006              -0.60    -6400.00
00007               0.20    -6400.00
00008               0.40    -6400.00
00009              -1.20    -6400.00
00010               0.40    -7200.00
00011               0.80    -7200.00
00012              -0.60    -6400.00
00013               0.60    -7200.00
00014               0.20    -7200.00
00015              -1.00    -6400.00
00016               1.00    -7200.00
00017               0.40    -7200.00
00018              -1.00    -7200.00
00019               0.40    -7200.00
00020               0.20    -7200.00
00021              -0.60    -7200.00
00022               0.40    -7200.00
00023               0.20    -7200.00
00024              -1.00    -8000.00
00025               0.40    -7200.00
00026               0.40    -8000.00
00027              -0.60    -7200.00
00028               0.80    -8000.00
00029               0.40    -8000.00
00030              -0.20    -8000.00
00031               0.80    -8000.00
00032               0.20    -8000.00
00033              -0.40    -8000.00
00034              -0.20    -8000.00
00035              -0.20    -8000.00
00036               0.20    -8000.00
00037               0.40    -8000.00
00038              -0.20    -8000.00
00039               0.40    -8000.00
00040               0.60    -8000.00
00041               0.00    -8000.00
00042               0.40    -8000.00
00043               0.60    -8000.00
00044               0.40    -8000.00
00045               0.80    -8800.00
00046              -0.20    -8000.00
00047               0.20    -8000.00
00048               0.40    -8000.00
00049              -0.20    -8000.00
00050               0.60    -8800.00
00051               0.20    -8800.00
00052              -0.20    -8800.00
00053               0.60    -8000.00
00054               0.20    -8800.00
00055               0.80    -8000.00
00056               0.60    -8800.00
00057               0.20    -8800.00
00058               1.40    -8800.00
00059               0.60    -8800.00
00060              -1.20    -8800.00
00061               1.80    -8000.00
00062               1.20    -9600.00
00063              -1.20    -8800.00
00064               2.00    -8800.00
00065               0.60    -8800.00
00066              -1.20    -9600.00
00067               2.00    -8800.00
00068              -0.20    -9600.00
00069              -0.60    -8800.00
00070               2.20    -9600.00
00071               0.40    -9600.00
00072              -0.20    -9600.00
00073               1.20    -8800.00
00074               0.20    -9600.00
00075               1.00    -9600.00
00076               0.40    -9600.00
00077               0.20    -9600.00
00078               1.20    -9600.00
00079              -0.20    -8800.00
00080              -0.60    -9600.00
00081               1.20    -9600.00
00082               0.20    -9600.00
00083               0.20    -9600.00
00084               1.60    -9600.00
00085               1.00    -9600.00
00086               0.20    -9600.00
00087               0.40    -9600.00
00088               0.40   -10400.00
00089               0.00    -9600.00
00090               1.00   -10400.00
00091               1.20    -9600.00
00092               0.20    -9600.00
00093               0.20    -9600.00
00094               0.80   -10400.00
00095               0.60    -9600.00
00096               0.40    -9600.00
00097               1.00   -10400.00
00098               0.40   -10400.00
00099               0.40    -9600.00
00100               0.40   -10400.00
00101               0.20   -10400.00
00102               0.40    -9600.00
00103               1.00    -9600.00
00104               0.60    -9600.00
00105               1.00   -10400.00
00106               0.60   -10400.00
00107               0.40    -9600.00
00108               1.00   -10400.00
00109               1.00   -10400.00
00110               0.40   -10400.00
00111               1.00    -9600.00
00112               1.00   -10400.00
00113               0.40   -10400.00
00114               0.40   -10400.00
00115               1.00   -10400.00
00116               0.60   -10400.00
00117               1.00   -10400.00
00118               1.00   -10400.00
00119               0.40   -10400.00
00120               1.20   -10400.00
00121               1.00   -10400.00
00122               0.60   -10400.00
00123               1.20   -10400.00
00124               0.60   -10400.00
00125               1.00   -10400.00
00126               0.80   -10400.00
00127               0.40    -9600.00
00128               1.00   -10400.00
00129               1.00   -10400.00
00130               0.20   -11200.00
00131               1.00   -10400.00
00132               1.00   -10400.00
00133               0.60   -10400.00
00134               0.60   -10400.00
00135               1.40   -10400.00
00136               1.20   -10400.00
00137               1.20   -10400.00
00138               1.40   -10400.00
00139               0.60   -10400.00
00140               0.60   -10400.00
00141               1.00    -9600.00
00142               0.80   -10400.00
00143               0.40   -10400.00
00144               0.60   -11200.00
00145               0.80   -11200.00
00146               0.40   -10400.00
00147               0.60   -11200.00
00148               1.20   -10400.00
00149               0.60   -11200.00
00150               1.00   -11200.00
00151               1.20   -11200.00
00152               0.40   -10400.00
00153               0.60   -11200.00
00154               1.00   -10400.00
00155               0.60   -10400.00
00156               0.60   -10400.00
00157               1.00   -11200.00
00158               0.40   -10400.00
00159               0.40   -10400.00
00160               0.60   -11200.00
00161               0.60   -11200.00
00162               0.60   -10400.00
00163               1.00   -10400.00
00164               1.40   -11200.00
00165               1.20   -10400.00
00166               1.00   -10400.00
00167               1.20   -11200.00
00168               1.40   -11200.00
00169               0.60   -10400.00
00170               0.60   -10400.00
00171               0.60   -10400.00
00172               0.40   -10400.00
00173               0.60   -10400.00
00174               1.20   -10400.00
00175               0.60   -10400.00
00176               1.20   -10400.00
00177               1.00   -11200.00
00178               1.20   -10400.00
00179               1.00   -10400.00
00180               0.80   -10400.00
00181               1.00   -10400.00
00182               0.60   -10400.00
00183               1.00   -11200.00
00184               1.20   -10400.00
00185               0.60   -10400.00
00186               1.20   -10400.00
00187               1.00    -9600.00
00188               0.20   -10400.00
00189               0.60   -10400.00
00190               1.00   -10400.00
00191               0.40    -9600.00
00192               1.20   -10400.00
00193               1.40   -10400.00
00194               0.40   -10400.00
00195               0.80    -9600.00
00196               1.00   -10400.00
00197               0.20    -9600.00
00198               0.60   -10400.00
00199               1.00   -10400.00
00200               0.60    -9600.00
00201               1.00   -10400.00
00202               1.00    -9600.00
00203               0.60   -10400.00
00204               0.60    -9600.00
00205               1.00   -10400.00
00206               0.20    -9600.00
00207               0.60   -10400.00
00208               0.80    -9600.00
00209               0.40    -9600.00
00210               0.40    -9600.00
00211               1.00   -10400.00
00212               0.40    -9600.00
00213               0.40    -9600.00
00214               1.00   -10400.00
00215               0.40    -9600.00
00216               0.40    -9600.00
00217               0.80    -9600.00
00218               0.40    -9600.00
00219               0.60    -9600.00
00220               0.60    -9600.00
00221               0.40    -9600.00
00222              -0.20    -9600.00
00223               0.40   -10400.00
00224               0.40    -9600.00
00225               0.20    -9600.00
00226               0.40    -9600.00
00227               0.60    -9600.00
00228               1.00    -9600.00
00229               0.40    -9600.00
00230               0.40    -9600.00
00231               0.40    -9600.00
00232               0.20    -9600.00
00233               0.40    -9600.00
00234               0.20    -9600.00
00235               0.20    -9600.00
00236               1.00    -9600.00
00237               0.20    -8800.00
00238               0.20    -9600.00
00239               0.60    -9600.00
00240               0.20    -9600.00
00241               0.40    -9600.00
00242               0.80    -9600.00
00243               0.20    -9600.00
00244               0.60    -9600.00
00245               1.00    -9600.00
00246               0.40    -8800.00
00247               0.40    -9600.00
00248               0.40    -9600.00
00249               0.00    -8000.00
00250               0.40    -8800.00
00251               0.00    -8800.00
00252               0.20    -8800.00
00253               1.00    -8000.00
00254               0.20    -8800.00
00255               0.40    -8000.00
00256               0.60    -8800.00
00257               0.40    -8000.00
00258               0.40    -8000.00
00259               0.40    -8000.00
00260               0.20    -8000.00
00261               0.40    -8000.00
00262               0.40    -8000.00
00263              -0.20    -8000.00
00264               0.40    -8800.00
00265               0.20    -8000.00
00266               0.20    -8000.00
00267               0.20    -8000.00
00268               0.20    -8000.00
00269               0.40    -8000.00
00270               0.40    -8000.00
00271               0.20    -7200.00
00272               0.20    -8000.00
00273               0.40    -8000.00
00274              -0.20    -8000.00
00275               0.20    -8000.00
00276               0.20    -8000.00
00277              -0.20    -8000.00
00278               0.20    -8000.00
00279               0.20    -8000.00
00280              -0.40    -7200.00
00281              -0.40    -7200.00
00282               0.00    -7200.00
00283               0.20    -7200.00
00284               0.40    -7200.00
00285               0.40    -7200.00
00286              -0.40    -7200.00
00287               0.20    -7200.00
00288               0.60    -7200.00
00289              -0.60    -7200.00
00290               0.40    -7200.00
00291               0.40    -7200.00
00292              -1.00    -7200.00
00293               0.40    -7200.00
00294               0.00    -6400.00
00295              -0.60    -7200.00
00296               0.40    -6400.00
00297               0.00    -7200.00
00298              -0.40    -6400.00
00299               0.40    -7200.00
00300              -0.40    -6400.00
00301               0.00    -6400.00
00302               0.40    -6400.00
00303              -0.40    -6400.00
00304               0.60    -6400.00
00305              -0.20    -7200.00
00306              -0.60    -6400.00
00307               0.80    -6400.00
00308              -0.20    -6400.00
00309              -0.60    -6400.00
00310               1.00    -6400.00
00311              -0.20    -6400.00
00312              -0.60    -6400.00
00313               1.20    -6400.00
00314              -0.40    -5600.00
00315              -0.60    -5600.00
00316               0.60    -5600.00
00317              -0.40    -6400.00
00318              -0.60    -4800.00
00319               0.20    -5600.00
00320               0.40    -6400.00
00321              -0.20    -4800.00
00322               0.20    -5600.00
00323               1.00    -4800.00
00324              -0.20    -4800.00
00325              -0.60    -5600.00
00326               0.20    -5600.00
00327              -0.40    -4800.00
00328              -0.40    -4800.00
00329               0.20    -4000.00
00330              -0.40    -4800.00
00331              -0.40    -4800.00
00332               0.40    -4800.00
00333              -0.40    -4000.00
00334              -0.60    -4800.00
00335               0.40    -4000.00
00336              -0.20    -4000.00
00337              -0.80    -4800.00
00338               0.60    -4000.00
00339              -0.20    -4000.00
00340              -1.00    -4000.00
00341               0.40    -4000.00
00342              -0.60    -4800.00
00343              -1.80    -3200.00
00344              -0.20    -4000.00
00345              -0.40    -4000.00
00346              -1.20    -4000.00
00347               0.40    -4000.00
00348               0.20    -4000.00
00349              -1.20    -4000.00
00350               0.20    -3200.00
00351               0.20    -3200.00
00352              -1.00    -3200.00
00353              -0.20    -3200.00
00354               0.20    -3200.00
00355              -1.20    -3200.00
00356              -0.40    -3200.00
00357              -0.20    -3200.00
00358              -0.60    -3200.00
00359              -0.60    -2400.00
00360              -0.40    -3200.00
00361              -0.60    -3200.00
00362              -0.60    -3200.00
00363              -0.40    -3200.00
00364              -0.40    -3200.00
00365              -0.40    -3200.00
00366               0.20    -2400.00
00367               0.20    -1600.00
00368              -0.40    -2400.00
00369              -0.40    -2400.00
00370              -0.40    -2400.00
00371              -0.60    -1600.00
00372              -1.00    -1600.00
00373              -0.20    -1600.00
00374              -0.40    -1600.00
00375              -1.00    -1600.00
00376               0.20    -1600.00
00377              -0.20    -1600.00
00378              -1.00    -1600.00
00379               0.40    -1600.00
00380              -0.20    -1600.00
00381              -0.80    -1600.00
00382               0.40    -1600.00
00383              -0.40    -1600.00
00384              -1.00    -1600.00
00385               0.40    -1600.00
00386              -0.20    -1600.00
00387              -0.60     -800.00
00388              -0.20     -800.00
00389              -0.60     -800.00
00390              -1.00     -800.00
00391               0.20     -800.00
00392              -0.40     -800.00
00393              -0.40     -800.00
00394              -0.20     -800.00
00395              -0.40        0.00
00396              -0.40        0.00
00397              -0.40     -800.00
00398              -0.60     -800.00
00399              -0.20        0.00
00400              -1.00     -800.00
00401              -0.60        0.00
00402               0.20        0.00
00403              -1.20     -800.00
00404              -0.40        0.00
00405              -0.20        0.00
00406              -1.00        0.00
00407              -0.40        0.00
00408              -0.60        0.00
00409              -1.20        0.00
00410              -1.00        0.00
00411              -0.40        0.00
00412               0.20        0.00
00413              -0.60      800.00
00414               0.40        0.00
00415              -0.40        0.00
00416              -0.60      800.00
00417              -0.40        0.00
00418              -0.60     1600.00
00419              -0.20      800.00
00420               6.60     1600.00
00421              21.00     1600.00
00422             -23.40     1600.00
00423             -25.00      800.00
00424              22.80     1600.00
00425              25.00     1600.00
00426             -25.00     1600.00
00427             -25.00     1600.00
00428              25.00     1600.00
00429              25.00     1600.00
00430             -25.00      800.00
00431              16.00     1600.00
00432              25.00     1600.00
00433             -25.00     1600.00
00434             -25.00     2400.00
00435              25.00     1600.00
00436             -25.00     1600.00
00437             -25.00     2400.00
00438              25.00     1600.00
00439              -8.60     1600.00
00440             -25.00     2400.00
00441              25.00     2400.00
00442             -25.00     2400.00
00443             -16.60     2400.00
00444              25.00     2400.00
00445             -25.00     2400.00
00446             -11.40     3200.00
00447              25.00     3200.00
00448             -25.00     2400.00
00449             -25.00     3200.00
00450              25.00     2400.00
00451             -25.00     2400.00
00452             -25.00     2400.00
00453              25.00     3200.00
00454             -25.00     2400.00
00455             -25.00     3200.00
00456              25.00     3200.00
00457             -25.00     3200.00
00458              -7.00     3200.00
00459              25.00     3200.00
00460             -25.00     3200.00
00461               8.40     3200.00
00462              25.00     4000.00
00463             -25.00     4000.00
00464               9.60     3200.00
00465              25.00     4800.00
00466             -25.00     4800.00
00467               3.00     4000.00
00468              25.00     4800.00
00469             -24.00     4000.00
00470              -3.00     4000.00
00471              18.00     4800.00
00472             -12.40     4000.00
00473              -4.20     4800.00
00474              11.80     4000.00
00475              -7.60     4800.00
00476              -2.40     4800.00
00477               3.80     4800.00
00478              -8.20     4000.00
00479               3.00     4800.00
00480               1.40     4800.00
00481              -6.60     4800.00
00482               5.40     4800.00
00483              -0.60     4800.00
00484              -7.00     5600.00
00485               2.80     5600.00
00486               3.00     4800.00
00487              -7.40     4800.00
00488               0.40     5600.00
00489               6.20     4800.00
00490              -8.60     5600.00
00491               0.00     5600.00
00492               5.20     5600.00
00493              -6.20     6400.00
00494               0.00     6400.00
00495               2.00     5600.00
00496              -4.80     5600.00
00497              -0.40     6400.00
00498               2.20     5600.00
00499              -1.60     7200.00
00500              -0.40     6400.00
00501               0.20     5600.00
00502              -2.00     6400.00
00503              -0.40     7200.00
00504              -1.00     6400.00
00505              -2.00     6400.00
00506               0.00     7200.00
00507               0.00     6400.00
00508              -0.40     6400.00
00509              -0.40     7200.00
00510              -0.80     7200.00
00511              -0.60     6400.00
00512              -0.60     7200.00
00513              -1.60     7200.00
00514              -1.00     7200.00
00515               0.00     7200.00
00516              -0.40     7200.00
00517              -0.40     7200.00
00518              -0.60     8000.00
00519              -0.60     7200.00
00520              -1.00     8000.00
00521              -1.20     7200.00
00522              -0.40     7200.00
00523              -1.00     7200.00
00524              -0.60     8000.00
00525               0.40     8000.00
00526              -1.00     7200.00
00527              -1.00     8000.00
00528              -0.20     8000.00
00529              -2.20     7200.00
00530              -1.00     8000.00
00531               0.20     8000.00
00532              -1.40     8000.00
00533              -1.00     8000.00
00534              -0.20     8000.00
00535              -0.60     8000.00
00536              -0.60     8000.00
00537              -1.00     8000.00
00538              -1.20     8000.00
00539              -0.80     8000.00
00540              -1.00     8000.00
00541              -0.80     8000.00
00542              -1.00     8000.00
00543              -1.40     8000.00
00544              -0.40     8000.00
00545              -1.00     8000.00
00546              -2.20     8000.00
00547              -0.60     8800.00
00548              -0.60     8000.00
00549              -1.00     8800.00
00550              -0.20     8800.00
00551              -1.00     8000.00
00552              -0.40     8800.00
00553              -0.20     8800.00
00554              -1.20     8800.00
00555              -1.80     8800.00
00556              -0.60     8800.00
00557              -1.20     8800.00
00558              -1.20     8800.00
00559              -0.20     8800.00
00560              -1.40     8800.00
00561              -1.00     9600.00
00562              -0.40     8800.00
00563              -1.00     9600.00
00564              -0.60     8800.00
00565              -0.60     8800.00
00566              -0.80     9600.00
00567              -0.60     9600.00
00568              -0.40     8800.00
00569              -0.80     9600.00
00570              -1.20     9600.00
00571              -1.00     9600.00
00572              -0.60     9600.00
00573              -2.20     9600.00
00574              -0.20     9600.00
00575              -1.40     9600.00
00576              -1.20     9600.00
00577               0.20     9600.00
00578              -0.60     9600.00
00579              -1.80     9600.00
00580               0.20     9600.00
00581               0.80     9600.00
00582              -3.00     9600.00
00583               0.00     9600.00
00584               0.20    10400.00
00585              -3.00     9600.00
00586               0.20     9600.00
00587              -0.40    10400.00
00588              -2.80     9600.00
00589               0.40     9600.00
00590              -0.40     9600.00
00591              -2.00     9600.00
00592              -0.20     9600.00
00593              -0.40    10400.00
00594              -2.20    10400.00
00595               0.40    10400.00
00596              -1.00    10400.00
00597              -1.80    10400.00
00598              -0.20    10400.00
00599              -1.00    10400.00
00600              -1.60    11200.00
00601              -0.60    10400.00
00602              -1.20    10400.00
00603              -1.20    10400.00
00604              -0.80    11200.00
00605              -1.00    10400.00
00606              -1.00    11200.00
00607              -1.00    11200.00
00608              -0.60    10400.00
00609              -1.20    11200.00
00610              -1.40    11200.00
00611              -1.00    10400.00
00612              -0.20    11200.00
00613              -1.80    11200.00
00614              -1.00    11200.00
00615              -0.80    10400.00
00616              -2.00    10400.00
00617               0.20    11200.00
00618              -1.20    11200.00
00619              -2.60    11200.00
00620               0.20    11200.00
00621              -1.60    11200.00
00622              -2.00    11200.00
00623               0.60    11200.00
00624              -2.20    11200.00
00625              -2.20    11200.00
00626               0.60    11200.00
00627              -1.60    11200.00
00628              -1.60    11200.00
00629              -0.20    11200.00
00630              -2.00    10400.00
00631              -0.60    11200.00
00632              -0.40    11200.00
00633              -2.20    11200.00
00634              -0.60    11200.00
00635              -1.00    11200.00
00636              -2.00    11200.00
00637              -0.60    11200.00
00638              -1.20    11200.00
00639              -1.40    11200.00
00640              -0.40    11200.00
00641              -1.00    11200.00
00642              -2.20    11200.00
00643              -0.40    11200.00
00644              -0.60    11200.00
00645              -1.00    11200.00
00646              -0.60    11200.00
00647              -1.20    11200.00
00648              -1.20    11200.00
00649              -1.20    11200.00
00650              -1.80    11200.00
00651              -1.40    11200.00
00652              -0.40    11200.00
00653              -1.00    11200.00
00654              -1.20    11200.00
00655              -1.00    11200.00
00656              -1.40    11200.00
00657              -1.20    11200.00
00658              -1.00    11200.00
00659              -1.20    11200.00
00660              -0.60    11200.00
00661              -0.60    11200.00
00662              -1.20    10400.00
00663              -1.40    11200.00
00664              -1.20    11200.00
00665              -1.60    11200.00
00666              -2.00    11200.00
00667              -2.00    11200.00
00668              -1.40    11200.00
00669              -0.80    11200.00
00670              -0.60    11200.00
00671              -1.20    11200.00
00672              -0.80    11200.00
00673              -1.00    11200.00
00674              -2.00    11200.00
00675              -1.80    11200.00
00676              -1.20    11200.00
00677              -1.20    11200.00
00678              -1.00    11200.00
00679              -1.20    11200.00
00680              -1.40    11200.00
00681              -1.40    11200.00
00682              -1.80    11200.00
00683              -1.20    11200.00
00684              -1.80    11200.00
00685              -1.20    11200.00
00686              -0.40    11200.00
00687              -1.00    11200.00
00688              -1.20    11200.00
00689              -0.60    11200.00
00690              -0.80    11200.00
00691              -1.20    11200.00
00692              -1.20    11200.00
00693              -1.80    11200.00
00694              -1.60    11200.00
00695              -1.20    11200.00
00696              -1.20    11200.00
00697              -1.20    11200.00
00698              -0.60    11200.00
00699              -1.00    11200.00
00700              -1.00    11200.00
00701              -1.20    11200.00
00702              -1.20    11200.00
00703              -0.60    11200.00
00704              -0.60    11200.00
00705              -1.20    11200.00
00706              -0.60    11200.00
00707              -1.20    11200.00
00708              -1.20    11200.00
00709              -0.40    11200.00
00710              -1.80    11200.00
00711              -0.60    11200.00
00712              -0.40    11200.00
00713              -2.00    10400.00
00714              -0.60    11200.00
00715              -0.20    10400.00
00716              -1.00    11200.00
00717              -0.60    10400.00
00718              -0.60    11200.00
00719              -1.20    11200.00
00720              -0.60     9600.00
00721              -1.20    11200.00
00722              -1.40     9600.00
00723              -0.20    11200.00
00724              -1.00    11200.00
00725              -1.20    11200.00
00726              -0.20    10400.00
00727              -1.00    11200.00
00728              -1.00     9600.00
00729              -1.00    10400.00
00730              -1.40     9600.00
00731              -1.00    10400.00
00732              -1.00    10400.00
00733              -1.00    10400.00
00734              -0.60    10400.00
00735              -0.60    10400.00
00736              -0.60    10400.00
00737              -0.60     9600.00
00738              -1.00    10400.00
00739              -1.00     9600.00
00740              -0.60     9600.00
00741              -1.20     9600.00
00742              -1.20     9600.00
00743              -1.00     9600.00
00744              -1.00    10400.00
00745              -1.00     9600.00
00746              -1.20    10400.00
00747              -1.20     9600.00
00748              -1.00     9600.00
00749              -0.60     9600.00
00750              -0.80     9600.00
00751              -0.60     9600.00
00752              -0.60     8800.00
00753              -0.60     9600.00
00754              -0.60     9600.00
00755              -1.20     9600.00
00756              -0.60     9600.00
00757              -0.60     8800.00
00758              -1.80     9600.00
00759              -0.60     9600.00
00760              -1.00     9600.00
00761              -1.00     9600.00
00762              -0.20     9600.00
00763              -0.60     8800.00
00764              -1.20     9600.00
00765               0.40     8800.00
00766              -0.60     9600.00
00767              -1.20     8800.00
00768               0.40     8800.00
00769              -1.20     8800.00
00770              -1.20     8800.00
00771               0.40     8800.00
00772              -2.20     8800.00
00773              -1.00     8800.00
00774               0.20     8800.00
00775              -1.60     8000.00
00776              -0.60     8800.00
00777               0.40     8800.00
00778              -0.80     8800.00
00779              -0.60     8800.00
00780               0.20     8000.00
00781              -0.60     8000.00
00782              -1.00     8800.00
00783               0.20     8000.00
00784              -0.60     8000.00
00785              -1.20     8000.00
00786              -0.40     8000.00
00787              -0.60     8000.00
